PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[10]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
367,1121,5.707361221,-1.930784345,1
367,1153,7.480142593,-3.321051598,1
367,1185,8.020569801,-4.954251766,1
367,1217,8.439886093,-6.144109726,1
367,1249,9.375195503,-5.609250546,1
367,1281,12.61069679,-3.868073463,1
367,1313,12.63682652,-4.427642345,1
367,1345,11.43970871,-6.121900082,1
367,1377,11.06637001,-8.426251411,1
367,1409,9.6714077,-10.45355892,1
367,1441,9.323846817,-11.77940273,1
367,1473,9.383174896,-11.26385307,1
367,1505,8.762225151,-10.64003944,1
367,1537,7.98513031,-9.481860161,1
367,1569,7.610963345,-8.752224922,1
367,1601,6.648814678,-8.519186974,1
367,1633,6.03666687,-8.210791588,1
367,1665,5.676920891,-8.777583122,1
367,1697,5.123198032,-8.822229385,1
367,1729,4.809379578,-7.730354786,1
367,1761,4.813054085,-5.979154587,1
367,1793,4.929525375,-5.464879513,1
367,1825,4.531859398,-4.864349365,1
367,1857,4.552615643,-4.278042793,1
367,1889,5.321504593,-3.3285532,1
367,1921,5.141854763,-2.359693527,1
367,1953,3.523993969,-2.483911276,1
367,1985,1.622338533,0.04852437973,1
367,2017,-1.378816366,-2.409780264,1
399,33,0.08615103364,0.02493014932,1
399,65,0.0723894164,-0.07874488086,1
399,97,-0.06954097748,-0.1328772604,1
399,129,-0.06347361952,-0.2614375949,1
399,161,0.1473213732,-0.2084639668,1
399,193,0.1104224622,-0.1402816176,1
399,225,-0.2149157524,0.007815051824,1
399,257,-0.7319843769,0.3387481272,1
399,289,-0.9015004039,0.4415892363,1
399,321,-0.8560443521,0.6261991262,1
399,353,-0.7499061227,0.4218504429,1
399,385,-0.5882543325,0.8664556742,1
399,417,-1.679891944,3.814418793,1
399,449,-1.467756987,3.77562356,1
399,481,-0.88418293,0.5938079357,1
399,513,-1.299484611,-0.2679047585,1
399,545,-1.776694059,0.6089946628,1
399,577,-2.346814156,1.178120136,1
399,609,-3.576298714,1.370712042,1
399,641,-4.568145752,1.527933598,1
399,673,-5.174715042,0.4572805166,1
399,705,-4.120884418,0.2318862677,1
399,737,-2.724854708,0.8482498527,1
399,769,-1.956449389,1.367620111,1
399,801,-1.588187695,0.8696271181,1
399,833,-1.723465204,-0.1625685245,1
399,865,-2.417206287,-0.4993652105,1
399,897,-5.840566635,-3.790218353,1
399,929,-3.907008886,-3.623103142,1
399,961,-0.9007562399,-6.172228336,1
399,993,-0.653526485,-6.635261536,1
399,1025,0.6766995192,-1.500318527,1
399,1057,3.009970903,-1.117337465,1
399,1089,4.878921032,-1.129455447,1
399,1121,6.775143147,-1.644922018,1
399,1153,9.401619911,-3.316945553,1
399,1185,10.15600014,-5.642310143,1
399,1217,10.11526299,-8.294042587,1
399,1249,10.28473568,-5.71708107,1
399,1281,10.71918011,-3.447685719,1
399,1313,11.28080654,-3.887350082,1
399,1345,8.308499336,-7.477635384,1
399,1377,7.29791832,-9.124242783,1
399,1409,7.863699913,-10.06532001,1
399,1441,8.455080986,-11.00495243,1
399,1473,8.991904259,-11.43316841,1
399,1505,9.51313591,-10.81771088,1
399,1537,8.325242043,-10.27119064,1
399,1569,7.402435303,-8.993491173,1
399,1601,6.389171124,-8.432724953,1
399,1633,5.568275928,-8.601535797,1
399,1665,5.157457352,-8.696312904,1
399,1697,4.495760918,-8.136769295,1
399,1729,4.064774036,-7.846003056,1
399,1761,4.072055817,-6.894383907,1
399,1793,4.491500378,-5.591230869,1
399,1825,4.205729485,-4.517505169,1
399,1857,4.881772995,-3.681557178,1
399,1889,5.139483452,-3.662264824,1
399,1921,4.7739501,-3.030642748,1
399,1953,4.513672829,-2.688799143,1
399,1985,3.476322174,-2.453975201,1
399,2017,-0.4865102768,-1.901851892,1
431,33,0.2034029216,0.1151712686,1
431,65,0.2370693982,0.00599790737,1
431,97,0.01757792011,-0.1811019778,1
431,129,-0.0571706593,-0.2761013508,1
431,161,-0.01817715913,-0.3496348262,1
431,193,0.1490364075,-0.23484914,1
431,225,0.4566683173,0.07143677771,1
431,257,-0.1845860183,0.4498087764,1
431,289,-0.7346329689,0.6658011675,1
431,321,-0.9954605103,1.091719985,1
431,353,-0.8704687953,0.529263258,1
431,385,-0.4784392118,0.7750321031,1
431,417,-0.8490344882,2.518519878,1
431,449,-1.107446194,2.203900814,1
431,481,-0.7048324347,0.7850871086,1
431,513,-1.183843613,0.4508787394,1
431,545,-1.396373272,0.2095880508,1
431,577,-1.382192016,-0.2532065511,1
431,609,-1.847483158,0.3687729836,1
431,641,-2.623037577,0.8130601048,1
431,673,-2.645963669,0.01619106531,1
431,705,-1.873813868,-0.2704581618,1
431,737,-2.796581745,0.6867712736,1
431,769,-2.307077646,1.339342356,1
431,801,-1.800385833,0.8712103963,1
431,833,-1.597200394,0.226072073,1
431,865,-2.047626019,-0.2098524272,1
431,897,-5.25814867,-3.414561272,1
431,929,-0.8981871009,-0.3115269542,1
431,961,-0.3588903546,-0.9162412286,1
431,993,-1.191987634,-5.287364006,1
431,1025,1.293288827,-2.562343597,1
431,1057,4.649207115,-1.867498755,1
431,1089,7.76851368,-2.103055954,1
431,1121,10.07796383,-2.848819733,1
431,1153,11.11574745,-4.277229786,1
431,1185,11.33739281,-6.411953926,1
431,1217,11.31549549,-8.946586609,1
431,1249,10.58760929,-5.393153667,1
431,1281,9.817295074,-5.401494503,1
431,1313,9.107455254,-6.621000767,1
431,1345,7.600510597,-8.432474136,1
431,1377,7.814880371,-9.601326942,1
431,1409,7.961647034,-10.00517273,1
431,1441,7.708545685,-10.95780659,1
431,1473,8.693048477,-11.56139183,1
431,1505,9.645626068,-10.61418056,1
431,1537,7.545778275,-10.45187855,1
431,1569,6.710063934,-9.230425835,1
431,1601,6.126980305,-7.478162766,1
431,1633,5.700128078,-7.601636887,1
431,1665,4.825018883,-8.843702316,1
431,1697,4.066955566,-7.779019356,1
431,1729,3.424073458,-7.370530605,1
431,1761,3.337533236,-6.571815014,1
431,1793,3.561151266,-5.379762173,1
431,1825,2.998176813,-4.360651493,1
431,1857,3.050908804,-1.077018261,1
431,1889,3.875543356,-3.569643259,1
431,1921,3.951170444,-3.097137928,1
431,1953,4.402005672,-2.777235508,1
431,1985,5.232674599,-3.948479652,1
431,2017,1.151488543,-1.538471222,1
463,33,0.1704164743,0.1234759092,1
463,65,0.07888673991,-0.06213650852,1
463,97,-0.06889017671,-0.2153702229,1
463,129,-0.0006721764803,-0.07694199681,1
463,161,-0.1827005744,-0.04161752015,1
463,193,-0.232099399,-0.07495561987,1
463,225,0.1498858333,0.05829304457,1
463,257,0.003576308489,0.207077086,1
463,289,-0.2534700632,0.6381375194,1
463,321,-0.7097560763,0.6525954604,1
463,353,-1.15064168,0.1824124455,1
463,385,-0.6743098497,0.2053948641,1
463,417,-0.2207115889,1.014615536,1
463,449,-0.3752455115,3.261798382,1
463,481,-0.1405828297,1.610893965,1
463,513,-0.3832159042,0.6938506365,1
463,545,-0.6913143396,0.6070452332,1
463,577,-0.7469878197,-0.2828832865,1
463,609,-1.180092454,-0.3920215368,1
463,641,-1.495393991,-19.32739449,1
463,673,13.35416317,-6.91300106,1
463,705,10.1919136,-11.69601345,1
463,737,-1.68287456,0.4110518098,1
463,769,-1.888112783,0.8116493225,1
463,801,-0.971228838,1.154089093,1
463,833,-0.9563118219,0.8818588853,1
463,865,-1.507034302,0.08143152297,1
463,897,-1.586134315,-0.459063828,1
463,929,-1.153333545,-0.4154531062,1
463,961,-0.5429431796,-0.5185444355,1
463,993,-0.9638096094,-1.663326144,1
463,1025,1.046483755,-3.581546545,1
463,1057,5.691241264,-2.199941397,1
463,1089,9.933178902,-2.527473927,1
463,1121,11.71299934,-3.623046875,1
463,1153,11.58969593,-5.135186672,1
463,1185,11.04382515,-7.808246613,1
463,1217,12.16519547,-9.411809921,1
463,1249,11.33973217,-7.090325832,1
463,1281,10.09744358,-7.284022331,1
463,1313,10.20646667,-9.424264908,1
463,1345,9.311738968,-10.5161953,1
463,1377,8.862456322,-11.7094183,1
463,1409,7.953329086,-10.15202999,1
463,1441,7.664906025,-10.71177292,1
463,1473,7.705172539,-10.82938194,1
463,1505,7.626592159,-10.66537094,1
463,1537,6.435400963,-10.68443012,1
463,1569,4.962387085,-9.790048599,1
463,1601,12.07923317,-27.04280663,1
463,1633,6.155670643,-6.438248634,1
463,1665,5.36412096,-8.969239235,1
463,1697,3.276857853,-7.667263031,1
463,1729,2.998670578,-6.351766586,1
463,1761,3.231143951,-5.717135429,1
463,1793,1.602428436,-4.902920723,1
463,1825,-0.6510369778,-6.38965416,1
463,1857,0.7746052742,-1.140615702,1
463,1889,3.201426029,-1.304129601,1
463,1921,1.882504225,-2.614607811,1
463,1953,2.731394529,-4.015536785,1
463,1985,4.091087818,-3.439219713,1
463,2017,0.4104163647,-1.443366885,1
495,33,0.02910533175,0.1658170819,1
495,65,0.0781570673,0.1327624023,1
495,97,0.1065489054,-0.117845118,1
495,129,-0.2121807188,0.2287671566,1
495,161,-0.3206510246,0.254034549,1
495,193,-0.2613460124,0.02852421626,1
495,225,-0.3705003858,-0.05414580554,1
495,257,-0.3076624572,-0.1634745002,1
495,289,0.04070159793,-0.0898001194,1
495,321,-0.3726320863,-0.1647418141,1
495,353,-1.196831465,-0.07971954346,1
495,385,-1.323450446,0.2969474196,1
495,417,0.0002946555614,0.7674063444,1
495,449,0.6172899008,1.776588082,1
495,481,-0.05306386948,1.261228323,1
495,513,-0.2946668267,0.1866520643,1
495,545,-0.3476366401,0.0627194643,1
495,577,-1.379530072,-0.06250157952,1
495,609,6.566754341,-7.205937386,1
495,641,-15.41939449,12.60379028,1
495,673,-15.73725319,9.49834919,1
495,705,-17.35027885,7.694782257,1
495,737,-1.781628251,2.07164669,1
495,769,-0.9239679575,0.6151151657,1
495,801,12.9373951,-1.771169901,1
495,833,-1.483902931,1.184549093,1
495,865,-1.272388697,0.4478300214,1
495,897,-1.191405892,0.1338488311,1
495,929,-0.9706690311,-0.2101493627,1
495,961,-0.8837352991,-0.3949771821,1
495,993,-1.9749856,-1.07772541,1
495,1025,2.478367567,-4.253764153,1
495,1057,8.088643074,-2.151800871,1
495,1089,12.97782993,-2.952756643,1
495,1121,11.92973042,-4.035102367,1
495,1153,10.33459187,-4.879007339,1
495,1185,11.19223595,-7.431806087,1
495,1217,11.69741631,-10.5200901,1
495,1249,10.88498116,-14.53366375,1
495,1281,9.050021172,-6.765892982,1
495,1313,11.70336151,-12.58766079,1
495,1345,11.1143589,-13.85143661,1
495,1377,12.1986599,-14.65612602,1
495,1409,7.105360985,-11.58474064,1
495,1441,6.80259943,-10.91534233,1
495,1473,6.942574024,-10.3354702,1
495,1505,6.291879654,-10.5070076,1
495,1537,5.963205338,-10.43554688,1
495,1569,5.276605129,-9.583641052,1
495,1601,4.798039913,-7.252138138,1
495,1633,4.481666565,-6.961720943,1
495,1665,3.924337864,-8.26106739,1
495,1697,3.295264006,-7.954455376,1
495,1729,3.543082714,-5.880326748,1
495,1761,3.67832756,-5.346027374,1
495,1793,3.318616867,-5.267132759,1
495,1825,1.782033443,-6.310618401,1
495,1857,1.453704596,-5.182178497,1
495,1889,2.072097301,-3.472848415,1
495,1921,0.7754225731,-1.09197998,1
495,1953,2.556088209,-3.473117113,1
495,1985,3.454215765,-1.893722534,1
495,2017,-0.06863355637,-1.462697506,1
527,33,-0.191514194,0.269729197,1
527,65,0.04689835012,0.3943474889,1
527,97,0.1707408577,0.136492908,1
527,129,-0.3697148263,0.3780393004,1
527,161,-0.440980792,0.5591491461,1
527,193,-0.1412242055,0.1639300734,1
527,225,-0.3142761588,-0.2348292023,1
527,257,-0.1976798773,-0.5210983753,1
527,289,0.04765430093,-0.2276950777,1
527,321,-0.1755751967,-0.6088343859,1
527,353,-1.714278936,-9.751319885e-05,1
527,385,-1.363791108,-0.02613413334,1
527,417,-0.4331398606,0.4154821634,1
527,449,-0.2190263271,0.7310066223,1
527,481,-0.3813461065,0.9006453156,1
527,513,-0.3599106669,0.5941408873,1
527,545,-1.009377241,-0.1307443976,1
527,577,-2.85699749,-18.35617256,1
527,609,0.2749989033,16.61854172,1
527,641,-6.87844038,-2.776937723,1
527,673,-7.248872757,-0.8098039627,1
527,705,-6.298198223,1.410013199,1
527,737,-3.344130516,2.479298115,1
527,769,-1.831770062,1.673203945,1
527,801,-1.045089126,1.742244959,1
527,833,-1.12029779,1.405894518,1
527,865,-1.105041862,0.9051979184,1
527,897,-0.8292490244,0.6137458682,1
527,929,-0.8315730691,0.5429600477,1
527,961,-2.304805756,-0.05719280243,1
527,993,1.311660767,-0.06457775831,1
527,1025,4.32335043,-0.9244893789,1
527,1057,10.88700485,-2.083602905,1
527,1089,12.00836468,-2.911351681,1
527,1121,11.49219894,-3.896897316,1
527,1153,10.15190315,-4.912190914,1
527,1185,9.136721611,-5.724516392,1
527,1217,9.219852448,-6.886204243,1
527,1249,8.763149261,-18.22530365,1
527,1281,7.909276962,-9.477229118,1
527,1313,10.1802578,-13.55022621,1
527,1345,10.41500664,-14.93096828,1
527,1377,11.07723045,-15.88214779,1
527,1409,5.911588669,-13.04204082,1
527,1441,4.63690567,-12.87002468,1
527,1473,5.260095596,-10.75344181,1
527,1505,4.50525856,-10.19342613,1
527,1537,4.758978844,-10.18474388,1
527,1569,5.805343628,-9.445768356,1
527,1601,5.541413784,-6.957687378,1
527,1633,3.715526581,-6.698261261,1
527,1665,2.739012718,-6.658554554,1
527,1697,2.947184563,-6.295900345,1
527,1729,3.831311226,-5.454128265,1
527,1761,4.086135864,-5.229744911,1
527,1793,3.456171513,-4.675681114,1
527,1825,2.604769707,-5.05093956,1
527,1857,1.843561411,-5.314000607,1
527,1889,1.654811859,-4.138074398,1
527,1921,-0.26516366,-2.134615183,1
527,1953,3.830892086,-5.44217968,1
527,1985,4.788262844,-3.160398722,1
527,2017,2.55003643,-1.324030519,1
559,33,-0.2636800408,0.2599048018,1
559,65,-0.2085511982,0.1192883998,1
559,97,-0.05217400193,-0.09191702306,1
559,129,-0.1485753059,0.1771667302,1
559,161,-0.4191800058,0.2541817725,1
559,193,0.03785967827,-0.1210975051,1
559,225,0.1441418529,-0.2749652267,1
559,257,0.123082608,-0.4333879948,1
559,289,-0.1251196861,0.4040640295,1
559,321,-1.028399348,0.3240171671,1
559,353,-1.228791237,0.02565765381,1
559,385,-0.7854362726,0.008135139942,1
559,417,-0.7338958979,0.3329783678,1
559,449,-0.8355580568,0.4386565685,1
559,481,-0.8348013163,0.7897223234,1
559,513,-0.9609562159,0.997407198,1
559,545,-2.075486183,1.16634357,1
559,577,-10.01236343,-0.2637857199,1
559,609,-11.21325779,-1.115569949,1
559,641,-6.837936401,-3.503938198,1
559,673,-6.895392895,-2.094655514,1
559,705,-6.766665459,1.784879684,1
559,737,-5.062626839,2.738402367,1
559,769,-1.700084448,1.769875646,1
559,801,-1.144133449,1.721663117,1
559,833,-1.344935179,1.58036077,1
559,865,-0.1270717382,0.297629714,1
559,897,-0.6161433458,0.9280381203,1
559,929,-0.4910017252,0.9431325197,1
559,961,0.6888177395,0.572291851,1
559,993,7.171999931,1.624095559,1
559,1025,10.27662086,-0.5521086454,1
559,1057,8.167333603,-1.60237956,1
559,1089,9.168344498,-3.032295465,1
559,1121,9.06970787,-4.938692093,1
559,1153,11.6923008,-4.831697464,1
559,1185,11.38418961,-5.901295185,1
559,1217,7.463301659,-7.290577412,1
559,1249,7.236623764,-8.431296349,1
559,1281,6.980498791,-9.56622982,1
559,1313,6.370837688,-9.866889954,1
559,1345,5.992410183,-15.89334965,1
559,1377,5.740557194,-13.33368492,1
559,1409,5.225755215,-13.31370544,1
559,1441,4.360679626,-12.85728645,1
559,1473,2.665873289,-11.02499294,1
559,1505,1.214545012,-10.69782543,1
559,1537,3.060836792,-10.06622887,1
559,1569,3.65162015,-9.459422112,1
559,1601,3.76322937,-9.499987602,1
559,1633,3.012684584,-6.952415943,1
559,1665,2.535190821,-6.040220737,1
559,1697,2.708646536,-5.619695663,1
559,1729,2.918170214,-5.49016571,1
559,1761,3.146839857,-5.167141438,1
559,1793,2.203561544,-3.743596077,1
559,1825,2.506539822,-4.13977623,1
559,1857,1.842358351,-4.91510725,1
559,1889,1.041538239,-4.393304825,1
559,1921,1.260147333,-3.981273413,1
559,1953,4.362784863,-4.998006821,1
559,1985,4.211317539,-2.872048378,1
559,2017,1.363150358,-0.7481623888,1
591,33,-0.2043934762,0.1441567242,1
591,65,-0.419049561,-0.1315752268,1
591,97,-0.6785160899,0.6044415236,1
591,129,-0.7171046734,0.8912559748,1
591,161,0.2781225443,-0.100155592,1
591,193,-0.01262187958,-0.3403419852,1
591,225,-0.1474820077,-0.08202934265,1
591,257,-0.07953000069,0.1344539523,1
591,289,-0.6757457852,0.9477194548,1
591,321,-1.242328167,2.16633606,1
591,353,-0.9948147535,1.19582808,1
591,385,-1.019180059,0.9231382608,1
591,417,-1.425588369,1.237179995,1
591,449,-1.588932753,0.8253313303,1
591,481,-1.496796131,1.185533404,1
591,513,-1.292248487,1.385902166,1
591,545,-2.207833052,1.663125753,1
591,577,-4.616541386,1.578618526,1
591,609,-3.535667419,-0.1687425375,1
591,641,-5.257145882,-3.622008562,1
591,673,-0.6606826782,-1.864701509,1
591,705,-5.41338253,0.9844543934,1
591,737,-5.113925457,2.225355148,1
591,769,-1.008549213,-0.05358064175,1
591,801,6.236598492,0.8461301327,1
591,833,18.03291702,1.156761169,1
591,865,-0.2255703807,-0.145055294,1
591,897,-0.02948874235,-0.4154734612,1
591,929,2.474237204,1.714600325,1
591,961,3.628807545,2.418776512,1
591,993,6.327831268,0.5737094879,1
591,1025,7.02867794,-0.2836068869,1
591,1057,6.626822472,-1.178863049,1
591,1089,6.229385853,-2.811147213,1
591,1121,6.128482819,-5.415348053,1
591,1153,7.275421143,-4.922284603,1
591,1185,10.7293911,-6.124862194,1
591,1217,8.354335785,-10.81908226,1
591,1249,6.140878677,-8.62665844,1
591,1281,5.856598377,-10.84443283,1
591,1313,5.359167099,-11.00077915,1
591,1345,4.301282883,-14.18758011,1
591,1377,4.435781479,-13.18411064,1
591,1409,4.046777725,-12.60301781,1
591,1441,4.009187698,-11.93362904,1
591,1473,3.46863699,-12.13823223,1
591,1505,1.454991341,-11.01164532,1
591,1537,0.410835743,-10.32958794,1
591,1569,21.22373199,-4.734243393,1
591,1601,21.70157433,-5.485053539,1
591,1633,1.645265579,-6.810268879,1
591,1665,1.924684048,-6.114620686,1
591,1697,1.847983837,-6.108792305,1
591,1729,2.30638504,-7.063326359,1
591,1761,3.04720664,-5.08108139,1
591,1793,0.1288793087,-0.4991636276,1
591,1825,0.828874588,-0.8576807976,1
591,1857,1.259546995,-4.435187817,1
591,1889,1.743315935,-4.389513969,1
591,1921,4.228614807,-3.496986151,1
591,1953,4.801231384,-3.273834467,1
591,1985,3.359535456,-1.644275904,1
591,2017,-0.1861672401,-0.1345818043,1
623,33,0.09586842358,0.1620602906,1
623,65,-1.053375006,-0.01010221243,1
623,97,-1.963367939,0.6474061012,1
623,129,-1.837567329,0.9903675318,1
623,161,-1.21260643,0.7358471751,1
623,193,-17.82833481,2.430659771,1
623,225,-12.50682259,-0.4875537157,1
623,257,-1.285127759,1.732840419,1
623,289,-1.260225773,2.575937748,1
623,321,-1.204372287,2.109122753,1
623,353,-1.012398481,1.736139536,1
623,385,-1.658373117,2.393863201,1
623,417,-2.565151215,2.086109638,1
623,449,-3.076452732,1.465691805,1
623,481,-3.134478807,1.343694925,1
623,513,-2.585428715,1.87916398,1
623,545,-2.377869368,1.821844578,1
623,577,-2.643550396,1.296720505,1
623,609,-2.911674023,0.189737916,1
623,641,-3.506476879,-0.09044444561,1
623,673,10.62747574,11.70180607,1
623,705,-5.815822124,0.5305348635,1
623,737,-5.454671383,0.006435871124,1
623,769,-2.885374069,0.3561584949,1
623,801,-3.604072809,0.6342759132,1
623,833,-3.975241184,1.156542778,1
623,865,-0.1663393974,1.08343482,1
623,897,0.4668303728,2.597717524,1
623,929,0.8906994462,6.654397011,1
623,961,1.164069414,1.787079573,1
623,993,3.099260569,0.4567922354,1
623,1025,6.126391411,-0.3076383471,1
623,1057,2.69863224,-0.7687984705,1
623,1089,3.280479908,-1.557791591,1
623,1121,3.207668781,-2.959635496,1
623,1153,3.567867279,-4.134972095,1
623,1185,3.930647373,-6.290103436,1
623,1217,4.132831573,-7.690066338,1
623,1249,4.325549603,-8.207380295,1
623,1281,3.896676064,-11.47097397,1
623,1313,3.436175346,-9.941962242,1
623,1345,2.917760372,9.569953918,1
623,1377,2.738832474,-9.989275932,1
623,1409,2.456832647,-10.50917244,1
623,1441,2.793828964,-10.76210976,1
623,1473,2.635884762,-11.24922657,1
623,1505,-0.08389282227,-10.19759083,1
623,1537,-0.9036071301,-9.419951439,1
623,1569,-0.2015891075,-8.197637558,1
623,1601,0.220523119,-6.613152504,1
623,1633,0.7493089437,-6.581997395,1
623,1665,1.283631086,-6.309487343,1
623,1697,1.257221103,-6.228589535,1
623,1729,1.336224794,-6.420782566,1
623,1761,4.441570282,-3.447227478,1
623,1793,2.507236481,-1.059105873,1
623,1825,1.066294909,-1.753921032,1
623,1857,2.460092545,-3.239266396,1
623,1889,3.32498455,-3.309850931,1
623,1921,3.704775095,-2.807524681,1
623,1953,2.046944857,-1.49257493,1
623,1985,0.1922414303,-0.3569968939,1
623,2017,-0.2906745374,-0.2541527152,1
655,33,0.3661962748,0.4404690862,1
655,65,-1.2199651,-0.3128876686,1
655,97,-1.952556014,0.6441550851,1
655,129,-2.196746111,1.02255404,1
655,161,-2.601465464,1.590475082,1
655,193,-1.34328115,1.557715416,1
655,225,-0.792494297,1.326123238,1
655,257,-1.120762467,2.130745888,1
655,289,-1.308373213,2.435548544,1
655,321,-1.452712297,1.030881405,1
655,353,-2.683054686,1.623568892,1
655,385,-5.251924515,2.398509741,1
655,417,-4.305925369,2.807843208,1
655,449,-3.905824661,2.602247477,1
655,481,-3.947578192,1.985530376,1
655,513,12.74362755,-2.335613728,1
655,545,-2.901312351,2.193398714,1
655,577,-1.34658432,1.860314369,1
655,609,-2.302201271,2.179500818,1
655,641,-4.147415638,2.652822733,1
655,673,-5.412573814,2.205330372,1
655,705,-7.408929348,1.633268595,1
655,737,-8.371177673,2.179810524,1
655,769,-7.048547745,0.3370964527,1
655,801,-5.688059807,2.063047886,1
655,833,-2.081914425,3.651765347,1
655,865,-1.069898844,6.233885288,1
655,897,4.799448013,3.797704697,1
655,929,2.303142071,7.50783062,1
655,961,0.01955628395,1.965907574,1
655,993,0.7001218796,0.4616191387,1
655,1025,0.3306255341,-5.844675541,1
655,1057,-0.6553421021,-0.5382790565,1
655,1089,1.439929962,0.8500279188,1
655,1121,1.177558422,-2.059313297,1
655,1153,1.596123219,-5.333353043,1
655,1185,1.81535387,-4.937094688,1
655,1217,2.304086685,-5.493383408,1
655,1249,3.741385221,-9.693006516,1
655,1281,0.4934799671,-7.920411587,1
655,1313,-0.7050306797,-6.467928886,1
655,1345,0.1109321117,-7.105898857,1
655,1377,0.8611962795,-6.696346283,1
655,1409,0.7348399162,-8.493541718,1
655,1441,0.2340507507,-9.149311066,1
655,1473,-0.3035515547,-9.002672195,1
655,1505,-1.085119486,-9.077329636,1
655,1537,-1.166528702,-8.366141319,1
655,1569,-0.08058464527,-7.567539215,1
655,1601,0.3391807079,-5.832888603,1
655,1633,0.1964122057,-5.576664448,1
655,1665,0.1901391745,-5.62077713,1
655,1697,0.06890928745,-5.881001949,1
655,1729,0.3389420509,-5.981472492,1
655,1761,2.726329565,-3.526575089,1
655,1793,3.034586668,-2.815083027,1
655,1825,3.173530817,-2.077710152,1
655,1857,3.126822472,-2.173572779,1
655,1889,2.035791636,-2.831212759,1
655,1921,1.493244171,-2.925386667,1
655,1953,0.6092504263,-0.7304372787,1
655,1985,0.2529639006,-0.205467701,1
655,2017,-0.07264268398,-0.9710276127,1
687,33,0.235144794,1.100187302,1
687,65,-0.3512192369,-0.2715703249,1
687,97,-0.6024873257,0.4088619947,1
687,129,-2.274611473,1.80056572,1
687,161,-2.701469183,2.633926392,1
687,193,-1.718095183,2.685930014,1
687,225,-1.332965851,2.223423004,1
687,257,-1.293971658,1.760308504,1
687,289,-1.251376033,1.332927108,1
687,321,-2.313047171,-0.07556450367,1
687,353,4.262180328,18.99101067,1
687,385,-6.336835384,2.033678532,1
687,417,-6.894752502,2.447881699,1
687,449,-5.66586256,2.906206131,1
687,481,-14.78067303,-10.52600956,1
687,513,-3.898299217,2.813115835,1
687,545,-3.021725893,2.738772631,1
687,577,-2.313701391,2.935579538,1
687,609,-3.463193893,3.443295717,1
687,641,-4.734939575,3.860312462,1
687,673,-5.448343754,3.247817755,1
687,705,-5.276865005,3.139634609,1
687,737,-4.474495411,4.744738102,1
687,769,-3.717837334,4.00379467,1
687,801,-3.188966274,5.257478714,1
687,833,-2.131490469,5.863276482,1
687,865,0.7665128708,6.658958435,1
687,897,1.632292271,7.556367397,1
687,929,1.942571878,9.625047684,1
687,961,3.040685177,7.112849712,1
687,993,-0.7284049392,-0.1943832636,1
687,1025,-0.7954180241,-1.81978786,1
687,1057,-0.247800231,0.5938634872,1
687,1089,0.07175412774,4.902580261,1
687,1121,0.1180995703,-2.093900919,1
687,1153,0.3279146552,-6.875573158,1
687,1185,0.5826245546,-3.782576799,1
687,1217,1.312376142,-10.56315422,1
687,1249,2.541965485,-10.8119173,1
687,1281,2.508337259,-9.545921326,1
687,1313,-2.026146412,-5.834760189,1
687,1345,-4.137548923,-3.171220779,1
687,1377,-2.733456373,-3.601685524,1
687,1409,-2.420507908,-6.743787289,1
687,1441,-2.85580945,-8.062866211,1
687,1473,-2.029966354,-8.022814751,1
687,1505,-0.9152172804,-7.543364525,1
687,1537,-1.264679909,-7.049987316,1
687,1569,-1.02451539,-6.241071701,1
687,1601,0.1528407037,-4.068266869,1
687,1633,0.3953758478,-3.423498631,1
687,1665,0.2788592875,-4.147500992,1
687,1697,-0.2566481829,-4.789429188,1
687,1729,0.4458150864,-6.331889629,1
687,1761,1.74540925,-4.607595444,1
687,1793,2.764584541,-3.107079268,1
687,1825,3.151662111,-2.769794226,1
687,1857,2.636996984,-2.213911772,1
687,1889,1.746944189,-1.887735486,1
687,1921,1.003771544,-1.626356006,1
687,1953,0.4594106674,-0.6941003799,1
687,1985,0.2855862081,0.1658798456,1
687,2017,-0.1904710531,-1.437626839,1
719,33,0.2964303493,1.900993824,1
719,65,-0.3022876978,-0.06253969669,1
719,97,-0.8255352974,0.1138948202,1
719,129,-1.48692143,1.154592156,1
719,161,-2.044888735,3.221807957,1
719,193,-1.577487111,3.455021381,1
719,225,-1.592335939,3.50859952,1
719,257,-1.299574018,1.947812796,1
719,289,-0.9051194191,1.371540666,1
719,321,-1.449900746,0.8825805187,1
719,353,3.818457842,19.95221901,1
719,385,-3.60427022,1.796408534,1
719,417,-4.557070732,1.023054361,1
719,449,-4.708862782,1.486573219,1
719,481,-4.797829628,3.230569839,1
719,513,-3.999163628,3.563784838,1
719,545,-4.215055943,3.592260838,1
719,577,-4.776258469,3.871708393,1
719,609,-5.104104042,3.416157246,1
719,641,-4.809051991,3.849695206,1
719,673,-4.880333424,5.192043304,1
719,705,-4.842255116,5.181531906,1
719,737,-4.262456894,5.055655479,1
719,769,-3.269682884,8.539274216,1
719,801,-3.193088055,10.15696907,1
719,833,-2.69562006,8.341556549,1
719,865,-1.440497398,7.578584194,1
719,897,-0.07609272003,7.270173073,1
719,929,-1.08993721,5.762059689,1
