PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[10]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
357,1173,0.05796033144,-4.426151276,1
357,1189,0.436976254,-4.054219246,1
357,1205,0.6634473205,-3.572268724,1
357,1221,0.4370065928,-3.079315901,1
357,1237,0.8483205438,-2.86589694,1
357,1253,1.383341789,-2.640603542,1
357,1269,0.9526641965,-2.575181961,1
357,1285,0.7878611088,-2.896803856,1
357,1301,0.5867586136,-3.746594906,1
357,1317,2.070650101,-4.081375599,1
357,1333,0.6755738258,-4.160511971,1
357,1349,0.08561009169,-2.819431067,1
357,1365,-0.09451082349,-2.075862646,1
357,1381,-0.09768280387,-3.131429911,1
357,1397,0.7283909321,-3.929516554,1
357,1413,1.146737576,-3.585836411,1
357,1429,1.658189774,-3.031168461,1
357,1445,2.329235077,-2.575889826,1
357,1461,1.450724244,-2.219446182,1
357,1477,1.771253109,-2.813836575,1
357,1493,1.630814433,-4.032765388,1
357,1509,1.775301814,-2.582584143,1
357,1525,0.6093099117,-2.269314766,1
373,21,-3.427528858,-3.509835005,1
373,37,-2.948280096,-3.627607346,1
373,53,-2.808946848,-3.105165958,1
373,69,-2.72804451,-2.86239481,1
373,85,-2.85746789,-2.679762363,1
373,101,-3.09768343,-3.345507383,1
373,117,-2.937757254,-3.88186121,1
373,133,-2.444080114,-4.028761864,1
373,149,-1.985696077,-4.439523697,1
373,165,-1.723997593,-4.974751949,1
373,181,-2.596753359,-4.934957504,1
373,197,-2.848028183,-4.647180557,1
373,213,-2.520690441,-4.167695522,1
373,229,-2.665017843,-3.798298597,1
373,245,-3.444685221,-3.175049305,1
373,261,-3.920235395,-3.049019337,1
373,277,-3.737799883,-2.594312906,1
373,293,-3.696946621,-2.11907053,1
373,309,-3.660042763,-2.604619503,1
373,325,-4.480060577,-3.026762009,1
373,341,-3.351624012,-3.212241411,1
373,357,-3.054298162,-2.856101513,1
373,373,-3.374199152,-2.696453094,1
373,389,-3.812844992,-2.763706684,1
373,405,-3.98252511,-3.011751175,1
373,421,-3.209339619,-3.66312933,1
373,437,-3.076185226,-3.97989893,1
373,453,-3.249099493,-4.247837067,1
373,469,-3.211248636,-3.476283073,1
373,485,-3.118050098,-3.145263195,1
373,501,-3.802971125,-2.464590073,1
373,517,-4.169701576,-2.556649923,1
373,533,-4.243994236,-2.625313044,1
373,549,-3.392202139,-3.136214256,1
373,565,-3.351317406,-3.432988882,1
373,581,-3.794528484,-3.149845839,1
373,597,-4.029568195,-2.946695328,1
373,613,-4.228813171,-3.18879199,1
373,629,-4.598542213,-3.270412207,1
373,645,-4.373916149,-3.476293087,1
373,661,-3.866036177,-3.296281576,1
373,677,-3.121331215,-3.815217018,1
373,693,-2.86131382,-4.084106445,1
373,709,-2.986224413,-3.973128796,1
373,725,-4.031242371,-3.738613129,1
373,741,-4.732155323,-3.761319876,1
373,757,-4.533223152,-3.659236193,1
373,773,-4.029611588,-3.972501278,1
373,789,-3.074430943,-3.930589914,1
373,805,-1.557546854,-3.44822216,1
373,821,-0.7965577841,-2.786906004,1
373,837,-0.7740026116,-2.144918919,1
373,853,-0.7831065059,-1.781499863,1
373,869,-0.6005445719,-1.961345673,1
373,885,-0.3952605724,-4.058287144,1
373,901,-0.2637227774,-5.528235435,1
373,917,-1.466230631,-4.299712181,1
373,933,-0.2971719503,-4.216466904,1
373,949,-0.665047884,-4.374711514,1
373,965,-0.5747605562,-3.795663357,1
373,981,-0.05200016499,-3.434224129,1
373,997,0.7877361774,-3.999092579,1
373,1013,1.295761347,-4.128342628,1
373,1029,1.536943197,-4.875893116,1
373,1045,1.303637147,-5.15224123,1
373,1061,0.8954972029,-4.74309206,1
373,1077,0.5024569631,-4.521596909,1
373,1093,0.373454392,-4.917528629,1
373,1109,0.442863524,-5.302259445,1
373,1125,0.2952997088,-5.330298424,1
373,1141,0.4327046573,-5.117620468,1
373,1157,-0.7814994454,-4.852708817,1
373,1173,0.182317555,-4.142056942,1
373,1189,0.6586043239,-3.955826283,1
373,1205,0.7902954817,-3.490995407,1
373,1221,0.6756538153,-2.891397476,1
373,1237,0.5566591024,-2.512522221,1
373,1253,0.5698360205,-2.66298151,1
373,1269,0.6995070577,-2.874602556,1
373,1285,0.6727612615,-3.397207737,1
373,1301,0.1861339211,-4.540277481,1
373,1317,2.600718975,-4.811151505,1
373,1333,1.280524731,-3.837419987,1
373,1349,1.02274394,-2.783900023,1
373,1365,0.2966206074,-2.547338724,1
373,1381,-0.1033138037,-2.760371208,1
373,1397,1.651610374,-3.168131351,1
373,1413,1.748352051,-3.006307602,1
373,1429,2.279786587,-2.896723032,1
373,1445,3.273752451,-2.75348711,1
373,1461,2.171855211,-2.675687551,1
373,1477,2.584700584,-2.589984894,1
373,1493,-5.63785696,-7.944322586,1
373,1509,8.447072983,2.381973267,1
373,1525,1.041540146,-4.872252464,1
389,21,-2.882495165,-3.383882046,1
389,37,-3.566977739,-4.042992115,1
389,53,-3.017852306,-3.886708736,1
389,69,-2.748568296,-2.694440126,1
389,85,-2.821570635,-2.757433414,1
389,101,-2.688464403,-3.32852459,1
389,117,-2.5064888,-3.901039124,1
389,133,-2.353781223,-3.970390558,1
389,149,-2.262876034,-4.106226921,1
389,165,-2.387098551,-4.206281662,1
389,181,-3.134067535,-4.484693527,1
389,197,-3.020053148,-4.434560776,1
389,213,-2.656765223,-4.129882336,1
389,229,-2.896948576,-3.928873301,1
389,245,-2.7602458,-4.06968689,1
389,261,-3.32419014,-3.468096018,1
389,277,-3.998632193,-2.115570068,1
389,293,-4.375319481,-1.791367531,1
389,309,-3.494899511,-2.702953815,1
389,325,-3.401688337,-2.979273558,1
389,341,-2.694101095,-2.728966713,1
389,357,-2.314709187,-2.433923483,1
389,373,-2.674794674,-2.792362452,1
389,389,-3.059205055,-3.230059624,1
389,405,-3.736575127,-2.691309214,1
389,421,-3.439283133,-2.465359211,1
389,437,-3.176368475,-2.625540257,1
389,453,-3.491262913,-4.004049301,1
389,469,-3.30000186,-4.282618523,1
389,485,-2.325908184,-3.577433109,1
389,501,-2.913050652,-2.412807703,1
389,517,-3.405220747,-2.176153898,1
389,533,-3.806106567,-2.431178093,1
389,549,-3.587781429,-3.248244286,1
389,565,-3.285567999,-3.600712776,1
389,581,-3.224772215,-3.027201176,1
389,597,-3.449950933,-2.93082428,1
389,613,-3.922370434,-2.90239501,1
389,629,-4.006857872,-2.208510876,1
389,645,-4.434169769,-2.651605844,1
389,661,-4.48858881,-4.301160812,1
389,677,-3.280831814,-3.417692184,1
389,693,-2.756581783,-3.132938147,1
389,709,-3.137195349,-3.423443794,1
389,725,-4.553771019,-4.106567383,1
389,741,-5.242016792,-4.954265118,1
389,757,-3.591515541,-4.370604515,1
389,773,-2.708473206,-4.366137505,1
389,789,-2.442355871,-4.317072868,1
389,805,-1.355096817,-2.557256699,1
389,821,-0.4683520794,-2.320587635,1
389,837,-0.6317873597,-2.432476282,1
389,853,-1.108162761,-2.222589493,1
389,869,-1.84617722,-2.456495285,1
389,885,-1.899725318,-2.253668785,1
389,901,-1.24555254,-3.986810446,1
389,917,-0.775534749,-4.378071785,1
389,933,-0.2250470072,-4.64635849,1
389,949,-0.4535751641,-4.176535606,1
389,965,-0.2959042192,-3.202059746,1
389,981,0.6311766505,-2.83403635,1
389,997,1.086206079,-3.974294424,1
389,1013,1.769548416,-4.546710968,1
389,1029,2.165668726,-4.94336462,1
389,1045,2.36324501,-5.199417114,1
389,1061,1.149563432,-5.532582283,1
389,1077,0.675673604,-5.372541904,1
389,1093,0.7871954441,-5.401377678,1
389,1109,0.104963854,-5.254954338,1
389,1125,-0.1870581657,-5.503137589,1
389,1141,-0.1057272106,-5.886412621,1
389,1157,-0.02525775135,-5.538682461,1
389,1173,0.1794641018,-4.250063896,1
389,1189,0.7386507988,-4.163183689,1
389,1205,0.84373945,-3.750690699,1
389,1221,0.3784897923,-3.075278521,1
389,1237,0.4903563857,-2.937829256,1
389,1253,0.6254361272,-3.269816637,1
389,1269,0.6023593545,-3.291273832,1
389,1285,0.5100224018,-3.798804045,1
389,1301,0.3675047755,-4.728134155,1
389,1317,0.7631876469,-4.786960602,1
389,1333,0.9825213552,-3.980263233,1
389,1349,1.049767494,-3.299517632,1
389,1365,0.9271225333,-3.19378376,1
389,1381,0.8244296908,-3.295925617,1
389,1397,2.03639102,-3.282527685,1
389,1413,2.053587914,-3.412830591,1
389,1429,1.306118011,-3.031764984,1
389,1445,1.47673285,-2.474716902,1
389,1461,1.313849449,-1.631118774,1
389,1477,1.600517154,-2.498595715,1
389,1493,-7.399917603,-2.084615946,1
389,1509,4.930821419,-9.829140663,1
389,1525,1.783719778,-2.052352428,1
405,21,-2.296269894,-3.954249859,1
405,37,-2.268775702,-4.238283157,1
405,53,-2.500716209,-2.601843119,1
405,69,-2.89237237,-2.537565947,1
405,85,-3.469349146,-2.96661973,1
405,101,-3.530767679,-3.279213667,1
405,117,-2.599969149,-3.737848282,1
405,133,-2.408029795,-3.704033613,1
405,149,-2.631006241,-3.403495789,1
405,165,-2.730340958,-3.268357754,1
405,181,-3.112822771,-3.521289825,1
405,197,-3.083319187,-3.943053961,1
405,213,-3.063613892,-3.699492455,1
405,229,-3.627193213,-3.41052556,1
405,245,-3.051969528,-3.454829931,1
405,261,-3.26047349,-3.110947609,1
405,277,-3.60939002,-2.56434083,1
405,293,-3.315981627,-3.124730825,1
405,309,-3.820096493,-2.716004133,1
405,325,-3.351154327,-3.085268021,1
405,341,-2.697185993,-2.922625065,1
405,357,-2.254618168,-2.694021702,1
405,373,-2.29122901,-2.660038233,1
405,389,-3.179911613,-2.821546793,1
405,405,-3.727477074,-2.541815758,1
405,421,-3.598877668,-1.353486061,1
405,437,-2.853389978,-1.789601088,1
405,453,-2.430672646,-2.499785423,1
405,469,-2.516279459,-3.572103024,1
405,485,-2.688250065,-3.395292759,1
405,501,-2.92711091,-2.441557407,1
405,517,-3.626685619,-2.133183479,1
405,533,-4.07756424,-2.473659754,1
405,549,-4.493981361,-3.372494221,1
405,565,-3.916932583,-3.006035566,1
405,581,-3.921172142,-3.13663435,1
405,597,-3.613362312,-3.179596663,1
405,613,-3.565143585,-3.033530712,1
405,629,-3.680927038,-2.356122732,1
405,645,-3.930057049,-2.485804558,1
405,661,-4.935233116,-4.64529562,1
405,677,-3.537053823,-3.177417517,1
405,693,-2.59018755,-2.043293715,1
405,709,-2.643947601,-2.69172883,1
405,725,-3.698835373,-3.561825275,1
405,741,-3.987521648,-2.734469414,1
405,757,-3.454312325,-4.235338211,1
405,773,-2.515554667,-4.441400528,1
405,789,-1.536722898,-3.662442446,1
405,805,-0.7852708101,-2.386149168,1
405,821,-0.3630135655,-2.384871006,1
405,837,-0.5593601465,-2.527389526,1
405,853,-1.151462317,-2.316312313,1
405,869,-2.122789383,-3.029949188,1
405,885,-2.023598194,-2.806756258,1
405,901,-1.190930367,-4.302103519,1
405,917,-0.3576774895,-4.600819111,1
405,933,0.5740402937,-4.875787735,1
405,949,1.415626407,-3.907320976,1
405,965,0.3277219534,-3.354541779,1
405,981,0.5036708117,-3.342256069,1
405,997,1.387827635,-3.7296772,1
405,1013,1.957365274,-5.05956316,1
405,1029,2.057646275,-6.159806728,1
405,1045,2.170627117,-6.031718731,1
405,1061,1.701684475,-6.063602448,1
405,1077,1.204458237,-5.881977081,1
405,1093,1.001560092,-5.874853611,1
405,1109,0.2262225747,-5.923115253,1
405,1125,-0.2252083868,-5.739180088,1
405,1141,-0.3371765912,-5.930819511,1
405,1157,-0.3090630472,-5.677886009,1
405,1173,0.2439399213,-4.641688347,1
405,1189,0.8499873877,-4.930035114,1
405,1205,1.000632524,-4.225043297,1
405,1221,0.2835325003,-3.494590998,1
405,1237,0.7999413013,-3.208247185,1
405,1253,1.198139429,-3.609250069,1
405,1269,0.9363657832,-3.564560652,1
405,1285,0.8485531807,-4.030939102,1
405,1301,0.9395309091,-4.322471619,1
405,1317,1.225502849,-4.624364853,1
405,1333,1.451188087,-4.291913986,1
405,1349,1.72217679,-3.991478682,1
405,1365,1.430519938,-3.850614071,1
405,1381,1.376708984,-4.08280468,1
405,1397,1.684798479,-4.326591492,1
405,1413,1.620321274,-3.865012646,1
405,1429,1.507800937,-3.653788328,1
405,1445,1.247440219,-2.66731739,1
405,1461,0.901956439,-1.857372046,1
405,1477,1.10535264,-2.163397312,1
405,1493,1.366452932,-2.225031614,1
405,1509,5.122393608,-9.806609154,1
405,1525,1.264268398,-2.173060894,1
421,21,-1.319542527,-3.75296545,1
421,37,-1.904720068,-3.52047801,1
421,53,-2.225193024,-3.008748531,1
421,69,-2.186406136,-2.776472807,1
421,85,-2.926594734,-2.637959957,1
421,101,-3.485149384,-3.00206995,1
421,117,-2.918114901,-3.158891916,1
421,133,-2.686948061,-3.166282892,1
421,149,-2.44962883,-3.177831411,1
421,165,-2.172997952,-3.167472601,1
421,181,-2.876598358,-3.204913855,1
421,197,-3.057739496,-3.499275208,1
421,213,-2.703512192,-2.996017218,1
421,229,-2.952433586,-2.366997242,1
421,245,-3.181558371,-1.805896282,1
421,261,-3.334295511,-1.82514739,1
421,277,-3.218872309,-2.154838562,1
421,293,-2.778681993,-4.630291462,1
421,309,-4.110285759,-3.197459459,1
421,325,-3.640356064,-3.353009701,1
421,341,-3.188843727,-3.562624216,1
421,357,-2.920452118,-3.32490778,1
421,373,-2.878726721,-2.342558622,1
421,389,-3.263720989,-2.520389795,1
421,405,-3.348366261,-2.444181204,1
421,421,-2.963263273,-1.857778311,1
421,437,-2.823205948,-1.477932096,1
421,453,-2.768227577,-2.237355232,1
421,469,-2.741533756,-3.337927341,1
421,485,-4.232711792,-5.266380787,1
421,501,-3.071160793,-2.699403286,1
421,517,-3.822555542,-2.337495327,1
421,533,-4.320372581,-2.694933414,1
421,549,-4.770308495,-3.332005024,1
421,565,-4.218361378,-3.144425154,1
421,581,-4.884505272,-4.211268902,1
421,597,-5.279765129,-3.515827417,1
421,613,-3.996533632,-3.188829899,1
421,629,-3.569033146,-2.837940693,1
421,645,-3.683752775,-2.906092167,1
421,661,-3.852953911,-3.720197439,1
421,677,-3.555274487,-3.028763294,1
421,693,-2.713018179,-2.160052061,1
421,709,-3.323225021,-2.359303713,1
421,725,-4.359005928,-2.223633289,1
421,741,-5.090129852,-2.412421942,1
421,757,-2.736520767,-4.65190506,1
421,773,-1.730730772,-4.281840324,1
421,789,-0.3270071745,-2.857398033,1
421,805,-0.05426245928,-2.546687603,1
421,821,-0.3240405321,-3.167612314,1
421,837,-0.2566156983,-2.724834681,1
421,853,-0.9118731022,-2.04671669,1
421,869,-2.060819626,-3.112733603,1
421,885,-1.726628542,-3.431043148,1
421,901,-0.710930109,-4.006379604,1
421,917,-0.06867849827,-4.887965202,1
421,933,0.1118367314,-3.525208473,1
421,949,0.4394051135,-3.441220284,1
421,965,0.3058914542,-4.376285076,1
421,981,0.6082858443,-4.43964529,1
421,997,1.617711544,-3.90541029,1
421,1013,1.997751594,-5.416525364,1
421,1029,2.159696341,-6.260691166,1
421,1045,2.310794353,-6.548028469,1
421,1061,2.093429565,-6.078344822,1
421,1077,1.890882015,-6.053683281,1
421,1093,1.170695782,-5.765222549,1
421,1109,0.6329567432,-6.105592728,1
421,1125,0.5394216776,-5.745494843,1
421,1141,-0.4009411633,-5.852180004,1
421,1157,-1.593177557,-5.297307491,1
421,1173,-0.7507190704,-4.624803066,1
421,1189,0.4506855607,-4.897119999,1
421,1205,0.6966480017,-4.448445797,1
421,1221,0.9058181047,-3.796215296,1
421,1237,1.246468186,-3.454419136,1
421,1253,1.683722377,-3.804242611,1
421,1269,1.64764297,-3.917278528,1
421,1285,1.22694397,-4.586465836,1
421,1301,1.389120698,-4.335783005,1
421,1317,1.906054974,-4.641914845,1
421,1333,2.351050138,-4.458658695,1
421,1349,1.608968019,-4.37946701,1
421,1365,1.658332467,-4.51768446,1
421,1381,1.937024713,-5.419606209,1
421,1397,2.03883338,-4.620937824,1
421,1413,1.855027556,-4.277134418,1
421,1429,1.511213779,-4.220993996,1
421,1445,1.282871842,-3.470151901,1
421,1461,0.9334281683,-2.147920609,1
421,1477,0.8488752842,-1.161047935,1
421,1493,1.016356945,-2.001328945,1
421,1509,0.8218129277,-3.54857254,1
421,1525,0.6771763563,-2.453360558,1
437,21,-1.858927965,-3.651891232,1
437,37,-1.31200695,-3.41574502,1
437,53,-1.244584918,-3.134208918,1
437,69,-1.488570094,-3.098463297,1
437,85,-1.97134161,-2.990269184,1
437,101,-3.586391211,-3.222924471,1
437,117,-2.6341362,-3.2500422,1
437,133,-2.15683794,-3.116481781,1
437,149,-1.967808843,-3.083337069,1
437,165,-1.649723291,-2.950596333,1
437,181,-1.803107619,-2.742163897,1
437,197,-2.214295149,-3.984304905,1
437,213,-2.516531944,-2.811522722,1
437,229,-3.001893759,-1.875421643,1
437,245,-3.767363071,-1.493870258,1
437,261,-3.668849945,-1.493234277,1
437,277,-3.178705931,-1.830277205,1
437,293,-2.752033949,-2.416326284,1
437,309,-3.835896015,-2.794387817,1
437,325,-4.221079826,-3.779741287,1
437,341,-3.32387042,-3.721207857,1
437,357,-3.187290907,-3.297259092,1
437,373,-2.872805834,-2.343528986,1
437,389,-2.932379723,-2.456083775,1
437,405,-2.767685175,-2.143911123,1
437,421,-2.726449728,-1.539489985,1
437,437,-2.919548512,-1.162385106,1
437,453,-3.339479685,-1.840164185,1
437,469,-3.48509264,-2.577806473,1
437,485,-3.160506248,-2.07268858,1
437,501,-3.131710768,-2.220000029,1
437,517,-3.765071392,-2.176072359,1
437,533,-4.705783844,-2.047973156,1
437,549,-4.940368652,-2.524186134,1
437,565,-4.571186066,-3.349986553,1
437,581,-4.247101784,-4.407972813,1
437,597,-3.776181221,-4.237792492,1
437,613,-3.33165288,-3.280085325,1
437,629,-3.042311668,-3.118000507,1
437,645,-3.153934956,-2.919562817,1
437,661,-3.402363777,-3.081928253,1
437,677,-3.669052362,-3.149630785,1
437,693,-2.95567584,-2.571200848,1
437,709,-3.730918884,-2.872096777,1
437,725,-4.804664612,-2.982548714,1
437,741,-4.165514946,-3.364640951,1
437,757,-1.993762374,-4.226772308,1
437,773,-0.9868019819,-3.514347315,1
437,789,-0.3105936348,-2.569465637,1
437,805,-0.1530582905,-2.204559326,1
437,821,-0.4361922741,-2.443131924,1
437,837,-0.7450761795,-2.861320496,1
437,853,-1.81710124,-2.278544426,1
437,869,-1.284971356,-2.768900156,1
437,885,-0.9486435056,-3.554656029,1
437,901,-0.3582635522,-4.955504417,1
437,917,-0.1863443851,-5.197867393,1
437,933,0.2352662683,-3.24875927,1
437,949,0.6357681751,-3.785941124,1
437,965,0.521237731,-6.240251541,1
437,981,1.116660953,-5.553259373,1
437,997,1.744465113,-5.414357185,1
437,1013,1.9831357,-5.960698128,1
437,1029,2.346235275,-6.317703724,1
437,1045,2.516397715,-6.293544292,1
437,1061,2.056754827,-6.380294323,1
437,1077,1.250974417,-6.368811607,1
437,1093,0.5233640671,-5.434711933,1
437,1109,0.1162444428,-5.42761898,1
437,1125,0.2144880891,-5.518066883,1
437,1141,-0.1160332114,-5.61709404,1
437,1157,-0.6674218774,-4.697233677,1
437,1173,-2.582237959,-4.145060539,1
437,1189,-0.2354965508,-4.506893158,1
437,1205,0.2020747662,-4.275113583,1
437,1221,0.8698219061,-4.295835018,1
437,1237,1.638279557,-4.263948441,1
437,1253,2.308174849,-4.352409363,1
437,1269,2.538891077,-4.334736347,1
437,1285,2.149469852,-5.301485062,1
437,1301,1.217388511,-4.337581635,1
437,1317,1.170317173,-4.62223196,1
437,1333,1.16715765,-4.303299904,1
437,1349,1.261581302,-4.460330963,1
437,1365,1.601395488,-5.12459898,1
437,1381,1.940128922,-5.734688282,1
437,1397,2.07201004,-4.643517494,1
437,1413,2.038399696,-4.877740383,1
437,1429,1.999461055,-4.689785004,1
437,1445,1.631784558,-4.111301422,1
437,1461,1.169689059,-3.046553373,1
437,1477,1.219645977,-2.444090605,1
437,1493,1.179475546,-2.219144821,1
437,1509,1.063096404,-2.199991226,1
437,1525,0.8417275548,-3.6238451,1
453,21,-1.744835258,-3.21438241,1
453,37,-1.064286828,-3.305755138,1
453,53,-0.4492914677,-3.38608551,1
453,69,-1.005781054,-3.69328928,1
453,85,-1.605970263,-4.1310606,1
453,101,-2.05748558,-3.552874327,1
453,117,-2.173069954,-3.224868774,1
453,133,-1.662542582,-3.285793543,1
453,149,-1.109124541,-3.165342569,1
453,165,-0.9567873478,-3.148617268,1
453,181,-1.408113956,-3.402926683,1
453,197,-2.426347494,-2.400579214,1
453,213,-2.876039743,-1.689739466,1
453,229,-3.391634703,-1.688752055,1
453,245,-3.902000189,-1.78809309,1
453,261,-3.541996717,-1.579657197,1
453,277,-3.044142485,-1.800218821,1
453,293,-2.426768303,-1.579674006,1
453,309,-2.007637501,-1.64347446,1
453,325,-1.814400196,-2.239786625,1
453,341,-2.826205492,-2.417500973,1
453,357,-3.006302834,-2.400303364,1
453,373,-2.898824453,-3.179572344,1
453,389,-2.672796488,-2.725209713,1
453,405,-2.336427212,-1.553927183,1
453,421,-2.296674728,-1.498250484,1
453,437,-2.372282267,-1.137888074,1
453,453,-2.941446543,-0.6565252542,1
453,469,-3.444499969,-0.4892653227,1
453,485,-3.578470707,-1.506661892,1
453,501,-3.474679947,-1.636556506,1
453,517,-3.388925552,-1.995786667,1
453,533,-3.344106674,-2.870870352,1
453,549,-3.730092049,-3.229458809,1
453,565,-4.676573753,-2.833047628,1
453,581,-4.588582039,-3.080714703,1
453,597,-3.893923759,-3.400063276,1
453,613,-3.499771833,-3.435253859,1
453,629,-3.020231009,-2.914206266,1
453,645,-2.849726915,-2.686856031,1
453,661,-3.324781179,-2.75237298,1
453,677,-4.081550598,-2.947927237,1
453,693,-3.729905128,-2.384016275,1
453,709,-4.081005573,-2.630921841,1
453,725,-4.47107029,-3.315101385,1
453,741,-3.734720707,-3.57908988,1
453,757,-2.125802755,-3.317495108,1
453,773,-1.15130353,-3.107892513,1
453,789,-0.7638992071,-2.678918839,1
453,805,-0.391941756,-2.291688919,1
453,821,-0.07293668389,-2.482289791,1
453,837,-0.2963726521,-2.926136017,1
453,853,-1.546699524,-2.558798313,1
453,869,-1.033341646,-4.634931564,1
453,885,-0.4497359991,-3.098025084,1
453,901,-0.2870397568,-4.114024162,1
453,917,-0.1842193305,-4.351095676,1
453,933,0.190565154,-4.502178669,1
453,949,0.5625023842,-4.925631046,1
453,965,1.135797977,-5.653660297,1
453,981,1.62543416,-5.830836296,1
453,997,2.502223492,-6.102018833,1
453,1013,3.214912891,-6.424588203,1
453,1029,2.646349669,-6.460686684,1
453,1045,2.018183947,-6.435523987,1
453,1061,1.261919737,-6.667975426,1
453,1077,0.268830061,-5.764121532,1
453,1093,-0.1447334141,-4.397139072,1
453,1109,-0.1541415751,-4.007863998,1
453,1125,-0.3099423051,-4.505727768,1
453,1141,-1.442634106,-5.051177502,1
453,1157,-1.203915715,-3.099882126,1
453,1173,-1.389519095,-3.10817337,1
453,1189,-0.6533491611,-4.57829237,1
453,1205,-0.2544630766,-4.623012066,1
453,1221,0.214027822,-5.236533642,1
453,1237,1.110188723,-5.103532791,1
453,1253,1.534531951,-5.213836193,1
453,1269,1.581460834,-4.944381714,1
453,1285,1.363812208,-4.795956135,1
453,1301,0.9606454372,-5.30662632,1
453,1317,0.9898607731,-5.442567825,1
453,1333,0.6637911201,-4.127696037,1
453,1349,1.48469162,-4.5996418,1
453,1365,1.993175507,-4.806682587,1
453,1381,1.9012357,-5.396984577,1
453,1397,1.711675882,-4.71027422,1
453,1413,1.948266864,-4.775556564,1
453,1429,2.318126202,-4.134126663,1
453,1445,2.148691416,-4.447462082,1
453,1461,1.427582026,-3.84430337,1
453,1477,1.425720811,-2.868126869,1
453,1493,1.519433975,-2.177609921,1
453,1509,1.404528856,-1.967930555,1
453,1525,1.55953896,-4.810719013,1
469,21,-1.00299418,-2.954556465,1
469,37,-1.05751276,-3.087637663,1
469,53,-0.994261682,-3.38882184,1
469,69,-1.270137072,-4.184059143,1
469,85,-1.389163733,-4.141562939,1
469,101,-1.338076115,-3.311104774,1
469,117,-1.288965344,-3.111695528,1
469,133,-1.180984735,-3.475907326,1
469,149,-0.5958034396,-3.706236839,1
469,165,-0.5246008635,-3.79883647,1
469,181,-1.235002279,-3.249495506,1
469,197,-2.56310606,-1.746027231,1
469,213,-3.444308043,-0.4394483566,1
469,229,-3.421247959,-0.9169945717,1
469,245,-2.389227867,-1.672164083,1
469,261,-2.348376751,-2.07158947,1
469,277,-2.364588261,-1.722857594,1
469,293,-1.770060897,-0.7723748684,1
469,309,-1.650655031,-1.742549896,1
469,325,-1.762336731,-2.286604881,1
469,341,-2.331831455,-2.042249203,1
469,357,-2.637204647,-2.035338879,1
469,373,-3.168061972,-3.530638695,1
469,389,-2.533317804,-2.183022976,1
469,405,-1.894831657,-1.116398573,1
469,421,-1.847004414,-1.432071924,1
469,437,-1.92812109,-0.8174615502,1
469,453,-2.693119764,0.3048725128,1
469,469,-3.229917765,0.2911542654,1
469,485,-3.211992025,-0.5297706127,1
469,501,-3.026119947,-1.201066732,1
469,517,-2.670882225,-1.983615637,1
469,533,-1.894969463,-2.551926374,1
469,549,-2.683068991,-2.961698771,1
469,565,-5.162477493,-3.016783714,1
469,581,-5.087138653,-3.041092873,1
469,597,-2.940282583,-2.092607975,1
469,613,-3.121130228,-1.987913132,1
469,629,-3.091118336,-2.395525455,1
469,645,-2.908795595,-2.629187107,1
469,661,-3.24588275,-2.745718956,1
469,677,-3.94206357,-2.896124125,1
469,693,-4.253500938,-2.556770563,1
469,709,-4.307154655,-2.576647282,1
469,725,-3.847739458,-3.01438427,1
469,741,-3.278201103,-3.531119823,1
469,757,-2.587711334,-3.328267813,1
469,773,-1.833786011,-3.026260614,1
469,789,-1.451256633,-2.849529505,1
469,805,-0.8318241835,-2.607506752,1
469,821,-0.1807592511,-2.665161133,1
469,837,0.01007801294,-3.041962385,1
469,853,0.02308103442,-2.767836332,1
469,869,0.3290476203,-2.727982521,1
469,885,0.04285670817,-2.693145037,1
469,901,-0.3240562379,-2.998300076,1
469,917,-0.2574652731,-3.572782993,1
469,933,-0.1923345029,-4.300199032,1
469,949,0.2809812725,-5.038675308,1
469,965,1.730090976,-5.675605297,1
469,981,2.299726725,-6.421369076,1
469,997,2.731452465,-6.972742081,1
469,1013,2.837320805,-7.12293005,1
469,1029,2.211526155,-6.745903015,1
469,1045,1.422552943,-6.583920956,1
469,1061,0.7233409882,-6.267891407,1
469,1077,0.2179211378,-4.575751781,1
469,1093,-0.266076535,-3.779187679,1
469,1109,-0.3042409122,-3.477419376,1
469,1125,-0.4376961589,-3.876502991,1
469,1141,-0.9975519776,-4.00444603,1
469,1157,-1.241981387,-2.834203243,1
469,1173,-1.340976477,-2.620009899,1
469,1189,-0.9587490559,-4.720945835,1
469,1205,-0.3296260834,-5.064245224,1
469,1221,0.3065328598,-4.611297607,1
469,1237,0.9516783953,-4.747531891,1
469,1253,1.42925632,-4.858189583,1
469,1269,1.450002074,-4.345272541,1
469,1285,1.236938477,-3.811895847,1
469,1301,0.9380709529,-4.803818226,1
469,1317,0.751616478,-4.832622051,1
469,1333,0.2776809931,-4.167701721,1
469,1349,0.6844882369,-4.143641472,1
469,1365,1.517323971,-4.342076778,1
469,1381,1.973278165,-5.513269901,1
469,1397,1.417930126,-5.256155014,1
469,1413,1.466929436,-4.052679062,1
469,1429,1.249578834,-3.805929899,1
469,1445,1.692533016,-4.278920174,1
