PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 9, filenames: A:[9]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[10]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
399,65,1.023238182,-0.9435738921,1
399,97,-0.8460841775,-2.355037689,1
399,129,-2.267172813,-3.865244627,1
399,161,-2.47297883,-4.068098068,1
399,193,-1.404171705,-4.676432133,1
399,225,-1.087921143,-4.533463478,1
399,257,-1.312562227,-3.768550873,1
399,289,-2.214464664,-4.221727371,1
399,321,-3.251700163,-4.415040016,1
399,353,-3.671549797,-3.866320372,1
399,385,-2.623279333,-3.521995306,1
399,417,-1.893740892,-3.07671237,1
399,449,-1.00651598,-2.402664185,1
399,481,-2.272636652,-2.92247653,1
399,513,-1.381796598,-2.856845856,1
399,545,-0.9560651779,-2.476538897,1
399,577,-0.5665243864,-1.827640533,1
399,609,0.526669085,-0.8496017456,1
399,641,-0.06649899483,-1.161089182,1
399,673,-1.74445653,-2.070371389,1
399,705,-1.42337203,-2.478536129,1
399,737,-0.3074933589,-0.8931882381,1
399,769,0.6812397242,0.6355942488,1
399,801,1.649869919,1.363190889,1
399,833,1.470940351,1.706372261,1
399,865,1.682202101,1.767589331,1
399,897,2.738771439,2.277211666,1
399,929,4.077137947,3.717339516,1
399,961,3.893602371,2.867239237,1
399,993,4.259178162,2.869850397,1
399,1025,4.765440941,1.869739294,1
399,1057,4.728830338,0.04700982571,1
399,1089,4.682084084,0.4632921219,1
399,1121,23.68029785,1.376331329,1
399,1153,-1.430474758,1.766087055,1
399,1185,4.563216209,2.953926802,1
399,1217,4.906737328,2.657575846,1
399,1249,4.242557526,2.723083973,1
399,1281,5.743229866,3.136375427,1
399,1313,7.433077812,3.483963251,1
399,1345,7.754088402,3.216264725,1
399,1377,8.19303894,3.63315177,1
399,1409,8.29678154,3.198071957,1
399,1441,7.263942719,2.0739398,1
399,1473,6.084617615,1.296727896,1
399,1505,6.830927849,0.125782311,1
399,1537,6.759974003,0.3384917974,1
399,1569,6.189456463,2.469153881,1
399,1601,6.612204552,2.179445744,1
399,1633,7.138580322,2.003428698,1
399,1665,8.244245529,3.008812904,1
399,1697,9.449748039,4.94592905,1
399,1729,6.968476295,7.2890625,1
399,1761,6.333875656,7.15711832,1
399,1793,8.571655273,4.220832825,1
399,1825,8.493164063,6.081311226,1
399,1857,8.949269295,6.02448988,1
399,1889,8.653585434,4.280917645,1
399,1921,9.077775955,5.541797161,1
399,1953,10.46309185,4.592119217,1
399,1985,9.733365059,3.173007011,1
399,2017,11.26556206,3.949353695,1
431,33,2.322601795,-0.416513443,1
431,65,1.063842058,-2.390294552,1
431,97,-0.09763789177,-2.456500292,1
431,129,-0.04590910673,-3.421675444,1
431,161,-0.2822532058,-4.11442852,1
431,193,-1.164553404,-4.843700886,1
431,225,-2.532594681,-5.081756115,1
431,257,-0.956920743,-4.857531548,1
431,289,-1.474310517,-5.281177521,1
431,321,-2.429701328,-4.634788036,1
431,353,-2.671640396,-3.539309263,1
431,385,-2.725599527,-3.593171358,1
431,417,-2.219880104,-3.224836111,1
431,449,-1.784630299,-3.189532518,1
431,481,-2.096088886,-4.940511227,1
431,513,-0.694975853,-3.897982836,1
431,545,-0.6362003088,-3.240744114,1
431,577,-1.036324739,-2.212251663,1
431,609,-1.870880246,-2.026263714,1
431,641,-1.874566674,-6.217499256,1
431,673,-1.57031858,-13.32164001,1
431,705,-3.773295403,-1.965050697,1
431,737,-1.354153395,-0.7151001096,1
431,769,0.6411297917,0.524009943,1
431,801,1.61900115,1.102172613,1
431,833,1.750688076,1.842293143,1
431,865,2.243232965,2.39798975,1
431,897,4.534568787,2.760863066,1
431,929,4.130200386,4.147457123,1
431,961,6.138696194,3.348706722,1
431,993,8.130882263,3.079654694,1
431,1025,5.784165859,1.506531,1
431,1057,6.152485371,-0.1990399361,1
431,1089,6.097173214,-0.8956665993,1
431,1121,6.218863487,0.8480607271,1
431,1153,4.897773266,2.593441486,1
431,1185,5.222305775,2.738739014,1
431,1217,5.655801296,2.979280472,1
431,1249,5.551754475,2.759547472,1
431,1281,6.060288906,3.654410839,1
431,1313,7.33806181,4.139089584,1
431,1345,8.494556427,3.903840542,1
431,1377,9.213210106,3.549871206,1
431,1409,9.763335228,2.841264248,1
431,1441,8.64706707,1.769992352,1
431,1473,8.979213715,1.509779692,1
431,1505,8.489474297,0.6842204332,1
431,1537,8.051714897,0.9313232899,1
431,1569,7.958459854,1.595908761,1
431,1601,10.20596504,2.32998848,1
431,1633,10.27085495,2.778479338,1
431,1665,9.722547531,3.112678051,1
431,1697,9.928547859,5.155427933,1
431,1729,9.671569824,4.604224205,1
431,1761,9.165942192,4.390743256,1
431,1793,8.7290411,3.880349159,1
431,1825,8.845245361,5.625277042,1
431,1857,9.367026329,5.578437805,1
431,1889,9.134261131,6.802631378,1
431,1921,10.71735191,6.881698132,1
431,1953,9.831158638,2.845404863,1
431,1985,9.78545475,3.077647924,1
431,2017,10.35940933,4.631076336,1
463,33,2.397851467,-3.670218945,1
463,65,1.632533789,-5.726942062,1
463,97,0.9165980816,-3.127697945,1
463,129,0.6197376251,-3.793914795,1
463,161,0.02854990959,-4.460371017,1
463,193,-0.7760710716,-5.117573738,1
463,225,-2.293300152,-5.402132034,1
463,257,-1.645255327,-5.929435253,1
463,289,-1.214813828,-8.826433182,1
463,321,-2.157018185,-5.694344044,1
463,353,-2.560177088,-3.901510715,1
463,385,-2.657833338,-3.841205359,1
463,417,-2.560587883,-3.846466541,1
463,449,-2.50259757,-3.890901089,1
463,481,-2.397593975,-4.694948196,1
463,513,-0.6727064848,-3.418344021,1
463,545,-0.5110762119,-3.501739502,1
463,577,-2.72456646,-3.552517414,1
463,609,-5.736764431,-3.555826187,1
463,641,-7.920944691,-4.051445007,1
463,673,-5.730425835,-4.314309597,1
463,705,-4.09160471,-1.641277075,1
463,737,-1.371562243,-0.8249598145,1
463,769,0.2978011966,0.1046189591,1
463,801,1.387955427,0.5056854486,1
463,833,1.918214321,1.580248237,1
463,865,2.867254019,3.286702633,1
463,897,4.371175289,3.603538275,1
463,929,4.996473312,3.414842606,1
463,961,5.739813328,2.414511442,1
463,993,5.920280457,1.740617037,1
463,1025,5.799514771,1.426789045,1
463,1057,6.026079178,1.067534447,1
463,1089,7.158780098,-0.1302813292,1
463,1121,8.571076393,2.44411993,1
463,1153,7.361796379,2.873915672,1
463,1185,6.873463631,1.886345863,1
463,1217,6.770282269,2.824776649,1
463,1249,4.056005478,3.874335051,1
463,1281,7.610445976,5.21349287,1
463,1313,8.689709663,6.035200119,1
463,1345,9.324828148,4.94098711,1
463,1377,9.687757492,3.658913136,1
463,1409,9.589635849,2.574906349,1
463,1441,9.263430595,0.590921402,1
463,1473,9.388913155,1.531780839,1
463,1505,8.678970337,1.893378019,1
463,1537,8.612138748,1.7159729,1
463,1569,9.929207802,1.691945314,1
463,1601,12.69939899,2.554422855,1
463,1633,11.24091721,2.799642086,1
463,1665,10.90797901,1.832852125,1
463,1697,11.43786621,1.852340221,1
463,1729,10.66369629,4.035555363,1
463,1761,9.941473007,4.345029354,1
463,1793,9.301212311,4.484499931,1
463,1825,9.457511902,5.205281734,1
463,1857,9.76001358,5.823535442,1
463,1889,9.371774673,5.505511761,1
463,1921,9.702334404,5.789073944,1
463,1953,10.03242016,2.432976961,1
463,1985,10.089324,3.080507994,1
463,2017,9.828640938,5.663547516,1
495,33,2.078130245,-4.149223804,1
495,65,2.196226597,-4.315767288,1
495,97,1.463917255,-3.640187025,1
495,129,0.8001009822,-4.55947113,1
495,161,-0.02445580065,-5.070819855,1
495,193,-0.3957669735,-4.993999004,1
495,225,-1.65610981,-4.655990601,1
495,257,-3.18815279,-4.597388744,1
495,289,-1.632317424,-3.534156322,1
495,321,-2.312771082,-4.604102612,1
495,353,-3.305820704,-3.853517056,1
495,385,-3.239424229,-3.669250488,1
495,417,-2.951906919,-3.583551884,1
495,449,-2.254843235,-4.749354839,1
495,481,-1.692282796,-5.238943577,1
495,513,-1.846942663,-4.398069382,1
495,545,-2.614003658,-3.592982769,1
495,577,-5.767061234,-5.449748993,1
495,609,-7.078739166,-5.796808243,1
495,641,-6.801625252,-4.307338238,1
495,673,-3.159811974,-2.759299755,1
495,705,-2.160079002,-0.8226388693,1
495,737,-0.7141845822,-0.4702817798,1
495,769,0.5136951208,-0.3874770999,1
495,801,1.725052834,-0.4767063856,1
495,833,2.590846062,1.158577681,1
495,865,3.524012089,2.511741161,1
495,897,4.832797527,3.112832308,1
495,929,5.777991772,2.422620058,1
495,961,5.854637146,1.845729589,1
495,993,4.80040741,0.642559886,1
495,1025,5.804875374,0.7186385393,1
495,1057,6.703873634,0.8753746748,1
495,1089,7.826733589,1.197607517,1
495,1121,10.18332577,3.214719772,1
495,1153,10.67997551,3.214782238,1
495,1185,9.680621147,2.073521614,1
495,1217,7.72081852,2.453276634,1
495,1249,7.65559864,3.673080444,1
495,1281,9.253074646,5.201925278,1
495,1313,10.1025486,5.305579662,1
495,1345,10.83785439,5.145431995,1
495,1377,10.65361595,4.628065586,1
495,1409,7.517642021,3.690382719,1
495,1441,9.766007423,1.742509127,1
495,1473,9.645632744,2.061041355,1
495,1505,9.443137169,2.090145588,1
495,1537,9.687785149,2.49123621,1
495,1569,11.28585529,2.243046522,1
495,1601,11.27619171,2.402168751,1
495,1633,11.18920135,2.941586018,1
495,1665,11.62405777,3.051750183,1
495,1697,11.19645119,3.101522446,1
495,1729,10.63620472,4.21468401,1
495,1761,9.731018066,4.362612724,1
495,1793,9.230214119,4.25007534,1
495,1825,10.04635143,4.530468941,1
495,1857,9.884482384,5.158498287,1
495,1889,9.813789368,4.856640339,1
495,1921,10.2005024,3.253534317,1
495,1953,10.48520851,2.424918175,1
495,1985,10.46190453,2.692612648,1
495,2017,9.607582092,4.25056982,1
527,33,0.8919742107,0.1154530048,1
527,65,1.096047878,-2.923054457,1
527,97,0.9370999336,-3.952475548,1
527,129,0.5863821507,-4.87393856,1
527,161,0.7970169783,-6.218817234,1
527,193,1.308794737,-4.895919323,1
527,225,-0.09462702274,-4.906423569,1
527,257,-0.622921586,-5.136902809,1
527,289,-1.46659255,-3.507868767,1
527,321,-2.278563499,-3.749058247,1
527,353,-3.487337112,-3.703323603,1
527,385,-3.519142389,-3.664886475,1
527,417,-2.724822283,-4.210559845,1
527,449,-1.112787008,-5.887661457,1
527,481,-1.308493018,-5.520817757,1
527,513,-1.61254096,-5.220316887,1
527,545,-2.198846102,-4.438089371,1
527,577,-4.611208916,-4.811065674,1
527,609,-6.246582985,-6.202415943,1
527,641,-3.8638134,-5.545674324,1
527,673,-2.8139956,-4.030106068,1
527,705,-1.661595821,-1.237527847,1
527,737,-0.05712991953,-0.05624932051,1
527,769,3.673524857,0.1959450543,1
527,801,4.417972565,1.379262209,1
527,833,4.32813406,1.187707782,1
527,865,4.894351006,1.446430922,1
527,897,6.359535694,1.361658573,1
527,929,7.154225826,1.583919883,1
527,961,6.515747547,1.425883532,1
527,993,5.812129498,0.04680430889,1
527,1025,6.186032772,1.28571701,1
527,1057,7.642561436,1.833191514,1
527,1089,9.1846838,1.428355217,1
527,1121,11.05460072,1.831536412,1
527,1153,13.08522892,2.624061108,1
527,1185,13.05550861,2.494120121,1
527,1217,11.4824276,2.840895891,1
527,1249,10.00672531,3.586644888,1
527,1281,10.98454285,4.627195358,1
527,1313,12.09817982,5.169545174,1
527,1345,12.44200706,5.220470428,1
527,1377,11.9128809,4.634672165,1
527,1409,11.18053436,3.424935579,1
527,1441,11.67695427,2.098459244,1
527,1473,11.75350189,2.132999182,1
527,1505,9.830231667,2.621705055,1
527,1537,10.15484142,2.545222759,1
527,1569,11.32038498,2.679058075,1
527,1601,11.05349255,2.129583836,1
527,1633,10.60852718,5.95168829,1
527,1665,12.86765099,5.792229652,1
527,1697,11.72684574,4.371903419,1
527,1729,10.747509,4.62405014,1
527,1761,9.791829109,8.2598629,1
527,1793,8.761396408,7.272744656,1
527,1825,9.259545326,4.174316406,1
527,1857,11.16924286,5.673763275,1
527,1889,10.56884384,3.329890013,1
527,1921,10.12360573,2.767439365,1
527,1953,10.22536278,2.3542974,1
527,1985,10.23592567,1.898135662,1
527,2017,9.779252052,1.261526108,1
559,33,1.120234489,0.04383087158,1
559,65,0.6177777648,-4.622807026,1
559,97,0.7767361999,-4.755890369,1
559,129,0.8107683063,-4.740490437,1
559,161,0.6301190853,-5.135591507,1
559,193,0.4273328781,-5.239356995,1
559,225,0.2254176438,-5.879703045,1
559,257,-0.3759714961,-4.780045986,1
559,289,-1.106337667,-2.566476107,1
559,321,-1.853792548,-3.278384209,1
559,353,-2.550512791,-3.75946641,1
559,385,-2.739460468,-3.991859913,1
559,417,-2.432543755,-4.56234026,1
559,449,-0.7388663292,-6.269721031,1
559,481,-0.807359457,-5.462722778,1
559,513,-1.012301683,-5.121455669,1
559,545,-1.371207476,-4.91690731,1
559,577,-2.424136639,-4.677657127,1
559,609,-3.254689455,-5.382132053,1
559,641,-2.976264715,-5.715858459,1
559,673,-2.365504503,-6.562565327,1
559,705,-0.9768693447,-4.245062828,1
559,737,0.05238972604,-0.8657463193,1
559,769,1.050475478,0.7368809581,1
559,801,2.78611517,2.544903278,1
559,833,4.974591732,1.814545393,1
559,865,5.467606068,-0.096367836,1
559,897,5.299769402,0.6798555255,1
559,929,5.471114159,0.7124996781,1
559,961,5.888021946,0.86220783,1
559,993,6.331136703,-0.01645898819,1
559,1025,5.841333389,1.351998806,1
559,1057,8.039978027,2.896167755,1
559,1089,10.03424835,1.905590057,1
559,1121,10.70250034,0.3311245441,1
559,1153,12.58955383,1.543823957,1
559,1185,12.88649178,1.422884822,1
559,1217,12.63668346,1.484029889,1
559,1249,12.08446598,2.501322985,1
559,1281,12.53643894,3.742359877,1
559,1313,13.2779541,4.211318016,1
559,1345,13.41169834,4.289633274,1
559,1377,13.17027187,4.094617844,1
559,1409,13.1765995,2.810739279,1
559,1441,12.3408432,2.581831694,1
559,1473,11.3994236,2.856158018,1
559,1505,12.14600658,3.250498772,1
559,1537,31.62467194,3.271357775,1
559,1569,13.08056164,3.06703639,1
559,1601,-1.066372871,-8.54205513,1
559,1633,18.14818954,16.62958527,1
559,1665,13.37369156,5.990693092,1
559,1697,8.445425987,3.617989779,1
559,1729,5.716503143,3.231016159,1
559,1761,12.73728561,13.13724995,1
559,1793,13.11081409,11.95139694,1
559,1825,12.45462894,7.753662109,1
559,1857,11.28609085,4.677483559,1
559,1889,11.01881504,2.169810772,1
559,1921,10.52362728,2.175744534,1
559,1953,10.31138897,1.97320807,1
559,1985,10.08610153,1.419497848,1
559,2017,9.91872406,-0.09265574813,1
591,33,0.6512233019,-0.106298089,1
591,65,0.9472978115,-5.060632229,1
591,97,1.117220163,-5.129723072,1
591,129,0.8790407181,-5.316553116,1
591,161,0.4719701409,-5.36036253,1
591,193,0.3527255058,-5.317121983,1
591,225,0.3297997117,-5.659296036,1
591,257,-0.4092213213,-5.439135551,1
591,289,-1.721020699,-4.643724442,1
591,321,-1.707253695,-3.889369011,1
591,353,-1.651338339,-3.723995209,1
591,385,-1.413648605,-3.626639128,1
591,417,-1.379446983,-3.838850021,1
591,449,-0.8480340242,-4.277472973,1
591,481,-0.3404422998,-5.209125996,1
591,513,-0.07191824913,-4.918027401,1
591,545,-0.1987680197,-4.732565403,1
591,577,-0.5503399372,-4.702248573,1
591,609,-1.528064013,-5.070015907,1
591,641,-2.377966881,-4.847175598,1
591,673,-1.70787096,-5.514227867,1
591,705,-0.4366101027,-4.272372246,1
591,737,-0.001391202211,-1.784852028,1
591,769,-0.1576243639,0.08044943213,1
591,801,1.526488304,2.285041332,1
591,833,3.099802732,1.904077053,1
591,865,3.973396301,0.5036994815,1
591,897,3.705636024,0.2788697481,1
591,929,4.690072536,-0.006275892258,1
591,961,5.557158947,0.6266764402,1
591,993,6.132231712,1.528261304,1
591,1025,7.131130219,2.109398365,1
591,1057,9.007074356,3.278364897,1
591,1089,10.56773663,2.447084904,1
591,1121,12.09490395,1.837418556,1
591,1153,13.08659554,1.518460035,1
591,1185,13.3123436,0.8537819386,1
591,1217,13.58297539,0.3491201401,1
591,1249,13.53878593,1.023407936,1
591,1281,14.63837051,1.716627836,1
591,1313,15.10198689,2.684978962,1
591,1345,14.40981674,3.772419453,1
591,1377,15.6817894,3.057942867,1
591,1409,15.83187103,4.059602261,1
591,1441,12.57701874,2.009256363,1
591,1473,10.07598495,3.611079931,1
591,1505,13.80369282,3.65783596,1
591,1537,14.95979786,3.927444458,1
591,1569,32.04577255,3.437843323,1
591,1601,23.37266922,13.49538994,1
591,1633,21.58831978,19.22317123,1
591,1665,10.11447906,3.598143339,1
591,1697,11.09976578,3.458176851,1
591,1729,25.51348877,5.530465126,1
591,1761,12.4674921,13.28057003,1
591,1793,12.85868454,11.41702557,1
591,1825,12.52283001,8.812760353,1
591,1857,11.50822735,1.624715686,1
591,1889,11.50485134,1.597688913,1
591,1921,10.94668484,1.858559847,1
591,1953,9.926617622,1.320165515,1
591,1985,9.370679855,0.8702041507,1
591,2017,9.271555901,0.06024974585,1
623,33,1.761190772,-0.136328578,1
623,65,4.179188728,-3.222080708,1
623,97,2.00866437,-5.786112309,1
623,129,0.5477737188,-5.732845306,1
623,161,0.667368412,-5.433248043,1
623,193,0.7585107684,-5.122591019,1
623,225,0.886490941,-5.34783411,1
623,257,-0.3572614789,-5.646117687,1
623,289,-1.403785706,-5.439816952,1
623,321,-1.033469677,-4.459112644,1
623,353,-1.119794488,-3.815335274,1
623,385,-0.9426908493,-3.570934772,1
623,417,-0.3085178733,-3.322741508,1
623,449,0.08233587444,-3.460926056,1
623,481,0.5686823726,-4.746701717,1
623,513,0.9845249057,-5.068638802,1
623,545,0.6460983157,-4.712536335,1
623,577,0.2812584639,-4.891213894,1
623,609,-0.4473762512,-4.56472683,1
623,641,-1.449574113,-3.867248535,1
623,673,-2.506527901,-3.933401108,1
623,705,-1.057481289,-4.010278225,1
623,737,-0.6999376416,-2.103597164,1
623,769,-1.77477932,-0.7526788712,1
623,801,0.544888258,1.165031791,1
623,833,3.295198202,0.5669358969,1
623,865,4.29542923,0.6758263111,1
623,897,4.514741898,0.4260905385,1
623,929,5.093221188,-0.4318975806,1
623,961,5.966188431,-0.1286425889,1
623,993,6.530162334,1.041523695,1
623,1025,8.435731888,2.150099277,1
623,1057,10.03041744,3.286111832,1
623,1089,11.34186172,2.64741993,1
623,1121,13.73323822,0.7499654293,1
623,1153,14.59506035,0.674041152,1
623,1185,14.65520859,1.172269344,1
623,1217,15.72618389,0.6095708609,1
623,1249,16.45050812,-0.9933058023,1
623,1281,16.01477814,0.4367777109,1
623,1313,15.82621098,1.89989686,1
623,1345,15.18630886,2.517655611,1
623,1377,14.97960186,3.884473085,1
623,1409,15.81274319,4.259123325,1
623,1441,12.67456627,2.07824707,1
623,1473,12.77692604,1.289849043,1
623,1505,13.19430447,2.376918316,1
623,1537,13.88482571,3.710313797,1
623,1569,21.73414803,11.01962376,1
623,1601,31.43956757,6.304736137,1
623,1633,9.989936829,0.2900500298,1
623,1665,11.02299213,1.581551313,1
623,1697,12.47175789,4.229076385,1
623,1729,13.18631935,5.247961521,1
623,1761,13.77194118,6.905612469,1
623,1793,13.28731251,7.596086502,1
623,1825,12.53659153,3.411319256,1
623,1857,12.03588486,1.441716075,1
623,1889,11.53332901,1.165432811,1
623,1921,10.6275835,0.8953719139,1
623,1953,9.751789093,0.2973618805,1
623,1985,9.109917641,-0.2381483316,1
623,2017,8.418423653,-1.353708744,1
655,33,1.420258999,0.2304548025,1
655,65,1.959916115,-5.618765831,1
655,97,1.392729521,-7.506327152,1
655,129,0.8844125271,-6.665516853,1
655,161,0.8404438496,-5.887322426,1
655,193,1.012306213,-5.305843353,1
655,225,0.7305005193,-5.714148998,1
655,257,-0.2346942127,-5.758163452,1
655,289,-0.1913831234,-5.398798943,1
655,321,-0.6132652164,-4.750768661,1
655,353,-1.001734495,-4.275144577,1
655,385,-0.6216497421,-4.005493641,1
655,417,-0.2448737025,-3.989629269,1
655,449,0.5876054168,-4.233547211,1
655,481,1.210343957,-4.469331741,1
655,513,1.700120687,-4.664768696,1
655,545,1.536437511,-4.653715134,1
655,577,0.8010964394,-4.793062687,1
655,609,0.2084405422,-4.094058037,1
655,641,-0.7563458681,-2.376114368,1
655,673,-3.472695112,-2.862583876,1
655,705,-0.3538593054,-2.532299042,1
655,737,1.324415684,-1.85887146,1
655,769,0.5574803352,-1.021511555,1
655,801,0.8271069527,-0.1988277435,1
655,833,3.893917084,-0.3555905819,1
655,865,4.06478405,1.310478449,1
655,897,4.720450401,0.7560384274,1
655,929,3.694441319,-6.86552906,1
655,961,6.08533144,-3.615203381,1
655,993,7.604673862,-0.992459178,1
655,1025,9.410022736,1.40779531,1
655,1057,11.02218819,2.385352135,1
655,1089,11.89664841,2.021145344,1
655,1121,14.01381302,1.297500968,1
655,1153,16.55872917,0.6574482918,1
655,1185,16.7444725,0.714887023,1
655,1217,17.27495766,0.01958072186,1
655,1249,18.01582146,-1.609111905,1
655,1281,17.48205948,1.197485924,1
655,1313,16.83649445,1.711144567,1
655,1345,16.05355263,2.057770729,1
655,1377,15.52472878,5.569965363,1
655,1409,15.23598957,5.018059731,1
655,1441,11.90255928,3.345954657,1
655,1473,-5.994210243,1.339455843,1
655,1505,-0.2813911438,-0.5759372711,1
655,1537,13.93253803,4.232501984,1
655,1569,12.71504021,6.501488209,1
655,1601,11.68933296,4.670787334,1
655,1633,10.95019722,5.66045475,1
655,1665,10.37471867,4.833826065,1
655,1697,13.49238968,3.690539837,1
655,1729,14.76955986,3.761716843,1
655,1761,13.92718124,9.292337418,1
655,1793,12.64420033,1.534520149,1
655,1825,12.59376144,1.542111874,1
655,1857,12.15765572,1.012301445,1
655,1889,11.41405869,0.5089554787,1
655,1921,10.63304234,-0.3228776455,1
655,1953,9.490379333,-0.9021482468,1
655,1985,8.695911407,-1.254801989,1
655,2017,8.006354332,-1.718021154,1
687,33,0.6362426281,0.7777591944,1
687,65,1.974016547,-3.370929718,1
687,97,1.978720069,-6.663356781,1
687,129,1.493801713,-6.800229549,1
687,161,1.370081544,-6.665046215,1
687,193,1.067567825,-6.525478363,1
687,225,0.4096879363,-6.343163967,1
687,257,0.04061475396,-6.892632484,1
687,289,-0.3887244761,-5.749889374,1
687,321,-1.288350701,-4.908377647,1
687,353,-1.29953897,-5.928331375,1
687,385,0.2552620173,-4.462524414,1
687,417,0.8030737638,-4.430552959,1
687,449,1.48947227,-4.830459118,1
687,481,1.738518953,-4.67942524,1
687,513,1.862125516,-4.454683781,1
687,545,3.003238916,-4.723769665,1
687,577,2.667514324,-4.491908073,1
687,609,1.088620663,-4.149774551,1
687,641,0.2113700807,-2.24021554,1
687,673,-0.1342841387,-2.02311492,1
687,705,0.7840650082,-2.563944578,1
687,737,2.637531519,-1.812290311,1
687,769,2.756094933,-1.490175843,1
687,801,1.484965801,-2.082708597,1
687,833,3.251679897,-1.653507233,1
687,865,1.994666576,0.5905919075,1
687,897,3.703185558,-0.5778218508,1
687,929,4.321803093,-6.294323444,1
687,961,5.22370863,-4.476404667,1
687,993,6.638648987,-1.759424686,1
687,1025,9.357000351,1.043061852,1
687,1057,11.88765907,0.6957547665,1
687,1089,13.29537964,1.013776541,1
687,1121,14.62816143,1.303920627,1
687,1153,18.1678009,1.010696888,1
687,1185,19.07823753,0.08240294456,1
687,1217,16.83922958,0.9874110222,1
687,1249,17.3685379,-1.633159041,1
687,1281,17.26488113,1.009365797,1
687,1313,17.1706543,1.891970277,1
687,1345,16.56865501,1.733210087,1
687,1377,16.47293472,3.394405842,1
687,1409,14.04900742,4.879740715,1
687,1441,12.93762112,3.521203041,1
687,1473,12.59354973,3.521521091,1
687,1505,13.31560993,3.498585463,1
687,1537,-0.07115840912,10.99321938,1
687,1569,-3.660255432,13.83395195,1
687,1601,1.602291107,19.73045349,1
687,1633,11.39944744,5.860113144,1
687,1665,10.8910017,4.038354874,1
687,1697,11.71094704,2.400128365,1
687,1729,12.95561504,3.753078938,1
687,1761,13.58463192,1.287589312,1
687,1793,12.53619957,0.8274469376,1
687,1825,12.31427479,0.6523230672,1
687,1857,11.64886093,-0.06272768974,1
687,1889,10.7694788,-0.4537767768,1
687,1921,10.13244915,-0.9487265944,1
687,1953,9.465072632,-1.582731366,1
687,1985,8.557268143,-1.951038599,1
687,2017,7.771450996,-2.20127511,1
719,33,1.366590261,-1.799046755,1
719,65,1.807080865,-3.512995005,1
719,97,2.200102806,-5.512744427,1
719,129,1.946159601,-6.289535046,1
719,161,1.578952312,-6.652528763,1
719,193,1.297304749,-6.779857635,1
719,225,1.072101235,-6.216692448,1
719,257,0.7618270516,-5.894794941,1
719,289,0.1873240769,-5.579631805,1
719,321,0.04559576511,-5.009225845,1
719,353,0.341125071,-2.185259342,1
719,385,2.05589056,-4.402897358,1
719,417,3.257631779,-4.951032162,1
719,449,2.383927345,-4.64087534,1
719,481,2.284820795,-4.689030647,1
719,513,2.423388958,-4.047659874,1
719,545,2.813531399,-3.527302504,1
719,577,4.176764488,-4.423036575,1
719,609,2.183816195,-4.83694458,1
719,641,1.280414581,-3.909340382,1
719,673,1.885245204,-3.196647167,1
719,705,2.663544178,-2.301891327,1
719,737,3.671525478,-1.824084282,1
719,769,4.994741917,-2.003333092,1
719,801,4.025453091,-2.7536273,1
719,833,3.389389753,-3.101853848,1
719,865,2.545039892,-2.068873405,1
719,897,1.908929348,-1.533596992,1
719,929,5.15460062,-5.115447521,1
719,961,6.433336258,-4.040077686,1
719,993,6.169503212,0.6843206882,1
719,1025,8.04580307,1.787244201,1
719,1057,12.22800541,0.121224761,1
719,1089,14.01629829,0.5216964483,1
719,1121,16.34556389,1.042765021,1
719,1153,18.74959564,1.065008402,1
719,1185,18.37125397,1.334985852,1
719,1217,17.40429115,2.541641712,1
719,1249,17.76047707,-0.1704855561,1
719,1281,18.66965485,0.5371676683,1
719,1313,17.0714283,1.008595467,1
719,1345,16.65624809,1.165295601,1
719,1377,16.63563347,0.9774022102,1
719,1409,15.92495918,1.679195881,1
719,1441,14.08570576,3.198664904,1
719,1473,13.52706146,3.628042698,1
719,1505,13.2626524,5.014019012,1
719,1537,12.85387897,5.924414635,1
719,1569,13.29859352,-0.1879279613,1
719,1601,19.39401245,2.202807903,1
719,1633,13.22026539,5.780006409,1
719,1665,13.21544838,2.907972813,1
719,1697,10.53796673,0.9941284657,1
719,1729,9.630349159,1.668278933,1
719,1761,12.21624565,0.4130359292,1
719,1793,12.28917694,0.5445771217,1
719,1825,11.85470867,0.2233130336,1
719,1857,10.70044708,-0.4962629378,1
719,1889,9.388251305,-0.8640648127,1
719,1921,9.641197205,-1.488499045,1
719,1953,9.77349472,-2.294173956,1
719,1985,8.969008446,-3.028872967,1
719,2017,8.11578083,-3.036454678,1
751,33,2.148008347,-3.281345606,1
751,65,2.111426115,-5.893685818,1
751,97,2.042037964,-5.658968449,1
751,129,1.843020558,-6.303837299,1
751,161,1.718850493,-6.166067123,1
751,193,1.739231348,-6.107557774,1
751,225,1.440575123,-4.920818329,1
751,257,1.12952137,-5.068181515,1
751,289,1.268109083,-3.656175613,1
751,321,1.50878489,-5.065652847,1
751,353,0.7919598818,-2.241521358,1
751,385,1.260598183,-3.323708534,1
751,417,1.342801929,-4.694793224,1
751,449,2.511480093,-4.641764164,1
751,481,2.092511654,-4.345086575,1
751,513,2.277536869,-3.933607578,1
751,545,2.538067341,-3.356726646,1
751,577,2.307157993,-3.261157513,1
751,609,2.655169487,-4.571614265,1
751,641,4.542435646,-4.882546425,1
