PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[10]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
181,212,NaN,NaN,2
181,228,-4.458524704,-6.9784832,1
181,244,-3.423951626,-8.038829803,1
181,260,NaN,NaN,2
181,276,NaN,NaN,2
181,292,-2.559643984,-7.50084734,1
181,308,-2.800282001,-6.849618912,1
181,324,-2.021815777,-6.131642342,1
181,340,NaN,NaN,2
181,356,-2.513563871,-5.488554478,1
181,372,-2.579022169,-4.898227692,1
181,388,-2.319378376,-4.982840061,1
181,404,-2.231299639,-5.068026066,1
181,420,-2.182698011,-4.772172928,1
181,436,NaN,NaN,2
181,452,NaN,NaN,2
181,468,-5.200379372,-4.345432281,1
181,484,-5.095420837,-3.992337465,1
181,500,-5.374645233,-4.508398056,1
181,516,-5.010764599,-5.031105042,1
181,532,-3.735333681,-4.5299716,1
181,548,-2.182180405,-3.919506788,1
181,564,-1.447510242,-3.681645632,1
181,580,-0.5779049397,-3.703425884,1
181,596,-0.7949633598,-3.206075668,1
181,612,-1.089656711,-2.233681679,1
181,628,-1.02684319,-1.675620556,1
181,644,NaN,NaN,2
181,660,-1.168254495,-0.5679864883,1
181,676,-2.516573906,-0.6704133749,1
181,692,-2.739581108,-0.4468393028,1
181,708,-1.718234658,-0.120370321,1
181,724,-1.105670571,0.1677001417,1
181,740,NaN,NaN,2
181,756,NaN,NaN,2
181,772,0.07768791914,1.138343453,1
181,788,0.2007880211,0.6394486427,1
181,804,0.0887311995,0.3468444645,1
181,820,-0.7762573957,-0.04966625571,1
181,836,NaN,NaN,2
181,852,-1.187796354,-0.1921552122,1
181,868,-0.9446520805,-0.4311670065,1
181,884,-1.195261598,-0.7077596784,1
181,900,-1.266359329,-0.6982667446,1
181,916,-1.40102458,-0.1586612463,1
181,932,NaN,NaN,2
181,948,-0.6882073879,-0.5381528139,1
181,964,-0.04716223478,-0.628153801,1
181,980,NaN,NaN,2
181,996,1.534848452,1.373674631,1
181,1012,0.295247376,0.1170200855,1
181,1028,0.1492827237,1.463562489,1
181,1044,1.900200009,0.9731682539,1
181,1060,0.9055398703,1.153748512,1
181,1076,-1.413186073,0.3210199475,1
181,1092,-0.4883651435,0.3344841599,1
181,1108,-0.2286476195,0.1780590415,1
181,1124,0.1983802021,-0.4569378495,1
197,20,1.598125935,-0.02206087112,1
197,36,0.1986191869,-1.245754004,1
197,52,NaN,NaN,2
197,68,-0.4949344993,-5.334234238,1
197,84,-0.8030793667,-6.049893379,1
197,100,-2.314387798,-4.559630394,1
197,116,NaN,NaN,2
197,132,NaN,NaN,2
197,148,NaN,NaN,2
197,164,NaN,NaN,2
197,180,-2.536552191,-7.540802956,1
197,196,-3.008391142,-8.054128647,1
197,212,NaN,NaN,2
197,228,NaN,NaN,2
197,244,-4.397843361,-6.856032848,1
197,260,-2.847204685,-7.174440384,1
197,276,-2.110228777,-7.603280067,1
197,292,-2.526963711,-7.339783192,1
197,308,-2.880319118,-6.700611115,1
197,324,-2.113734007,-5.578121185,1
197,340,NaN,NaN,2
197,356,-2.616973877,-6.342106342,1
197,372,-2.763906002,-5.855296612,1
197,388,-2.87946701,-5.47415781,1
197,404,-2.862490177,-5.694640636,1
197,420,-2.437879562,-4.836999893,1
197,436,-2.511945248,-4.697061062,1
197,452,-3.564559698,-5.070878029,1
197,468,-4.642989635,-4.446883202,1
197,484,NaN,NaN,2
197,500,NaN,NaN,2
197,516,NaN,NaN,2
197,532,-3.680372715,-3.002650738,1
197,548,-3.099936962,-3.551028728,1
197,564,-1.884298086,-3.496899843,1
197,580,-1.314845681,-2.854975462,1
197,596,-1.154597044,-2.374218702,1
197,612,-1.299094796,-2.634156942,1
197,628,-1.740390658,-2.15905571,1
197,644,-1.913381815,-1.483032942,1
197,660,-2.104619503,-1.185183048,1
197,676,-2.789013386,-1.325685501,1
197,692,-2.333765984,-1.22317636,1
197,708,-0.9240442514,-0.28788656,1
197,724,NaN,NaN,2
197,740,-0.04033702612,1.439260364,1
197,756,NaN,NaN,2
197,772,0.6060469747,1.029015064,1
197,788,-0.1052475572,0.6115781069,1
197,804,-0.6362553835,0.4609396458,1
197,820,-1.098457694,0.5034306049,1
197,836,-1.447668314,0.4544991553,1
197,852,-1.371543407,0.2717415094,1
197,868,-0.8888096809,-0.396205008,1
197,884,-0.7393274903,-0.4315549731,1
197,900,-0.7786487937,0.03583097458,1
197,916,-0.6565765142,2.079799414,1
197,932,NaN,NaN,2
197,948,0.8273688555,-0.3069954515,1
197,964,1.67609489,-0.8023722172,1
197,980,1.929177165,-0.2160905302,1
197,996,2.549090147,-0.1258604527,1
197,1012,2.362449169,-0.3530246615,1
197,1028,1.310522556,-0.1278705597,1
197,1044,1.737490416,0.4230296314,1
197,1060,0.7980844975,0.8761634827,1
197,1076,0.09557542205,1.027287722,1
197,1092,-0.005278557539,0.7100777626,1
197,1108,0.2010418177,0.6805306077,1
197,1124,NaN,NaN,2
213,20,1.31152606,-0.8997116089,1
213,36,1.128473759,-1.470871925,1
213,52,0.2778383493,-5.047442436,1
213,68,-0.3533061445,-6.179605007,1
213,84,-0.3858623505,-7.388960361,1
213,100,-0.8495329618,-6.554535866,1
213,116,NaN,NaN,2
213,132,NaN,NaN,2
213,148,-3.478865147,-7.994217873,1
213,164,-2.555152893,-7.362141609,1
213,180,-2.105219364,-7.259886265,1
213,196,-2.517864466,-7.200540543,1
213,212,-3.490691423,-7.286150455,1
213,228,-3.752812386,-6.690326691,1
213,244,-3.216143608,-6.699034691,1
213,260,-2.592434168,-6.992424965,1
213,276,-2.549698591,-7.440556526,1
213,292,-2.388349533,-6.733255863,1
213,308,-2.226260185,-6.368392944,1
213,324,-3.035530806,-6.211287498,1
213,340,NaN,NaN,2
213,356,-2.580085516,-6.396534443,1
213,372,-2.487332344,-6.263449192,1
213,388,-2.414953947,-6.182481766,1
213,404,-2.340270758,-5.988371372,1
213,420,-2.021544695,-4.844557285,1
213,436,-2.782708406,-4.274724007,1
213,452,-3.805940628,-4.507326126,1
213,468,-4.045919418,-4.147985458,1
213,484,-4.132656097,-3.583245754,1
213,500,-3.938271999,-2.994155407,1
213,516,-3.370959282,-2.744096518,1
213,532,-3.123975039,-2.583425045,1
213,548,-2.693902493,-2.573044538,1
213,564,NaN,NaN,2
213,580,-1.8610847,-3.165778399,1
213,596,-1.956369162,-2.361553431,1
213,612,-2.307533026,-2.692469358,1
213,628,-2.644083738,-2.267789841,1
213,644,-3.626579046,-1.612597942,1
213,660,-2.705531836,-1.55549705,1
213,676,-2.435886383,-1.425029397,1
213,692,-2.201260328,-1.501571178,1
213,708,-1.584655523,-0.6743530035,1
213,724,-1.825622916,2.561999083,1
213,740,-0.8546929955,1.177804708,1
213,756,-0.7387077808,1.596343875,1
213,772,-0.2668143213,0.9705015421,1
213,788,0.1598707736,1.418586016,1
213,804,-1.432111502,1.211975574,1
213,820,-2.315176964,0.8388917446,1
213,836,-1.286550164,0.4878630042,1
213,852,-1.40260458,0.3095567822,1
213,868,-0.8812968731,-0.1745652109,1
213,884,NaN,NaN,2
213,900,NaN,NaN,2
213,916,NaN,NaN,2
213,932,NaN,NaN,2
213,948,1.842519999,-0.06624472141,1
213,964,2.547773361,-0.5621935129,1
213,980,1.981645226,-0.6860622764,1
213,996,1.61312294,-0.4268346131,1
213,1012,NaN,NaN,2
213,1028,1.161235094,0.3188973963,1
213,1044,1.112209916,0.5326566696,1
213,1060,0.9057825804,0.7238175273,1
213,1076,-0.03972034156,1.021426201,1
213,1092,-0.3221158385,0.5975660086,1
213,1108,-0.116947338,0.04407453537,1
213,1124,0.7141628265,0.2377739549,1
229,20,NaN,NaN,2
229,36,0.2581933141,-2.803976536,1
229,52,0.5516456366,-5.746440887,1
229,68,-0.03399676085,-6.589792728,1
229,84,-0.06617835164,-7.126828194,1
229,100,-0.3879250288,-7.528954506,1
229,116,-1.402188301,-7.337265015,1
229,132,-2.140640736,-7.43138504,1
229,148,-2.318125963,-7.54662466,1
229,164,-1.615235925,-7.75223732,1
229,180,-1.203999996,-7.791916847,1
229,196,-1.547149658,-7.398381233,1
229,212,-2.023717403,-7.839245796,1
229,228,-2.220473289,-8.22221756,1
229,244,-2.522283077,-7.351809502,1
229,260,-2.283179283,-5.998777866,1
229,276,-2.782449722,-6.613127232,1
229,292,-2.307654381,-6.478069305,1
229,308,-1.649257421,-6.18317461,1
229,324,-2.135235548,-6.473133087,1
229,340,-2.411520958,-6.408448219,1
229,356,-2.26399684,-6.277347088,1
229,372,-2.480836153,-6.579173088,1
229,388,-2.317434788,-6.868895054,1
229,404,-2.602818727,-6.540655136,1
229,420,-2.574119568,-4.47512579,1
229,436,-2.109903097,-4.007278442,1
229,452,-2.198837757,-4.825748444,1
229,468,-2.55824852,-4.561202049,1
229,484,-2.9351933,-3.600211859,1
229,500,-3.15032506,-2.884156466,1
229,516,-3.052160025,-3.109360218,1
229,532,-2.183627605,-3.034037828,1
229,548,-2.543544769,-2.718291759,1
229,564,-2.924144745,-3.700356245,1
229,580,-2.455781221,-3.31554985,1
229,596,-2.913295746,-2.208286285,1
229,612,-3.671542883,-2.104064941,1
229,628,-3.288124323,-1.890421391,1
229,644,-2.947324753,-1.780378103,1
229,660,-2.973214149,-1.550670743,1
229,676,-2.845544815,-1.482033014,1
229,692,-3.015129566,-2.327502728,1
229,708,-2.78401804,-2.141823769,1
229,724,NaN,NaN,2
229,740,NaN,NaN,2
229,756,-0.8968804479,0.4327412844,1
229,772,NaN,NaN,2
229,788,NaN,NaN,2
229,804,-2.395298243,-0.2205961794,1
229,820,NaN,NaN,2
229,836,-1.32280314,0.2158325911,1
229,852,-1.028487325,0.5182230473,1
229,868,-0.7121607065,0.3350216746,1
229,884,NaN,NaN,2
229,900,-1.218511105,2.78850174,1
229,916,-1.736664891,0.2596643567,1
229,932,-1.399510264,0.7409133911,1
229,948,0.9430936575,-0.2272995114,1
229,964,1.489283442,-0.8274060488,1
229,980,1.237045288,-1.247933388,1
229,996,1.172077894,-0.7204492092,1
229,1012,0.6249380112,-0.5472773314,1
229,1028,0.4790259004,-0.2660149336,1
229,1044,0.5266547203,-0.02065554261,1
229,1060,0.2777935863,0.2745819986,1
229,1076,-0.07591333985,0.6995359659,1
229,1092,-0.8897562027,0.5539129972,1
229,1108,-0.8309244514,-0.2833739221,1
229,1124,0.03277504444,0.340283215,1
245,20,NaN,NaN,2
245,36,NaN,NaN,2
245,52,0.749828577,-5.085851192,1
245,68,0.410191834,-6.340123653,1
245,84,0.0255353488,-6.84579277,1
245,100,-0.6918167472,-7.679371834,1
245,116,-1.01568079,-7.078481197,1
245,132,-1.108269811,-7.094376564,1
245,148,-1.265859127,-8.081457138,1
245,164,-1.089952469,-8.497095108,1
245,180,-1.175368786,-8.037055016,1
245,196,-1.814599514,-8.358287811,1
245,212,-1.130480289,-9.318012238,1
245,228,-0.9742398262,-8.359773636,1
245,244,-2.164767981,-7.082859516,1
245,260,-2.737214804,-5.972495556,1
245,276,-2.996698618,-6.328996181,1
245,292,-2.259680271,-6.835728645,1
245,308,-1.373007536,-6.866017818,1
245,324,-1.610378027,-6.287427425,1
245,340,-1.970828772,-6.146213531,1
245,356,-2.073190928,-6.581585407,1
245,372,-2.130169153,-8.14097023,1
245,388,-2.173632145,-7.943892002,1
245,404,-2.582984209,-6.825289726,1
245,420,-2.918556452,-3.994724274,1
245,436,-1.872027159,-4.019423962,1
245,452,-1.940421104,-4.297016144,1
245,468,-1.99794507,-4.205121994,1
245,484,-2.298157692,-3.709697962,1
245,500,-2.768186331,-3.031126261,1
245,516,-2.372491837,-2.865771055,1
245,532,NaN,NaN,2
245,548,NaN,NaN,2
245,564,NaN,NaN,2
245,580,NaN,NaN,2
245,596,-3.383162022,-1.451561928,1
245,612,-3.661443233,-1.749895334,1
245,628,-3.648296118,-1.703353167,1
245,644,NaN,NaN,2
245,660,NaN,NaN,2
245,676,NaN,NaN,2
245,692,-3.285896063,-2.960169077,1
245,708,NaN,NaN,2
245,724,-2.800368786,-0.05700673163,1
245,740,-2.02638483,0.672827363,1
245,756,NaN,NaN,2
245,772,NaN,NaN,2
245,788,-1.871302128,0.9661141634,1
245,804,-1.999228001,-0.6474274397,1
245,820,-1.276040554,-1.078514457,1
245,836,-0.9646910429,-0.3165837228,1
245,852,-1.462874532,0.7530127764,1
245,868,-1.002173543,1.322832346,1
245,884,-1.003176093,1.85396564,1
245,900,-1.025779009,1.677613258,1
245,916,-1.141144156,1.154633284,1
245,932,-1.145510316,0.5707893372,1
245,948,0.2075507343,-0.1320188195,1
245,964,0.8888524175,-0.7795237303,1
245,980,0.5218607187,-1.148765087,1
245,996,0.4150385857,-0.6909826398,1
245,1012,0.3248493969,-0.5861142278,1
245,1028,0.3912146091,-0.6751964688,1
245,1044,0.2020268738,-0.3433924317,1
245,1060,-0.01396271586,-0.1534899771,1
245,1076,0.05730944872,0.1225786954,1
245,1092,-0.0514729917,0.5325260162,1
245,1108,-0.6068930626,-0.07923589647,1
245,1124,-0.5933570266,0.5822680593,1
261,20,1.045429468,-3.49939394,1
261,36,0.410582155,-4.046946049,1
261,52,0.2866172194,-5.056190491,1
261,68,0.2028442472,-5.888076305,1
261,84,0.2302413583,-6.735445499,1
261,100,NaN,NaN,2
261,116,-1.903483629,-7.074457169,1
261,132,-0.4801947474,-6.755511761,1
261,148,-0.2537487745,-7.393763542,1
261,164,-0.5281279087,-8.873508453,1
261,180,-0.8201471567,-8.233214378,1
261,196,-0.8944939375,-9.102918625,1
261,212,-0.6500130296,-9.079446793,1
261,228,-0.5412552357,-8.654548645,1
261,244,-1.20498383,-7.570281029,1
261,260,-1.747220993,-6.655400276,1
261,276,-2.01587081,-5.45330143,1
261,292,-1.840881586,-6.211760998,1
261,308,-1.845932722,-7.321194649,1
261,324,-1.677969694,-5.987251282,1
261,340,NaN,NaN,2
261,356,-2.717392683,-7.052426815,1
261,372,-2.266597271,-8.054904938,1
261,388,-2.906637669,-8.029194832,1
261,404,-2.910408735,-6.745865822,1
261,420,-2.482738495,-4.873838902,1
261,436,-2.088780642,-4.606689453,1
261,452,-2.512554169,-4.253391266,1
261,468,-2.503370047,-4.26248312,1
261,484,-2.056031466,-3.782445669,1
261,500,-2.25279212,-3.149313927,1
261,516,NaN,NaN,2
261,532,NaN,NaN,2
261,548,-1.463172197,-1.283541322,1
261,564,-1.903450608,-1.899891496,1
261,580,NaN,NaN,2
261,596,-3.958837748,-1.25411129,1
261,612,-3.529371262,-1.1347332,1
261,628,-3.202240229,-1.732720375,1
261,644,-3.830536366,-2.673072338,1
261,660,-3.749894381,-3.070560455,1
261,676,-3.340750933,-2.122718811,1
261,692,-3.673642874,-2.824706554,1
261,708,-3.99150753,-1.949466467,1
261,724,-2.513247013,-1.015616536,1
261,740,-2.556834698,-0.7752262354,1
261,756,-3.300897121,-0.568600297,1
261,772,-2.518499136,-0.3966869116,1
261,788,-2.101176023,-0.8448699117,1
261,804,-1.354640245,-1.097687006,1
261,820,-0.2800153494,-2.00987339,1
261,836,-0.8119766712,-1.294386864,1
261,852,-1.471009135,-0.3690633774,1
261,868,0.04386687279,0.4445476532,1
261,884,-0.8600120544,1.489648819,1
261,900,-2.094540358,1.086178184,1
261,916,-0.5296919346,1.687966824,1
261,932,-0.1646924317,0.4430118501,1
261,948,0.1850010008,0.06645900011,1
261,964,0.4075601697,-0.3940857053,1
261,980,0.43718943,-0.9148638248,1
261,996,0.46842134,-0.9913928509,1
261,1012,0.4500817657,-0.9646366835,1
261,1028,NaN,NaN,2
261,1044,NaN,NaN,2
261,1060,0.5479642749,-0.4475928843,1
261,1076,0.9111284614,0.3419176638,1
261,1092,0.5268732309,0.04068151116,1
261,1108,0.06058187783,-0.4192516804,1
261,1124,-0.9024313688,-0.5830743313,1
277,20,-0.4647603035,-5.423575878,1
277,36,0.2012610435,-5.574507236,1
277,52,0.225540936,-5.436051846,1
277,68,-0.6612932086,-5.863425255,1
277,84,-0.7481358051,-6.772500992,1
277,100,-0.6966192722,-7.333474159,1
277,116,NaN,NaN,2
277,132,-0.1282502413,-7.09878397,1
277,148,0.05930402875,-7.53703022,1
277,164,-0.4688405395,-8.914441109,1
277,180,-0.3682501316,-8.64097023,1
277,196,-0.8994634151,-8.913998604,1
277,212,0.02097392082,-8.963187218,1
277,228,-0.1781781316,-9.322315216,1
277,244,-0.6036835909,-8.231307983,1
277,260,-0.7731013298,-6.389649391,1
277,276,NaN,NaN,2
277,292,-0.9820541143,-6.081459999,1
277,308,NaN,NaN,2
277,324,NaN,NaN,2
277,340,NaN,NaN,2
277,356,-2.001856565,-6.281618118,1
277,372,-2.265645742,-7.736903667,1
277,388,-2.923866272,-7.245551586,1
277,404,NaN,NaN,2
277,420,-2.617336988,-5.901493073,1
277,436,-2.389098644,-5.535580635,1
277,452,-2.407764912,-4.763215065,1
277,468,-1.700894117,-4.541392803,1
277,484,-1.389893651,-4.000339508,1
277,500,-1.144681692,-3.470707655,1
277,516,NaN,NaN,2
277,532,-1.406553745,-1.234725595,1
277,548,-1.003029704,-1.645933628,1
277,564,-0.7115626335,-1.933961749,1
277,580,-1.117757559,-2.123510838,1
277,596,-3.165878057,-0.9524036646,1
277,612,-3.691122532,-1.603449345,1
277,628,-3.134278059,-2.556513309,1
277,644,-3.101840496,-2.71435833,1
277,660,-3.703655005,-3.314739943,1
277,676,-4.572055817,-3.780145168,1
277,692,-3.461945057,-2.7917099,1
277,708,-3.370748281,-1.624602675,1
277,724,-4.252440453,-0.9562783837,1
277,740,-4.238402367,-0.7509230375,1
277,756,-2.910473108,-1.176243901,1
277,772,-3.166396618,-0.9585053921,1
277,788,-1.990028739,-1.895032883,1
277,804,-1.205497503,-1.391926408,1
277,820,-1.104540706,-2.579727411,1
277,836,-1.851117134,-2.273788452,1
277,852,-1.92179656,-1.044605494,1
277,868,NaN,NaN,2
277,884,0.1578853726,1.380883694,1
277,900,NaN,NaN,2
277,916,0.1417359263,0.0964628458,1
277,932,0.2944720089,0.4978069067,1
277,948,0.4225023389,0.2967702448,1
277,964,0.5592645407,-0.3524539173,1
277,980,0.4737441838,-0.7134333849,1
277,996,1.082271099,-1.5634799,1
277,1012,NaN,NaN,2
277,1028,NaN,NaN,2
277,1044,0.3813443184,-1.441712499,1
277,1060,0.9584899545,-0.6892297864,1
277,1076,1.226834059,-0.1940986067,1
277,1092,0.8424906135,-0.07497349381,1
277,1108,0.7529019713,-0.5056581497,1
277,1124,0.5002067089,-0.4272943735,1
293,20,NaN,NaN,2
293,36,-0.8951106071,-5.634299278,1
293,52,-0.8054426312,-6.137978077,1
293,68,-0.8888268471,-6.031622887,1
293,84,-1.02909255,-6.786211967,1
293,100,-1.404108047,-6.883911133,1
293,116,-0.9488672614,-5.851343632,1
293,132,0.05808013678,-9.453872681,1
293,148,0.1692318022,-7.981211662,1
293,164,0.1265158355,-8.240287781,1
293,180,-0.1899468005,-8.316077232,1
293,196,-0.9000437856,-7.470434189,1
293,212,0.272837013,-8.101173401,1
293,228,-0.2383177876,-7.808620453,1
293,244,-0.3702359796,-7.926891804,1
293,260,0.5991336107,-6.831129074,1
293,276,NaN,NaN,2
293,292,-0.7662380338,-6.410187721,1
293,308,NaN,NaN,2
293,324,-1.377191424,-7.131850719,1
293,340,-1.55942297,-6.181629658,1
293,356,-1.795248747,-6.543964863,1
293,372,-2.167651653,-6.53091383,1
293,388,-2.337054968,-5.474117756,1
293,404,-1.999192476,-5.070672035,1
293,420,-2.852030516,-5.145933628,1
293,436,-1.912294388,-4.865485668,1
293,452,-1.567106247,-4.819684029,1
293,468,-1.215643644,-4.181676388,1
293,484,-1.002604842,-3.884724379,1
293,500,-1.387735963,-3.178093433,1
293,516,-1.27988863,-0.6896185875,1
293,532,-0.8601490259,-1.741024494,1
293,548,-0.9631748199,-3.027117729,1
293,564,-0.6399435997,-1.995047808,1
293,580,-1.029714346,-1.802528501,1
293,596,-2.26834631,-1.423395038,1
293,612,-2.115160465,-1.650457382,1
293,628,-2.717935085,-3.51938343,1
293,644,-3.251698971,-3.100394011,1
293,660,-2.873453379,-3.328816652,1
293,676,NaN,NaN,2
293,692,-3.848462582,-2.714540958,1
293,708,NaN,NaN,2
293,724,NaN,NaN,2
293,740,NaN,NaN,2
293,756,-2.620539188,-1.068686366,1
293,772,-1.250970364,-0.8068063259,1
293,788,-1.291155815,-1.135600328,1
293,804,-1.183235884,-1.575677514,1
293,820,-1.565705299,-2.233672619,1
293,836,NaN,NaN,2
293,852,-1.90950036,-1.321376681,1
293,868,-0.315995872,-0.6089674234,1
293,884,-0.1101491451,-0.06389531493,1
293,900,NaN,NaN,2
293,916,0.36134547,0.1760709882,1
293,932,1.027480245,1.176852107,1
293,948,NaN,NaN,2
293,964,0.1112421155,-0.1382987052,1
293,980,0.2144136429,-0.8615189791,1
293,996,0.7060157657,-1.680626512,1
293,1012,NaN,NaN,2
293,1028,NaN,NaN,2
293,1044,0.3879883289,-1.66989851,1
293,1060,0.9737503529,-0.7864242792,1
293,1076,1.111385226,-0.2347408831,1
293,1092,1.083323956,-0.08563555032,1
293,1108,1.417329788,-0.06513684988,1
293,1124,2.097896576,-1.372080088,1
309,20,NaN,NaN,2
309,36,-0.370102644,-6.324878693,1
309,52,NaN,NaN,2
309,68,-0.8801336288,-5.990926743,1
309,84,-0.9646807313,-5.857402802,1
309,100,NaN,NaN,2
309,116,-0.2921799421,-6.846419334,1
309,132,NaN,NaN,2
309,148,-0.4669747353,-8.943641663,1
309,164,0.4008342624,-7.929455757,1
309,180,0.2986440659,-7.770411491,1
309,196,-0.0420929417,-7.892907143,1
309,212,-0.2910829782,-7.69448328,1
309,228,-0.4859912992,-6.79720211,1
309,244,0.09039178491,-6.95181036,1
309,260,0.9087284803,-7.09713459,1
309,276,NaN,NaN,2
309,292,1.065445185,-6.372183323,1
309,308,-0.02134698629,-7.153935432,1
309,324,0.2307096124,-6.505795479,1
309,340,-0.2697716951,-6.03222847,1
309,356,-0.9949294329,-6.646407604,1
309,372,-1.479649186,-5.468268871,1
309,388,-1.550884247,-4.495351791,1
309,404,-1.269768119,-4.492813587,1
309,420,-2.220533371,-4.467460632,1
309,436,-1.49344039,-4.155571461,1
309,452,-0.8697125912,-4.146455765,1
309,468,-1.162563324,-3.470207214,1
309,484,-0.9057950377,-3.291137457,1
309,500,-1.010944963,-2.813708305,1
309,516,-0.5525775552,-1.877390385,1
309,532,-0.3764424324,-4.599531174,1
309,548,NaN,NaN,2
309,564,NaN,NaN,2
309,580,-1.408878565,-1.204897404,1
309,596,-1.575314283,-1.858060122,1
309,612,-2.190329552,-1.670139551,1
309,628,-2.819490194,-2.482167721,1
309,644,-2.951874018,-3.67743063,1
309,660,-2.348874569,-3.393367052,1
309,676,-1.769114017,-3.198279619,1
309,692,-2.231322765,-2.17516613,1
309,708,-2.991230011,-1.336238146,1
309,724,-3.927229643,-0.9984698296,1
309,740,-3.404648781,-1.123126507,1
309,756,-1.862056732,-0.9474253058,1
309,772,NaN,NaN,2
309,788,-1.269321918,0.3252482414,1
309,804,-1.619326949,-1.729417086,1
309,820,-1.444454432,-2.097236633,1
309,836,-1.329766035,0.4157544971,1
309,852,-0.9916297197,-0.1389608085,1
309,868,0.4464793503,-0.06577724218,1
309,884,NaN,NaN,2
309,900,NaN,NaN,2
309,916,NaN,NaN,2
309,932,NaN,NaN,2
309,948,NaN,NaN,2
309,964,0.4328073263,-1.693789005,1
309,980,0.6196062565,-2.234783649,1
309,996,0.3840270042,-2.296165943,1
309,1012,0.2559146881,-2.551555395,1
309,1028,0.8497823477,-1.502918005,1
309,1044,1.178094149,-1.262158036,1
309,1060,0.9216063023,-0.5713675618,1
309,1076,0.5994049311,-0.09754130244,1
309,1092,0.8612132668,-0.09518575668,1
309,1108,1.653988004,-0.6634140611,1
309,1124,NaN,NaN,2
325,20,-0.6021099091,-4.524396896,1
325,36,NaN,NaN,2
325,52,NaN,NaN,2
325,68,-0.2391980886,-6.020624161,1
325,84,0.2198482156,-5.443980694,1
325,100,NaN,NaN,2
325,116,-0.134287715,-6.614849567,1
325,132,NaN,NaN,2
325,148,NaN,NaN,2
325,164,-0.1629563123,-7.95822382,1
325,180,0.3570400476,-7.500446796,1
325,196,0.9952952862,-7.689968586,1
325,212,0.210552156,-7.433087349,1
325,228,-0.07349574566,-6.845986366,1
325,244,0.2271818519,-6.688534737,1
325,260,0.7579563856,-6.56194067,1
325,276,1.315511942,-6.264312744,1
325,292,1.055923581,-6.114090919,1
325,308,1.471146584,-5.740570545,1
325,324,NaN,NaN,2
325,340,0.2704888582,-6.002820015,1
325,356,NaN,NaN,2
325,372,-0.8041797876,-5.244777679,1
325,388,-0.7277173996,-4.421128273,1
325,404,NaN,NaN,2
325,420,-1.029078722,-4.393588543,1
325,436,-1.149576664,-4.942331314,1
325,452,-0.5373535156,-5.062585831,1
325,468,-0.4890427589,-2.751449347,1
325,484,-0.527634263,-2.767391682,1
325,500,NaN,NaN,2
325,516,-1.17794013,-3.504604816,1
325,532,-0.5803212523,-5.155513763,1
325,548,NaN,NaN,2
325,564,0.01954364777,-2.543321133,1
325,580,-0.7261834145,-2.595671177,1
325,596,-1.345932603,-2.932121515,1
325,612,NaN,NaN,2
325,628,NaN,NaN,2
325,644,-1.769872069,-3.81208086,1
325,660,-1.779907703,-3.423826933,1
325,676,-1.983826756,-2.921135902,1
325,692,-2.168474913,-2.26432848,1
325,708,-2.777588129,-1.978868961,1
325,724,-3.597541094,-1.762922406,1
325,740,-3.39767766,-1.76511395,1
325,756,-2.223353863,-1.26653111,1
325,772,-1.398666143,-0.1056322455,1
325,788,-2.143961906,-0.1601406932,1
325,804,NaN,NaN,2
325,820,NaN,NaN,2
325,836,-1.273797989,-0.2209169269,1
325,852,-0.7849200964,-0.2211980522,1
325,868,0.1003344059,-0.1879065335,1
325,884,0.7077278495,-0.4465481639,1
325,900,1.224637985,-0.6448926926,1
325,916,2.330869675,-1.151967525,1
325,932,1.162033916,-1.188397408,1
325,948,0.8571890593,-2.190054417,1
325,964,1.115786552,-4.022225857,1
325,980,NaN,NaN,2
325,996,1.654852152,-4.641052723,1
325,1012,1.006847024,-4.497107983,1
325,1028,1.2030195,-3.65247798,1
325,1044,2.271153927,-1.310094595,1
325,1060,1.67264843,-0.8611749411,1
325,1076,0.3795160055,-0.3991732895,1
325,1092,0.4479546547,-0.4064673781,1
325,1108,0.9891377687,-0.7986571193,1
325,1124,2.492641449,-1.192479849,1
341,20,0.1971863508,-4.934446812,1
341,36,-0.8625033498,-6.699215412,1
341,52,-0.2408325523,-6.939338207,1
341,68,0.2607648373,-6.527248383,1
341,84,1.35513711,-6.103652,1
341,100,0.7887512445,-5.782606602,1
341,116,0.4118519723,-5.662108898,1
341,132,0.1560123265,-6.613290787,1
341,148,NaN,NaN,2
341,164,NaN,NaN,2
341,180,0.2463525832,-7.484711647,1
341,196,0.46182549,-7.208045959,1
341,212,0.3070264757,-7.372922421,1
341,228,0.2320861518,-6.514812469,1
341,244,0.5658168197,-5.871537209,1
341,260,1.157389879,-5.792705059,1
341,276,1.033034205,-5.458913803,1
341,292,0.2650851607,-4.768039703,1
341,308,-0.1719021499,-5.042682171,1
341,324,0.7319751978,-5.661762714,1
341,340,-0.320856899,-5.822567463,1
341,356,-0.9074620008,-6.421102047,1
341,372,-0.803661108,-5.309040546,1
341,388,-0.3149716854,-4.800137043,1
341,404,-0.4240744114,-3.961842775,1
341,420,-0.9251476526,-4.472206116,1
341,436,-0.7396717072,-4.291825294,1
341,452,-0.3151066601,-4.454532146,1
