PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi & B:[10]MAX_Pos0014_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
677,372,-2.864379644,-2.996134758,1
677,388,-2.768653393,-2.458730221,1
677,404,NaN,NaN,2
677,420,-1.744327545,-0.5118354559,1
677,436,-0.2601954937,0.3570847511,1
677,452,NaN,NaN,2
677,468,NaN,NaN,2
677,484,-0.4011462927,-0.7182144523,1
677,500,-0.3559478819,-2.288885832,1
677,516,0.7999147773,-1.239027143,1
677,532,NaN,NaN,2
677,548,1.219475508,0.2592302859,1
677,564,NaN,NaN,2
677,580,NaN,NaN,2
677,596,0.8666159511,-1.625043154,1
677,612,0.4894518852,-3.889031887,1
677,628,NaN,NaN,2
677,644,-0.07088011503,-3.857328176,1
677,660,-0.01312766969,-2.422550201,1
677,676,NaN,NaN,2
677,692,NaN,NaN,2
677,708,NaN,NaN,2
677,724,NaN,NaN,2
677,740,NaN,NaN,2
677,756,-0.02086472511,-0.1126876473,1
677,772,0.8578787446,0.02510026097,1
677,788,1.160600424,-0.7630921602,1
677,804,1.168170214,-1.35849452,1
677,820,2.684712887,-1.760946274,1
677,836,3.136711836,-0.7832543254,1
677,852,1.31193614,-0.5299668312,1
677,868,0.4788227081,0.06510025263,1
677,884,-0.1183097959,-0.0361649096,1
677,900,0.3968553543,-0.9506918192,1
677,916,1.38142705,-0.267308414,1
677,932,1.381482005,-1.442402482,1
677,948,0.912488699,-0.6721900105,1
677,964,2.814219236,-0.7403457761,1
677,980,4.049946308,-0.231701076,1
677,996,3.528891325,0.1299027801,1
677,1012,2.389230013,0.4742834568,1
677,1028,2.259588718,1.479325533,1
677,1044,2.256195545,1.28337574,1
677,1060,2.069804192,1.460626364,1
677,1076,1.816501737,2.075759172,1
677,1092,1.316100359,1.06644249,1
677,1108,2.861180305,-1.545907021,1
677,1124,NaN,NaN,2
693,20,1.53324604,-7.12498188,1
693,36,0.814938426,-8.661227226,1
693,52,0.07271736115,-7.556646824,1
693,68,-0.6132119298,-6.913573265,1
693,84,-0.6741054058,-7.741420746,1
693,100,-0.3133709431,-8.295373917,1
693,116,-0.5404533744,-7.852981091,1
693,132,NaN,NaN,2
693,148,-1.536303997,-6.448762417,1
693,164,-2.187798738,-6.711386681,1
693,180,-2.885010719,-7.2664361,1
693,196,-3.406287909,-7.401549339,1
693,212,-3.916110039,-6.711270332,1
693,228,NaN,NaN,2
693,244,NaN,NaN,2
693,260,-1.985541701,-5.465453148,1
693,276,-1.444472671,-5.434409618,1
693,292,-1.395627618,-4.945690632,1
693,308,-1.329292178,-3.673435688,1
693,324,-1.65769136,-6.567125797,1
693,340,-2.414862156,-5.380033016,1
693,356,-3.207892656,-3.893304825,1
693,372,-3.493293762,-2.82439065,1
693,388,NaN,NaN,2
693,404,NaN,NaN,2
693,420,-1.867750645,-0.4420880079,1
693,436,NaN,NaN,2
693,452,-0.3839714825,0.7052764893,1
693,468,-0.5702019334,-0.6844561696,1
693,484,-0.2192041278,-1.404062271,1
693,500,-0.4123494625,-2.38512516,1
693,516,0.2909477949,-1.2969594,1
693,532,0.6460330486,0.00845220685,1
693,548,0.387111187,0.5184321404,1
693,564,0.5477811694,-0.1726412773,1
693,580,NaN,NaN,2
693,596,NaN,NaN,2
693,612,NaN,NaN,2
693,628,0.4571632743,-2.033597946,1
693,644,0.2863261104,-3.871541739,1
693,660,0.5541094542,-2.734612465,1
693,676,0.6373012066,-2.679684877,1
693,692,NaN,NaN,2
693,708,NaN,NaN,2
693,724,NaN,NaN,2
693,740,NaN,NaN,2
693,756,0.5825173855,-0.04615513235,1
693,772,0.5883516073,-0.2862476707,1
693,788,1.061558962,-0.5072482824,1
693,804,1.997164965,-0.7120680213,1
693,820,2.536505699,-0.8763234615,1
693,836,2.8652215,-0.4152775705,1
693,852,1.964570284,0.03086775541,1
693,868,0.9006074667,0.1389636397,1
693,884,0.2612614632,0.07434169948,1
693,900,1.298386216,0.04325485229,1
693,916,1.763616085,-0.6965511441,1
693,932,NaN,NaN,2
693,948,1.893816471,-0.4739535153,1
693,964,3.134086847,-0.2506911755,1
693,980,NaN,NaN,2
693,996,NaN,NaN,2
693,1012,1.889154911,0.5326398611,1
693,1028,2.360701799,0.6704602838,1
693,1044,2.403219938,0.3705151677,1
693,1060,NaN,NaN,2
693,1076,4.518767357,0.4075525999,1
693,1092,2.064899445,0.7030146122,1
693,1108,NaN,NaN,2
693,1124,NaN,NaN,2
709,20,1.765932322,-8.659618378,1
709,36,NaN,NaN,2
709,52,-0.02688097954,-6.826478481,1
709,68,-0.09400379658,-8.006984711,1
709,84,-0.189044565,-8.307563782,1
709,100,-0.5342367291,-9.331204414,1
709,116,-1.047365785,-8.580079079,1
709,132,-1.062536716,-6.930369854,1
709,148,-1.639837265,-6.945518494,1
709,164,-3.032756329,-7.218124866,1
709,180,-4.020925522,-7.848106861,1
709,196,-4.388223648,-8.640802383,1
709,212,-2.757954121,-8.622014999,1
709,228,NaN,NaN,2
709,244,NaN,NaN,2
709,260,-1.773121715,-6.484797955,1
709,276,-1.767950654,-6.7299366,1
709,292,-1.590916395,-6.121857643,1
709,308,-1.968794346,-7.248699188,1
709,324,NaN,NaN,2
709,340,-3.336598873,-5.077871799,1
709,356,-3.112020731,-3.56703949,1
709,372,-3.241798401,-2.809965611,1
709,388,-3.399704456,-2.67052865,1
709,404,-2.933817148,-2.563018084,1
709,420,-1.904838562,-1.432157278,1
709,436,-0.5064250231,1.51388967,1
709,452,-1.27397871,1.18179214,1
709,468,-0.4877080023,-0.1668493152,1
709,484,0.0798996985,-1.744080782,1
709,500,NaN,NaN,2
709,516,-0.1321479678,-0.2785095572,1
709,532,0.1194217801,-0.120118916,1
709,548,0.2732233405,-0.1583360881,1
709,564,0.1624541879,-0.4267414212,1
709,580,0.4114098251,-0.9097149372,1
709,596,NaN,NaN,2
709,612,NaN,NaN,2
709,628,1.690576077,-1.162693143,1
709,644,1.446470141,-1.167740583,1
709,660,1.520915627,-0.774949789,1
709,676,1.746663809,-1.219733477,1
709,692,1.625498056,-1.143279433,1
709,708,NaN,NaN,2
709,724,NaN,NaN,2
709,740,0.2509769201,-0.05196288228,1
709,756,0.8840616941,0.2652384043,1
709,772,1.229558229,-0.3162471056,1
709,788,1.704895258,-0.2390117645,1
709,804,2.140562773,0.1324061155,1
709,820,2.941479921,-0.1880314946,1
709,836,4.032784939,0.5154534578,1
709,852,NaN,NaN,2
709,868,2.522381067,0.2692570686,1
709,884,0.9818470478,0.3251138926,1
709,900,2.157859802,0.2564671636,1
709,916,3.133477211,-0.9026976824,1
709,932,2.375677109,-0.8349270821,1
709,948,3.006476402,-0.3207629621,1
709,964,3.821285248,0.2027356476,1
709,980,NaN,NaN,2
709,996,NaN,NaN,2
709,1012,2.970174313,0.3068403602,1
709,1028,2.595077515,-0.2183273435,1
709,1044,2.542473078,0.1296118498,1
709,1060,NaN,NaN,2
709,1076,4.372554302,-0.2942756414,1
709,1092,4.342098236,0.7301143408,1
709,1108,3.381527901,0.4977329075,1
709,1124,2.353825092,8.255114555,1
725,20,1.600901008,-8.452403069,1
725,36,-0.5642476678,-7.450758934,1
725,52,-1.059667468,-8.53302002,1
725,68,NaN,NaN,2
725,84,0.1007055938,-9.39412117,1
725,100,-0.6090919971,-10.04038239,1
725,116,-0.9154805541,-9.377528191,1
725,132,-0.2318188548,-9.113256454,1
725,148,-0.9402534962,-7.757205963,1
725,164,-2.723978519,-8.346443176,1
725,180,-2.850075006,-8.678449631,1
725,196,-2.97462225,-10.50865364,1
725,212,-2.297514439,-9.70866394,1
725,228,-1.606804609,-8.720897675,1
725,244,-2.208960533,-6.477164745,1
725,260,-1.947734356,-6.693024635,1
725,276,-2.096551657,-7.076722145,1
725,292,-1.992072821,-6.599926472,1
725,308,-1.99345839,-6.282902718,1
725,324,-2.805926561,-5.1772542,1
725,340,-2.852281094,-4.396389484,1
725,356,-2.445276737,-3.454856396,1
725,372,-2.639806509,-2.717813969,1
725,388,NaN,NaN,2
725,404,-1.938220024,-2.563228369,1
725,420,-0.9042327404,-1.994990587,1
725,436,-0.426389277,1.536978483,1
725,452,0.6133242846,-0.4030890465,1
725,468,0.9305279851,0.005412012339,1
725,484,0.8165925145,-1.500768185,1
725,500,NaN,NaN,2
725,516,-0.02255439758,-0.5778093934,1
725,532,0.05120763183,-0.2094151676,1
725,548,0.9773472548,-0.07164061815,1
725,564,NaN,NaN,2
725,580,1.43255055,-2.220963478,1
725,596,1.505805731,-2.267163515,1
725,612,1.258094192,-2.302634001,1
725,628,1.510890484,-2.464501381,1
725,644,2.612880945,-1.563064814,1
725,660,2.338733673,0.05094596744,1
725,676,2.660241365,-0.2925803065,1
725,692,2.408546209,-0.5326948166,1
725,708,2.175005674,-0.1648977995,1
725,724,1.645537734,2.262389898,1
725,740,0.6717335582,0.7109558582,1
725,756,0.9851536751,1.604006171,1
725,772,2.315540791,0.4479514062,1
725,788,2.676433086,0.5062485337,1
725,804,2.858439922,0.7117292881,1
725,820,3.401507616,1.322591186,1
725,836,4.089429379,1.273528576,1
725,852,NaN,NaN,2
725,868,3.733004332,1.046128631,1
725,884,2.089385748,0.0650972724,1
725,900,3.345167637,-0.4424091876,1
725,916,3.71899724,0.05504658818,1
725,932,2.887457132,0.0888273716,1
725,948,3.567526579,-0.01418994367,1
725,964,3.816230536,0.5409483314,1
725,980,NaN,NaN,2
725,996,NaN,NaN,2
725,1012,3.180594206,0.7945810556,1
725,1028,NaN,NaN,2
725,1044,2.789911509,0.1045651957,1
725,1060,3.5935359,-0.03805753216,1
725,1076,NaN,NaN,2
725,1092,NaN,NaN,2
725,1108,4.522298813,-7.695314407,1
725,1124,1.401326656,1.570557117,1
741,20,-0.2433716655,-8.136288643,1
741,36,-0.8060564399,-9.497104645,1
741,52,-0.2795722485,-9.907169342,1
741,68,0.02989211679,-8.991225243,1
741,84,-0.2472867966,-9.078323364,1
741,100,-0.3504433036,-9.733194351,1
741,116,-0.6961401701,-8.863120079,1
741,132,-0.3239222765,-9.144429207,1
741,148,-0.690664649,-9.298038483,1
741,164,-1.671525717,-9.452542305,1
741,180,-1.832348824,-10.42626572,1
741,196,-1.974730015,-10.17329597,1
741,212,-1.857258558,-8.023731232,1
741,228,-1.857031345,-6.926210403,1
741,244,-2.902133942,-6.116902828,1
741,260,NaN,NaN,2
741,276,NaN,NaN,2
741,292,-1.551221132,-6.553497791,1
741,308,-1.210494637,-5.216799736,1
741,324,-1.270131826,-4.036571026,1
741,340,NaN,NaN,2
741,356,-1.83240521,-2.781917572,1
741,372,-2.067542791,-2.12450242,1
741,388,-1.118648052,-2.118894577,1
741,404,-1.145522118,-2.719510794,1
741,420,-0.4416019917,-2.114766359,1
741,436,-0.0162640512,0.19950068,1
741,452,NaN,NaN,2
741,468,NaN,NaN,2
741,484,2.503974915,-0.2401816547,1
741,500,2.626761913,0.1381090879,1
741,516,1.59352684,-0.5883691311,1
741,532,1.374969125,0.02814418077,1
741,548,NaN,NaN,2
741,564,2.229031563,-0.668469429,1
741,580,2.128172874,-2.873140335,1
741,596,2.132447243,-3.131092548,1
741,612,2.182943344,-2.698407888,1
741,628,2.307888985,-2.180669546,1
741,644,3.000982523,-1.617382884,1
741,660,2.525406599,0.3317180276,1
741,676,2.411458015,0.3982880116,1
741,692,1.548341274,-0.6034557223,1
741,708,1.469381809,-0.47066468,1
741,724,1.697986126,0.4371799827,1
741,740,1.702989459,2.402846813,1
741,756,1.689589143,2.330336094,1
741,772,NaN,NaN,2
741,788,3.511929035,1.61370635,1
741,804,3.150074959,1.086826444,1
741,820,3.805232048,1.75738287,1
741,836,4.384900093,1.326272964,1
741,852,4.741889954,1.360726118,1
741,868,3.326165915,1.02219677,1
741,884,2.315184832,1.261531472,1
741,900,2.704216003,0.6411173344,1
741,916,NaN,NaN,2
741,932,3.497667074,1.274870515,1
741,948,3.971500874,0.1431514621,1
741,964,4.151374817,0.0689637512,1
741,980,3.988425732,0.3602617383,1
741,996,4.037061214,0.8196446896,1
741,1012,NaN,NaN,2
741,1028,2.613703012,0.9777700901,1
741,1044,2.385321617,0.2108563036,1
741,1060,2.85608983,0.06701528281,1
741,1076,3.966262817,0.719773829,1
741,1092,3.554798603,0.7158523202,1
741,1108,NaN,NaN,2
741,1124,NaN,NaN,2
757,20,NaN,NaN,2
757,36,0.5297231078,-10.32658482,1
757,52,0.1002278328,-10.08541203,1
757,68,-0.07425425947,-8.223739624,1
757,84,0.1454541087,-7.448390961,1
757,100,0.1701252162,-8.568899155,1
757,116,-0.0369771719,-8.521697998,1
757,132,0.6056599617,-8.909346581,1
757,148,0.1845770478,-9.835539818,1
757,164,-0.9509945512,-10.21383476,1
757,180,NaN,NaN,2
757,196,NaN,NaN,2
757,212,-1.830926418,-7.006441116,1
757,228,-2.017715931,-6.767778873,1
757,244,NaN,NaN,2
757,260,NaN,NaN,2
757,276,-2.093292713,-6.505939007,1
757,292,-1.227791309,-6.717422009,1
757,308,NaN,NaN,2
757,324,NaN,NaN,2
757,340,-0.004596084356,-1.889790297,1
757,356,-0.9822397232,-1.882885218,1
757,372,-1.178706765,-1.189364672,1
757,388,-1.886321187,-2.158171654,1
757,404,-1.617887259,-2.936122417,1
757,420,-0.02079227567,-1.949481249,1
757,436,-0.09580311179,-0.0005320310593,1
757,452,NaN,NaN,2
757,468,NaN,NaN,2
757,484,NaN,NaN,2
757,500,NaN,NaN,2
757,516,NaN,NaN,2
757,532,NaN,NaN,2
757,548,NaN,NaN,2
757,564,NaN,NaN,2
757,580,3.197278976,-3.249482632,1
757,596,NaN,NaN,2
757,612,NaN,NaN,2
757,628,4.856613636,-1.477412105,1
757,644,3.092276335,-1.134554625,1
757,660,2.673314333,0.2731463313,1
757,676,NaN,NaN,2
757,692,1.870012522,-0.06580843031,1
757,708,2.311443567,-0.241381973,1
757,724,2.150280237,0.9412647486,1
757,740,NaN,NaN,2
757,756,3.877044916,1.725877643,1
757,772,NaN,NaN,2
757,788,NaN,NaN,2
757,804,3.839551449,1.066511869,1
757,820,4.532817364,1.205144644,1
757,836,4.723570824,1.302197814,1
757,852,3.906493902,1.517501116,1
757,868,2.788508654,1.588508368,1
757,884,2.047239304,1.60266304,1
757,900,1.997513294,1.496025085,1
757,916,3.657173157,2.504432678,1
757,932,3.588289261,1.309582949,1
757,948,3.603571892,-0.5191597342,1
757,964,3.495208502,0.1615953445,1
757,980,3.713039398,0.5574732423,1
757,996,3.716934919,1.590116501,1
757,1012,NaN,NaN,2
757,1028,2.602985144,1.109101772,1
757,1044,2.32524991,0.3741748929,1
757,1060,2.743420839,0.1976080537,1
757,1076,3.08780241,0.8464312553,1
757,1092,2.834263563,0.7984815836,1
757,1108,NaN,NaN,2
757,1124,NaN,NaN,2
773,20,1.568554163,-8.632886887,1
773,36,0.6664398909,-11.8407793,1
773,52,0.6566484571,-12.08920574,1
773,68,NaN,NaN,2
773,84,0.3254209161,-5.845846176,1
773,100,0.5080302954,-7.765847206,1
773,116,0.3355638981,-8.547769547,1
773,132,0.4100889266,-8.71177578,1
773,148,0.5554083586,-9.748523712,1
773,164,-0.2099779844,-10.70626926,1
773,180,-1.283481956,-10.74617672,1
773,196,-2.176127434,-9.680328369,1
773,212,NaN,NaN,2
773,228,-1.916758537,-10.14256668,1
773,244,-2.34951973,-7.786395073,1
773,260,-2.487897873,-6.34658289,1
773,276,-1.778258562,-7.051712513,1
773,292,-0.7709752917,-6.001814842,1
773,308,NaN,NaN,2
773,324,0.5484857559,-4.030430317,1
773,340,0.1422137022,-2.758723259,1
773,356,-0.2137069702,-2.376112223,1
773,372,NaN,NaN,2
773,388,NaN,NaN,2
773,404,-1.864800215,-3.1340096,1
773,420,-0.1545289755,-1.984489679,1
773,436,-0.2368696481,-0.1075787544,1
773,452,NaN,NaN,2
773,468,NaN,NaN,2
773,484,3.315993071,0.6475233436,1
773,500,2.017710686,0.9246150255,1
773,516,4.848274231,0.2679717541,1
773,532,3.742404699,0.1096562892,1
773,548,3.955942392,0.196505487,1
773,564,NaN,NaN,2
773,580,NaN,NaN,2
773,596,3.958199263,-2.9185884,1
773,612,3.421513319,-0.2679146528,1
773,628,4.306456089,-0.4475632906,1
773,644,NaN,NaN,2
773,660,2.032139301,0.2939350307,1
773,676,2.553318739,0.561134696,1
773,692,3.39008522,0.547722578,1
773,708,3.258985996,0.5337736011,1
773,724,2.975225449,1.766285658,1
773,740,3.375794172,2.346392155,1
773,756,4.947517395,1.769226193,1
773,772,5.01800108,0.9048384428,1
773,788,4.494979858,1.062301397,1
773,804,4.822554111,1.300828338,1
773,820,4.958239555,1.357510805,1
773,836,NaN,NaN,2
773,852,3.798290014,2.008740664,1
773,868,2.672137499,1.304472923,1
773,884,1.917244673,0.9986791611,1
773,900,1.608920813,1.829404473,1
773,916,3.365308523,2.449158669,1
773,932,2.929608345,1.315250158,1
773,948,2.905486584,-0.5751984119,1
773,964,3.0611341,0.2293201089,1
773,980,3.67300272,0.3351609111,1
773,996,NaN,NaN,2
773,1012,NaN,NaN,2
773,1028,3.228319645,0.9558244944,1
773,1044,3.412800074,0.5615348816,1
773,1060,3.095408201,0.5463106632,1
773,1076,2.532331705,0.2392577827,1
773,1092,2.673173666,0.1640787125,1
773,1108,2.154786348,-0.372235328,1
773,1124,NaN,NaN,2
789,20,2.266716719,-10.22122192,1
789,36,-0.3780707419,-11.71663952,1
789,52,1.088551402,-12.73813534,1
789,68,NaN,NaN,2
789,84,NaN,NaN,2
789,100,0.3462108076,-7.631117821,1
789,116,0.2630521357,-8.933044434,1
789,132,-0.6619327068,-8.901896477,1
789,148,0.1520574093,-9.506103516,1
789,164,0.02601197362,-10.92388916,1
789,180,-1.434696794,-10.36798573,1
789,196,-1.760226488,-11.52797985,1
789,212,-2.335459232,-10.65852737,1
789,228,-2.357450962,-10.1120491,1
789,244,-1.646178246,-7.988981724,1
789,260,-1.909035206,-6.581258297,1
789,276,-1.482048631,-6.281630516,1
789,292,-0.3290714025,-5.825348854,1
789,308,NaN,NaN,2
789,324,NaN,NaN,2
789,340,0.1679449528,-3.264800787,1
789,356,-0.3034832478,-2.418012142,1
789,372,NaN,NaN,2
789,388,-0.4579157233,-2.954610348,1
789,404,NaN,NaN,2
789,420,-2.194178581,-2.948818207,1
789,436,-2.756656647,0.6116242409,1
789,452,NaN,NaN,2
789,468,1.088363767,-0.01812878251,1
789,484,0.3101702929,-0.2882694304,1
789,500,0.6525182724,-0.05958223343,1
789,516,2.381538391,-0.2044631243,1
789,532,2.347333193,-0.1643369198,1
789,548,3.121570349,0.2331077754,1
789,564,3.561375856,-0.4551106691,1
789,580,3.462884665,-1.449644566,1
789,596,4.108917713,-1.957135558,1
789,612,4.492800236,-1.333212495,1
789,628,4.874760628,-1.165492773,1
789,644,3.047555447,-2.189611197,1
789,660,1.721130848,-0.8681572676,1
789,676,2.326329947,0.3937517405,1
789,692,2.846259832,0.4973077178,1
789,708,3.137019157,0.8937495351,1
789,724,3.425652027,3.062368631,1
789,740,4.17117691,1.903013349,1
789,756,4.679233551,0.9652097225,1
789,772,5.280388832,1.13259232,1
789,788,5.442995071,1.295627832,1
789,804,4.820657253,1.618453145,1
789,820,4.905620575,1.965422392,1
789,836,4.673934937,1.938512802,1
789,852,3.401547909,2.009412289,1
789,868,2.741055965,1.549605131,1
789,884,NaN,NaN,2
789,900,1.519745708,1.634062409,1
789,916,2.180915117,1.942772508,1
789,932,2.604476213,2.104955673,1
789,948,2.824930668,1.072092533,1
789,964,3.507048845,0.2957251072,1
789,980,3.289387226,-0.1022213995,1
789,996,4.114627838,0.5678693652,1
789,1012,3.422287941,0.8011473417,1
789,1028,3.091235161,0.8509498835,1
789,1044,3.338850975,0.6039105654,1
789,1060,NaN,NaN,2
789,1076,3.375149012,-1.1518327,1
789,1092,3.284619808,-1.723686814,1
789,1108,3.82172966,-0.5530811548,1
789,1124,3.39146781,-1.794967771,1
805,20,3.030571222,-9.326972961,1
805,36,-0.07951110601,-11.03267288,1
805,52,-0.4093322754,-10.23424816,1
805,68,0.6524518132,-9.301351547,1
805,84,1.188579202,-8.274742126,1
805,100,1.03017199,-8.286166191,1
805,116,0.3205817938,-8.74693203,1
805,132,-0.2614666224,-8.844586372,1
805,148,-0.6446533203,-9.277225494,1
805,164,-0.08046644926,-10.85145187,1
805,180,-0.8902131319,-8.774809837,1
805,196,-2.599249125,-9.829831123,1
805,212,-2.062506199,-9.568305016,1
805,228,-2.370079041,-8.628806114,1
805,244,-2.205296755,-6.915346622,1
805,260,-1.569861889,-6.243167877,1
805,276,-1.46651566,-5.821633339,1
805,292,-0.5386419296,-5.741802692,1
805,308,NaN,NaN,2
805,324,0.6881554127,-4.470990181,1
805,340,-1.503649354,-3.487063885,1
805,356,-1.122494698,-2.585458994,1
805,372,-0.2934667468,-2.357123852,1
805,388,NaN,NaN,2
805,404,0.5568386316,-4.663551331,1
805,420,0.1225019395,-3.145240068,1
805,436,NaN,NaN,2
805,452,NaN,NaN,2
805,468,2.710926294,0.8181874752,1
805,484,0.9209442139,-0.9571090937,1
805,500,NaN,NaN,2
805,516,NaN,NaN,2
805,532,1.587661028,-0.3486104608,1
805,548,2.026579142,0.9362617135,1
805,564,2.322757244,0.8356443644,1
805,580,2.686326027,-0.9008120894,1
805,596,2.990514278,-0.9591314793,1
805,612,3.813215256,-1.23022902,1
805,628,5.168585777,-1.373116732,1
805,644,4.247888088,-1.379869819,1
805,660,4.886984825,-0.7982618809,1
805,676,3.374022484,0.3361930251,1
805,692,3.179754734,1.143634558,1
805,708,3.270941734,1.489141941,1
805,724,NaN,NaN,2
805,740,4.813773155,1.657503128,1
805,756,5.454481125,0.4724266529,1
805,772,5.919034004,0.7720932961,1
805,788,5.703410625,1.127917767,1
805,804,4.732127666,1.499744534,1
805,820,4.256511688,2.710382462,1
805,836,3.9927423,2.896562576,1
805,852,3.481879711,3.158731937,1
805,868,3.007975101,2.719726801,1
805,884,2.841509819,2.454674244,1
805,900,2.14432478,1.534981012,1
805,916,0.9320368767,1.423600435,1
805,932,2.340088606,1.695191979,1
805,948,3.443866014,0.9116427898,1
805,964,3.248930693,0.2978368402,1
805,980,2.804833889,-0.2583473325,1
805,996,2.651528835,0.2235205173,1
805,1012,2.358141661,0.4221059084,1
805,1028,2.808751106,0.77902174,1
805,1044,NaN,NaN,2
805,1060,NaN,NaN,2
805,1076,3.369362116,-2.112907171,1
805,1092,3.608701706,-2.050379753,1
805,1108,3.662335634,-1.007665873,1
805,1124,3.098786116,-1.52843082,1
821,20,3.800450802,-10.27424622,1
821,36,0.8113018274,-10.87039375,1
821,52,1.378496408,-10.25642395,1
821,68,2.303624868,-9.817386627,1
821,84,2.41789484,-9.043577194,1
821,100,2.245714664,-8.998744965,1
821,116,1.705118418,-8.84944725,1
821,132,1.376266718,-8.451013565,1
821,148,1.350531578,-8.636711121,1
821,164,0.6777198315,-9.248416901,1
821,180,-1.448919415,-8.360253334,1
821,196,-1.472087264,-9.224279404,1
821,212,-0.5162520409,-7.497766018,1
821,228,-1.331135869,-7.741495132,1
821,244,-1.842458606,-5.787626743,1
821,260,-0.2948139906,-5.409964561,1
821,276,-0.7398924828,-5.570198536,1
821,292,-0.2965404391,-5.818153858,1
821,308,0.02531786263,-6.881850719,1
821,324,-0.4172802567,-4.730130672,1
821,340,NaN,NaN,2
821,356,0.22035712,-3.975001335,1
821,372,0.343464613,-2.625749111,1
821,388,-0.06828437001,-3.521662235,1
821,404,-0.65665555,-3.52548933,1
821,420,-0.7989096045,-2.467531204,1
821,436,NaN,NaN,2
821,452,NaN,NaN,2
821,468,1.708680153,-0.296254158,1
821,484,0.7485535145,0.187777549,1
821,500,-0.05531036854,0.01233589649,1
821,516,0.4080016017,-0.05556736887,1
821,532,1.149631739,-0.2261217833,1
821,548,1.14469099,0.3567198515,1
821,564,1.489532471,0.3017297089,1
821,580,1.590549946,-0.2197374403,1
821,596,1.567429543,-0.5171252489,1
821,612,1.990409136,-1.408941031,1
821,628,2.655587912,-1.702528477,1
821,644,4.399049282,-0.9069683552,1
821,660,5.76358223,-0.9493413568,1
821,676,NaN,NaN,2
821,692,4.353553295,1.314509511,1
821,708,4.031304836,1.590634823,1
821,724,NaN,NaN,2
821,740,5.838697433,1.64286685,1
821,756,6.068564415,0.7374019623,1
821,772,6.413046837,0.5415812135,1
821,788,4.795868397,0.7534800768,1
821,804,4.903151035,1.399183393,1
821,820,3.976956129,2.665680885,1
821,836,3.414098501,3.166138411,1
821,852,3.198290586,3.649553061,1
821,868,2.874786377,2.745865345,1
821,884,2.285368443,2.894265413,1
821,900,2.104940891,2.550826073,1
821,916,1.434766889,1.381615281,1
821,932,2.63862133,0.5778166056,1
821,948,3.74433279,0.4965097904,1
821,964,3.948030949,0.2779287696,1
821,980,3.632138729,0.5862723589,1
821,996,3.411002159,0.3627141118,1
821,1012,2.295101166,0.2369205356,1
821,1028,NaN,NaN,2
821,1044,NaN,NaN,2
821,1060,NaN,NaN,2
821,1076,NaN,NaN,2
821,1092,3.507859945,-1.439198732,1
821,1108,3.074374914,-1.473208785,1
821,1124,2.079599142,-1.057410121,1
837,20,2.840654135,-12.36483002,1
837,36,5.064796925,-10.04598236,1
837,52,NaN,NaN,2
837,68,3.089979649,-9.27691555,1
837,84,3.064369678,-9.258947372,1
837,100,2.91054678,-9.501464844,1
837,116,NaN,NaN,2
837,132,NaN,NaN,2
837,148,3.220469713,-8.008256912,1
837,164,3.014147758,-8.088327408,1
837,180,-1.059612274,-8.405981064,1
837,196,-0.2854520082,-9.925071716,1
837,212,NaN,NaN,2
837,228,-0.6698662043,-6.151971817,1
837,244,-0.4695444107,-4.890301228,1
837,260,0.1230634451,-4.383995056,1
837,276,-0.8203718662,-5.164132595,1
837,292,-0.2067060471,-5.936300278,1
837,308,0.2241930962,-6.246870518,1
837,324,0.4462855458,-5.615999699,1
837,340,0.638739109,-3.868946075,1
837,356,1.227900982,-3.12837553,1
837,372,1.208769917,-2.690897465,1
837,388,0.08097010851,-3.097322226,1
837,404,-1.007505059,-2.77468133,1
837,420,0.06666763127,-2.282865286,1
837,436,-0.4034518898,-1.771570921,1
837,452,-0.1541736424,-1.244216323,1
837,468,2.274301767,-1.730825663,1
837,484,1.897488594,-0.7962292433,1
837,500,1.100962758,-0.310382247,1
837,516,1.199578285,0.1217991561,1
837,532,1.395642877,-0.04214034975,1
837,548,1.350538135,0.2423354834,1
837,564,1.114118576,-0.05151711404,1
837,580,NaN,NaN,2
837,596,1.222923994,-0.6787743568,1
837,612,1.9293046,-1.400475502,1
837,628,2.703483582,-0.8311282396,1
837,644,3.497525692,-0.4691486359,1
837,660,NaN,NaN,2
837,676,NaN,NaN,2
837,692,5.749442577,0.1422199011,1
837,708,5.155275822,0.6900095344,1
837,724,4.728525162,1.270697832,1
837,740,4.813240528,0.7832678556,1
837,756,4.850495338,0.875028491,1
837,772,6.072633743,0.5541881323,1
837,788,NaN,NaN,2
837,804,3.491287708,0.2667217255,1
837,820,3.588625669,1.049149275,1
837,836,3.249969721,1.479615211,1
837,852,2.813207865,2.444350243,1
837,868,2.82743454,2.39347887,1
837,884,NaN,NaN,2
837,900,NaN,NaN,2
837,916,3.61777997,1.174817443,1
837,932,2.998982191,0.4946940541,1
837,948,3.586820364,0.2772175372,1
837,964,4.256708145,0.2238899171,1
837,980,3.856307507,1.304278374,1
837,996,3.497785568,0.5397971869,1
837,1012,3.071231127,0.231902808,1
837,1028,3.231883526,1.01319325,1
837,1044,4.684494019,-0.3993994594,1
837,1060,4.129187584,-0.9324538708,1
