PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 9, filenames: A:[9]MAX_TimeSrs018_TgUtrmcherry_Controll.avi & B:[10]MAX_TimeSrs018_TgUtrmcherry_Controll.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
399,33,-2.223089695,0.2582240105,1
399,65,-1.794851542,-10.45319939,1
399,97,-1.366192102,-6.622110844,1
399,129,-0.5026910305,-6.102900505,1
399,161,-0.09054917097,-5.063314915,1
399,193,0.3664292991,-5.369506359,1
399,225,0.05103957653,-5.225899696,1
399,257,0.3543803692,-4.021390438,1
399,289,1.412595391,-2.774453402,1
399,321,6.122335911,0.5746347904,1
399,353,1.481302023,-0.03634858131,1
399,385,1.833214402,-1.563242555,1
399,417,2.13772583,-1.425065637,1
399,449,2.055497169,-1.1852597,1
399,481,2.78890419,-0.9144308567,1
399,513,3.620700359,-0.5903433561,1
399,545,4.675214767,-1.034488797,1
399,577,6.010974407,-1.834936619,1
399,609,6.48536396,-3.008140326,1
399,641,6.249796391,-3.149245977,1
399,673,6.538490295,-2.873641968,1
399,705,8.309825897,-2.30660224,1
399,737,10.84689426,-1.026792765,1
399,769,9.741710663,-1.711489677,1
399,801,10.04825974,-2.240002394,1
399,833,10.73165321,-2.540207863,1
399,865,12.41201591,-2.219968796,1
399,897,13.17879391,-1.814218521,1
399,929,14.13752842,-3.388747692,1
399,961,14.43009949,-4.845486164,1
399,993,15.56574631,-5.408110619,1
399,1025,18.02096939,-5.373305798,1
399,1057,17.14069366,-7.130162716,1
399,1089,15.51598167,-8.218323708,1
399,1121,14.62184906,-10.32505035,1
399,1153,13.66285896,-9.957661629,1
399,1185,12.28862762,-8.906061172,1
399,1217,12.74659729,-9.567610741,1
399,1249,14.29949665,-10.34566975,1
399,1281,16.7666626,-10.72389412,1
399,1313,17.79207802,-10.74559689,1
399,1345,16.73993874,-10.17841721,1
399,1377,16.40235138,-10.18334293,1
399,1409,16.50774384,-11.71755695,1
399,1441,15.27616882,-11.95215988,1
399,1473,13.69615555,-10.979002,1
399,1505,11.9941988,-10.90007114,1
399,1537,9.011082649,-9.480008125,1
399,1569,9.081271172,-13.10540295,1
399,1601,10.12366486,-13.01438141,1
399,1633,14.3208065,-12.13922882,1
399,1665,10.97051525,-9.882208824,1
399,1697,9.322612762,-13.10758114,1
399,1729,7.328482628,-12.33046627,1
399,1761,6.900417805,-11.29879951,1
399,1793,6.480665684,-9.973770142,1
399,1825,6.119775772,-9.662899971,1
399,1857,5.675312519,-9.12706089,1
399,1889,6.164989948,-8.558115005,1
399,1921,7.190153599,-8.605478287,1
399,1953,6.140170574,-8.43162632,1
399,1985,5.106461525,-9.200778961,1
399,2017,3.518928051,-8.488445282,1
431,33,-10.05924034,5.018712044,1
431,65,-4.045186996,-6.477365971,1
431,97,-1.780470252,-5.443211079,1
431,129,-0.3615303636,-4.762240887,1
431,161,0.8392615914,-4.49902916,1
431,193,0.7818291187,-4.932936192,1
431,225,-0.1084761173,-3.959501743,1
431,257,-0.06461152434,-3.204134703,1
431,289,-0.02062410116,-2.768356562,1
431,321,-0.1786577702,0.9305295944,1
431,353,1.112431526,-0.8385679722,1
431,385,1.589550614,-2.810872078,1
431,417,1.441797972,-1.948317766,1
431,449,1.586865187,-1.300850987,1
431,481,2.423493147,-0.903852284,1
431,513,3.522600412,0.004179894924,1
431,545,4.976993561,-0.8251100779,1
431,577,7.385984421,-2.679459095,1
431,609,9.849746704,-4.036150455,1
431,641,7.371747017,-4.813763618,1
431,673,8.16645813,-6.312670708,1
431,705,8.26700592,-4.784809589,1
431,737,9.853618622,-2.846867085,1
431,769,10.15925217,-2.071698666,1
431,801,10.57208443,-2.119791031,1
431,833,11.11006165,-1.878244519,1
431,865,11.90266132,-0.8806283474,1
431,897,13.04431343,-1.615275383,1
431,929,13.89103603,-3.310204506,1
431,961,13.93444538,-4.786196709,1
431,993,16.12728882,-5.778163433,1
431,1025,17.88312149,-6.102230072,1
431,1057,17.76231766,-6.789319992,1
431,1089,16.17539978,-7.900414467,1
431,1121,15.73560333,-9.969301224,1
431,1153,15.36566734,-10.67781734,1
431,1185,14.37915707,-9.527956009,1
431,1217,14.92422295,-9.031354904,1
431,1249,15.85471821,-10.15982437,1
431,1281,16.72187042,-10.68524361,1
431,1313,16.51694489,-11.14108372,1
431,1345,15.46611595,-11.01703262,1
431,1377,15.58035851,-10.88202,1
431,1409,16.56214523,-11.89640236,1
431,1441,16.29328728,-11.65543365,1
431,1473,14.98533344,-11.02313232,1
431,1505,12.62674904,-11.33438015,1
431,1537,10.31771374,-10.849226,1
431,1569,10.01999664,-11.97983742,1
431,1601,12.25723457,-12.84795284,1
431,1633,10.82113075,-9.34277153,1
431,1665,8.771573067,-10.71748161,1
431,1697,7.982348919,-12.06919098,1
431,1729,8.087921143,-13.495821,1
431,1761,7.650159836,-11.63328457,1
431,1793,7.216427803,-10.53923225,1
431,1825,7.447264671,-10.0374403,1
431,1857,6.898013115,-9.005164146,1
431,1889,5.978011608,-7.701180458,1
431,1921,5.1662817,-8.018273354,1
431,1953,4.128068924,-8.441840172,1
431,1985,4.201162338,-9.081969261,1
431,2017,2.948961258,-9.145992279,1
463,33,-10.90047932,5.143449783,1
463,65,-2.569042683,-5.632320881,1
463,97,-1.374029636,-4.629173279,1
463,129,0.104262054,-4.022336483,1
463,161,1.924361587,-3.571091652,1
463,193,2.111560583,-3.503771305,1
463,225,0.5890710354,-3.101369381,1
463,257,-1.043392181,-4.734984398,1
463,289,-0.2404510975,-4.072317123,1
463,321,0.9938793182,-1.880920172,1
463,353,2.080579758,-1.551348686,1
463,385,2.065578699,-1.666238189,1
463,417,1.049431562,-1.370844603,1
463,449,0.4388102293,-0.9361646175,1
463,481,1.223898888,-0.4103029966,1
463,513,3.189941168,-0.111253798,1
463,545,4.804157257,-0.5761163831,1
463,577,6.656905651,-2.444505215,1
463,609,7.978034496,-2.407196522,1
463,641,8.922538757,-4.198493004,1
463,673,8.232930183,-8.097074509,1
463,705,7.810274124,-3.726535082,1
463,737,9.854997635,-1.168725729,1
463,769,10.48290348,-1.421510935,1
463,801,11.12466621,-1.988140821,1
463,833,11.20306396,-1.934110522,1
463,865,11.91140556,-1.291585207,1
463,897,13.13875294,-1.614296675,1
463,929,14.18027306,-2.853908777,1
463,961,15.16985703,-4.630381107,1
463,993,16.70508385,-7.46829319,1
463,1025,17.61981583,-7.102092743,1
463,1057,17.53400803,-7.16892767,1
463,1089,15.67016792,-8.853192329,1
463,1121,14.56463051,-10.51686764,1
463,1153,15.27191544,-12.33245754,1
463,1185,16.55747795,-14.04371357,1
463,1217,17.55990982,-11.18424797,1
463,1249,17.19340324,-11.09174919,1
463,1281,17.21899605,-10.6631012,1
463,1313,16.98267365,-11.40016842,1
463,1345,16.26991081,-12.21138954,1
463,1377,14.78495026,-12.56065941,1
463,1409,15.70444202,-11.98071671,1
463,1441,15.44331837,-12.13206863,1
463,1473,14.51131821,-12.00642967,1
463,1505,12.73277569,-13.08057117,1
463,1537,10.92018127,-12.09353256,1
463,1569,11.04689217,-11.92772007,1
463,1601,14.41574574,-13.52021217,1
463,1633,6.680098534,-13.55254555,1
463,1665,7.641679764,-12.45831203,1
463,1697,7.804925919,-12.42648983,1
463,1729,7.849998951,-12.33527088,1
463,1761,7.884946823,-11.85661221,1
463,1793,7.46228838,-10.97826481,1
463,1825,7.468437195,-10.56743336,1
463,1857,7.193875313,-10.18105888,1
463,1889,5.613800049,-9.30611515,1
463,1921,4.237179756,-8.488007545,1
463,1953,4.455328941,-8.092072487,1
463,1985,4.620992661,-8.512335777,1
463,2017,4.681576729,-9.401838303,1
495,33,-15.67910099,1.740002632,1
495,65,-1.573519468,-5.180840492,1
495,97,-1.093659282,-5.354215145,1
495,129,-0.6183956265,-3.840878487,1
495,161,0.2946684062,-3.046539068,1
495,193,1.006977797,-3.17481041,1
495,225,0.780810535,-3.172785521,1
495,257,-0.6530730724,-3.670845509,1
495,289,-1.732153177,-2.707014322,1
495,321,0.8111658096,-2.000989437,1
495,353,1.777726412,-1.612561464,1
495,385,1.686866283,-1.161823511,1
495,417,0.9135887623,-0.5076750517,1
495,449,0.234901309,-0.2770656347,1
495,481,0.9034898281,0.3345490098,1
495,513,3.275555611,-0.1896154881,1
495,545,5.165780544,-0.3885962963,1
495,577,5.525750637,-1.274594426,1
495,609,6.234454155,-1.453122497,1
495,641,8.100372314,-1.463997245,1
495,673,7.519917011,-3.590168476,1
495,705,8.231998444,-2.222759724,1
495,737,9.722032547,-0.8769266605,1
495,769,10.63378334,-1.680019855,1
495,801,11.05084515,-1.918471813,1
495,833,11.15044594,-2.085922241,1
495,865,11.76397896,-1.888355494,1
495,897,13.22096443,-1.834332228,1
495,929,14.49514484,-2.554602146,1
495,961,15.70970726,-4.034262657,1
495,993,21.3858242,-10.42681313,1
495,1025,20.04055405,-7.313968658,1
495,1057,17.48370171,-7.63207531,1
495,1089,16.9020443,-8.66912365,1
495,1121,15.61801338,-10.87106323,1
495,1153,15.4201107,-11.79114914,1
495,1185,18.0545845,-14.76073265,1
495,1217,17.73341942,-11.47949219,1
495,1249,17.69560623,-11.23667145,1
495,1281,18.09457588,-11.05607128,1
495,1313,18.46388817,-11.83616829,1
495,1345,18.04668236,-11.85857201,1
495,1377,16.98642349,-11.7030592,1
495,1409,16.12039375,-12.62683105,1
495,1441,15.3574276,-12.91880989,1
495,1473,12.99627686,-12.51639271,1
495,1505,12.02760601,-12.51204777,1
495,1537,12.22669411,-13.26564693,1
495,1569,12.83395195,-12.1226778,1
495,1601,11.78145981,-12.7816925,1
495,1633,9.241791725,-15.60355759,1
495,1665,8.024039268,-13.53473568,1
495,1697,7.428220749,-12.88835144,1
495,1729,7.788147926,-12.4895525,1
495,1761,8.001150131,-11.86366558,1
495,1793,8.014609337,-11.51317024,1
495,1825,7.682414055,-11.35813046,1
495,1857,6.50906086,-11.09280777,1
495,1889,4.716934681,-11.49807644,1
495,1921,3.901431561,-9.752202988,1
495,1953,4.336734772,-8.71310997,1
495,1985,3.731902599,-8.456930161,1
495,2017,3.84168911,-8.718963623,1
527,33,-2.162756443,-0.2298073769,1
527,65,-1.501140714,-4.202295303,1
527,97,-1.834932804,-4.769014835,1
527,129,-2.247587204,-4.529001713,1
527,161,-0.7761571407,-3.858595848,1
527,193,-0.3168031573,-3.518789291,1
527,225,0.2592843771,-3.098513842,1
527,257,-0.3721801639,-1.867309809,1
527,289,-0.4392704666,-1.086897135,1
527,321,0.9606202245,-1.791760325,1
527,353,1.771391034,-1.949622869,1
527,385,1.943626165,-1.399935722,1
527,417,1.045145273,-1.210416794,1
527,449,0.6057120562,-0.6254826784,1
527,481,0.5614366531,0.2783302069,1
527,513,3.452066422,-0.4002445936,1
527,545,5.237722397,-0.7196447253,1
527,577,5.844496727,-0.9123699665,1
527,609,5.86197567,-1.400952101,1
527,641,6.656621456,-1.780524731,1
527,673,7.222222805,-2.337018013,1
527,705,7.9933424,-2.362699032,1
527,737,9.564366341,-1.723248959,1
527,769,10.06673622,-2.553155899,1
527,801,10.38172817,-2.488752842,1
527,833,10.78532696,-2.328708172,1
527,865,11.41042805,-2.86390686,1
527,897,13.05827045,-2.120299816,1
527,929,14.73010826,-2.606789351,1
527,961,16.03757858,-4.029182911,1
527,993,23.0628624,-8.481666565,1
527,1025,20.89967918,-7.188373089,1
527,1057,17.92660332,-8.745304108,1
527,1089,18.78905487,-8.562171936,1
527,1121,19.08640099,-9.105905533,1
527,1153,18.68328285,-10.59793472,1
527,1185,18.35582161,-11.5047226,1
527,1217,17.72812271,-11.77781105,1
527,1249,17.96790123,-11.96238422,1
527,1281,18.93447495,-11.97499084,1
527,1313,20.98750877,-12.28956032,1
527,1345,19.70307541,-12.00618935,1
527,1377,18.21582031,-12.28112411,1
527,1409,17.02368927,-13.10322189,1
527,1441,15.92808533,-13.30535698,1
527,1473,14.44473076,-12.45724106,1
527,1505,13.16248035,-11.30130291,1
527,1537,12.19120407,-12.02459908,1
527,1569,12.27022076,-12.44227409,1
527,1601,9.885633469,-13.05035973,1
527,1633,9.217198372,-13.65729713,1
527,1665,8.269384384,-13.91314983,1
527,1697,7.70068264,-13.15152168,1
527,1729,7.760428905,-12.6820364,1
527,1761,7.781093597,-13.03203392,1
527,1793,7.890799046,-13.2764492,1
527,1825,8.08013916,-11.99079418,1
527,1857,23.4005909,-2.017906189,1
527,1889,3.850892067,-11.47749615,1
527,1921,2.563847065,-10.486413,1
527,1953,3.035802841,-9.018420219,1
527,1985,2.509625673,-8.034594536,1
527,2017,2.341518879,-7.907857895,1
559,33,-7.450902939,1.147220016,1
559,65,-3.332232237,-5.87643671,1
559,97,-2.835344791,-4.783073425,1
559,129,-2.187813282,-5.364370346,1
559,161,-1.350030065,-3.84939909,1
559,193,-1.379966259,-2.689893723,1
559,225,-0.04129219055,-2.268537521,1
559,257,0.1655628234,-1.586778283,1
559,289,-0.3583928645,-1.092419505,1
559,321,0.4162800312,-1.319252014,1
559,353,2.220569134,-1.551606655,1
559,385,2.029020309,-1.487373114,1
559,417,1.81088376,-2.446964264,1
559,449,1.357406139,-1.38801074,1
559,481,3.239387512,-1.386842251,1
559,513,3.625639915,-2.172864914,1
559,545,4.321521759,-0.7724659443,1
559,577,5.3152771,-1.035285115,1
559,609,5.90197134,-1.291384459,1
559,641,6.551755905,-1.923526406,1
559,673,6.975206852,-2.4710114,1
559,705,8.057178497,-1.714206576,1
559,737,10.24779606,-1.020315409,1
559,769,10.5163765,-4.129624367,1
559,801,10.16674328,-4.250723839,1
559,833,10.67632103,-1.640954494,1
559,865,11.47872353,-2.39389801,1
559,897,12.57860374,-2.287301302,1
559,929,14.40418053,-2.77981472,1
559,961,17.86528397,-4.126588821,1
559,993,20.59051895,-8.056827545,1
559,1025,19.95376396,-8.68754673,1
559,1057,19.52590752,-9.662563324,1
559,1089,19.65488434,-9.734724998,1
559,1121,20.22050858,-9.38101387,1
559,1153,19.55781937,-10.60391235,1
559,1185,19.31775856,-11.4714632,1
559,1217,19.17386436,-12.08227444,1
559,1249,18.9787674,-12.3184433,1
559,1281,19.07411385,-12.96594334,1
559,1313,19.16751289,-13.19346142,1
559,1345,19.01523209,-13.20161247,1
559,1377,18.22966957,-13.63030338,1
559,1409,17.20297241,-14.17765808,1
559,1441,16.20282173,-15.16705513,1
559,1473,15.9149437,-13.80952454,1
559,1505,13.92237186,-11.05007458,1
559,1537,9.15090847,-21.00758743,1
559,1569,10.26609516,-13.5232296,1
559,1601,9.06880188,-12.97868729,1
559,1633,8.348173141,-13.85694122,1
559,1665,8.278688431,-14.13235569,1
559,1697,7.746468067,-13.14962387,1
559,1729,7.041759968,-13.09809589,1
559,1761,6.098314285,-15.80711746,1
559,1793,6.247153282,-14.61045265,1
559,1825,7.440268993,-11.09778595,1
559,1857,6.191934109,-9.167153358,1
559,1889,4.51227951,-9.656867027,1
559,1921,3.53794384,-9.964252472,1
559,1953,2.646391869,-9.314100266,1
559,1985,2.283541679,-8.986305237,1
559,2017,2.67334938,-8.701018333,1
591,33,13.45548058,1.520878553,1
591,65,-3.649114609,-6.694957733,1
591,97,-4.233848095,-5.688687801,1
591,129,-2.535732269,-4.458884239,1
591,161,-0.9239267111,-3.263037205,1
591,193,-0.5164138079,-1.828923106,1
591,225,-0.03854331374,-1.183718681,1
591,257,-0.0528485477,-1.277426958,1
591,289,0.183211416,-1.066080451,1
591,321,1.045624137,-1.079502225,1
591,353,1.706780791,-0.8919017315,1
591,385,1.858509064,-1.066181898,1
591,417,2.346399307,-1.80447185,1
591,449,2.876923323,-1.564739704,1
591,481,3.477402925,-1.153987885,1
591,513,3.072078466,-2.094037533,1
591,545,2.554325819,-0.4907374084,1
591,577,4.424228668,-0.7131353617,1
591,609,5.916161537,-0.7542513609,1
591,641,6.938879013,-1.066313267,1
591,673,7.440630436,-1.278492212,1
591,705,8.200470924,-0.8635293245,1
591,737,9.052955627,-1.165793896,1
591,769,8.920044899,-4.671559334,1
591,801,9.522638321,-5.987538338,1
591,833,10.70341969,-0.9518318176,1
591,865,12.02532387,-1.30965209,1
591,897,12.26069832,-2.716155052,1
591,929,13.63447762,-2.831816196,1
591,961,15.60881138,-3.8651402,1
591,993,17.66190529,-5.891855717,1
591,1025,20.06975555,-8.157985687,1
591,1057,22.07678986,-10.48121548,1
591,1089,23.99033928,-10.56172085,1
591,1121,22.51679039,-9.700277328,1
591,1153,20.71622849,-10.58389759,1
591,1185,21.00436783,-11.49644279,1
591,1217,21.59067345,-12.23744297,1
591,1249,21.67297935,-12.52270889,1
591,1281,20.93837929,-14.10407829,1
591,1313,18.42804146,-13.85191345,1
591,1345,18.36769867,-14.34688473,1
591,1377,18.14589882,-15.30073357,1
591,1409,16.76056862,-15.87012386,1
591,1441,14.98974228,-17.04956627,1
591,1473,13.3066082,-17.03972054,1
591,1505,4.885155678,-28.09700966,1
591,1537,9.452854156,-24.88578606,1
591,1569,10.07819462,-13.72860718,1
591,1601,9.393334389,-13.92272377,1
591,1633,8.371927261,-14.58396339,1
591,1665,7.867808342,-13.98563004,1
591,1697,7.261548996,-13.31185722,1
591,1729,6.054804802,-12.91337681,1
591,1761,5.599197388,-12.89765358,1
591,1793,5.937177181,-12.422925,1
591,1825,8.674789429,-11.02328205,1
591,1857,5.877918243,-8.519968987,1
591,1889,4.085958004,-9.145735741,1
591,1921,3.339812756,-10.64869595,1
591,1953,2.316982746,-9.544908524,1
591,1985,1.539235353,-9.302099228,1
591,2017,2.221888781,-8.914173126,1
623,33,-2.022536039,1.954253912,1
623,65,-0.7125801444,-3.888291359,1
623,97,-0.7512506843,-2.995356083,1
623,129,-2.122737885,-3.135782719,1
623,161,-0.6049163938,-2.083292484,1
623,193,0.1133786291,-1.083816767,1
623,225,-0.02618783712,0.08393013477,1
623,257,0.06218494102,-0.8580695391,1
623,289,0.8174566031,-0.741173625,1
623,321,1.819937348,-0.491481781,1
623,353,1.913236141,-0.4876147509,1
623,385,2.47294116,-0.8040885925,1
623,417,4.304680824,-1.318823695,1
623,449,3.688635588,-1.068480372,1
623,481,2.445055962,-0.4765535593,1
623,513,2.715296507,0.5727087259,1
623,545,1.711727142,0.3383964598,1
623,577,2.600614548,-0.1961101294,1
623,609,6.464631557,-0.8614381552,1
623,641,8.0473032,-1.054470778,1
623,673,7.475572586,-0.7304899693,1
623,705,7.469856739,-0.8770177364,1
623,737,8.572120667,-1.918071747,1
623,769,9.126853943,-4.106866837,1
623,801,9.466320992,-4.885432243,1
623,833,9.465003014,-3.517017365,1
623,865,10.36173153,-3.241305351,1
623,897,12.00240326,-2.789612055,1
623,929,13.77124786,-3.086816311,1
623,961,14.92326546,-2.902961254,1
623,993,16.89383888,-5.41001606,1
623,1025,19.12898254,-7.431459427,1
623,1057,23.07771683,-9.845158577,1
623,1089,23.94182968,-10.90386963,1
623,1121,22.60713196,-10.29232121,1
623,1153,21.3590374,-11.31425762,1
623,1185,22.38094139,-11.70676804,1
623,1217,23.04289627,-15.24248123,1
623,1249,22.08713531,-15.81876278,1
623,1281,23.81084061,-15.90337944,1
623,1313,23.26240158,-12.38199615,1
623,1345,20.35286903,-16.08343124,1
623,1377,18.16642189,-16.79750252,1
623,1409,17.00960541,-16.85298538,1
623,1441,14.85396862,-17.93157196,1
623,1473,12.84233284,-19.07046509,1
623,1505,11.53892899,-19.43675041,1
623,1537,10.57614899,-20.13798904,1
623,1569,10.70863724,-16.45419502,1
623,1601,15.80295277,-8.11614418,1
623,1633,17.32890892,-6.952026367,1
623,1665,6.576769829,-14.25733852,1
623,1697,6.09732151,-12.85440159,1
623,1729,6.228519917,-13.02464485,1
623,1761,5.6280756,-12.80840492,1
623,1793,5.157001972,-11.78857708,1
623,1825,4.965441704,-10.56818867,1
623,1857,4.295096874,-10.00479126,1
623,1889,3.829191208,-9.77104187,1
623,1921,3.234880447,-9.11060524,1
623,1953,1.910657406,-8.472040176,1
623,1985,2.020499468,-8.870179176,1
623,2017,1.723634481,-9.056904793,1
655,33,-0.5518433452,0.05086421967,1
655,65,-0.3999661207,-2.421137094,1
655,97,-0.7239049673,-1.908800721,1
655,129,-1.006798744,-2.631614685,1
655,161,-0.1042761356,-0.8686096668,1
655,193,-0.395231843,0.6050204635,1
655,225,-0.3998088241,0.8644117713,1
655,257,0.4118163288,-0.4605641961,1
655,289,0.4757132828,-0.3180222511,1
655,321,0.9609101415,-0.11049667,1
655,353,1.610466957,-0.2807032466,1
655,385,2.539403915,-0.5754764676,1
655,417,3.887856245,-2.603915215,1
655,449,2.888137817,-0.4689964056,1
655,481,2.924934149,0.1878670454,1
655,513,4.720155716,1.704444766,1
655,545,2.783388138,0.4523936808,1
655,577,3.025209427,0.1007755399,1
655,609,5.986618996,-0.7296663523,1
655,641,7.689469814,-0.8441510201,1
655,673,7.533721447,0.5182335973,1
655,705,7.686502457,-0.8588768244,1
655,737,8.389211655,-1.795838952,1
655,769,9.273023605,-3.070091724,1
655,801,9.479043961,-3.886844158,1
655,833,9.136993408,-4.215299606,1
655,865,9.169286728,-4.255401134,1
655,897,11.77518463,-3.711845875,1
655,929,13.39491081,-4.153215885,1
655,961,13.98111153,-3.670688629,1
655,993,15.45966911,-5.482815742,1
655,1025,17.46466827,-6.261078358,1
655,1057,20.85804558,-8.367255211,1
655,1089,23.35275841,-11.01526642,1
655,1121,23.02313805,-10.75331306,1
655,1153,21.74188614,-12.19750595,1
655,1185,22.44244003,-12.09357643,1
655,1217,27.14716911,-15.62016296,1
655,1249,27.110672,-16.36700821,1
655,1281,25.38118935,-15.25352001,1
655,1313,20.34798431,-13.69350624,1
655,1345,18.95673561,-16.98799706,1
655,1377,18.79203224,-18.21325493,1
655,1409,17.6135006,-17.64280891,1
655,1441,15.52563,-20.50229073,1
655,1473,13.21397591,-20.68955421,1
655,1505,11.7121439,-19.06857109,1
655,1537,12.33924007,-18.66872406,1
655,1569,12.43391037,-17.6262989,1
655,1601,9.072916031,-15.7625885,1
655,1633,7.419471264,-16.28417778,1
655,1665,5.596955299,-14.8716917,1
655,1697,4.050973415,-13.42150974,1
655,1729,6.261813164,-12.99539185,1
655,1761,5.59116745,-13.10987091,1
655,1793,4.992664814,-13.16543961,1
655,1825,3.484182358,-13.45817757,1
655,1857,3.152590752,-11.39038658,1
655,1889,4.217337608,-9.729168892,1
655,1921,3.173196793,-8.175314903,1
655,1953,2.394377947,-7.546455383,1
655,1985,2.656224489,-8.147093773,1
655,2017,1.987313986,-9.69906044,1
687,33,0.7903735638,0.03572624922,1
687,65,-0.5694391727,-2.050323963,1
687,97,-1.27976656,-1.916280985,1
687,129,0.3121211827,-2.641897202,1
687,161,1.035619855,-1.850938201,1
687,193,-0.3180977702,0.3221355677,1
687,225,-0.07639286667,0.6297907233,1
687,257,0.2490551621,-0.9485468864,1
687,289,-0.03020071983,-0.4085133672,1
687,321,0.26765275,-0.2325556278,1
687,353,0.7738571167,-0.215236187,1
687,385,1.756575584,-0.1962356865,1
687,417,2.475802183,-1.336599946,1
687,449,2.916487932,-0.1142913401,1
687,481,5.418571472,0.3900593817,1
687,513,7.047908783,1.482042909,1
687,545,5.250704765,0.01547139883,1
687,577,5.580066204,0.6614603996,1
687,609,6.62394762,0.3432574272,1
687,641,7.858706951,-0.001033574343,1
687,673,8.112600327,-0.3762310743,1
687,705,8.285251617,-1.304440498,1
687,737,8.681845665,-1.277168751,1
687,769,9.119625092,-2.058266878,1
687,801,9.488045692,-3.246360064,1
687,833,9.795736313,-4.124598503,1
687,865,7.37564373,-5.301931858,1
687,897,11.00713634,-4.916342258,1
687,929,11.94763088,-5.204553604,1
687,961,12.87232876,-5.628367424,1
687,993,13.64815807,-5.717926979,1
687,1025,14.6863575,-6.361750126,1
687,1057,17.58483315,-8.184093475,1
687,1089,20.40358925,-10.01138783,1
687,1121,20.6510067,-11.24682903,1
687,1153,19.79298782,-12.58482361,1
687,1185,21.52154732,-12.66272545,1
687,1217,23.21483612,-14.57913589,1
687,1249,24.45795441,-15.77232361,1
687,1281,1.278165817,-20.53948975,1
687,1313,19.51297379,-15.91423988,1
687,1345,18.69886589,-17.13669395,1
687,1377,18.14766312,-17.383955,1
687,1409,17.33128929,-19.60835457,1
687,1441,16.6866188,-21.57971191,1
687,1473,16.77443504,-22.43471336,1
687,1505,15.00656605,-19.27187729,1
687,1537,14.58704376,-18.29039001,1
687,1569,13.07572842,-18.07117081,1
687,1601,9.050969124,-17.48893738,1
687,1633,7.914903641,-16.38416862,1
687,1665,7.829640388,-14.60097599,1
687,1697,7.900371552,-14.20550632,1
687,1729,6.747286797,-13.28093338,1
687,1761,5.954713821,-13.85064411,1
687,1793,5.681442261,-14.51926041,1
687,1825,4.77428627,-14.5102005,1
687,1857,4.647411346,-10.14955711,1
687,1889,4.599039078,-7.702246666,1
687,1921,2.846292257,-7.117172241,1
687,1953,1.864853382,-6.360115051,1
687,1985,2.725646973,-5.864829063,1
687,2017,0.304276526,-10.2925272,1
719,33,0.3778603077,0.07770419121,1
719,65,-0.4454080462,-2.570276737,1
719,97,-0.4586598873,-1.996484518,1
719,129,0.2598236799,-2.163623571,1
719,161,0.9983081818,-2.174203634,1
719,193,-0.4658471644,-1.743408799,1
719,225,-0.7295281291,-1.407519817,1
719,257,-0.5112354755,-1.384866476,1
719,289,-0.3227213621,-0.6995249987,1
719,321,0.2808917761,-0.4043589234,1
719,353,0.8517798185,-0.1698924452,1
719,385,1.554253221,0.8963131905,1
719,417,2.097069263,1.078543901,1
719,449,2.909110546,1.01200211,1
719,481,4.298136234,0.8728643656,1
719,513,4.7688694,0.530254364,1
719,545,5.146596909,1.411245465,1
719,577,5.963416576,1.561372399,1
719,609,7.919953346,1.173757911,1
719,641,8.821903229,0.6414484382,1
719,673,7.755503178,-0.58639431,1
719,705,8.369470596,-1.128179312,1
719,737,9.347306252,-0.2587676048,1
719,769,8.945690155,-1.34863925,1
719,801,8.872317314,-2.558411121,1
719,833,8.690322876,-4.231345177,1
719,865,7.95528698,-6.524539948,1
719,897,10.22176743,-5.789600849,1
719,929,11.08532333,-6.869231701,1
719,961,11.81669426,-6.787161827,1
719,993,11.39393044,-5.848270893,1
719,1025,13.49802017,-6.735653877,1
719,1057,16.1055851,-8.158294678,1
719,1089,18.75857925,-9.88990593,1
719,1121,19.29119682,-11.60577583,1
719,1153,21.09677124,-13.00961971,1
719,1185,21.97434425,-13.04741764,1
719,1217,21.67217255,-13.79047966,1
719,1249,22.72557068,-15.25347996,1
719,1281,18.30579376,-15.13656616,1
719,1313,17.9654789,-16.24545288,1
719,1345,17.46875572,-16.68311119,1
719,1377,16.84265327,-16.80506706,1
719,1409,22.5237999,-22.32068443,1
719,1441,21.17782784,-21.33758354,1
719,1473,19.06073189,-22.1979847,1
719,1505,17.32450104,-21.73854828,1
719,1537,16.24700928,-19.02288818,1
719,1569,11.04749012,-18.81262589,1
719,1601,9.040504456,-18.59358978,1
719,1633,8.525525093,-16.53748512,1
719,1665,8.314400673,-14.47020054,1
719,1697,8.135152817,-13.85376358,1
719,1729,6.931684017,-13.14012241,1
719,1761,6.081111908,-13.78832626,1
719,1793,6.60915184,-14.8989048,1
719,1825,6.929150105,-12.50491428,1
719,1857,6.727436066,-8.304252625,1
719,1889,4.237321854,-7.018594742,1
719,1921,2.242856741,-5.537494659,1
719,1953,1.122992277,-3.865325928,1
719,1985,1.795993567,-3.81729126,1
719,2017,1.244579077,-11.36021328,1
751,33,0.2152136415,-0.1777923107,1
751,65,-0.6111970544,-2.255878925,1
751,97,-0.897690475,-1.630698562,1
751,129,-0.4909941554,-1.438456059,1
751,161,-0.2516102791,-1.756656051,1
751,193,-0.866846323,-2.113570213,1
751,225,-0.8620609641,-2.068224669,1
751,257,-0.8333733082,-1.140069008,1
