PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 99, filenames: A:[99]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[100]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
249,138,0.02975663543,0.07515594363,1
249,146,0.07158102095,0.1132796407,1
249,154,-0.0702856034,0.1848445833,1
249,162,-0.1468858421,0.144882381,1
249,170,-0.1603657007,0.06715276837,1
257,10,-0.09818081558,-0.07894270122,1
257,18,-0.0270906724,-0.05809472874,1
257,26,0.05580034852,0.05008240417,1
257,34,0.009593807161,0.01403773576,1
257,42,-0.08477839828,-0.2275764942,1
257,50,-0.09291276336,-0.2027942538,1
257,58,-0.03088371456,-0.1331981122,1
257,66,-0.0446989648,-0.1403885186,1
257,74,-0.005410157144,-0.1821022034,1
257,82,0.06530525535,0.1162053049,1
257,90,0.1159995943,0.280895263,1
257,98,0.03657049686,0.05777029693,1
257,106,-0.0512791574,-0.07727917284,1
257,114,-0.07527589053,-0.1609675288,1
257,122,-0.119351849,0.01224614866,1
257,130,-0.107747972,0.04086660966,1
257,138,-0.005901150405,0.06190031022,1
257,146,-0.05340258405,0.2090752125,1
257,154,-0.1969909668,0.1930034757,1
257,162,-0.1673834622,0.2253929824,1
257,170,-0.06421467662,-0.08147080243,1
265,10,-0.01553990319,-0.01443522796,1
265,18,-0.05010957643,0.02929861844,1
265,26,-0.01790608652,0.0239095185,1
265,34,-0.04757545888,0.0492676571,1
265,42,-0.1212345213,-0.108599104,1
265,50,-0.1980918944,-0.1330194175,1
265,58,-0.1444989741,-0.03165174276,1
265,66,0.001239093021,-0.03236990049,1
265,74,0.2082811743,-0.1349966675,1
265,82,0.3752628863,0.1654929072,1
265,90,0.3847390115,0.282297492,1
265,98,0.1075968593,0.001211117953,1
265,106,0.07536639273,-0.06711741537,1
265,114,0.1686024964,-0.09888806939,1
265,122,0.09396862239,-0.0440274328,1
265,130,0.09450833499,0.3474766016,1
265,138,0.1603855938,0.1787389368,1
265,146,-0.00933166407,0.2039222866,1
265,154,0.002202376723,0.1876706034,1
265,162,0.1004123539,0.2108176053,1
265,170,0.1140236184,-0.04547648877,1
273,10,0.0971743241,0.07113781571,1
273,18,0.07590722293,0.1050579473,1
273,26,-0.1119329259,0.05316552147,1
273,34,-0.02666701935,0.1469762772,1
273,42,0.06629448384,0.100498423,1
273,50,-0.01362001151,-0.02976106107,1
273,58,0.01341130584,-0.009138036519,1
273,66,0.03847826272,0.01456275582,1
273,74,0.07117628306,-0.154551819,1
273,82,0.1698176265,0.04520427063,1
273,90,0.4481236935,0.1916638762,1
273,98,0.2928262651,0.1088121757,1
273,106,0.1322838813,0.1135125831,1
273,114,0.2025814056,0.06022687629,1
273,122,0.2153776586,0.1828343272,1
273,130,0.08441746235,0.2498140335,1
273,138,0.00726544112,0.3298862576,1
273,146,0.08774205297,0.1972458363,1
273,154,0.0833876282,0.1875995994,1
273,162,0.1191760898,0.1409516335,1
273,170,0.1427398622,0.06950048357,1
281,10,0.1311550438,0.05715806782,1
281,18,0.1060608774,0.1392247826,1
281,26,0.001461845823,0.07951705158,1
281,34,0.009834730998,0.1636669636,1
281,42,0.06565881521,0.05399654433,1
281,50,0.1002815068,-0.08133478463,1
281,58,0.2082537115,-0.04234218225,1
281,66,0.1994794905,-0.00234485697,1
281,74,0.08941397071,-0.02486508712,1
281,82,0.1594946086,0.06267818809,1
281,90,0.334451586,0.09561414272,1
281,98,0.3989498019,0.0603890568,1
281,106,0.2367630154,0.1003727466,1
281,114,0.1907458007,0.128924191,1
281,122,0.1896708459,0.2037960887,1
281,130,0.1873418093,0.1996765882,1
281,138,0.133151263,0.1858954728,1
281,146,0.08432808518,0.08144211769,1
281,154,0.02811414003,0.04958035052,1
281,162,0.04631196335,0.0008379071951,1
281,170,0.1152448431,0.1136658862,1
289,10,0.2158548236,-0.02712040395,1
289,18,0.06720589101,0.04172639549,1
289,26,-0.03451244533,0.05978678167,1
289,34,-0.02937407792,0.03769186884,1
289,42,0.04001570493,0.07568193227,1
289,50,0.1264014393,-0.01653581113,1
289,58,0.2109059095,-0.0308659412,1
289,66,0.2752914727,0.03576639295,1
289,74,0.4115337729,0.08718919754,1
289,82,0.2465990186,0.1115792394,1
289,90,0.1353261918,0.04353644699,1
289,98,0.2424228191,-0.109396264,1
289,106,0.2792766094,-0.03296116367,1
289,114,0.2159243375,0.1831172109,1
289,122,0.2118550986,0.1422675699,1
289,130,0.1771611869,0.16211541,1
289,138,0.06091867387,0.03915794194,1
289,146,-0.07542566955,0.03544579446,1
289,154,0.02257220075,0.1078590453,1
289,162,0.02593934163,0.02607057244,1
289,170,-0.05518487841,0.0259283185,1
297,10,0.2282193303,-0.1823804826,1
297,18,0.08130732179,-0.2146010995,1
297,26,0.06043070555,-0.03394016623,1
297,34,0.1426852643,-0.06646259129,1
297,42,0.1106992811,0.03615119308,1
297,50,0.1306488067,-0.04897999763,1
297,58,0.1962242872,-0.04896166176,1
297,66,0.2464485765,-0.07252794504,1
297,74,0.2873261273,-0.05600520223,1
297,82,0.0226251483,-0.0856808275,1
297,90,0.0902557075,-0.1491564512,1
297,98,0.1179410517,-0.20075351,1
297,106,0.1096681207,-0.07470286638,1
297,114,0.187297076,0.1079142839,1
297,122,0.256565392,0.1038138866,1
297,130,0.1997987628,0.08671307564,1
297,138,-0.04523310065,-0.01929892972,1
297,146,-0.01826748811,-0.005476299673,1
297,154,0.006332712248,0.07579480112,1
297,162,0.04574757814,0.04110577703,1
297,170,0.008987642825,0.08799321949,1
305,10,0.2010281384,-0.07613517344,1
305,18,0.1286067367,-0.1548494548,1
305,26,0.1197635382,-0.1081779227,1
305,34,0.2078688145,-0.09626691043,1
305,42,0.2310738415,-0.1451370269,1
305,50,0.2017375678,-0.1301026344,1
305,58,0.2329627275,-0.02016150579,1
305,66,0.138891533,-0.0639449507,1
305,74,0.03540927172,-0.0973502472,1
305,82,0.04534848034,-0.1252782047,1
305,90,0.02288798988,-0.2314669043,1
305,98,-0.03909188509,-0.1785058826,1
305,106,0.1224565208,-0.02552682534,1
305,114,0.2639229298,0.1352958232,1
305,122,0.2246655971,0.07434524596,1
305,130,0.1748224795,0.02316302434,1
305,138,0.1501584351,0.06795950234,1
305,146,-0.02149538696,0.04508137703,1
305,154,-0.1026820838,0.0261477679,1
305,162,0.0004824269563,0.04010371864,1
305,170,0.06241847575,0.218285501,1
313,10,0.1889184713,-0.003975296393,1
313,18,0.1172674894,-0.1426227093,1
313,26,0.02872462571,-0.06115829945,1
313,34,0.1536744535,0.001813463867,1
313,42,0.1695812345,-0.06831136346,1
313,50,-0.08524504304,-0.1004845649,1
313,58,0.04777222872,0.0285350401,1
313,66,0.1328067034,0.04499474168,1
313,74,0.1100025177,-0.04893686622,1
313,82,0.1640771627,0.1246737242,1
313,90,0.1774898022,-0.04663166031,1
313,98,0.1871599853,-0.09702765942,1
313,106,0.283431232,0.04619067907,1
313,114,0.2762369215,0.1233997792,1
313,122,0.2335534543,0.08436246961,1
313,130,0.2280463725,0.07322612405,1
313,138,0.1507531852,0.1135234013,1
313,146,-0.03234164789,0.1163919047,1
313,154,-0.09486706555,0.02937651426,1
313,162,-0.01643516682,0.06362151355,1
313,170,0.06168461591,0.2101211995,1
321,10,0.1736835688,0.02586951107,1
321,18,0.2183763981,-0.1326785088,1
321,26,0.09321594238,-0.0459830761,1
321,34,0.1181889847,0.07113260776,1
321,42,0.1004038975,0.1023732722,1
321,50,-0.070507586,-0.005702547729,1
321,58,0.1912816614,0.0119536249,1
321,66,0.4135022163,0.01146968082,1
321,74,0.285527885,-0.05265782773,1
321,82,0.2546164989,0.04966083542,1
321,90,0.2275106013,-0.02455540001,1
321,98,0.1343754083,-0.03840545565,1
321,106,0.1796579361,0.03938176855,1
321,114,0.1495402604,0.002638138831,1
321,122,0.1521707028,0.1249781847,1
321,130,0.2566003799,0.0664819032,1
321,138,0.2319808602,0.05740070343,1
321,146,0.165825963,0.07712000608,1
321,154,-0.02289186977,0.08497823775,1
321,162,-0.01545329764,0.1366168112,1
321,170,0.08255890012,0.1764300913,1
329,10,0.1892875284,0.02761247754,1
329,18,0.2617142797,-0.08102782071,1
329,26,0.1435574889,-0.09352943301,1
329,34,0.1478877217,-0.02928617597,1
329,42,0.04428322613,0.01971351355,1
329,50,0.06675877422,0.01365765929,1
329,58,0.1803213209,-0.09017560631,1
329,66,0.4042690694,-0.1069490612,1
329,74,0.3838323355,-0.1149587184,1
329,82,0.2869572639,-0.07453362644,1
329,90,0.1652754396,0.005803219043,1
329,98,0.04973554611,0.02234902233,1
329,106,0.04932150245,0.1193868667,1
329,114,0.05678501725,0.1460237056,1
329,122,0.0468955785,0.1893764436,1
329,130,0.08110247552,0.004775390029,1
329,138,0.2359597385,0.06140492857,1
329,146,0.3298916221,0.1165937707,1
329,154,0.1790550053,0.1480922699,1
329,162,0.05886592716,0.2128610164,1
329,170,0.01626763679,0.100657329,1
337,10,0.3568638563,-0.2235807031,1
337,18,0.3065719008,-0.2301446348,1
337,26,0.2133144438,-0.1875880361,1
337,34,0.2245400548,-0.1315482855,1
337,42,0.06776292622,-0.06241478771,1
337,50,0.07390517741,0.02061596513,1
337,58,0.1729261726,-0.05635777861,1
337,66,0.2208016962,0.0133252684,1
337,74,0.2149664462,-0.02739769407,1
337,82,0.2522872686,-0.05488918349,1
337,90,0.2555834055,-0.0533548817,1
337,98,0.1335445642,-0.05768369883,1
337,106,0.009676851332,0.09898265451,1
337,114,0.03378811479,0.1212881804,1
337,122,0.113303706,0.0969363302,1
337,130,0.1249418408,0.06259595603,1
337,138,0.2614257038,0.1305923164,1
337,146,0.4106706679,0.003007188439,1
337,154,0.2334129512,-0.08320665359,1
337,162,-0.1127802208,0.02908098698,1
337,170,-0.07835866511,0.04221118987,1
345,10,0.2325388491,-0.3260748386,1
345,18,0.1760801524,-0.4962868392,1
345,26,0.07204545289,-0.3097693324,1
345,34,0.2115623802,-0.2052223235,1
345,42,0.1991339624,-0.02270817012,1
345,50,0.2030069083,0.1040477231,1
345,58,0.1312299073,-0.0025872197,1
345,66,0.1098996699,0.01925850287,1
345,74,0.1725109667,-0.04338331148,1
345,82,0.1763220429,-0.0207432434,1
345,90,0.1926843673,0.02100236155,1
345,98,0.2116135508,-0.009270742536,1
345,106,0.2011822313,0.006621226668,1
345,114,0.1152499691,0.03200753778,1
345,122,0.05691301078,0.0419119522,1
345,130,0.1083875895,-0.01495657116,1
345,138,0.1304821223,0.0745138973,1
345,146,0.1219928116,0.002040971071,1
345,154,0.1603467166,-0.008828490973,1
345,162,0.1180300862,0.1364869773,1
345,170,0.1029589325,0.06029311195,1
353,10,0.01355007291,-0.1209018379,1
353,18,0.08758103848,-0.35320732,1
353,26,0.1051448435,-0.3748714924,1
353,34,0.1513883322,-0.4070347548,1
353,42,0.1835619807,-0.1486017108,1
353,50,0.1805370152,-0.02132577822,1
353,58,0.04846428335,0.05248651654,1
353,66,-0.01861177385,-0.02543181553,1
353,74,0.0001208931208,-0.1813143194,1
353,82,0.0001811161637,-0.1198309436,1
353,90,0.08291950822,0.06307893246,1
353,98,0.2843995392,0.09681488574,1
353,106,0.2929705083,0.08278366923,1
353,114,0.1634791791,0.01231762674,1
353,122,0.1087774262,-0.03125733137,1
353,130,0.05263662338,-0.0944300741,1
353,138,-0.004129134119,-0.01680121571,1
353,146,0.005819126964,0.05984245986,1
353,154,0.0849031806,0.05234840885,1
353,162,0.2207380831,0.1502500623,1
353,170,0.239002049,0.130483225,1
361,10,-0.01672268845,0.242334038,1
361,18,0.2505085766,-0.05893658102,1
361,26,0.3840390444,-0.1960439533,1
361,34,0.3239309788,-0.4355928302,1
361,42,0.2688527107,-0.02088309452,1
361,50,0.3342053294,0.1354806125,1
361,58,0.1540616304,0.07694147527,1
361,66,0.0349816829,-0.0001455843449,1
361,74,-0.03306362033,0.005932297558,1
361,82,-0.1045675576,-0.03189087287,1
361,90,0.1361073256,-0.03274716064,1
361,98,0.3972002566,0.1297054887,1
361,106,0.2271635234,0.1340174526,1
361,114,0.1595218182,0.004241384566,1
361,122,0.1156984717,-0.03159376234,1
361,130,0.07334985584,-0.0155891031,1
361,138,0.05890018493,-0.0513019003,1
361,146,0.044811517,0.02837489545,1
361,154,0.03780581802,0.08463874459,1
361,162,0.03040488809,0.06915643066,1
361,170,0.1697783023,0.1349259019,1
369,10,0.1154699177,0.1129525006,1
369,18,0.1964077055,0.06460791081,1
369,26,0.1830548942,-0.004728555679,1
369,34,0.1439228058,-0.2077842206,1
369,42,0.09780305624,0.1049348786,1
369,50,0.1088324636,0.09693790227,1
369,58,0.1949163526,0.01715745777,1
369,66,0.1065837145,0.0541918017,1
369,74,-0.05773068219,0.1182271242,1
369,82,-0.07774504274,0.119111225,1
369,90,0.04672583938,-0.006437554955,1
369,98,0.1127615944,0.103112191,1
369,106,0.1347503215,0.04995757341,1
369,114,0.06621412933,0.01948993653,1
369,122,-0.001337826252,-0.05412191153,1
369,130,0.0848389864,0.05692915991,1
369,138,0.07437486202,0.03760657832,1
369,146,0.04388077557,0.03158872575,1
369,154,0.05493734777,0.08744155616,1
369,162,0.07866060734,0.08331320435,1
369,170,0.1571705043,0.1212287694,1
377,10,0.225981921,0.003720890731,1
377,18,0.1457255781,0.03732583672,1
377,26,0.07696941495,0.08914195746,1
377,34,0.1167343706,0.03186558187,1
377,42,0.106131494,0.05631492659,1
377,50,-0.1289364398,-0.04421757162,1
377,58,-0.1102979183,0.01900944114,1
377,66,0.1005812138,0.1693793535,1
377,74,0.1258657128,0.1282153726,1
377,82,0.207106173,0.1783355474,1
377,90,0.183677882,0.3336250782,1
377,98,0.0516032204,0.4541387856,1
377,106,-0.07312840968,0.1520238817,1
377,114,-0.01849213243,0.0540689975,1
377,122,0.1251521707,-0.03226745501,1
377,130,0.1829918474,0.04320006073,1
377,138,0.1198927611,0.01024325006,1
377,146,0.03073434532,-0.03524850309,1
377,154,-0.03002922982,-0.01566649787,1
377,162,0.341498673,0.1670838445,1
377,170,0.258775115,0.1919181347,1
385,10,0.2745726407,-0.1145573705,1
385,18,0.03802996874,-0.05148114264,1
385,26,-0.1274978817,0.1546191573,1
385,34,0.2218557149,0.2163145244,1
385,42,0.159650445,0.01085073873,1
385,50,-0.05680198967,-0.07348671556,1
385,58,0.1738007963,-0.01098152623,1
385,66,0.2660272717,0.195752427,1
385,74,0.3044433594,0.08873821795,1
385,82,0.3444299698,0.07145897299,1
385,90,0.1723438799,0.1899515986,1
385,98,0.05281978101,0.2697017193,1
385,106,-0.00518489629,0.1369015723,1
385,114,-0.01062078774,0.0418651849,1
385,122,0.1490552127,0.03419100493,1
385,130,0.2174242884,-0.005190584809,1
385,138,0.1750986874,-0.06694634259,1
385,146,0.1124874949,-0.04076901078,1
385,154,0.1628986895,-0.01317179948,1
385,162,0.2321250588,0.08030822873,1
385,170,0.3035589159,0.02332366258,1
393,10,0.1718223989,-0.1450023353,1
393,18,0.1504427791,0.01684818044,1
393,26,0.1924586296,0.1057293937,1
393,34,0.1877829432,0.09752833098,1
393,42,0.1018397063,-0.02618791163,1
393,50,0.05864419788,-0.03727114201,1
393,58,0.1847225726,0.03495613486,1
393,66,0.4930225611,0.09760309011,1
393,74,0.495212853,0.0919174999,1
393,82,0.4128580093,0.02415434271,1
393,90,0.2753939629,-0.04724565148,1
393,98,0.1989075691,-0.04100335017,1
393,106,0.1341671944,0.02003131807,1
393,114,0.1165343225,0.05256551504,1
393,122,0.1338240355,0.08367837965,1
393,130,0.1496120095,0.1101035029,1
393,138,0.1870007664,-0.003506354988,1
393,146,0.2096639872,0.04423622042,1
393,154,0.2781121731,0.06801323593,1
393,162,0.3050306737,0.005458170548,1
393,170,0.3646533787,-0.1583310813,1
401,10,0.10479936,-0.2545358539,1
401,18,0.2710222304,-0.06796451658,1
401,26,0.3124555349,-0.007049329579,1
401,34,0.2328967154,0.001280147582,1
401,42,0.1034125462,-0.08548244089,1
401,50,0.004581734538,-0.06490267813,1
401,58,0.06836462021,0.06936497241,1
401,66,0.1429159939,0.04554194957,1
401,74,0.1199087799,0.09874211997,1
401,82,-0.001803800464,0.1438873708,1
401,90,0.00309240818,-0.064326711,1
401,98,0.07417719066,-0.1772935241,1
401,106,0.06567540765,-0.07164144516,1
401,114,0.1761195362,0.1125055328,1
401,122,0.1681676954,0.05133618787,1
401,130,0.1524063945,0.1815778911,1
401,138,0.1925037801,0.0846696347,1
401,146,0.1305555999,0.07363495976,1
401,154,0.2569044828,0.02654658258,1
401,162,0.3446162641,-0.04329940304,1
401,170,0.3130170107,-0.2104984671,1
409,10,0.4555971622,-0.4694929123,1
409,18,0.2316516936,-0.207880035,1
409,26,0.1025327593,-0.003274172544,1
409,34,0.08716394007,0.08451324701,1
409,42,0.08115211129,-0.1497205943,1
409,50,0.08396396041,-0.1547126323,1
409,58,0.03841903806,0.05432806909,1
409,66,-0.01704549789,0.04175597429,1
409,74,0.06186132133,0.07184319198,1
409,82,0.1423622519,0.04513709247,1
409,90,0.1571215838,-0.08639466017,1
409,98,0.09975507855,-0.04219259322,1
409,106,0.1867277622,0.0308714211,1
409,114,0.2970169783,0.0544411093,1
409,122,0.3872258365,0.04442413151,1
409,130,0.355617553,0.1308356225,1
409,138,0.3512408137,0.1548224688,1
409,146,0.1105381548,0.08344390988,1
409,154,0.01239641011,-0.03689084947,1
409,162,0.01395231485,-0.03939121962,1
409,170,0.06078612804,-0.179361999,1
417,10,0.4375471175,-0.3689607978,2
417,18,0.4194970727,-0.2684286833,1
417,26,0.1685537696,-0.06244568527,1
417,34,0.213650465,-0.0946841687,1
417,42,0.2570754886,-0.1685138643,1
417,50,0.2600636184,-0.1161370724,1
417,58,0.1121485978,-0.0235372521,1
417,66,-0.1051588356,0.08432655782,1
417,74,-0.01778835058,0.004481002688,1
417,82,0.09015384316,-0.2070979625,1
417,90,0.1147921085,-0.1899690926,1
417,98,0.1820400655,0.01154475659,1
417,106,0.2586306334,0.1585358232,1
417,114,0.1655523777,0.02248938382,1
417,122,0.1277458221,0.09508477151,1
417,130,0.2341502905,0.1062653884,1
417,138,0.3376050293,0.1589334309,1
417,146,0.04293303192,0.08525329828,1
417,154,-0.2798477411,0.1336324364,1
417,162,-0.3407536149,0.1642203331,1
417,170,-0.6187354326,0.05774280429,1
