PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 9, filenames: A:[9]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[10]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
399,1249,15.65260506,7.918156624,1
399,1281,13.25159836,8.460035324,1
399,1313,14.04504967,6.776427269,1
399,1345,17.35276794,7.133631706,1
399,1377,16.92918587,6.154878139,1
399,1409,14.75958061,5.681974888,1
399,1441,14.56863022,5.990333557,1
399,1473,13.66416168,6.057565689,1
399,1505,11.60719776,4.916079998,1
399,1537,11.42172813,4.342663765,1
399,1569,11.75565052,3.660536766,1
399,1601,12.28726482,2.874809504,1
399,1633,11.86845112,2.079737186,1
399,1665,11.54026604,1.08388567,1
399,1697,11.47086239,0.9402840137,1
399,1729,9.562384605,0.3137612343,1
399,1761,9.600793839,-0.5975658894,1
399,1793,9.77090168,-1.065961719,1
399,1825,9.401353836,-1.962365627,1
399,1857,9.204856873,-2.551016808,1
399,1889,9.602725983,-2.935029268,1
399,1921,9.611020088,-3.809976101,1
399,1953,8.5287323,-3.310004234,1
399,1985,9.129083633,-1.943320513,1
399,2017,9.631835938,-0.6185569763,1
431,33,14.26241589,2.753307343,1
431,65,14.7718811,5.855531216,1
431,97,2.106281757,9.387678146,1
431,129,2.12999773,10.27078819,1
431,161,2.412303686,10.33269691,1
431,193,2.862939835,8.985348701,1
431,225,3.08215642,9.136715889,1
431,257,3.375966072,12.45823383,1
431,289,3.904303551,12.90830517,1
431,321,2.065886021,13.06084633,1
431,353,1.497524738,14.11203098,1
431,385,1.776587486,13.52914333,1
431,417,0.9532806873,11.29592323,1
431,449,0.1877233982,7.77639389,1
431,481,0.07004213333,9.734525681,1
431,513,3.428481102,10.80951118,1
431,545,2.683142662,7.639163017,1
431,577,1.664353371,-1.817920685,1
431,609,4.574772358,13.71510315,1
431,641,4.871955395,14.85059071,1
431,673,4.633003712,13.81110859,1
431,705,5.578408241,13.26748753,1
431,737,7.101916313,14.46609592,1
431,769,7.666594505,15.55239868,1
431,801,8.300325394,15.07859039,1
431,833,8.674850464,15.15713692,1
431,865,9.407940865,14.60663509,1
431,897,10.89013767,12.91643143,1
431,929,11.47834778,13.4572525,1
431,961,12.88337135,13.13757992,1
431,993,13.88201427,13.04419613,1
431,1025,14.26603031,13.09877014,1
431,1057,15.58226013,12.91044235,1
431,1089,17.68623734,15.29931641,1
431,1121,15.3537426,14.69955349,1
431,1153,13.63709259,14.12535477,1
431,1185,15.17090511,11.46662712,1
431,1217,15.9101553,10.21260071,1
431,1249,14.36438274,8.624272346,1
431,1281,13.22041607,8.729354858,1
431,1313,15.5947628,8.99664402,1
431,1345,16.23414993,9.743481636,1
431,1377,16.3237648,8.008401871,1
431,1409,2.377672195,-7.157988548,1
431,1441,15.63021946,7.003111362,1
431,1473,14.11467457,6.726271152,1
431,1505,12.88182259,5.405017376,1
431,1537,12.47654247,4.30094099,1
431,1569,12.64330006,3.372987747,1
431,1601,13.07055283,2.758861303,1
431,1633,12.70411491,2.400639296,1
431,1665,12.57223797,1.704693556,1
431,1697,12.22337341,0.8878854513,1
431,1729,11.14287281,-0.4467960596,1
431,1761,12.06169796,-2.135998249,1
431,1793,11.30252838,-3.76514411,1
431,1825,10.12173843,-2.464148521,1
431,1857,9.722180367,-3.289750099,1
431,1889,9.954595566,-3.87732935,1
431,1921,9.794555664,-4.292615891,1
431,1953,9.262587547,-2.666428328,1
431,1985,9.566840172,-3.553836584,1
431,2017,8.617313385,-0.204431057,1
463,33,13.90559196,3.58237195,1
463,65,1.604261756,9.710382462,1
463,97,2.334081173,9.629290581,1
463,129,3.038053513,10.28062057,1
463,161,3.847014666,9.637485504,1
463,193,3.371139288,8.824459076,1
463,225,2.985463381,9.367648125,1
463,257,2.318690777,12.85216236,1
463,289,2.686623573,11.95557404,1
463,321,2.10977602,12.83054924,1
463,353,1.81150794,14.91815376,1
463,385,1.537306547,15.64669514,1
463,417,0.3911290169,14.03390121,1
463,449,2.079678774,9.723125458,1
463,481,2.973997116,10.25323868,1
463,513,4.761487484,12.21935368,1
463,545,1.494496822,10.8557682,1
463,577,4.257464409,10.08325958,1
463,609,4.864220142,12.26821613,1
463,641,4.681759357,13.1168623,1
463,673,5.039713383,12.78561211,1
463,705,6.141505718,12.77883339,1
463,737,7.866764069,14.45491505,1
463,769,9.06667614,14.42780209,1
463,801,9.878423691,12.28802681,1
463,833,9.374676704,14.24015236,1
463,865,10.56848717,15.02428722,1
463,897,11.27011204,15.40217113,1
463,929,11.39614773,13.83862019,1
463,961,13.28753185,13.70495033,1
463,993,14.34148216,14.01708889,1
463,1025,15.0255537,14.62818813,1
463,1057,18.68671417,15.60914993,1
463,1089,18.24734306,15.57051468,1
463,1121,16.02994919,17.45486259,1
463,1153,15.34948349,15.59214592,1
463,1185,16.37921333,12.79871941,1
463,1217,17.39525223,11.25968266,1
463,1249,16.97590256,9.619876862,1
463,1281,14.60243797,8.978041649,1
463,1313,15.81091118,9.793045044,1
463,1345,16.83847427,9.613570213,1
463,1377,16.35181427,9.080433846,1
463,1409,15.59518337,9.20031929,1
463,1441,14.54158688,11.4622488,1
463,1473,27.15867996,21.09080887,1
463,1505,14.34014511,6.736527443,1
463,1537,13.4944067,4.644271851,1
463,1569,13.68545723,3.700075388,1
463,1601,14.3101387,2.428214312,1
463,1633,14.1456089,1.536080718,1
463,1665,13.58802223,2.834633827,1
463,1697,12.88010693,4.076179504,1
463,1729,11.81701946,-0.09101006389,1
463,1761,12.40023994,-1.651279449,1
463,1793,12.14650536,-3.169155836,1
463,1825,11.28477192,-3.485727549,1
463,1857,9.578565598,-3.586324215,1
463,1889,9.550682068,-3.940359354,1
463,1921,10.11145592,-4.205049038,1
463,1953,9.706802368,-3.113285065,1
463,1985,10.08423615,-4.168568611,1
463,2017,10.03923321,0.2362265587,1
495,33,3.719256401,4.293815613,1
495,65,0.869654417,10.5600481,1
495,97,1.4890275,9.872415543,1
495,129,3.676410675,9.414564133,1
495,161,5.401232719,8.280223846,1
495,193,3.33655858,8.942184448,1
495,225,2.766792059,9.606445313,1
495,257,0.5333838463,11.13074303,1
495,289,1.352610588,11.46372986,1
495,321,1.819259167,12.55902004,1
495,353,1.017208576,14.94388199,1
495,385,0.1135795116,16.06068611,1
495,417,0.6914403439,16.12669373,1
495,449,3.330750942,12.36853027,1
495,481,5.050757408,11.66634655,1
495,513,5.941577435,12.9797039,1
495,545,2.00711441,13.24840164,1
495,577,3.854059696,13.27940083,1
495,609,4.370129108,13.2162056,1
495,641,4.59834671,13.28644848,1
495,673,5.439649582,13.26180267,1
495,705,6.436191559,13.66400814,1
495,737,8.104109764,14.21972847,1
495,769,9.973087311,14.44805241,1
495,801,10.60416794,14.67894363,1
495,833,11.97766399,16.03423309,1
495,865,11.7294817,15.61885643,1
495,897,11.6342659,15.19981194,1
495,929,12.21169662,14.65205479,1
495,961,13.25535297,14.26948929,1
495,993,14.23640633,14.64360046,1
495,1025,15.22237396,15.48736286,1
495,1057,18.19292068,16.29511833,1
495,1089,19.66158104,15.63329124,1
495,1121,20.54994202,15.46510792,1
495,1153,16.00957298,16.93932533,1
495,1185,16.4399147,14.05569744,1
495,1217,17.70550156,12.14211845,1
495,1249,17.09926224,11.13896847,1
495,1281,15.27183151,10.48138428,1
495,1313,16.30346489,10.24631596,1
495,1345,17.08621216,10.5211935,1
495,1377,17.47768784,9.999281883,1
495,1409,15.96583939,9.233049393,1
495,1441,12.63376236,8.115872383,1
495,1473,10.81058598,8.045282364,1
495,1505,14.10053158,6.273215294,1
495,1537,13.80933475,5.060189247,1
495,1569,14.60132217,4.65809536,1
495,1601,15.28112793,2.086642742,1
495,1633,14.84862804,0.9033945799,1
495,1665,13.67693806,3.112747192,1
495,1697,10.12765312,4.959379196,1
495,1729,11.00934219,-1.166824937,1
495,1761,11.43986988,-0.5817614794,1
495,1793,11.13025188,-1.240083694,1
495,1825,10.25107956,-3.733533382,1
495,1857,9.61598587,-3.544110298,1
495,1889,9.57195282,-3.057058573,1
495,1921,10.04039383,-4.409520626,1
495,1953,9.723921776,-5.944339752,1
495,1985,10.91571331,-5.128304482,1
495,2017,11.09120846,-0.6667690277,1
527,33,3.126864195,4.052824974,1
527,65,1.683874249,10.1343708,1
527,97,2.852958679,12.308918,1
527,129,3.030310631,9.711752892,1
527,161,2.912186861,2.221139908,1
527,193,4.970052719,10.9221859,1
527,225,4.917746544,10.55273724,1
527,257,2.687170267,12.23982334,1
527,289,1.546595573,11.54755974,1
527,321,2.202133656,12.61145973,1
527,353,2.528863192,13.36211491,1
527,385,2.559020042,14.23933029,1
527,417,2.945661545,14.32734394,1
527,449,3.927594185,13.34315109,1
527,481,5.609046936,13.57665443,1
527,513,6.260403633,14.31510925,1
527,545,5.394771576,14.25166035,1
527,577,5.232563496,13.67623138,1
527,609,5.291481972,13.69732666,1
527,641,4.676951408,14.59349442,1
527,673,5.353242874,14.75723553,1
527,705,6.853043556,14.36751366,1
527,737,8.146007538,14.35007,1
527,769,9.436929703,14.0470953,1
527,801,11.45346642,16.09926605,1
527,833,13.10524082,17.42848587,1
527,865,12.25634575,16.26595306,1
527,897,11.83370781,15.27401352,1
527,929,12.46190071,14.69997883,1
527,961,12.81810856,14.63868904,1
527,993,13.31239128,14.7834053,1
527,1025,14.35071945,14.65235615,1
527,1057,16.29337692,16.49711418,1
527,1089,16.41009903,18.48657608,1
527,1121,14.79052162,15.97610474,1
527,1153,16.32696152,15.67066288,1
527,1185,16.76783943,14.73553085,1
527,1217,16.64289474,13.30485439,1
527,1249,15.68510818,12.72589684,1
527,1281,16.23619652,12.12199688,1
527,1313,18.43446732,11.67547894,1
527,1345,19.99746513,11.08748531,1
527,1377,19.74703979,12.09699059,1
527,1409,17.4066391,9.780272484,1
527,1441,14.32012939,9.314304352,1
527,1473,12.96497917,8.612612724,1
527,1505,2.655155182,3.602835655,1
527,1537,13.82238483,5.660343647,1
527,1569,14.7717905,4.995528698,1
527,1601,15.71014881,1.728318691,1
527,1633,15.15185165,0.8686163425,1
527,1665,13.62170124,3.170874834,1
527,1697,12.92243671,1.005966306,1
527,1729,11.93392181,-0.8970512152,1
527,1761,12.10744953,0.8569092751,1
527,1793,11.68129349,-1.210511446,1
527,1825,10.23635483,-3.764896154,1
527,1857,9.608474731,-4.126384735,1
527,1889,10.04820538,-3.467277288,1
527,1921,10.46510696,-3.822453022,1
527,1953,10.32610226,-2.534695148,1
527,1985,10.53381252,-1.963307858,1
527,2017,12.89008141,-2.031201839,1
559,33,-10.41103172,1.039946556,1
559,65,0.414624095,9.500955582,1
559,97,3.636308193,12.36578941,1
559,129,2.98951149,10.7239809,1
559,161,3.340682268,10.12933731,1
559,193,4.569223404,10.58973312,1
559,225,5.317113876,11.33795547,1
559,257,4.937162399,14.36638451,1
559,289,2.921000957,11.66345501,1
559,321,2.644145012,12.72050571,1
559,353,2.778275251,13.6596384,1
559,385,3.00056529,14.20345974,1
559,417,3.67128253,14.18586159,1
559,449,4.512387276,13.88744831,1
559,481,6.097140312,14.79157639,1
559,513,7.679864407,16.09656525,1
559,545,7.372835159,14.79042721,1
559,577,6.099431515,14.49429035,1
559,609,5.882758141,14.13756657,1
559,641,6.631829739,14.73209858,1
559,673,6.257640839,15.48663998,1
559,705,6.727995872,15.10246849,1
559,737,7.848249435,15.57970047,1
559,769,9.64325428,14.92329788,1
559,801,10.86663628,14.53397942,1
559,833,12.11593914,15.05841351,1
559,865,11.95531273,16.97294617,1
559,897,11.89945698,15.7156496,1
559,929,12.09160233,15.1172123,1
559,961,12.41058159,15.26250267,1
559,993,13.07858086,15.23178768,1
559,1025,14.24565029,15.37168407,1
559,1057,17.0961132,17.04953003,1
559,1089,15.76136971,18.065588,1
559,1121,16.99946594,17.43653488,1
559,1153,19.69906235,15.81900024,1
559,1185,17.31948471,15.21944714,1
559,1217,16.78123283,14.74171352,1
559,1249,15.85552406,13.54008293,1
559,1281,18.40473175,13.70478058,1
559,1313,20.39756393,13.01135635,1
559,1345,20.69823837,11.27969933,1
559,1377,20.53720093,11.95680904,1
559,1409,17.84800911,9.850801468,1
559,1441,15.30951881,10.39271927,1
559,1473,14.52778149,8.169319153,1
559,1505,14.1672039,7.593095779,1
559,1537,27.15974426,8.272512436,1
559,1569,27.63465881,17.2746067,1
559,1601,15.87504387,1.064629078,1
559,1633,15.38028812,0.6797657013,1
559,1665,14.0787468,0.3991736472,1
559,1697,12.50647831,-0.2807364762,1
559,1729,12.42251301,-0.7423529625,1
559,1761,11.91144085,-0.6639953852,1
559,1793,11.48413467,-1.926371813,1
559,1825,10.54586124,-5.327685356,1
559,1857,8.407244682,-3.39688468,1
559,1889,8.721243858,-2.714623928,1
559,1921,11.50777626,-2.684080839,1
559,1953,12.1318903,-2.3919909,1
559,1985,11.76456547,-2.85469389,1
559,2017,10.79215336,-3.400720119,1
591,33,-10.5505991,-0.4027738571,1
591,65,-0.4800349474,6.792045593,1
591,97,3.091875076,11.22028637,1
591,129,3.681431055,11.46818352,1
591,161,3.858307362,11.11930656,1
591,193,4.551587105,10.72441959,1
591,225,4.580359936,10.74848461,1
591,257,4.507530212,10.23199463,1
591,289,3.896753311,11.87715816,1
591,321,2.845277071,13.22079277,1
591,353,3.283968687,14.01255608,1
591,385,4.035491943,13.9053421,1
591,417,4.413892746,13.06237602,1
591,449,4.914283752,14.02188778,1
591,481,5.913475037,14.98800087,1
591,513,6.95558548,15.18272781,1
591,545,7.518316269,15.51323318,1
591,577,6.898016453,15.26913643,1
591,609,6.640789986,15.48235798,1
591,641,6.669121265,15.93462086,1
591,673,6.508957863,16.34252548,1
591,705,6.749916077,16.19152832,1
591,737,8.237693787,16.81916046,1
591,769,9.241690636,15.54500866,1
591,801,9.922775269,14.09828854,1
591,833,11.03806019,15.02501678,1
591,865,11.39115143,16.60149765,1
591,897,11.07479382,17.7519455,1
591,929,10.96272278,16.32044029,1
591,961,12.22201061,15.72488785,1
591,993,13.06152439,15.42628765,1
591,1025,14.83897686,15.86117077,1
591,1057,15.99645901,15.82485867,1
591,1089,17.64319801,15.63955116,1
591,1121,20.05604553,16.42987823,1
591,1153,21.30737305,16.00893402,1
591,1185,20.927248,15.33144569,1
591,1217,22.75839043,15.00382519,1
591,1249,17.88095093,13.8378315,1
591,1281,20.72824478,13.36644936,1
591,1313,21.53041458,12.17144108,1
591,1345,19.90422249,10.29765606,1
591,1377,18.3285656,8.927568436,1
591,1409,17.2557621,8.816123009,1
591,1441,16.62589264,7.950920582,1
591,1473,15.75227547,8.838031769,1
591,1505,15.50872421,8.359895706,1
591,1537,13.01005554,12.67760849,1
591,1569,17.08808136,4.191040039,1
591,1601,16.41550636,1.619942427,1
591,1633,15.64249802,0.353965342,1
591,1665,16.22649384,-0.9678325057,1
591,1697,14.67932892,-2.294172049,1
591,1729,12.08843899,-2.021155357,1
591,1761,11.76748753,-2.378606796,1
591,1793,11.86107349,-2.725641489,1
591,1825,11.43642998,-3.95050025,1
591,1857,8.257222176,-2.769355297,1
591,1889,9.701519012,-1.006651878,1
591,1921,11.49365425,-3.176826954,1
591,1953,14.71268082,-3.085870028,1
591,1985,14.10332584,-3.768407345,1
591,2017,12.26060486,-3.081884384,1
623,33,-0.02623748779,0.1006274223,1
623,65,8.085137367,20.25637817,1
623,97,1.32272923,11.59640598,1
623,129,2.625474215,11.49991512,1
623,161,3.526887178,11.54690838,1
623,193,4.445362568,11.27532101,1
623,225,4.90805006,10.74807167,1
623,257,4.913075447,10.77862263,1
623,289,4.411207199,11.88570976,1
623,321,4.154948235,13.13652515,1
623,353,4.419665337,13.84339142,1
623,385,4.820312023,13.1482954,1
623,417,5.319963932,12.63640404,1
623,449,5.793050289,14.34655666,1
623,481,6.342894554,14.80095959,1
623,513,7.157688618,14.38116932,1
623,545,8.403960228,15.87146187,1
623,577,7.93627739,15.85079384,1
623,609,7.322478294,16.44813919,1
623,641,6.700695038,17.07159042,1
623,673,6.534228325,17.38964081,1
623,705,6.967243671,17.15108871,1
623,737,8.339065552,17.6888752,1
623,769,8.982792854,16.11024857,1
623,801,10.38163662,15.55465889,1
623,833,11.56917763,16.21971512,1
623,865,11.54606152,17.74431992,1
623,897,11.1286974,18.65095329,1
623,929,11.74960709,18.53092194,1
623,961,12.41057491,15.02972412,1
623,993,12.49468613,16.15466118,1
623,1025,13.26388168,16.53145027,1
623,1057,14.38661766,16.68324471,1
623,1089,20.59427452,20.92377853,1
623,1121,21.81648827,20.88430023,1
623,1153,20.07765388,18.21759033,1
623,1185,21.07315636,16.80032349,1
623,1217,24.40338516,15.30766869,1
623,1249,25.50284958,13.94796181,1
623,1281,22.59350777,12.98290062,1
623,1313,21.65469933,11.58912086,1
623,1345,19.91603851,9.61655426,1
623,1377,18.84983635,7.548921585,1
623,1409,18.2592926,7.265317917,1
623,1441,16.9689064,7.110704899,1
623,1473,15.17152023,7.497988701,1
623,1505,15.80204391,5.687482357,1
623,1537,17.59609985,4.239201069,1
623,1569,16.77853203,3.445567369,1
623,1601,16.79769325,1.863703966,1
623,1633,17.07788467,0.5463997126,1
623,1665,16.73064804,-0.1873270869,1
623,1697,14.93208504,-3.020074129,1
623,1729,12.77838326,-3.452248573,1
623,1761,11.16077328,-3.308738947,1
623,1793,11.34765339,-3.56625104,1
623,1825,12.34793282,-3.541291475,1
623,1857,12.40431976,-3.012655258,1
623,1889,12.62267494,-3.319870949,1
623,1921,12.55691338,-5.000303745,1
623,1953,13.91403484,-5.539542198,1
623,1985,14.98695564,-6.387143135,1
623,2017,14.55275726,-5.485422134,1
655,33,-7.580149174,1.124728203,1
655,65,-8.937078476,5.069520473,1
655,97,0.114585042,14.20439625,1
655,129,1.968789816,13.79093456,1
655,161,3.402631283,13.7796936,1
655,193,4.60495472,12.45634651,1
655,225,5.013575554,11.67724514,1
655,257,6.136538506,11.99833107,1
655,289,5.230052471,12.72817039,1
655,321,5.474606514,14.17928791,1
655,353,5.626861572,15.44921303,1
655,385,5.47205925,14.77423668,1
655,417,5.831857681,13.01632977,1
655,449,7.23136282,15.39531136,1
655,481,7.246090412,15.49694824,1
655,513,7.722526073,16.2842083,1
655,545,8.691696167,16.59740639,1
655,577,8.938266754,16.63126183,1
655,609,8.143027306,16.98325729,1
655,641,6.982155323,17.3356781,1
655,673,6.859605312,17.64153862,1
655,705,7.587265015,17.46796608,1
655,737,8.554806709,16.82277107,1
655,769,9.676919937,16.90759087,1
655,801,10.7851038,16.16822624,1
655,833,12.11622047,17.11159515,1
655,865,12.84845161,19.80384636,1
655,897,12.12925911,19.68796921,1
655,929,12.05756474,18.29768562,1
655,961,13.03295898,15.77391052,1
655,993,12.24041557,17.43226051,1
655,1025,13.30709648,18.35105705,1
655,1057,14.34626007,18.40943336,1
655,1089,20.82400513,22.06608772,1
655,1121,2.505525589,16.37663078,1
655,1153,3.521570206,15.56842613,1
655,1185,20.82706642,18.18167686,1
655,1217,23.44355774,16.15490532,1
655,1249,22.47393608,14.0243597,1
655,1281,20.80286789,14.96562767,1
655,1313,22.51207161,11.0377903,1
655,1345,21.25052071,6.89319706,1
655,1377,19.60117531,6.824131966,1
655,1409,18.02750206,6.380752563,1
655,1441,16.45352554,6.05962944,1
655,1473,14.43031788,5.506465912,1
655,1505,15.13710117,4.459780216,1
655,1537,17.56876564,3.705800295,1
655,1569,17.80477715,3.129902363,1
655,1601,16.58243752,1.519269109,1
655,1633,16.45813942,0.6567595601,1
655,1665,18.5204277,-0.6386731267,1
655,1697,14.96763039,-4.074184418,1
655,1729,13.49437714,-4.55084753,1
655,1761,12.19731712,-2.562022686,1
655,1793,13.23873711,-4.526025295,1
655,1825,15.17277908,-4.761198044,1
655,1857,14.35036373,-2.761744499,1
655,1889,14.33026028,-4.527049065,1
655,1921,15.10181046,-7.192991734,1
655,1953,16.24951935,-8.328409195,1
655,1985,16.35097122,-10.68467903,1
655,2017,14.20137882,-4.777841091,1
687,33,5.350509167,1.002283812,1
687,65,-10.13588905,5.432565212,1
687,97,0.6293272376,14.67119789,1
687,129,3.360508442,14.36131001,1
687,161,4.91891861,13.59448814,1
687,193,4.818215847,14.31540203,1
687,225,5.511713028,14.04861546,1
687,257,5.639814854,14.10485268,1
687,289,5.235965729,14.04175949,1
687,321,5.51224041,15.25521278,1
687,353,5.927222252,16.61714745,1
687,385,5.847094536,16.43332291,1
687,417,6.265591145,14.51794052,1
687,449,6.794426441,15.27017593,1
687,481,7.385434628,15.38048267,1
687,513,11.95808601,17.72086334,1
687,545,8.334168434,18.16698456,1
687,577,9.485873222,17.00909615,1
687,609,11.02573586,16.78730583,1
687,641,9.987770081,16.61871338,1
687,673,8.60416317,17.67625427,1
687,705,8.603348732,17.613554,1
687,737,8.92470932,17.77344894,1
687,769,9.518808365,18.10762215,1
687,801,10.82821369,17.0618515,1
687,833,11.56459045,17.67321014,1
687,865,12.32399464,19.32025719,1
687,897,12.32177258,19.56243134,1
687,929,11.54944992,18.83502197,1
687,961,12.48759747,18.15755081,1
687,993,12.21660137,18.58672905,1
687,1025,13.02665615,19.40880585,1
687,1057,13.7006216,19.81376648,1
687,1089,9.725143433,18.68425941,1
687,1121,19.93671417,20.30176544,1
687,1153,21.77116394,18.20987701,1
687,1185,22.2340126,16.85725403,1
687,1217,21.67378426,16.67154121,1
687,1249,24.23651314,15.11699581,1
687,1281,25.37631607,16.11019897,1
687,1313,24.67588425,10.71952057,1
687,1345,20.88937187,8.885233879,1
687,1377,19.12457657,7.246010303,1
687,1409,18.09960938,5.93434,1
687,1441,13.88574028,4.996622562,1
687,1473,13.27669048,4.893017292,1
687,1505,15.62819672,4.100369453,1
687,1537,20.01491928,4.656134605,1
687,1569,17.93590546,1.921996355,1
687,1601,17.30654907,1.556022644,1
687,1633,16.91983414,-0.192686379,1
687,1665,15.31657219,-2.354109764,1
687,1697,13.61028194,-4.768969059,1
687,1729,12.98052025,-4.880243301,1
687,1761,13.33042717,-5.446649551,1
687,1793,14.37242126,-5.828622818,1
687,1825,16.15205383,-5.757418156,1
687,1857,16.728899,-5.744745255,1
687,1889,15.73396301,-6.92285347,1
687,1921,14.92432976,-7.74749136,1
687,1953,14.46079254,-12.16127586,1
687,1985,16.27831459,-13.53678322,1
687,2017,21.92516327,-6.424180984,1
719,33,-1.619063377,0.0101146698,1
719,65,-2.880034447,9.893079758,1
719,97,0.5926295519,16.05559349,1
719,129,3.254477978,14.44013119,1
719,161,8.294881821,19.60645103,1
719,193,5.269818306,17.01467133,1
719,225,5.672231197,16.41553497,1
719,257,5.283204556,14.71888924,1
719,289,5.219295025,14.09138966,1
719,321,5.405581951,16.28648758,1
719,353,5.630325794,17.28519249,1
719,385,4.89590168,16.80006409,1
719,417,6.021986485,16.42068481,1
719,449,6.884217262,14.65095139,1
719,481,7.227840424,14.75650978,1
719,513,5.446238041,17.8613205,1
719,545,4.723221779,18.66815948,1
719,577,8.947610855,16.81026268,1
719,609,11.52948666,15.73044205,1
719,641,11.90170479,16.29036522,1
719,673,11.43421173,17.25172997,1
719,705,9.52408123,17.76594162,1
719,737,9.678562164,18.5398941,1
719,769,10.08262444,18.98257828,1
719,801,10.74448872,18.18323708,1
719,833,10.96461678,18.71914673,1
719,865,11.73369217,21.48149872,1
719,897,11.93657017,20.14276886,1
719,929,10.86357307,20.47993851,1
719,961,11.05256367,20.45880318,1
719,993,11.20877171,19.7618103,1
719,1025,11.50743294,20.21936989,1
719,1057,12.7842865,20.47169685,1
719,1089,14.92719746,20.29693794,1
719,1121,19.71019745,21.76114845,1
719,1153,21.90939713,18.20922852,1
719,1185,9.129219055,20.32510185,1
719,1217,21.38257408,15.61903191,1
719,1249,19.12325859,16.28536987,1
719,1281,20.25401115,16.15372467,1
719,1313,21.67115211,11.21944714,1
719,1345,19.85739899,9.544102669,1
719,1377,19.03978539,7.43923378,1
719,1409,17.88040161,6.065939426,1
719,1441,16.38314819,1.16673708,1
719,1473,14.91500664,4.232728481,1
719,1505,17.97434807,3.602097034,1
719,1537,23.31173706,3.963695526,1
719,1569,22.41040993,0.8532159328,1
719,1601,20.04302597,0.5916623473,1
719,1633,18.32045937,-1.49489069,1
719,1665,16.29784012,-2.937086105,1
719,1697,14.33752155,-4.789979935,1
719,1729,13.92484951,-4.814540863,1
719,1761,13.80638409,-5.35198307,1
719,1793,14.32402515,-5.841780186,1
719,1825,16.20112801,-6.839998245,1
719,1857,16.59820175,-7.368103504,1
719,1889,15.70245457,-8.46528244,1
719,1921,14.41327953,-7.747540474,1
719,1953,19.51436234,-14.03734207,1
719,1985,21.37419128,-13.78287411,1
719,2017,21.9133606,-8.162401199,1
751,33,8.103964806,-0.200293541,1
751,65,1.547448635,12.41239262,1
751,97,1.782932997,14.88482666,1
751,129,2.27212739,15.99640369,1
751,161,3.415710211,17.02397156,1
751,193,3.484053373,16.70409012,1
751,225,3.573855639,16.46016312,1
751,257,4.490757465,14.82774067,1
751,289,4.820202351,14.7446537,1
751,321,5.186410904,17.29229736,1
751,353,5.741456032,18.40912056,1
751,385,6.275966167,17.51677132,1
751,417,6.823278427,17.0955162,1
751,449,7.469357967,15.58530807,1
751,481,7.421569824,14.05177307,1
751,513,5.44016695,18.76963806,1
751,545,12.56142998,36.96315002,1
751,577,9.200782776,17.63825989,1
751,609,10.43286896,16.75554848,1
751,641,10.81838894,16.49195671,1
751,673,10.37984371,15.84070778,1
751,705,10.81947899,16.63037872,1
751,737,10.73761654,18.76060486,1
751,769,10.836483,18.92808151,1
751,801,10.90058327,18.6577816,1
751,833,11.01176357,19.01973534,1
751,865,11.10311413,20.27153397,1
751,897,10.95209789,20.54103851,1
751,929,10.48152256,21.20568848,1
751,961,10.02487564,21.43919754,1
751,993,10.37774658,21.18914413,1
751,1025,11.1739893,20.92391586,1
751,1057,12.32881355,21.52233887,1
751,1089,13.83062553,22.22777176,1
751,1121,14.7647562,20.41365433,1
751,1153,17.47485733,17.7639904,1
751,1185,16.67121124,17.86474228,1
751,1217,17.18101692,16.64498138,1
751,1249,20.39468956,16.08587646,1
751,1281,21.49832726,14.37830544,1
751,1313,8.707580566,22.12506676,1
751,1345,31.73876381,22.10510254,1
751,1377,18.55501747,-11.16964912,1
751,1409,21.39568901,1.675733566,1
751,1441,20.30325317,-0.1638321877,1
751,1473,18.72799492,3.402184963,1
751,1505,20.85970116,2.591893196,1
751,1537,20.24890137,4.630214691,1
751,1569,19.51664352,0.1288648546,1
751,1601,19.26313591,-0.7444694042,1
751,1633,18.43195343,-3.690123558,1
751,1665,16.15034294,-5.072291851,1
751,1697,15.61024094,-6.997270584,1
751,1729,14.57341385,-6.351819992,1
751,1761,13.37895489,-5.878947258,1
751,1793,14.11568069,-6.459693909,1
751,1825,15.12313843,-7.74282074,1
751,1857,16.06679916,-8.923148155,1
751,1889,18.53153038,-8.081827164,1
751,1921,14.25509834,-9.840105057,1
751,1953,19.3565979,-16.75445938,1
751,1985,17.66241455,-19.01465988,1
751,2017,6.297511101,-7.992465973,1
783,33,-1.283542633,1.33762598,1
783,65,-0.8712735176,7.118759155,1
783,97,1.691697359,14.98251915,1
783,129,2.928876877,15.39836502,1
783,161,3.193566322,15.76852798,1
783,193,3.278579712,15.81701088,1
783,225,3.621007681,16.35821724,1
783,257,4.148828506,16.90831757,1
783,289,4.838382721,17.26535988,1
783,321,5.597383022,17.93374062,1
783,353,6.52599287,18.99128914,1
783,385,6.796079636,18.71402931,1
783,417,6.7775383,18.40000534,1
783,449,7.539213657,17.77926445,1
783,481,8.830850601,15.675354,1
783,513,8.894864082,16.72891045,1
783,545,11.01619148,38.15251541,1
783,577,9.616347313,19.66704178,1
783,609,10.71300411,18.29530907,1
783,641,10.8623085,18.19816017,1
