PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 9, filenames: A:[9]MAX_TimeSrs019_TgUtrmcherry_Control.avi & B:[10]MAX_TimeSrs019_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
399,225,2.319569588,-2.371519566,1
399,257,3.364832878,-2.798354626,1
399,289,4.801342964,-2.762536049,1
399,321,3.413097382,-2.312196016,1
399,353,3.337207794,-3.435105801,1
399,385,1.994881392,-4.15167141,1
399,417,1.909217358,-3.254728317,1
399,449,3.679046631,-2.511161089,1
399,481,2.545330048,-4.906384945,1
399,513,2.758078575,-4.599719048,1
399,545,6.160716057,-0.709433794,1
399,577,6.509708881,-2.688524246,1
399,609,7.329276085,-3.433619261,1
399,641,7.733428001,-4.37224865,1
399,673,7.606087685,-4.164968014,1
399,705,7.383529663,-3.602678537,1
399,737,8.001296043,-3.623142481,1
399,769,8.417615891,-3.264050245,1
399,801,8.794406891,-2.551193476,1
399,833,8.665632248,-2.267144918,1
399,865,8.91708374,-2.332783222,1
399,897,9.439107895,-3.05771637,1
399,929,8.293416977,-4.309534073,1
399,961,7.038744926,-4.976957321,1
399,993,5.839112282,-5.397756577,1
399,1025,5.01395607,-9.249455452,1
399,1057,7.422739983,-6.884061337,1
399,1089,8.0539608,-7.859354496,1
399,1121,9.06644249,-9.444722176,1
399,1153,9.447599411,-8.275777817,1
399,1185,9.63576889,-7.665710449,1
399,1217,9.341345787,-8.366863251,1
399,1249,10.17276287,-8.500242233,1
399,1281,8.380739212,-7.905100822,1
399,1313,7.687666416,-6.923931122,1
399,1345,7.884316444,-6.436133862,1
399,1377,7.791593552,-6.910250664,1
399,1409,7.498105049,-7.845637321,1
399,1441,7.833999157,-8.754790306,1
399,1473,7.759148598,-9.052067757,1
399,1505,7.090131283,-9.583886147,1
399,1537,6.705150127,-11.16631889,1
399,1569,5.689366341,-10.9220295,1
399,1601,4.733514309,-7.747486591,1
399,1633,3.914607763,-7.214394093,1
399,1665,2.999984503,-7.555574894,1
399,1697,1.409741879,-6.495942116,1
399,1729,1.26186204,-5.694198132,1
399,1761,1.606225967,-5.57738924,1
399,1793,1.995221853,-4.79729557,1
399,1825,2.538545847,-4.950053215,1
399,1857,1.66518724,-4.4461689,1
399,1889,0.03684818745,-4.819092274,1
399,1921,-0.2880197763,-4.65150404,1
399,1953,0.6346621513,-4.006082535,1
399,1985,1.203318119,-3.013389111,1
399,2017,2.307899952,-2.958053589,1
431,33,-0.1095030904,5.627706528,1
431,65,1.805826783,-7.910644054,1
431,97,1.827449203,-3.430481434,1
431,129,1.845900536,-4.676738262,1
431,161,1.706340313,-5.398908138,1
431,193,0.6006884575,-4.123649597,1
431,225,1.384885311,-3.488131285,1
431,257,3.582098961,-3.125430584,1
431,289,3.940691948,-2.707732677,1
431,321,3.453982353,-2.450307131,1
431,353,3.000071287,-3.084144831,1
431,385,2.927252293,-3.994060993,1
431,417,3.377621174,-3.815549612,1
431,449,5.477701664,-3.764208794,1
431,481,6.473865986,-2.939779758,1
431,513,5.27940464,-2.345127821,1
431,545,5.694795132,-2.087882519,1
431,577,5.907149315,-2.811823606,1
431,609,6.680183411,-3.810514688,1
431,641,7.195613861,-4.524768829,1
431,673,7.286224365,-4.198411942,1
431,705,6.712133408,-3.95873785,1
431,737,6.554443359,-3.257189035,1
431,769,8.391832352,-2.960808992,1
431,801,9.833000183,-2.710089684,1
431,833,9.608329773,-2.531477451,1
431,865,9.679479599,-3.449706793,1
431,897,9.499652863,-3.790482759,1
431,929,9.040316582,-4.623502254,1
431,961,9.420796394,-5.515758991,1
431,993,10.36351109,-5.866185188,1
431,1025,9.232516289,-7.288725853,1
431,1057,8.246383667,-7.190534592,1
431,1089,8.803379059,-8.131008148,1
431,1121,8.399962425,-8.009329796,1
431,1153,8.991821289,-8.19591713,1
431,1185,9.806965828,-8.39375782,1
431,1217,9.631046295,-8.835244179,1
431,1249,10.67096138,-10.72796917,1
431,1281,7.837327957,-9.52597332,1
431,1313,6.733846664,-8.371751785,1
431,1345,8.554743767,-7.624660015,1
431,1377,8.545670509,-7.306359291,1
431,1409,8.086428642,-7.520710945,1
431,1441,8.430552483,-8.95622921,1
431,1473,8.970149994,-8.999471664,1
431,1505,7.916599274,-9.395776749,1
431,1537,6.927951336,-9.384707451,1
431,1569,5.734762192,-9.874853134,1
431,1601,4.411435127,-7.951502323,1
431,1633,3.195133209,-7.333447933,1
431,1665,2.773905516,-6.597502232,1
431,1697,2.314226389,-5.851211071,1
431,1729,2.336085796,-5.117139339,1
431,1761,2.105234385,-5.264882088,1
431,1793,2.048304796,-4.689889908,1
431,1825,1.825702071,-4.086504459,1
431,1857,1.509651184,-4.414626598,1
431,1889,1.318325639,-4.932546616,1
431,1921,-0.1509017944,-4.594786167,1
431,1953,0.6121684313,-4.349716663,1
431,1985,1.257796049,-5.168990612,1
431,2017,1.437339067,-4.556037903,1
463,33,0.6235339642,5.220232964,1
463,65,0.8260663748,-6.327511311,1
463,97,0.536793232,-3.185873508,1
463,129,0.06913471222,-4.409612656,1
463,161,1.78418684,-6.413575172,1
463,193,6.462609291,-7.057801247,1
463,225,2.300509214,-5.207667828,1
463,257,1.113498926,-1.223333597,1
463,289,3.341844082,-3.179900169,1
463,321,3.137729168,-3.823526382,1
463,353,3.127076149,-4.02936697,1
463,385,3.63225317,-3.918305397,1
463,417,4.346674919,-3.946483135,1
463,449,5.730213642,-3.177702904,1
463,481,5.329670906,-2.601348162,1
463,513,4.925954342,-2.590514898,1
463,545,5.207668781,-2.986590385,1
463,577,5.492282867,-2.982105494,1
463,609,6.133866787,-3.281452894,1
463,641,7.207579136,-3.575054169,1
463,673,7.640687466,-4.299574375,1
463,705,7.511584282,-4.552505016,1
463,737,7.408273697,-2.810636044,1
463,769,9.162754059,-1.927052498,1
463,801,9.922021866,-3.376797438,1
463,833,9.720708847,-3.06772995,1
463,865,9.806726456,-4.261892319,1
463,897,9.882184982,-4.073307991,1
463,929,9.951433182,-4.132497311,1
463,961,10.10750675,-5.077724934,1
463,993,10.34172726,-5.463209629,1
463,1025,9.395303726,-5.487865448,1
463,1057,9.182649612,-5.88454628,1
463,1089,-0.7268705368,-6.674972057,1
463,1121,9.231441498,-7.622474194,1
463,1153,9.398605347,-7.850180626,1
463,1185,9.266568184,-8.746216774,1
463,1217,8.888482094,-9.626394272,1
463,1249,8.189223289,-10.0508976,1
463,1281,7.363615036,-10.27918911,1
463,1313,7.186059952,-9.927930832,1
463,1345,10.53252506,-7.943689823,1
463,1377,9.716883659,-7.512864113,1
463,1409,9.040675163,-7.425753593,1
463,1441,8.869848251,-7.979354858,1
463,1473,8.491213799,-8.402145386,1
463,1505,8.600915909,-8.727276802,1
463,1537,7.555235386,-8.667147636,1
463,1569,6.031193733,-8.164488792,1
463,1601,4.330282211,-8.149780273,1
463,1633,3.26358223,-8.594939232,1
463,1665,3.841496229,-5.361592293,1
463,1697,3.857469797,-5.323036671,1
463,1729,3.659497261,-5.213916302,1
463,1761,3.077943563,-4.126823425,1
463,1793,2.551555157,-4.027246475,1
463,1825,2.088971138,-4.859119892,1
463,1857,1.280032635,-4.983798981,1
463,1889,0.4124138355,-5.278882504,1
463,1921,0.4104354382,-5.337526321,1
463,1953,0.5837452412,-4.913107395,1
463,1985,0.6686830521,-6.284348488,1
463,2017,0.949814558,-4.862327099,1
495,33,1.300068378,4.076280594,1
495,65,1.325120211,-6.921411514,1
495,97,-1.743662119,-1.383830547,1
495,129,-0.7664858103,-1.70298171,1
495,161,0.3104951382,-1.259221554,1
495,193,1.498446226,-1.284748316,1
495,225,1.295254946,-1.311172247,1
495,257,1.484596968,-2.418049574,1
495,289,5.013931274,-3.716056824,1
495,321,2.40959549,-4.584355354,1
495,353,2.348990202,-4.198312759,1
495,385,3.44127655,-3.760175228,1
495,417,4.078770638,-3.773873091,1
495,449,4.498535633,-3.197636366,1
495,481,4.416724205,-2.610449553,1
495,513,4.052158833,-2.815704584,1
495,545,5.211307526,-3.243881702,1
495,577,5.542928696,-2.882982731,1
495,609,5.639390469,-2.717432737,1
495,641,8.227005005,-2.933698416,1
495,673,8.404285431,-2.805713415,1
495,705,8.057530403,-2.82331419,1
495,737,8.933837891,-2.617272139,1
495,769,10.41719055,-2.85545826,1
495,801,10.70639229,-3.95900321,1
495,833,10.02372837,-3.604776144,1
495,865,10.04317093,-4.118771553,1
495,897,10.89127254,-4.08535099,1
495,929,10.4619627,-4.365376472,1
495,961,10.1446104,-4.83016777,1
495,993,10.23495293,-4.770456791,1
495,1025,10.62914658,-4.908187866,1
495,1057,10.62674904,-5.797395706,1
495,1089,9.591500282,-6.811411381,1
495,1121,10.73681259,-7.726864815,1
495,1153,10.35997295,-8.240498543,1
495,1185,9.465361595,-9.04720211,1
495,1217,8.333330154,-9.57556057,1
495,1249,8.317493439,-9.302102089,1
495,1281,8.664276123,-8.920454979,1
495,1313,9.684240341,-7.982673645,1
495,1345,11.49720097,-7.664292812,1
495,1377,11.10634327,-7.708885193,1
495,1409,10.4261961,-7.427264214,1
495,1441,9.916433334,-7.415903091,1
495,1473,8.328384399,-7.97365284,1
495,1505,8.205156326,-8.580723763,1
495,1537,7.973553658,-8.481674194,1
495,1569,6.042056084,-8.319810867,1
495,1601,3.408083439,-8.9372015,1
495,1633,1.871863842,-10.00327396,1
495,1665,4.66344595,-5.545043468,1
495,1697,4.591659546,-4.691492081,1
495,1729,4.32585001,-4.026539326,1
495,1761,3.285631895,-3.065068007,1
495,1793,2.231185436,-3.115880013,1
495,1825,1.300215364,-5.542435169,1
495,1857,0.3390989304,-5.128109932,1
495,1889,-1.133246899,-5.646306038,1
495,1921,-0.5562396049,-5.813051701,1
495,1953,0.5274657607,-5.448235035,1
495,1985,0.5075266361,-6.175410748,1
495,2017,1.040369749,-4.520396233,1
527,33,1.921214104,2.429127932,1
527,65,-0.3614807129,-2.998017073,1
527,97,-0.4075496197,0.2973911762,1
527,129,0.4964075089,-0.1199791431,1
527,161,0.558819294,-0.6165323257,1
527,193,1.687224388,-1.073089123,1
527,225,1.983477354,-2.727147818,1
527,257,2.525469303,-4.07390976,1
527,289,-15.15448189,-9.833654404,1
527,321,2.459750652,-3.986314774,1
527,353,2.678205013,-4.095414639,1
527,385,3.380138636,-4.039244652,1
527,417,4.169894695,-3.816301346,1
527,449,4.636698246,-2.929251432,1
527,481,4.308853626,-2.603834391,1
527,513,4.787755489,-3.177736998,1
527,545,5.339591026,-3.050489664,1
527,577,5.664520264,-2.442378998,1
527,609,6.588581085,-1.218197823,1
527,641,7.979937077,-2.71055913,1
527,673,8.54799366,-2.357468367,1
527,705,9.006344795,-2.189888,1
527,737,9.736196518,-2.664105415,1
527,769,9.769024849,-4.578020573,1
527,801,9.369669914,-4.072557449,1
527,833,9.345087051,-2.729626179,1
527,865,9.762025833,-4.228625298,1
527,897,9.953926086,-3.812212944,1
527,929,9.844419479,-4.966060638,1
527,961,10.3217535,-5.25077343,1
527,993,11.04239178,-4.316481113,1
527,1025,11.70754814,-3.868651867,1
527,1057,11.8045578,-5.834260941,1
527,1089,11.23259163,-7.407533169,1
527,1121,10.88154221,-8.496878624,1
527,1153,10.56989574,-8.938908577,1
527,1185,9.82301712,-10.56224537,1
527,1217,9.01945591,-10.62971592,1
527,1249,8.793985367,-9.260997772,1
527,1281,9.646552086,-9.285446167,1
527,1313,10.75439167,-7.366916656,1
527,1345,12.65119553,-7.701227188,1
527,1377,12.12325382,-7.986791134,1
527,1409,10.9797678,-8.046899796,1
527,1441,10.89870739,-7.222855568,1
527,1473,8.986560822,-8.668794632,1
527,1505,7.840907097,-10.74177933,1
527,1537,7.242481709,-11.9744854,1
527,1569,6.452248573,-9.281004906,1
527,1601,4.707108498,-9.826682091,1
527,1633,4.114640236,-7.457864761,1
527,1665,4.549458981,-5.700420856,1
527,1697,3.854577065,-3.674122334,1
527,1729,3.663764238,-3.60153389,1
527,1761,2.956727743,-2.732737541,1
527,1793,0.3731057644,-2.072138309,1
527,1825,-1.087898612,-3.359851837,1
527,1857,-1.670976639,-5.090391159,1
527,1889,-2.091404438,-5.251557827,1
527,1921,-2.276290894,-4.995475292,1
527,1953,-0.6244112253,-5.083827496,1
527,1985,0.2296818495,-5.472002029,1
527,2017,0.8517076373,-3.738950729,1
559,33,3.812585354,1.97228837,1
559,65,2.50726223,-2.03742075,1
559,97,2.101935863,-1.380157948,1
559,129,2.483040333,-1.090259552,1
559,161,4.750663757,-3.815893173,1
559,193,4.729506969,-3.349603176,1
559,225,3.428866625,-4.031191826,1
559,257,5.527917385,-5.177238464,1
559,289,2.275243998,-4.786781311,1
559,321,2.359093428,-5.082369804,1
559,353,2.939554453,-4.262518883,1
559,385,3.214989185,-4.16018486,1
559,417,3.619974852,-3.366848946,1
559,449,4.057421684,-2.107915401,1
559,481,2.851318836,-2.511867762,1
559,513,3.128674507,-2.462431431,1
559,545,6.223121166,-4.00171423,1
559,577,6.181062698,-4.339316845,1
559,609,6.761541843,-2.866343498,1
559,641,7.513936996,-2.808197498,1
559,673,8.546037674,-2.296149969,1
559,705,9.562371254,-1.856310606,1
559,737,9.617528915,-2.304974079,1
559,769,9.391718864,-4.098666191,1
559,801,15.5578413,6.655172348,1
559,833,9.853362083,-3.816281557,1
559,865,9.989995956,-3.934043884,1
559,897,8.975732803,-3.434584141,1
559,929,8.731696129,-4.90040493,1
559,961,10.43875027,-4.933103085,1
559,993,11.69486523,-4.928823471,1
559,1025,12.39048576,-5.870247841,1
559,1057,12.26530075,-6.63004446,1
559,1089,11.98675919,-7.99853611,1
559,1121,11.66108513,-9.067115784,1
559,1153,10.7123127,-8.749659538,1
559,1185,9.630667686,-9.570233345,1
559,1217,10.04168701,-9.190113068,1
559,1249,10.44876957,-7.107676506,1
559,1281,9.529948235,-7.394259453,1
559,1313,10.64896488,-7.838032246,1
559,1345,12.66182613,-7.852694511,1
559,1377,13.09867287,-8.080231667,1
559,1409,11.03894329,-8.471529007,1
559,1441,10.14473057,-8.42214489,1
559,1473,9.103794098,-8.986079216,1
559,1505,8.048944473,-11.15572643,1
559,1537,7.813030243,-11.9932375,1
559,1569,6.595136166,-10.16639233,1
559,1601,5.673707008,-8.501255035,1
559,1633,4.76027441,-7.035387516,1
559,1665,4.389236927,-6.496759415,1
559,1697,3.717697382,-5.327170372,1
559,1729,3.261396408,-4.030434132,1
559,1761,2.570401192,-2.780026436,1
559,1793,-0.9688564539,-2.89917326,1
559,1825,-1.366208076,-3.739545345,1
559,1857,-1.808029413,-5.170104504,1
559,1889,-1.928385496,-5.060667515,1
559,1921,-1.374467134,-4.967371941,1
559,1953,-0.7571569681,-5.018323421,1
559,1985,0.7032994032,-5.49859333,1
559,2017,1.030930519,-2.349987745,1
591,33,2.721921444,2.778897762,1
591,65,2.414469242,-2.998357773,1
591,97,2.410699129,-2.504361153,1
591,129,2.428177595,-3.435483217,1
591,161,2.570991516,-4.146448135,1
591,193,2.554819107,-5.670599461,1
591,225,2.055473804,-6.532384872,1
591,257,4.325053215,-6.629295826,1
591,289,2.871697187,-4.597290516,1
591,321,2.996196747,-5.084332943,1
591,353,3.082438707,-4.125336647,1
591,385,2.538568735,-3.131070137,1
591,417,3.323623657,-2.589302063,1
591,449,3.816966295,-1.935599566,1
591,481,4.000929356,-1.23644352,1
591,513,4.653179169,-2.4367311,1
591,545,6.34431839,-4.633867264,1
591,577,6.365808487,-6.191164017,1
591,609,6.524021626,-2.79916954,1
591,641,5.965733051,-3.606637716,1
591,673,7.826850891,-1.761742353,1
591,705,9.030724525,-0.8069616556,1
591,737,9.217373848,-1.884156466,1
591,769,9.424242973,-3.603791475,1
591,801,10.99273586,-6.449915886,1
591,833,11.18061256,-6.790669441,1
591,865,8.761452675,-3.43413353,1
591,897,8.491024971,-3.244540691,1
591,929,8.865642548,-5.093649387,1
591,961,11.2169323,-5.124125481,1
591,993,12.36119843,-5.670452595,1
591,1025,13.10037327,-6.628700733,1
591,1057,13.25292015,-7.723283768,1
591,1089,13.29458427,-8.263254166,1
591,1121,12.45935631,-8.434966087,1
591,1153,11.2026844,-8.294405937,1
591,1185,10.78626823,-8.465146065,1
591,1217,11.27767467,-8.344871521,1
591,1249,12.51749134,-7.882591248,1
591,1281,10.59798813,-8.197844505,1
591,1313,10.29079151,-8.375335693,1
591,1345,11.62014198,-8.416807175,1
591,1377,12.4332056,-8.486821175,1
591,1409,10.90423298,-8.477199554,1
591,1441,9.971813202,-8.661907196,1
591,1473,8.292716026,-9.159222603,1
591,1505,7.412065029,-10.27844906,1
591,1537,7.194442272,-11.33568382,1
591,1569,5.885238171,-11.13141155,1
591,1601,5.551563263,-9.111093521,1
591,1633,4.70988512,-7.489545822,1
591,1665,4.376883507,-7.164533138,1
591,1697,4.467720032,-6.036738396,1
591,1729,3.574190617,-5.496528625,1
591,1761,3.172026634,-5.429195404,1
591,1793,0.9713908434,-5.029296398,1
591,1825,-0.5057604313,-4.686120987,1
591,1857,-1.418848991,-3.93334341,1
591,1889,-1.309019208,-4.530566692,1
591,1921,-0.6368572116,-5.393614769,1
591,1953,-0.2457515001,-5.688559532,1
591,1985,2.567422152,-8.092396736,1
591,2017,1.77769208,-1.01798749,1
623,33,-4.308163166,3.477355719,1
623,65,-0.0718665123,-7.874389172,1
623,97,1.827944994,-2.85168314,1
623,129,1.729051113,-3.517725945,1
623,161,1.461571217,-3.81295085,1
623,193,1.250894547,-5.585619926,1
623,225,1.865960836,-4.804537296,1
623,257,2.596619844,-3.952991486,1
623,289,2.991207361,-4.019928932,1
623,321,3.170040131,-4.310583591,1
623,353,3.388528347,-4.141345024,1
623,385,3.133230686,-2.879031897,1
623,417,4.825921059,-2.151795626,1
623,449,4.128095627,-1.933652639,1
623,481,4.385316849,-1.383262634,1
623,513,4.935715675,-2.164725304,1
623,545,5.341409683,-3.005414248,1
623,577,5.243178844,-5.198542118,1
623,609,6.970814228,-1.90585494,1
623,641,6.796840668,-1.769165993,1
623,673,7.482968807,-1.391821384,1
623,705,9.232077599,-1.137684584,1
623,737,9.297509193,-1.775979042,1
623,769,10.10159969,-3.866809368,1
623,801,12.06245422,-6.992266655,1
623,833,12.57088375,-7.296339989,1
623,865,10.23676491,-6.079769135,1
623,897,7.012797356,-6.74431324,1
623,929,9.140341759,-7.98155117,1
623,961,12.05564404,-5.512727261,1
623,993,12.76097775,-6.053211212,1
623,1025,13.37567425,-6.924099922,1
623,1057,13.86875916,-8.304252625,1
623,1089,12.91318798,-8.067709923,1
623,1121,11.95862865,-8.043359756,1
623,1153,11.19248199,-8.001338959,1
623,1185,11.29167652,-8.179157257,1
623,1217,11.85074043,-8.327079773,1
623,1249,12.02359676,-9.184961319,1
623,1281,11.28561878,-9.39952755,1
623,1313,10.80689526,-9.451174736,1
623,1345,10.77289295,-9.5333395,1
623,1377,11.25666237,-9.411123276,1
623,1409,10.89941692,-8.669116974,1
623,1441,10.42055607,-8.442675591,1
623,1473,8.695384979,-9.048191071,1
623,1505,6.886705399,-10.33082199,1
623,1537,6.594996452,-10.95216274,1
623,1569,5.92404604,-11.48902798,1
623,1601,5.024876595,-9.214332581,1
623,1633,4.120253563,-7.557976723,1
623,1665,3.596777201,-6.536375999,1
623,1697,3.292569876,-6.390202522,1
623,1729,3.138621569,-7.898702145,1
623,1761,2.415015459,-6.407471657,1
623,1793,1.453696012,-5.581396103,1
623,1825,0.350854516,-4.805709839,1
623,1857,-0.6556503773,-3.783242702,1
623,1889,-0.5311192274,-5.419069767,1
623,1921,-0.1529708207,-4.801006317,1
623,1953,0.532777071,-5.739138603,1
623,1985,1.44891572,-6.876919746,1
623,2017,3.874932766,-0.9382309318,1
655,33,-6.163780212,3.660503864,1
655,65,-0.2831263542,-3.211153984,1
655,97,1.641013503,-2.954304934,1
655,129,0.9981956482,-3.42056179,1
655,161,0.4862992764,-3.639127016,1
655,193,0.6901228428,-4.385597229,1
655,225,1.638180494,-4.312851429,1
655,257,2.177462578,-3.7144804,1
655,289,2.6247859,-3.570724249,1
655,321,3.104416132,-3.700455666,1
655,353,3.283075809,-4.296455383,1
655,385,3.264456987,-2.702581406,1
655,417,3.950562,-2.200410604,1
655,449,3.765240192,-1.819967866,1
655,481,4.437550068,-1.233879924,1
655,513,5.364968777,-1.695652962,1
655,545,5.868576527,-2.112315416,1
655,577,5.27569294,-2.994785547,1
655,609,6.962815762,-2.09920764,1
655,641,7.52826786,-2.147271872,1
655,673,8.527832031,-2.61116457,1
655,705,8.29065609,-2.409798384,1
655,737,8.731811523,-2.152096748,1
655,769,10.12806702,-2.638979435,1
655,801,12.52881908,-5.194723606,1
655,833,14.28867149,-6.671470642,1
655,865,11.9463625,-8.505942345,1
655,897,9.067369461,-8.449394226,1
655,929,10.63455677,-5.368003845,1
655,961,12.58969498,-5.470327377,1
655,993,13.47156906,-6.049888611,1
655,1025,14.04148769,-7.310421944,1
655,1057,12.69501972,-7.320651054,1
655,1089,12.09860229,-7.749925137,1
655,1121,11.36116123,-7.92001152,1
655,1153,10.98064995,-7.744318008,1
655,1185,11.30386448,-7.974577904,1
655,1217,12.71032238,-8.255530357,1
655,1249,12.36265564,-9.699726105,1
655,1281,12.1133852,-10.35372353,1
655,1313,11.75070381,-10.69598961,1
655,1345,11.07819653,-10.69901657,1
655,1377,10.9830513,-10.80181217,1
655,1409,10.38970184,-9.54104805,1
655,1441,9.262914658,-9.848054886,1
655,1473,7.707137585,-10.5734663,1
655,1505,6.038960457,-10.48635006,1
655,1537,6.269640923,-10.79529762,1
655,1569,5.90568161,-11.17419243,1
655,1601,4.948963165,-8.988966942,1
655,1633,3.949641705,-7.176963329,1
655,1665,3.194165468,-5.45766449,1
655,1697,2.972326994,-6.761118412,1
655,1729,2.599186897,-8.057123184,1
655,1761,2.081278086,-6.55248642,1
655,1793,1.344310284,-5.543649197,1
655,1825,0.8594895601,-4.488077164,1
655,1857,0.6241018772,-3.506134987,1
655,1889,0.7186958194,-4.440196037,1
655,1921,1.214089513,-4.586266518,1
655,1953,1.515357614,-5.396997452,1
655,1985,1.463209629,-6.100328445,1
655,2017,2.01576376,-1.950045109,1
687,33,-1.928699255,4.585885048,1
687,65,0.5565088391,-3.820011139,1
687,97,4.560263634,-3.049287796,1
687,129,1.019501567,-4.286570072,1
687,161,-1.071030378,-3.857901096,1
687,193,-1.01841855,-4.202775955,1
687,225,0.8294149637,-4.398301125,1
687,257,2.492982626,-4.048597336,1
687,289,3.147194147,-3.796216011,1
687,321,3.210116386,-3.312781572,1
687,353,2.92266202,-2.663717031,1
687,385,2.429944038,-3.854421139,1
687,417,3.339792728,-2.101939201,1
687,449,2.263204098,-1.107335567,1
687,481,4.017086029,0.04623949528,1
687,513,5.692828655,-1.055221796,1
687,545,5.996824741,-1.305933356,1
687,577,6.66014719,0.01632118225,1
687,609,6.187158585,1.361138582,1
687,641,7.658438683,-2.423687935,1
687,673,7.414638519,-2.608127832,1
687,705,6.59105587,-3.372059584,1
687,737,8.331583023,-2.26987195,1
687,769,9.97647953,1.13493228,1
687,801,11.72640705,-2.479393005,1
687,833,12.9963541,-5.134592056,1
687,865,12.0526104,-4.702916145,1
687,897,11.07685375,-4.754753113,1
687,929,10.34026718,-5.193976402,1
687,961,12.22239876,-5.515409946,1
687,993,13.74869537,-5.986891747,1
687,1025,12.53317165,-6.417459011,1
687,1057,11.88911057,-6.871809959,1
687,1089,12.09406757,-7.703142643,1
687,1121,12.0107317,-11.22902012,1
687,1153,11.58501339,-7.857300758,1
687,1185,11.87083626,-7.960371971,1
687,1217,12.43998623,-9.245410919,1
687,1249,12.80126095,-10.44715786,1
687,1281,12.85750389,-10.78986073,1
687,1313,12.29200745,-11.37960339,1
687,1345,11.95670605,-11.53848457,1
687,1377,10.36507034,-11.20809555,1
687,1409,9.203662872,-10.35626984,1
687,1441,7.929274559,-11.96785069,1
687,1473,5.922911167,-11.44158363,1
687,1505,5.820768356,-10.73428154,1
687,1537,5.461711407,-10.67241383,1
687,1569,4.805973053,-10.86001301,1
687,1601,4.054862022,-7.496425629,1
687,1633,2.67565465,-5.660655975,1
687,1665,2.084500551,-5.404857635,1
687,1697,2.625572205,-6.153952122,1
687,1729,2.348372459,-7.275574684,1
687,1761,1.596541286,-6.74503231,1
687,1793,0.8410722017,-6.004128456,1
687,1825,0.7671313286,-5.070301533,1
687,1857,1.265961409,-4.831474781,1
687,1889,1.247839689,-4.71718359,1
687,1921,0.5371719599,-3.462208033,1
687,1953,0.3348201513,-3.384082079,1
687,1985,0.09654077888,-4.218628407,1
687,2017,0.05302715302,-2.746901274,1
719,33,5.986701965,6.240087986,1
719,65,0.9807629585,-1.391537309,1
719,97,2.252734661,-4.825945377,1
719,129,1.636597157,-6.023369312,1
719,161,-0.1021777391,-4.659925938,1
719,193,0.4280796647,-3.757513046,1
719,225,-1.05288434,-3.779601574,1
719,257,1.645727634,-4.305493832,1
719,289,2.482618809,-3.441793203,1
719,321,2.651125669,-3.178448915,1
719,353,2.042091608,-2.881910324,1
719,385,3.085078716,-2.324673176,1
719,417,3.992745876,-2.41329217,1
719,449,3.755746365,-1.760671377,1
719,481,4.570119858,-0.7062320709,1
719,513,5.044858456,-0.1943682432,1
719,545,5.530776501,-0.5187695026,1
719,577,7.686564922,-0.6188232899,1
719,609,8.871839523,-1.73436904,1
719,641,7.63267374,-2.680351496,1
719,673,6.939034939,-2.612956524,1
719,705,6.375638008,-3.239061594,1
719,737,7.270307541,-2.884835243,1
719,769,9.496387482,0.4546117783,1
719,801,10.75590706,-0.5152187347,1
719,833,12.3988533,-3.758630276,1
719,865,12.58186722,-3.451232433,1
719,897,11.32694149,-3.770883083,1
719,929,11.12774944,-2.983767509,1
719,961,12.02885532,-4.161379814,1
719,993,14.86637211,-6.122859955,1
719,1025,13.55031776,-6.451938152,1
719,1057,12.70748043,-6.720562458,1
719,1089,12.29146481,-7.890244484,1
719,1121,17.39060974,-14.58139133,1
719,1153,17.80090141,-14.26852226,1
719,1185,13.75791073,-12.87778187,1
719,1217,14.21577644,-11.90681171,1
719,1249,13.11569595,-11.11598301,1
719,1281,13.15993595,-10.63284492,1
719,1313,12.81375408,-10.56729507,1
719,1345,12.60983944,-11.37198639,1
719,1377,9.248833656,-11.7174778,1
719,1409,8.032773972,-11.34792042,1
719,1441,7.287582397,-10.83516693,1
719,1473,6.363239765,-10.68457794,1
719,1505,5.50803709,-11.51673317,1
719,1537,4.653345585,-11.3927145,1
719,1569,4.21506691,-8.455500603,1
719,1601,3.59666276,-4.87130022,1
719,1633,2.096110344,-4.256720543,1
719,1665,1.890602469,-5.778497219,1
719,1697,1.437761545,-5.974947929,1
719,1729,1.691505909,-6.946608543,1
719,1761,0.9345650673,-6.411064148,1
719,1793,0.01168775558,-5.888447285,1
719,1825,-0.03711867332,-5.399264336,1
719,1857,0.9092230797,-4.511685371,1
719,1889,1.071275115,-4.304940224,1
719,1921,0.4481238723,-3.680222988,1
719,1953,0.1384285986,-3.167905331,1
719,1985,-0.1601375937,-3.374511242,1
719,2017,-0.4690556824,-2.895974636,1
751,33,4.521691799,6.627435684,1
751,65,-0.3906705379,-3.399046421,1
751,97,1.06355238,-5.323916912,1
751,129,1.935851574,-5.593444347,1
751,161,1.079457045,-5.175885201,1
751,193,1.277712941,-3.889648914,1
751,225,-0.3795074224,-4.149748325,1
751,257,-0.6477764845,-5.024809837,1
751,289,-0.3517770767,-4.132620335,1
751,321,1.585165024,-3.51575923,1
751,353,1.886430025,-3.397691727,1
751,385,2.924785852,-2.497936726,1
751,417,4.536937237,-2.217375755,1
751,449,5.316307545,-2.268933296,1
751,481,5.270252228,-1.105232358,1
751,513,4.997217655,0.6696773767,1
751,545,5.840778351,-1.044900894,1
751,577,6.908265114,-2.194620371,1
