PIVlab, ASCII chart output - 12-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi & B:[10]MAX_Pos00d_TimeSrs0004_TgKrt18GFP_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
503,33,8.704475403,-1.786061525,1
503,49,2.025085688,2.204700232,1
503,65,4.732401371,-4.021624088,1
503,81,0.9568656683,-0.3003406525,1
503,97,0.945905447,-1.473894,1
503,113,3.289067268,9.396831512,1
503,129,6.726737499,0.7363879681,1
503,145,-2.895701408,-0.1789127588,1
503,161,-4.656439781,-1.143185019,1
503,177,-6.949982643,0.7080714703,1
503,193,-2.931972504,3.30683136,1
503,209,-2.424461365,3.382232189,1
503,225,-2.265042782,3.668369293,1
503,241,-1.938038588,3.825655222,1
503,257,0.1038324833,3.068699598,1
503,273,0.3816132545,4.292725563,1
503,289,-0.3641138375,5.025028229,1
503,305,-1.174993515,5.100759983,1
503,321,-3.576354504,4.952650547,1
503,337,-1.481101871,4.750279903,1
503,353,-0.08862364292,4.295547962,1
503,369,-1.546844721,4.510959148,1
503,385,-0.4403175712,5.744191647,1
503,401,0.859667778,6.015172005,1
503,417,1.495358467,5.759120941,1
503,433,1.657845974,7.31434679,1
503,449,2.114532948,8.207345009,1
503,465,1.573610425,6.693184376,1
503,481,-0.5093972683,6.908672333,1
503,497,-1.565636873,6.611379623,1
503,513,-8.761185646,2.62349081,1
503,529,-2.218024731,7.342225552,1
503,545,-2.578272581,7.372629166,1
503,561,-2.497637987,15.36183929,1
503,577,-2.22542572,2.341205597,1
503,593,1.225356936,14.10305595,1
503,609,1.502326131,14.44764614,1
503,625,5.90288496,5.625755787,1
503,641,0.07077279687,4.883111477,1
503,657,-0.0182165876,5.248878956,1
503,673,0.06254626811,5.667792797,1
503,689,0.1062251925,14.27798271,1
503,705,3.880902767,3.596744537,1
503,721,-1.014791489,6.004471302,1
503,737,8.88664341,8.452640533,1
503,753,7.256605625,7.144896507,1
503,769,0.4863193929,-2.299436569,1
503,785,0.2711598277,7.028510094,1
503,801,1.090417862,6.281489849,1
503,817,1.150705338,7.779829025,1
503,833,8.549685478,2.996965885,1
503,849,9.776124001,4.395532608,1
503,865,1.211434126,6.380248547,1
503,881,1.417766452,6.080078125,1
503,897,0.5566115379,6.17296648,1
503,913,-1.895269752,7.979767323,1
503,929,-2.594652653,7.128878117,1
503,945,0.7135505676,9.146541595,1
503,961,1.151293755,10.22530746,1
503,977,7.570015907,2.040687084,1
503,993,1.529568076,-1.236423016,1
503,1009,-6.268685818,3.122932911,1
503,1025,-4.197826862,6.588817596,1
503,1041,-1.481184363,6.658281803,1
503,1057,2.129798889,7.245271206,1
503,1073,-5.318687916,2.387655258,1
503,1089,4.114071369,4.37987709,1
503,1105,4.856554985,5.091897488,1
503,1121,5.817865849,3.502505541,1
503,1137,6.014582634,2.770204306,1
503,1153,6.192377567,2.462980986,1
503,1169,6.598659515,1.986036539,1
503,1185,8.143373489,2.268259525,1
503,1201,8.820837021,2.350919247,1
503,1217,8.905430794,3.77996254,1
503,1233,9.208148956,2.127535343,1
503,1249,9.498175621,1.196953535,1
503,1265,7.85200882,0.2766646743,1
503,1281,8.027832985,-0.6040967703,1
503,1297,0.8098630905,-5.754899502,1
503,1313,9.848883629,-1.4855088,1
503,1329,7.930869102,-2.049014091,1
503,1345,7.345667839,-1.890517712,1
503,1361,6.572372913,-1.360460997,1
503,1377,8.35102272,-6.376980305,1
503,1393,4.534507275,-1.520734549,1
503,1409,5.207039356,-1.968544722,1
503,1425,6.430401325,-1.875979424,1
503,1441,7.889977455,-1.621248007,1
503,1457,8.300882339,-3.223897934,1
503,1473,8.518096924,-1.222124577,1
503,1489,10.06399822,1.760949731,1
503,1505,7.662032604,0.7647494078,1
503,1521,8.625332832,0.2660395503,1
503,1537,9.306787491,-0.03604984283,1
503,1553,4.110368252,-5.56367588,1
503,1569,6.02114439,-5.106596947,1
503,1585,4.370494366,-6.308814049,1
503,1601,-3.943653584,-7.317321301,1
503,1617,4.934211254,-7.224047661,1
503,1633,5.719533443,-8.088209152,1
503,1649,6.265080929,-11.17126274,1
503,1665,9.487950325,-5.676988602,1
503,1681,10.68183136,-6.123478889,1
503,1697,8.157093048,2.720890522,1
503,1713,2.480554104,-7.183558464,1
503,1729,1.511918545,-13.88963127,1
503,1745,-3.109733105,-4.908883572,1
503,1761,-3.391461372,-4.262744427,1
503,1777,0.6036295891,-10.92457294,1
503,1793,3.758263588,-8.807878494,1
503,1809,5.789952278,-1.512434483,1
503,1825,6.29629755,1.608832359,1
503,1841,6.63356638,0.1218471527,1
503,1857,6.239667892,8.694664001,1
503,1873,5.700669289,8.238995552,1
503,1889,11.31506538,-7.639800072,1
503,1905,3.931843281,7.642388821,1
503,1921,5.551757336,-2.318304062,1
503,1937,7.489183426,-1.581751704,1
503,1953,7.463155746,-0.7382905483,1
503,1969,5.08331871,-0.3728973866,1
503,1985,5.603024483,0.7969167233,1
503,2001,5.649332523,0.1218364835,1
503,2017,4.587396145,-4.561973095,1
503,2033,1.619625092,-1.393832564,1
519,17,-0.06955623627,0.6750292778,1
519,33,8.864508629,7.970288754,1
519,49,4.387314796,-3.621001005,1
519,65,4.272063732,-3.502708912,1
519,81,-0.1756570339,1.04383707,1
519,97,0.3716008663,1.315603375,1
519,113,-8.527253151,2.198255539,1
519,129,-1.345793605,-0.8655010462,1
519,145,2.985361099,1.396689177,1
519,161,-7.512009621,-1.81627655,1
519,177,-3.440620184,0.3841152191,1
519,193,-1.549534321,5.248049736,1
519,209,-2.306818008,4.617172241,1
519,225,-2.634661198,4.913196564,1
519,241,-2.611096859,4.704915524,1
519,257,-1.221747994,5.328754425,1
519,273,-0.04048097134,5.555023193,1
519,289,-0.2594931126,5.248273849,1
519,305,-0.7015138865,5.477713585,1
519,321,-1.498970151,5.599879742,1
519,337,-1.175574541,6.302993298,1
519,353,0.339751482,5.696864128,1
519,369,0.6118474007,5.872208118,1
519,385,-0.06544935703,6.021233559,1
519,401,-0.002527832985,5.910464764,1
519,417,0.2582182288,6.027533531,1
519,433,1.087070704,6.398782253,1
519,449,2.161586046,7.971987247,1
519,465,2.529967785,9.100334167,1
519,481,1.683254242,8.926410675,1
519,497,0.1044892669,6.731799603,1
519,513,-6.791469574,4.257162094,1
519,529,-4.369633675,6.787484169,1
519,545,-4.843775749,7.124038219,1
519,561,-5.832230091,6.417570114,1
519,577,-4.07823658,4.125956535,1
519,593,-2.685134649,1.528573513,1
519,609,-3.920753002,6.117412567,1
519,625,3.565247536,12.16076565,1
519,641,1.001614213,5.882875919,1
519,657,0.1784217656,5.94760704,1
519,673,-0.07250368595,6.036197186,1
519,689,-0.3340951204,4.974009037,1
519,705,-0.6186101437,14.84621334,1
519,721,-1.125326872,10.07608223,1
519,737,0.03660975397,5.532615662,1
519,753,1.936718583,-2.502680302,1
519,769,-0.8707995415,7.344291687,1
519,785,-0.5909015536,7.01707077,1
519,801,0.6156015396,5.367621899,1
519,817,2.116413116,7.506703377,1
519,833,-0.1786736846,9.174098969,1
519,849,-0.7414140701,1.332882881,1
519,865,-1.316604376,6.822881699,1
519,881,-0.02350902557,6.388346195,1
519,897,0.9613097906,6.431862831,1
519,913,2.959638119,5.478302956,1
519,929,2.795334339,6.488256931,1
519,945,7.664853096,12.78799629,1
519,961,7.708566666,1.59944582,1
519,977,2.161720753,10.37912178,1
519,993,1.782169819,9.248750687,1
519,1009,1.690140605,6.72906065,1
519,1025,8.124522209,3.230950356,1
519,1041,9.017993927,3.046468735,1
519,1057,5.642545223,7.180977345,1
519,1073,8.287330627,12.30938911,1
519,1089,4.880138874,4.622876167,1
519,1105,5.443005562,3.732991695,1
519,1121,5.930956841,3.727071524,1
519,1137,6.376278877,3.345540762,1
519,1153,6.663433075,3.166094065,1
519,1169,6.990910053,2.538642168,1
519,1185,7.853981495,1.875027895,1
519,1201,9.031496048,1.70858407,1
519,1217,9.714929581,4.391220093,1
519,1233,8.989674568,1.93024981,1
519,1249,9.294120789,0.5210651159,1
519,1265,0.9633760452,0.6460617781,1
519,1281,0.7048254013,-0.639314115,1
519,1297,0.4295043945,-3.360464096,1
519,1313,8.288093567,-0.2876895666,1
519,1329,8.189232826,-1.419847608,1
519,1345,7.54876852,-1.442293644,1
519,1361,-0.649561882,-5.920073509,1
519,1377,-1.290401936,-5.730572701,1
519,1393,3.917387009,-1.622652292,1
519,1409,4.423513412,-1.897493124,1
519,1425,5.482453346,-0.9610971212,1
519,1441,6.831249237,-8.558821678,1
519,1457,6.886375427,-1.358551145,1
519,1473,6.877675533,-1.142275333,1
519,1489,8.120949745,3.775217056,1
519,1505,8.616209984,-0.4986374378,1
519,1521,8.028776169,-1.44761312,1
519,1537,14.48758984,-0.9788620472,1
519,1553,13.6006403,-2.726690769,1
519,1569,-1.908061981,-6.221786499,1
519,1585,7.104986668,-3.393044472,1
519,1601,-2.621331692,-10.65867996,1
519,1617,-3.782772064,-8.277291298,1
519,1633,4.569741249,-7.522028446,1
519,1649,5.235681534,-4.78031683,1
519,1665,10.57248306,-6.122983456,1
519,1681,-1.273745537,-10.93909264,1
519,1697,7.307324886,-6.051859379,1
519,1713,7.484641075,-7.91429615,1
519,1729,9.827236176,-7.398627281,1
519,1745,10.25418663,-5.422138214,1
519,1761,14.84789658,-4.676655769,1
519,1777,14.64553356,-5.622474194,1
519,1793,8.375740051,-7.217536449,1
519,1809,8.188111305,-0.07198619843,1
519,1825,9.470890999,-0.00895512104,1
519,1841,7.618385315,-1.487085819,1
519,1857,8.76548481,-3.331303835,1
519,1873,11.91366291,3.865333557,1
519,1889,2.915744305,8.059286118,1
519,1905,4.719257355,0.02511906624,1
519,1921,0.3793311119,-8.342026711,1
519,1937,7.269130707,-1.486953259,1
519,1953,6.417334557,-1.267459154,1
519,1969,12.43180084,2.302930832,1
519,1985,4.754619122,-0.4267799854,1
519,2001,5.817318916,-1.562895536,1
519,2017,5.716602802,-2.312310219,1
519,2033,-3.199148178,2.583578587,1
535,17,1.05675292,4.785980701,1
535,33,1.43202424,3.718097687,1
535,49,0.5504789352,3.826661587,1
535,65,-1.308614492,2.811644554,1
535,81,0.5377646089,-1.222519875,1
535,97,2.813604355,1.929077029,1
535,113,7.986519337,-1.48617363,1
535,129,-4.778325558,0.4581059813,1
535,145,4.884521961,-5.939852238,1
535,161,-2.638017178,-5.4352355,1
535,177,1.765245914,7.744958878,1
535,193,0.2913913727,6.694400787,1
535,209,-1.934354544,7.123901844,1
535,225,-2.707621574,5.784497261,1
535,241,-3.045580387,5.278107643,1
535,257,-2.063228607,6.334073067,1
535,273,-0.5616612434,3.27418375,1
535,289,-0.4653100967,3.447411537,1
535,305,-2.017406464,5.304824829,1
535,321,-2.437058926,6.062193871,1
535,337,-1.926219702,6.530873299,1
535,353,0.3491572142,6.624073982,1
535,369,-0.008513212204,6.344281673,1
535,385,-0.4388656914,5.952422619,1
535,401,0.01350308955,5.712070465,1
535,417,0.1248877048,6.329464912,1
535,433,0.826492846,6.871975899,1
535,449,2.520822048,8.311935425,1
535,465,1.691156149,8.348828316,1
535,481,1.430187225,8.194252968,1
535,497,0.8521399498,5.209290504,1
535,513,-9.884054184,4.233979702,1
535,529,-6.052052498,7.404414177,1
535,545,-7.510935783,6.583807468,1
535,561,-6.107700348,6.210343838,1
535,577,-4.355063438,4.185442924,1
535,593,-3.573440552,0.4212741852,1
535,609,-1.741374254,5.862904072,1
535,625,-0.03276115656,3.500803471,1
535,641,0.9692825675,5.520857811,1
535,657,-0.1126863658,5.819455624,1
535,673,-0.3818635941,5.757063389,1
535,689,-0.68034935,5.819368839,1
535,705,-0.6267826557,7.914362907,1
535,721,7.293320656,10.63700676,1
535,737,-2.053501368,5.665398121,1
535,753,-0.6513404846,6.442420483,1
535,769,-0.5098205209,7.510211468,1
535,785,-0.6978763938,6.572885036,1
535,801,0.1069165617,6.886641502,1
535,817,0.001813814044,6.745825291,1
535,833,-0.3062787354,17.02120972,1
535,849,-1.740455747,10.58145523,1
535,865,-0.9895374775,8.508447647,1
535,881,-0.6983997822,7.330377579,1
535,897,0.2666476965,7.747397423,1
535,913,1.80888319,6.776001453,1
535,929,2.317516565,7.841862679,1
535,945,2.322303057,10.18727112,1
535,961,7.951392174,1.58276701,1
535,977,2.67294383,7.316736221,1
535,993,0.7838592529,15.6784029,1
535,1009,1.62744379,6.893358707,1
535,1025,2.207653522,7.28219223,1
535,1041,3.368724823,4.802008629,1
535,1057,5.758282661,3.34644413,1
535,1073,8.930624962,12.66574287,1
535,1089,-1.069326401,11.40732956,1
535,1105,7.115019798,1.759208679,1
535,1121,6.256734371,4.01668644,1
535,1137,6.349372864,3.91629529,1
535,1153,6.862826824,3.800332308,1
535,1169,7.395998478,2.496865988,1
535,1185,8.068744659,1.710210085,1
535,1201,8.55238533,1.114045024,1
535,1217,10.37896347,2.744183779,1
535,1233,10.31483364,2.19273448,1
535,1249,9.983560562,0.9811673164,1
535,1265,9.655204773,0.3604105115,1
535,1281,10.90135098,-1.484867811,1
535,1297,9.251648903,-0.6897634268,1
535,1313,8.155364037,-0.3683963418,1
535,1329,7.912227154,-1.069666266,1
535,1345,7.480158806,-1.098928571,1
535,1361,0.5228943825,-6.775281906,1
535,1377,3.153297901,-2.425801277,1
535,1393,3.994476318,-1.679197788,1
535,1409,3.686090946,-2.037889719,1
535,1425,3.070793152,-1.732480764,1
535,1441,6.238852501,-2.092107058,1
535,1457,6.446854115,-2.537163258,1
535,1473,5.938090324,-2.247582436,1
535,1489,6.287108421,1.406978607,1
535,1505,4.020759583,1.355361462,1
535,1521,-0.6175570488,2.369223118,1
535,1537,15.10727406,-2.352964163,1
535,1553,-0.9444551468,1.573856115,1
535,1569,-2.276616096,-6.300729752,1
535,1585,-1.675262928,-9.234453201,1
535,1601,13.69767952,-3.746694088,1
535,1617,3.418455601,-7.369844437,1
535,1633,3.785939217,-10.35184956,1
535,1649,3.562567711,-4.622234344,1
535,1665,5.297745705,-5.977366924,1
535,1681,7.888288021,-15.45409584,1
535,1697,7.654227257,-6.669018269,1
535,1713,7.153805256,-7.970661163,1
535,1729,7.882843018,-7.016180992,1
535,1745,6.939744949,-4.782010078,1
535,1761,7.149333,-6.459208012,1
535,1777,4.072006226,5.722450733,1
535,1793,11.70306587,-6.078226089,1
535,1809,11.0775671,-2.160256624,1
535,1825,9.169622421,-1.672073841,1
535,1841,6.307786942,-3.658674955,1
535,1857,5.833477497,-2.266441107,1
535,1873,11.40446472,-6.863171577,1
535,1889,4.154624939,-0.2149012685,1
535,1905,4.442362309,0.1271300912,1
535,1921,4.266770363,-0.5107145905,1
535,1937,6.464728832,-4.019179344,1
535,1953,4.483196259,-3.470784187,1
535,1969,-1.667139769,-6.869508743,1
535,1985,2.894510269,0.7506524324,1
535,2001,5.457604408,-0.1192360818,1
535,2017,8.265325546,-0.7086992264,1
535,2033,7.3940835,0.109801054,1
551,17,1.291934013,4.526827812,1
551,33,1.876068473,3.869186878,1
551,49,0.7252976894,3.432994366,1
551,65,1.129676223,-0.9273538589,1
551,81,0.7671599984,-1.234838963,1
551,97,1.164173603,1.648534179,1
551,113,5.609763145,0.1694544554,1
551,129,-2.041466475,1.800928354,1
551,145,-0.2079335451,10.73325348,1
551,161,-2.445141792,-3.993098021,1
551,177,3.572301865,11.33602238,1
551,193,2.682559729,8.631819725,1
551,209,3.595887661,11.68271637,1
551,225,-2.757949114,5.379734993,1
551,241,-3.274501801,5.51147604,1
551,257,-5.797865391,9.775375366,1
551,273,-2.989048958,1.27143383,1
551,289,-2.53300643,2.271888494,1
551,305,-3.889739037,4.869348526,1
551,321,-3.050347328,6.260633469,1
551,337,-2.563891888,6.349246025,1
551,353,-1.952508926,7.311176777,1
551,369,-1.295413494,6.53237915,1
551,385,-0.9704793692,6.134200573,1
551,401,-0.08194373548,6.088861942,1
551,417,0.383592397,6.40226078,1
551,433,0.6483064294,8.008138657,1
551,449,0.1602689028,8.522377014,1
551,465,-0.9555951357,8.037988663,1
551,481,0.728456974,7.794343948,1
551,497,-3.742614985,15.0353775,1
551,513,-4.490481377,6.624969482,1
551,529,-1.972633362,4.848815918,1
551,545,-2.775636673,5.264165878,1
551,561,-5.103217125,5.273855209,1
551,577,5.496804237,10.60775375,1
551,593,1.254396677,14.54014587,1
551,609,-1.495568275,5.227390766,1
551,625,-0.626511097,4.168553829,1
551,641,0.3781301379,4.910322189,1
551,657,0.5693842769,4.607511997,1
551,673,-0.8215476871,5.543347836,1
551,689,-1.362462997,7.944966793,1
551,705,-1.2455585,8.019335747,1
551,721,-7.248072624,1.653949738,1
551,737,-0.5369462371,7.154930115,1
551,753,-1.768353224,7.047026634,1
551,769,-5.866633415,0.1199541092,1
551,785,-0.04239471257,6.410887241,1
551,801,-0.1169752479,6.819189072,1
551,817,-0.7807673812,7.010680199,1
551,833,-3.054799318,8.501176834,1
551,849,-1.341743231,9.258268356,1
551,865,-0.8399262428,8.679355621,1
551,881,0.5602953434,7.197692871,1
551,897,0.5595017672,8.465115547,1
551,913,1.202275872,8.234308243,1
551,929,1.006973982,9.132362366,1
551,945,1.347943187,8.857278824,1
551,961,4.027966022,7.494893551,1
551,977,3.5039711,6.431385994,1
551,993,-0.3815324306,15.55293274,1
551,1009,5.55026865,2.944383144,1
551,1025,1.963620901,7.625916958,1
551,1041,2.753599644,7.980360508,1
551,1057,12.83669662,5.488370419,1
551,1073,-4.266448498,8.081071854,1
551,1089,6.794188976,5.256836891,1
551,1105,9.639647484,-1.513724804,1
551,1121,13.4382925,8.837944031,1
551,1137,7.048483849,4.401676178,1
551,1153,6.687829971,4.670876503,1
551,1169,7.569691181,2.457923889,1
551,1185,8.774838448,1.665765047,1
551,1201,9.40199852,2.503548384,1
551,1217,10.56642532,3.233203173,1
551,1233,10.5687027,2.382164001,1
551,1249,9.951231956,1.975469232,1
551,1265,9.869380951,0.4692425132,1
551,1281,9.820404053,-1.680956006,1
551,1297,8.43669796,-0.8983376622,1
551,1313,7.53579998,-0.6884045005,1
551,1329,8.013946533,-0.8545296192,1
551,1345,7.686347961,-0.8586033583,1
551,1361,6.507556915,-1.046478271,1
551,1377,5.756440639,-1.66416049,1
551,1393,2.061290741,-1.723928452,1
551,1409,0.5898299217,-1.831527829,1
551,1425,0.99050951,-2.120752811,1
551,1441,6.155140877,-2.7564044,1
551,1457,6.275948524,-4.523994446,1
551,1473,6.19852972,-3.71875,1
551,1489,5.430408955,-2.156497955,1
551,1505,4.652605057,-4.137586594,1
551,1521,-0.9091773033,1.664279938,1
551,1537,5.17592144,-3.033452034,1
551,1553,0.04932641983,2.138588428,1
551,1569,-2.399240494,-4.162512302,1
551,1585,-1.547654629,-9.064752579,1
551,1601,4.777646542,-5.15309763,1
551,1617,2.52013731,-10.1074667,1
551,1633,1.230712414,-10.81287575,1
551,1649,3.576527596,-3.118960857,1
551,1665,4.036057472,-6.021566391,1
551,1681,5.848300934,-5.45304203,1
551,1697,6.787352562,-5.888703346,1
551,1713,7.080744267,-7.072452068,1
551,1729,6.877517223,-4.958199978,1
551,1745,6.934187412,-3.276655197,1
551,1761,7.135601044,-3.5651474,1
551,1777,8.337512016,-2.700424433,1
551,1793,8.170294762,-2.280789614,1
551,1809,6.87499094,-10.33362484,1
551,1825,6.773150444,-5.17090416,1
551,1841,6.145404816,-4.665093899,1
551,1857,5.77580452,-3.313964844,1
551,1873,4.047418594,-1.24396503,1
551,1889,3.525320053,-0.532749474,1
551,1905,3.997460365,0.09791851044,1
551,1921,5.039473534,0.5817661285,1
551,1937,4.708635807,-0.1540687084,1
551,1953,4.510526657,-3.29904747,1
551,1969,2.213997602,-1.314822435,1
551,1985,2.358346939,0.3999679089,1
551,2001,4.439595222,0.009774327278,1
551,2017,5.964495182,-0.8595347404,1
551,2033,6.408990383,-1.2300843,1
567,17,2.296045303,3.404950619,1
567,33,3.427362919,4.110097885,1
567,49,2.891223907,4.017679214,1
567,65,-7.593311787,4.414801121,1
567,81,-0.9260995984,2.514908314,1
567,97,-0.4240368605,1.370117664,1
567,113,-1.639382839,1.999754906,1
567,129,-2.082847118,0.9779617786,1
567,145,-7.553792,3.326538086,1
567,161,-9.306206703,6.543370247,1
567,177,-2.947478294,11.93938255,1
567,193,7.721860886,4.939031601,1
567,209,-1.317497492,4.184301853,1
567,225,-2.541752338,5.001698494,1
567,241,-3.959112167,5.741009712,1
567,257,2.405896664,-1.518649578,1
567,273,-4.505683899,0.658749342,1
567,289,-2.908165932,2.380304575,1
567,305,-3.020339727,5.428947449,1
567,321,-2.956731796,6.598436832,1
567,337,-2.910577774,5.421480179,1
567,353,-2.714492798,9.402876854,1
567,369,-1.008175254,-2.845179081,1
567,385,-1.137692451,5.781682491,1
567,401,-0.621306181,6.146421432,1
567,417,-0.133917585,6.927773476,1
567,433,0.6145577431,8.056749344,1
567,449,0.7891760468,7.396185875,1
567,465,-1.061601877,7.44131279,1
567,481,-3.19769001,15.64037609,1
567,497,4.590461254,6.550266266,1
567,513,-5.016234398,13.64437103,1
567,529,7.05795002,4.896021843,1
567,545,6.821152687,5.545750141,1
567,561,-8.453458786,11.47552013,1
567,577,-1.466464996,11.80953598,1
567,593,-1.912293911,8.394730568,1
567,609,-2.273956776,6.049332142,1
567,625,-1.445900202,5.340568542,1
567,641,-0.6852914095,4.938549519,1
567,657,-0.1886122227,5.115199089,1
567,673,-0.6241543293,5.922757149,1
567,689,-0.9420850277,7.553573132,1
567,705,-1.030973434,7.328771114,1
567,721,-4.540075302,-0.4326891899,1
567,737,-2.380975246,5.511640072,1
567,753,-0.1760697961,8.153842926,1
567,769,0.6378843188,6.984755516,1
567,785,2.504105806,5.582652569,1
567,801,0.8907412291,6.410617352,1
567,817,-0.2840516567,6.967813492,1
567,833,-1.436059475,7.769435406,1
567,849,-3.169868946,2.795427322,1
567,865,-1.084994435,8.661043167,1
567,881,0.01491159201,8.899279594,1
567,897,2.32125473,8.166428566,1
567,913,2.471284866,8.105071068,1
567,929,-1.467072368,0.6837878227,1
567,945,-7.290302277,6.641497135,1
567,961,-6.819253922,4.866850853,1
567,977,0.2516071796,15.19469261,1
567,993,1.569658995,6.299109459,1
567,1009,2.057039022,3.965939999,1
567,1025,2.974685907,6.642131329,1
567,1041,3.295934677,8.603191376,1
567,1057,1.935217381,14.47640419,1
567,1073,3.633227825,13.89705467,1
567,1089,6.560510159,4.570603848,1
567,1105,6.329774857,-1.242471695,1
567,1121,5.736359119,4.623945236,1
567,1137,5.868382454,4.141407013,1
567,1153,5.483272076,5.914901257,1
567,1169,7.864434242,2.185945034,1
567,1185,10.17735577,-3.159628153,1
567,1201,10.23488331,2.751569986,1
567,1217,11.03324032,3.773413897,1
567,1233,11.53555489,2.061470747,1
567,1249,9.94678688,2.288245201,1
567,1265,9.383418083,0.01029869914,1
567,1281,9.778683662,-2.46778512,1
567,1297,8.855699539,-1.808261275,1
567,1313,8.536475182,-0.1953415871,1
567,1329,8.410637856,-0.5864374638,1
567,1345,8.190387726,-1.199616194,1
567,1361,7.865949631,-1.247489095,1
567,1377,6.59868145,-1.98161459,1
567,1393,3.188720226,-1.389072776,1
567,1409,2.673948288,-2.283931017,1
567,1425,4.25673151,-3.267423391,1
567,1441,6.383435726,-3.276888609,1
567,1457,6.122223854,-3.731772423,1
567,1473,5.597997665,-3.046527386,1
567,1489,2.826440334,-5.112787247,1
567,1505,3.63786602,-3.924078226,1
567,1521,5.149571419,-4.969520569,1
567,1537,6.30111742,-3.54581356,1
567,1553,6.783171177,-6.920190334,1
567,1569,6.330712795,-5.714609623,1
567,1585,-0.2911639214,1.239613056,1
567,1601,8.146814346,1.911719799,1
567,1617,4.604854107,-8.178922653,1
567,1633,3.849309444,-8.969076157,1
567,1649,2.155344009,-5.250937939,1
567,1665,3.72022295,-7.767133713,1
567,1681,7.388978004,-8.99090004,1
567,1697,7.551679611,-6.419986248,1
567,1713,7.30136919,-6.079879761,1
567,1729,5.451705933,-3.581055641,1
567,1745,8.809221268,-2.691690207,1
567,1761,7.966032982,-1.967644691,1
567,1777,7.470452309,-2.277936697,1
567,1793,7.027112007,-1.167648315,1
567,1809,8.892519951,-0.2522952557,1
567,1825,6.110839844,-6.877874374,1
567,1841,6.099973679,-3.853721619,1
567,1857,5.410905361,-2.980773449,1
567,1873,5.028851509,-1.783851147,1
567,1889,4.741757393,-0.5644599199,1
567,1905,5.303805828,0.3729301095,1
567,1921,6.016387463,0.93016541,1
567,1937,5.802714825,1.168189764,1
567,1953,3.804330826,-0.3218061328,1
567,1969,3.466530323,-0.4223391712,1
567,1985,3.680280209,-0.5909361243,1
567,2001,4.687571049,-1.021953583,1
567,2017,5.861374378,-0.3997307122,1
567,2033,7.008267879,0.07301408052,1
583,17,4.070694447,2.181810141,1
583,33,4.981298923,3.858882427,1
583,49,3.075425148,7.626119614,1
583,65,3.563411713,-4.392413139,1
583,81,-0.5470599532,3.304894447,1
583,97,-1.388718128,3.180220842,1
583,113,-2.031186819,2.604282856,1
583,129,-3.303282738,-0.04393529892,1
583,145,-2.366726398,0.8000645638,1
583,161,-0.806715548,4.611694813,1
583,177,-4.608487129,11.49200726,1
583,193,1.226232409,4.370711803,1
583,209,-1.519924641,3.318883896,1
583,225,-3.526134968,4.809503078,1
583,241,-5.085532188,4.951897144,1
583,257,-5.154654503,4.736191273,1
583,273,-4.886716843,3.853264332,1
583,289,-4.614351749,4.040933609,1
583,305,-10.26530552,-1.271481037,1
583,321,-4.229434013,6.571536064,1
583,337,-1.939484119,12.32332993,1
583,353,-1.890042424,10.82794952,1
583,369,0.4448137283,-2.984804153,1
583,385,-2.283519268,4.94300127,1
583,401,-2.16633296,5.741213799,1
583,417,-0.9312871695,6.218314648,1
583,433,-0.2444607019,6.74658823,1
583,449,1.106415629,8.101548195,1
583,465,-0.8500940204,8.175560951,1
583,481,-4.403295517,14.55780029,1
583,497,-6.437695503,5.191053391,1
583,513,-5.139173985,5.309926987,1
583,529,-0.7397623062,4.394563198,1
583,545,3.303626299,13.15768814,1
583,561,-9.074971199,10.10795784,1
583,577,-0.375595808,11.66550255,1
583,593,-1.899787307,7.675672531,1
583,609,-2.001790524,7.007608414,1
583,625,-2.755992889,5.58772707,1
583,641,-0.9964911342,5.029597282,1
583,657,-0.2365626097,5.486403465,1
583,673,-0.8163054585,6.204162598,1
583,689,-0.9083004594,6.749245644,1
583,705,0.1151218414,6.844959259,1
583,721,-8.449796677,11.60290623,1
583,737,0.4242729843,6.918056488,1
583,753,1.620046377,5.894659042,1
583,769,2.787900448,-2.913003922,1
583,785,1.111911297,5.933154106,1
583,801,-1.950324774,14.96366024,1
583,817,1.973613858,7.385245323,1
583,833,0.4138976336,7.681030273,1
583,849,0.05254638195,9.392380714,1
583,865,0.02281183004,8.90536499,1
583,881,0.6658825278,8.197591782,1
583,897,1.172209263,8.127292633,1
583,913,1.056898594,8.36515522,1
583,929,-0.518879652,4.400784016,1
583,945,-0.4876574278,5.883985519,1
583,961,1.768098235,6.457858086,1
583,977,2.158062935,6.873032093,1
583,993,2.206877232,6.077877045,1
583,1009,2.471457481,5.308043957,1
583,1025,5.444859505,1.754018784,1
583,1041,5.317402363,8.511822701,1
583,1057,1.564709663,14.42595673,1
583,1073,4.172158241,4.811388969,1
583,1089,4.781915188,4.681138039,1
583,1105,5.251567841,1.670417309,1
583,1121,5.39482069,3.981667519,1
583,1137,6.076628208,3.653692722,1
583,1153,7.183789253,2.232203722,1
583,1169,8.456074715,1.907968283,1
583,1185,9.540886879,2.46748805,1
583,1201,11.74394321,2.985352993,1
583,1217,12.18741322,2.753397942,1
583,1233,10.59583092,2.275863647,1
583,1249,9.321839333,1.7375319,1
