PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[10]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
399,161,2.258190632,0.2685063183,1
399,193,1.703009367,0.05877155066,1
399,225,1.88002491,-0.06375876069,1
399,257,1.904463768,0.5318700075,1
399,289,1.066428185,0.7986438274,1
399,321,1.953799248,-0.002655774355,1
399,353,3.680703163,0.4782889187,1
399,385,3.733181477,0.08833521605,1
399,417,2.940360546,-0.933836937,1
399,449,3.309424877,-0.8400508761,1
399,481,3.378291607,-1.37677753,1
399,513,4.550885201,-2.914744854,1
399,545,5.120343685,-0.9302432537,1
399,577,5.33766222,0.6056656837,1
399,609,4.877892971,0.7488737702,1
399,641,5.269371986,0.09028923512,1
399,673,6.988861561,0.9764503241,1
399,705,8.467344284,2.092924118,1
399,737,9.387943268,3.415749073,1
399,769,9.919141769,4.220850945,1
399,801,10.38236618,3.291229248,1
399,833,12.79672527,4.390486717,1
399,865,15.07991505,6.112243176,1
399,897,17.63631821,6.803920269,1
399,929,22.12984657,5.170362949,1
399,961,24.76218796,5.862542152,1
399,993,25.78920364,5.131760597,1
399,1025,26.05403519,0.2365038395,1
399,1057,27.36188698,-1.343470931,1
399,1089,24.6991272,-1.117372155,1
399,1121,22.00918961,-1.664419413,1
399,1153,20.58094215,-1.883573532,1
399,1185,20.29675293,-2.401833773,1
399,1217,21.28865051,-3.933188438,1
399,1249,21.70958138,-5.350975037,1
399,1281,20.09733582,-6.459776402,1
399,1313,20.03000259,-8.40839386,1
399,1345,20.62296867,-10.02103329,1
399,1377,17.0593605,-11.23275757,1
399,1409,15.15812969,-11.34527016,1
399,1441,12.97097683,-10.6173563,1
399,1473,9.144953728,-9.087891579,1
399,1505,8.794795036,-9.073901176,1
399,1537,8.807723999,-7.469234467,1
399,1569,8.492919922,-6.78003931,1
399,1601,8.231692314,-6.599644184,1
399,1633,-11.39566898,-9.936041832,1
399,1665,10.11476612,-6.306297779,1
399,1697,9.980089188,-7.294052124,1
399,1729,7.997552872,-8.371706963,1
399,1761,7.285679817,-6.971296787,1
399,1793,6.158502102,-6.49552536,1
399,1825,5.546495914,-5.6489501,1
399,1857,4.553109646,-3.647030354,1
399,1889,0.6167008877,-5.226287842,1
399,1921,-0.8597265482,-2.6531744,1
399,1953,-0.8679853082,-0.769351244,1
399,1985,0.1824788153,-1.236963749,1
399,2017,2.309098721,-3.573382139,1
431,33,-0.206099987,0.1807254553,1
431,65,1.022606015,0.9791557789,1
431,97,1.291507959,0.6227790713,1
431,129,0.6092984676,1.057031631,1
431,161,2.075582027,2.03764534,1
431,193,2.463528156,0.6084452868,1
431,225,2.561691284,-0.09446883202,1
431,257,17.89904594,-10.61035061,1
431,289,1.414086819,0.4346289039,1
431,321,2.29931426,0.6262419224,1
431,353,3.442280293,0.6530963182,1
431,385,4.650506496,0.08695480227,1
431,417,3.603336573,0.2407497764,1
431,449,3.359694719,-0.3238767982,1
431,481,3.773970842,-1.505759954,1
431,513,3.965637922,-2.231091738,1
431,545,4.33806181,-1.038528681,1
431,577,4.623502254,-0.2822459936,1
431,609,-8.901514053,6.102568626,1
431,641,4.063364983,0.6142203212,1
431,673,6.25213623,1.644416332,1
431,705,7.530528545,2.261163473,1
431,737,8.620688438,4.016801357,1
431,769,9.519648552,4.657437325,1
431,801,10.0242815,5.614945412,1
431,833,12.27190399,6.22799015,1
431,865,14.14559269,6.038385391,1
431,897,16.19969749,8.019668579,1
431,929,19.6419239,8.449334145,1
431,961,24.69651604,11.72215462,1
431,993,27.06671333,4.277420044,1
431,1025,20.01962662,-1.292170763,1
431,1057,23.11455345,-0.6583661437,1
431,1089,26.59454727,-2.372514963,1
431,1121,22.8623085,-2.807993889,1
431,1153,20.85287666,-2.173250675,1
431,1185,20.41335678,-4.086576939,1
431,1217,21.15794373,-4.419024944,1
431,1249,22.99333191,-5.716377735,1
431,1281,23.94860077,-9.256614685,1
431,1313,19.22336769,-8.835989952,1
431,1345,18.01358223,-10.83928871,1
431,1377,16.5211544,-11.91173172,1
431,1409,14.35325813,-12.52305317,1
431,1441,11.76785851,-11.32431984,1
431,1473,9.51263237,-9.698215485,1
431,1505,10.38301563,-27.90677643,1
431,1537,8.738100052,-8.035721779,1
431,1569,7.754380703,-6.930291653,1
431,1601,6.879347324,-6.403018951,1
431,1633,7.258180618,-6.472496986,1
431,1665,8.352724075,-5.910110474,1
431,1697,8.89829731,-7.172588348,1
431,1729,8.212490082,-8.010343552,1
431,1761,6.392706871,-6.26798296,1
431,1793,5.018378735,-5.714976311,1
431,1825,4.297777176,-5.291456223,1
431,1857,3.260501623,-4.696592331,1
431,1889,0.8366928101,-4.241189003,1
431,1921,0.3009748459,-2.453271627,1
431,1953,0.6234589815,-0.6958622932,1
431,1985,0.7469958663,-1.243124962,1
431,2017,1.649978161,-3.539557695,1
463,33,0.2276571393,0.238799572,1
463,65,0.4611693025,0.9359672666,1
463,97,0.8510818481,0.2972000837,1
463,129,1.07098937,1.260242224,1
463,161,2.071326733,1.333569765,1
463,193,2.510306835,0.8545428514,1
463,225,2.892956972,0.7004469633,1
463,257,0.7901961803,0.3480152488,1
463,289,0.24147439,0.04131096601,1
463,321,1.417207479,0.1056338549,1
463,353,2.511029482,0.01192480326,1
463,385,3.650649548,0.0797983259,1
463,417,4.033351898,0.3590885401,1
463,449,3.88267231,-0.1848570108,1
463,481,4.121326447,-0.8784835935,1
463,513,3.903788328,-0.8143131137,1
463,545,3.597345591,-0.9413042665,1
463,577,3.861620426,-1.001223803,1
463,609,3.924882412,-0.6764565706,1
463,641,3.836273193,-0.04023337364,1
463,673,5.101579666,0.7241336107,1
463,705,6.489662647,1.486215472,1
463,737,7.780348778,4.761837006,1
463,769,9.2886343,5.352643013,1
463,801,9.910556793,6.411019325,1
463,833,11.84961319,7.237953186,1
463,865,13.41474628,6.990557671,1
463,897,14.80203056,9.163859367,1
463,929,17.56301117,8.619127274,1
463,961,21.786726,10.09839153,1
463,993,35.04282379,2.598639727,1
463,1025,32.70149612,2.753076792,1
463,1057,19.85712433,-0.7717162967,1
463,1089,25.2695694,-3.870912552,1
463,1121,23.25125504,-2.88521266,1
463,1153,21.59889984,-1.891668797,1
463,1185,21.74962234,-5.365094185,1
463,1217,21.28061485,-6.473956585,1
463,1249,19.97554779,-7.335017204,1
463,1281,18.32464981,-10.87298012,1
463,1313,20.68114853,-15.31053543,1
463,1345,15.95021725,-11.35328674,1
463,1377,14.62598419,-10.07098579,1
463,1409,12.74097919,-14.24375916,1
463,1441,10.84042072,-10.03994179,1
463,1473,9.091995239,-8.653132439,1
463,1505,8.195398331,-7.655947685,1
463,1537,8.349820137,-7.213151455,1
463,1569,7.350292683,-6.278636456,1
463,1601,6.390388489,-5.219419956,1
463,1633,5.830005646,-5.153860092,1
463,1665,5.485042572,-5.197517395,1
463,1697,6.19576931,-5.813685417,1
463,1729,7.118311882,-5.701630116,1
463,1761,5.575119495,-5.069943905,1
463,1793,4.166459084,-4.678934574,1
463,1825,2.992647409,-3.666444063,1
463,1857,2.490643024,-3.202490807,1
463,1889,2.075002432,-2.701281071,1
463,1921,1.745226383,-1.999926567,1
463,1953,2.526364326,-1.852233887,1
463,1985,0.06177097559,-0.6210377216,1
463,2017,-1.523929596,-2.957506418,1
495,33,1.404390097,0.2696346045,1
495,65,0.9729949832,0.467820555,1
495,97,0.5594116449,0.07907629013,1
495,129,0.8657711744,1.173996449,1
495,161,1.575211287,1.165518045,1
495,193,3.29175663,0.6237777472,1
495,225,2.088190079,0.3352379501,1
495,257,0.6521850824,-0.5560194254,1
495,289,1.12147963,-1.157367706,1
495,321,1.4573313,-1.450233459,1
495,353,2.028578997,-0.7909983397,1
495,385,3.700674057,0.1210090816,1
495,417,4.513233662,0.09475177526,1
495,449,4.563779354,-0.4547845721,1
495,481,4.091036797,-0.7683883309,1
495,513,3.778684855,-0.5876912475,1
495,545,3.435257912,-0.5244181156,1
495,577,3.366878748,-0.88621521,1
495,609,3.788865566,-0.7989119887,1
495,641,3.628634453,-0.7705888748,1
495,673,4.232439518,-0.6033289433,1
495,705,5.732265472,0.3706131279,1
495,737,6.87846899,4.701821804,1
495,769,8.723962784,7.398206234,1
495,801,8.698085785,6.262173653,1
495,833,10.22944832,7.518716812,1
495,865,12.57398415,7.698194981,1
495,897,13.88645554,9.051767349,1
495,929,15.47707367,8.252929688,1
495,961,18.61746216,9.959573746,1
495,993,31.8696003,3.593665361,1
495,1025,28.18675804,8.150600433,1
495,1057,29.19908905,-0.01544955373,1
495,1089,24.60640907,-1.859905243,1
495,1121,19.36624146,-2.610635519,1
495,1153,18.39089012,-3.02412796,1
495,1185,19.30383873,-5.950515747,1
495,1217,22.95557976,-7.812673569,1
495,1249,18.77147102,-10.33913994,1
495,1281,16.39374352,-10.7953825,1
495,1313,20.57500458,-18.60203552,1
495,1345,13.97420502,-19.20484161,1
495,1377,10.48794556,-18.23075485,1
495,1409,8.114209175,-18.64577866,1
495,1441,9.871308327,-4.436656952,1
495,1473,8.490867615,-6.96038723,1
495,1505,6.068936348,-7.084103584,1
495,1537,7.714903355,-6.82437706,1
495,1569,7.857788086,-5.094313145,1
495,1601,6.545534134,-4.790392399,1
495,1633,5.86552763,-4.512718201,1
495,1665,4.693107128,-4.537752628,1
495,1697,4.238179207,-4.709178925,1
495,1729,4.812751293,-3.707605839,1
495,1761,5.021304131,-3.240742445,1
495,1793,3.632209778,-3.590538025,1
495,1825,2.190820456,-3.578867674,1
495,1857,1.490938187,-2.535298824,1
495,1889,1.352430224,-2.796272278,1
495,1921,1.335299611,-2.580181837,1
495,1953,2.290902615,-2.577464581,1
495,1985,0.9548456073,-1.956894875,1
495,2017,-1.195027351,-2.682282686,1
527,33,0.974187851,0.1051615477,1
527,65,0.2300099432,1.078649759,1
527,97,0.3375303149,1.332139373,1
527,129,0.7649842501,1.377182603,1
527,161,1.094456434,1.489236355,1
527,193,2.764015675,0.4190457463,1
527,225,1.639879584,-0.62994802,1
527,257,1.110197186,-1.629927397,1
527,289,1.434402704,-2.402626038,1
527,321,1.819506049,-1.92819941,1
527,353,2.378040791,-1.11452508,1
527,385,3.237262726,-0.5238655806,1
527,417,3.722440004,-0.6200959086,1
527,449,3.580521345,-0.6941813231,1
527,481,4.077525139,-0.4902259111,1
527,513,3.522375107,-0.2641122341,1
527,545,2.958224058,-0.0778657794,1
527,577,3.193866253,-0.6278597713,1
527,609,3.646057844,-1.114714861,1
527,641,3.262018442,-1.398477554,1
527,673,3.217147827,-1.332117558,1
527,705,4.625346184,-0.7859364152,1
527,737,6.182434082,1.614172101,1
527,769,-8.145402908,15.83158875,1
527,801,6.707939625,4.750452995,1
527,833,21.86192322,14.89034748,1
527,865,10.22835255,7.460202217,1
527,897,11.82708931,7.99367857,1
527,929,13.74231529,9.752361298,1
527,961,17.26115227,13.68684196,1
527,993,15.84762955,4.324468613,1
527,1025,21.88989067,11.41092205,1
527,1057,26.74842453,9.564421654,1
527,1089,24.0594368,-1.535672784,1
527,1121,18.32379341,-2.699958801,1
527,1153,10.65428162,12.19245911,1
527,1185,16.32186317,-6.124424458,1
527,1217,18.40724945,-12.46934509,1
527,1249,16.18363953,-16.64035416,1
527,1281,14.3892498,-12.20315552,1
527,1313,32.68164825,-8.674408913,1
527,1345,10.03041077,-17.83043671,1
527,1377,7.667834282,-17.69156456,1
527,1409,6.245416641,-16.54059982,1
527,1441,7.992305756,-3.800348282,1
527,1473,25.37947464,-0.3313388824,1
527,1505,2.36887455,-6.771058083,1
527,1537,0.8991570473,-5.971002102,1
527,1569,1.629459381,-5.425131798,1
527,1601,25.34500885,-5.495070934,1
527,1633,5.421979427,-4.451102734,1
527,1665,4.219600677,-4.152589798,1
527,1697,3.325100422,-3.812278271,1
527,1729,2.586170673,-3.453758717,1
527,1761,3.348436832,-3.127985001,1
527,1793,2.803352833,-2.999958754,1
527,1825,1.478168726,-2.7129457,1
527,1857,1.262976527,-2.823112011,1
527,1889,1.075718164,-2.964967966,1
527,1921,0.7576109171,-3.066290379,1
527,1953,-1.889504194,-3.390315056,1
527,1985,-0.1206138134,-2.389058828,1
527,2017,-0.002129077911,-2.640351772,1
559,33,-0.137118876,-0.04848265648,1
559,65,-0.4588553011,1.262562752,1
559,97,-0.04598021507,1.628734589,1
559,129,1.107707262,1.503581285,1
559,161,2.247932911,2.533290148,1
559,193,1.658672214,-0.05230659246,1
559,225,0.9447752237,-0.9506583214,1
559,257,0.9218927622,-1.218016863,1
559,289,1.236223936,-2.373937607,1
559,321,1.5346421,-1.551490664,1
559,353,2.816472769,-0.6130536795,1
559,385,1.489062309,-1.978472114,1
559,417,1.6189363,-1.355352879,1
559,449,2.483636379,-1.678598404,1
559,481,3.631059408,-0.04590845108,1
559,513,3.094982147,0.9035892487,1
559,545,2.993899822,-0.194382906,1
559,577,3.737505674,-1.269752383,1
559,609,17.30656624,-8.436219215,1
559,641,3.553282738,-1.8606323,1
559,673,3.780817986,-2.511345863,1
559,705,20.89232445,9.349888802,1
559,737,5.292170525,-0.5282114744,1
559,769,5.913089275,1.113478184,1
559,801,6.049056053,1.768828869,1
559,833,6.673461437,2.491644859,1
559,865,8.199213028,4.287848473,1
559,897,9.180486679,6.385395527,1
559,929,10.53926277,9.806890488,1
559,961,13.01081562,13.4445858,1
559,993,13.0464344,3.720140934,1
559,1025,13.57823372,6.34205389,1
559,1057,15.5279007,4.635607719,1
559,1089,5.084482193,6.278636456,1
559,1121,4.793235779,9.907272339,1
559,1153,4.207147598,12.24816227,1
559,1185,4.996955872,11.92954063,1
559,1217,24.89710045,-21.05392265,1
559,1249,19.626194,-21.55525589,1
559,1281,0.6991586685,-11.38826466,1
559,1313,1.235882759,-8.669423103,1
559,1345,9.623058319,-16.37590981,1
559,1377,26.23614883,-3.343836784,1
559,1409,3.944236755,-13.96009541,1
559,1441,2.781060219,-5.908728123,1
559,1473,24.07090187,0.7691779137,1
559,1505,3.75164938,-5.047982216,1
559,1537,1.48256731,-5.675760269,1
559,1569,1.949192047,-5.489575863,1
559,1601,3.376112938,-4.284427166,1
559,1633,3.964900494,-4.544469357,1
559,1665,3.734941006,-4.41672039,1
559,1697,3.489241123,-4.2342062,1
559,1729,2.75146389,-3.655165672,1
559,1761,2.683016062,-3.307877541,1
559,1793,1.966699839,-2.486370564,1
559,1825,0.7608444691,-1.562753677,1
559,1857,0.9598462582,-3.517526627,1
559,1889,0.8636484146,-2.661457539,1
559,1921,-0.64568609,-0.8207120895,1
559,1953,-1.990679502,-2.328159094,1
559,1985,-1.830443621,-2.430326462,1
559,2017,-1.17735219,-2.421124458,1
591,33,0.1953425258,-0.06056904793,1
591,65,0.4961401224,0.6197474003,1
591,97,0.3218154311,1.140560269,1
591,129,0.8898329735,0.6783874035,1
591,161,0.9572690725,0.2661886215,1
591,193,0.3611981869,-1.610184431,1
591,225,0.6546928883,-1.376566052,1
591,257,1.233052731,0.08372712135,1
591,289,1.441747546,-0.9196970463,1
591,321,2.189367771,-1.654323578,1
591,353,4.657171249,-2.428203106,1
591,385,2.382500172,-1.575621724,1
591,417,2.263913631,-0.8614960909,1
591,449,2.44228673,-0.8569244146,1
591,481,1.918794155,0.3347806931,1
591,513,2.851733923,1.498337269,1
591,545,3.261325359,-0.388284266,1
591,577,2.551000118,-1.010840297,1
591,609,2.361074924,-1.514317751,1
591,641,3.685967922,-2.078344345,1
591,673,3.055470943,-3.714514971,1
591,705,2.813815832,-1.842225552,1
591,737,3.832463741,-1.350709915,1
591,769,5.124203682,-1.055473566,1
591,801,5.906843185,0.2388529778,1
591,833,6.816633224,1.44366312,1
591,865,7.704889297,2.895012617,1
591,897,8.380548477,5.29224968,1
591,929,9.516658783,7.594153881,1
591,961,9.329633713,8.561519623,1
591,993,8.79329586,7.053970337,1
591,1025,9.710277557,0.8882126212,1
591,1057,10.57165527,0.5017759204,1
591,1089,11.84126854,-0.7931806445,1
591,1121,1.09903717,13.63873291,1
591,1153,3.253015518,13.14520168,1
591,1185,2.946311951,11.57817554,1
591,1217,4.629056931,11.43117714,1
591,1249,8.687459946,-20.33677673,1
591,1281,20.97077942,-8.599586487,1
591,1313,17.8634243,-8.34548378,1
591,1345,9.124703407,-16.47174454,1
591,1377,7.202075005,-14.20543289,1
591,1409,4.166223049,-14.37328911,1
591,1441,3.348169327,-6.132734299,1
591,1473,6.517839432,12.7728405,1
591,1505,4.897022247,-5.295469284,1
591,1537,3.476728439,-6.324901581,1
591,1569,17.60983467,8.103790283,1
591,1601,3.662119627,-4.832409859,1
591,1633,2.642832756,-4.851762295,1
591,1665,3.385923862,-5.181219578,1
591,1697,4.181207657,-5.451005459,1
591,1729,4.654263496,-4.337630272,1
591,1761,3.232930183,-3.324464798,1
591,1793,1.804704905,-2.68530345,1
591,1825,1.819424868,-3.0064044,1
591,1857,1.877532721,-4.347501278,1
591,1889,1.75767827,-2.744122744,1
591,1921,0.1530109644,-1.114706039,1
591,1953,-1.151383519,-2.354194164,1
591,1985,-1.632251143,-2.623002529,1
591,2017,-1.102195144,-2.05513382,1
623,33,0.7772419453,0.3255982399,1
623,65,0.7002565265,0.5735685229,1
623,97,0.5724729896,0.9433039427,1
623,129,0.796626389,0.5898018479,1
623,161,0.3402176201,-0.02773344517,1
623,193,-0.3015614748,-1.346276999,1
623,225,0.1927598417,-1.310317278,1
623,257,0.3618998528,-0.2062940598,1
623,289,0.3246096969,-1.123682022,1
623,321,3.048438072,-1.708100557,1
623,353,3.185361862,-2.51418972,1
623,385,4.301379681,-10.10492516,1
623,417,0.8842827082,0.3444494605,1
623,449,0.2121629715,0.6180962324,1
623,481,0.1258221865,1.199028373,1
623,513,2.365772724,1.27694416,1
623,545,2.941432953,-0.06823560596,1
623,577,1.00643611,-0.2362870574,1
623,609,0.7066075802,-0.9943785667,1
623,641,0.8588802814,-2.099892139,1
623,673,2.35188055,-4.397606373,1
623,705,2.559081078,-2.582135916,1
623,737,2.72662735,-1.911474943,1
623,769,4.127655983,-2.221227646,1
623,801,4.228948593,-1.821816444,1
623,833,4.947041988,-0.5611073971,1
623,865,6.341335297,1.579207301,1
623,897,6.849799156,3.758945704,1
623,929,7.394004822,5.859238148,1
623,961,6.992388725,6.211861134,1
623,993,6.074882507,5.335597038,1
623,1025,7.478798866,-0.6265827417,1
623,1057,7.610652447,-0.7930956483,1
623,1089,16.73288345,-1.00723362,1
623,1121,21.84225082,-2.237632275,1
623,1153,1.657022476,12.6717844,1
623,1185,3.110667229,11.40684605,1
623,1217,4.60459137,9.531074524,1
623,1249,9.01031971,-15.24568844,1
623,1281,15.28466988,-9.492895126,1
623,1313,15.48247623,-8.998604774,1
623,1345,12.67380142,-12.96938992,1
623,1377,7.184659958,-13.71583843,1
623,1409,8.437683105,-11.51589394,1
623,1441,6.338645458,-5.958540916,1
623,1473,6.937899113,-6.376788139,1
623,1505,6.048111439,-6.623434544,1
623,1537,4.21312952,-6.535683632,1
623,1569,4.745616913,-5.760012627,1
623,1601,3.945005417,-6.253935814,1
623,1633,1.886137724,-5.310851574,1
623,1665,3.449962378,-5.574066639,1
623,1697,4.788167953,-5.831407547,1
623,1729,5.137187958,-4.862935543,1
623,1761,3.97445941,-3.380825996,1
623,1793,2.999615908,-3.091288567,1
623,1825,2.85172987,-3.630451202,1
623,1857,3.332520962,-3.454617739,1
623,1889,3.047103167,-2.950318575,1
623,1921,1.626329422,-2.44398427,1
623,1953,0.8870565891,-2.172686577,1
623,1985,-0.6526785493,-4.61461544,1
623,2017,-1.203191161,-2.170734882,1
655,33,1.963129997,0.5260179043,1
655,65,0.9912178516,0.3824658394,1
655,97,0.6445270777,0.5987098813,1
655,129,1.011632681,1.088218689,1
655,161,0.4743607044,-0.2622379065,1
655,193,0.2301917523,-1.069815397,1
655,225,-0.0619814992,-0.7673488855,1
655,257,-0.7679115534,-0.4231756926,1
655,289,-0.1510273218,-1.23606956,1
655,321,0.05762457848,-2.225254774,1
655,353,-0.3494689465,-2.764549017,1
655,385,6.18206501,17.35479546,1
655,417,-0.9634388685,-0.2296913862,1
655,449,-0.8293501139,1.124537945,1
655,481,0.6511722803,2.230813026,1
655,513,1.413516998,1.146424413,1
655,545,1.512129903,0.1311354935,1
655,577,2.395738363,-0.6007728577,1
655,609,2.147527456,-1.014355898,1
655,641,0.5092635155,-1.011079788,1
655,673,-0.1010746956,-5.504247665,1
655,705,2.987952709,-4.505866528,1
655,737,3.651881933,-3.34487772,1
655,769,3.871123075,-3.083621502,1
655,801,3.20700264,-3.733617783,1
655,833,3.575935364,-1.970850229,1
655,865,5.156021118,-0.3641626835,1
655,897,6.818596363,0.8389072418,1
655,929,6.752620697,2.892929554,1
655,961,6.258722782,4.295073509,1
655,993,8.09677124,3.866679668,1
655,1025,0.1465287209,-2.432688713,1
655,1057,0.2942419052,-2.256316423,1
655,1089,8.755998611,-1.171154499,1
655,1121,14.4656868,-3.173869848,1
655,1153,1.141644955,-4.364480019,1
655,1185,3.955676556,11.09250736,1
655,1217,-9.085865021,-10.46178436,1
655,1249,6.540011883,-10.79238033,1
655,1281,6.390507698,-10.46945381,1
655,1313,22.09341812,-1.874673843,1
655,1345,-1.253947258,-23.37081909,1
655,1377,2.577866554,-16.07966614,1
655,1409,6.737212658,-12.78998184,1
655,1441,6.838133335,-9.748451233,1
655,1473,5.591406822,-9.15050602,1
655,1505,5.313530922,-8.114847183,1
655,1537,2.578271151,-6.912990093,1
655,1569,1.931588888,-6.690587521,1
655,1601,3.400191545,-5.269114971,1
655,1633,2.52191925,-4.606973648,1
655,1665,14.69713593,-5.580113888,1
655,1697,11.54332924,-5.446948051,1
655,1729,5.500796318,-4.502098083,1
655,1761,5.44547081,-2.773583412,1
655,1793,4.395134926,-2.588465214,1
655,1825,2.928453445,-3.378553391,1
655,1857,2.694464922,-2.994801998,1
655,1889,2.105915546,-2.76086092,1
655,1921,1.454338074,-2.145137548,1
655,1953,1.324414611,-1.58897531,1
655,1985,0.2835154533,-2.676640034,1
655,2017,-0.9332946539,-2.125243425,1
687,33,-0.3056155443,0.7037822008,1
687,65,-0.3944739103,-0.6863873005,1
687,97,0.4971549511,-0.3726896644,1
687,129,0.8525907993,-0.5670278072,1
687,161,0.763635993,-0.7902798653,1
687,193,0.4020185173,-1.518668771,1
687,225,0.1244107634,-2.011655331,1
687,257,-0.2389755249,-1.566312671,1
687,289,-0.8277622461,-1.245065689,1
687,321,-1.192054033,-3.937770844,1
687,353,-1.350306869,-5.117959023,1
687,385,-1.304302931,-2.126229286,1
687,417,4.226108074,-18.36077881,1
687,449,-1.85479033,0.5533713102,1
687,481,-0.1810017526,0.003470867872,1
687,513,0.5157757998,-0.1585828662,1
687,545,1.384316683,-1.067940712,1
687,577,13.35044479,5.424247265,1
687,609,3.671104431,-2.702118158,1
687,641,1.304622173,-1.33104372,1
687,673,2.3923316,-4.376508713,1
687,705,2.26612854,-4.133793831,1
687,737,2.067911386,-4.573813438,1
687,769,2.454169273,-3.678199053,1
687,801,2.191311598,-3.444966793,1
687,833,1.127651691,-2.801855564,1
687,865,3.081451654,-3.015592813,1
687,897,4.58915472,-1.224798203,1
687,929,5.451324463,0.4559708834,1
687,961,6.121510983,1.864829302,1
687,993,7.348198891,0.954293251,1
687,1025,-7.856885433,-3.998302221,1
687,1057,5.037520409,-2.868326426,1
687,1089,-13.247015,-1.273901463,1
687,1121,14.76894569,-1.279915333,1
687,1153,0.02274751663,-2.083143234,1
687,1185,-10.49319267,-18.85764885,1
687,1217,5.554713249,-9.811654091,1
687,1249,4.977620125,-10.75628948,1
687,1281,4.867845535,-10.53392696,1
687,1313,2.040575504,-15.26577568,1
687,1345,1.243772984,-20.01683044,1
687,1377,1.229147911,-16.33491135,1
687,1409,2.719632149,-14.60414505,1
687,1441,3.206114769,-12.03654003,1
687,1473,3.697907209,-14.37958336,1
687,1505,3.936152935,-11.73444843,1
687,1537,1.354284286,-7.683154106,1
687,1569,2.184576273,-6.296210289,1
687,1601,3.756064177,-5.633588314,1
687,1633,3.842808008,-5.509178638,1
687,1665,3.525639057,14.34937,1
687,1697,5.277578831,-5.672916412,1
687,1729,3.13184309,-4.677880764,1
687,1761,-10.15479279,-13.47058105,1
687,1793,4.374392509,-2.074088812,1
687,1825,2.3279531,-2.871261597,1
687,1857,1.748484612,-3.139472008,1
687,1889,1.76905632,-2.521991491,1
687,1921,1.582671046,-1.665888309,1
687,1953,1.255278587,-1.116672516,1
687,1985,0.7214387655,-0.1903322935,1
687,2017,-0.1896659434,-1.946240425,1
719,33,-0.287630558,0.9671322107,1
719,65,0.4640189409,-1.126082659,1
719,97,1.119457722,-1.699928403,1
719,129,1.46155417,-1.906641245,1
719,161,0.4939712286,-3.007733107,1
719,193,-0.100890398,-2.796757698,1
719,225,0.2374408543,-2.958343983,1
719,257,-0.2333288193,-2.498658419,1
719,289,-1.788051724,-2.090699196,1
719,321,-2.213752747,-2.682466269,1
719,353,-2.534814358,-2.308419466,1
719,385,-2.930802822,-1.254678726,1
719,417,-12.38034153,14.08590794,1
719,449,-2.680785656,-1.260569334,1
719,481,-1.40137732,-2.904554844,1
719,513,-0.1348282695,-2.991010904,1
719,545,0.4117741585,-3.584089279,1
719,577,3.04388237,-2.948130131,1
719,609,5.579314232,-3.247116804,1
719,641,4.339428902,-3.579627037,1
719,673,2.920834303,-3.864786148,1
719,705,1.766448617,-4.171663761,1
719,737,0.620650053,-4.370052338,1
719,769,0.7298437357,-3.332384825,1
719,801,0.7635819912,-3.148911953,1
719,833,0.3842332363,-3.324249268,1
719,865,1.428346634,-3.366844177,1
719,897,3.356479883,-2.553012371,1
719,929,3.696248531,-1.872650146,1
719,961,3.890031338,-1.397531033,1
719,993,3.973849773,0.7042913437,1
719,1025,4.060656071,-1.486914158,1
719,1057,4.677914143,-2.031617641,1
719,1089,-10.71540642,-1.361104012,1
719,1121,16.02878952,-4.102978706,1
719,1153,9.312454224,-7.877248764,1
719,1185,6.310148239,-1.68588829,1
719,1217,8.243328094,-1.152208805,1
719,1249,4.108139992,-12.97537899,1
719,1281,2.430688858,-10.03329372,1
719,1313,-3.184684277,-21.38168144,1
719,1345,-3.403972626,-12.80085468,1
719,1377,1.195921421,-16.06570816,1
719,1409,2.267877817,-14.9792738,1
719,1441,4.338805676,-8.76938343,1
719,1473,3.764817476,-7.751369476,1
719,1505,3.169523001,-7.152728081,1
719,1537,1.992601395,-6.073447704,1
719,1569,2.353083611,-5.648644447,1
719,1601,4.40453434,-6.068775654,1
719,1633,3.870564461,-5.639342308,1
719,1665,3.166191339,-5.610583782,1
719,1697,2.930766582,-5.153301239,1
719,1729,1.400759935,-4.39454937,1
719,1761,2.301436186,-3.936199427,1
719,1793,2.797737837,-2.632199049,1
719,1825,2.311935186,-2.441665173,1
719,1857,1.961725712,-2.427214622,1
719,1889,1.953599811,-2.027544975,1
719,1921,1.576006413,-1.410242319,1
719,1953,1.778949976,-1.054808378,1
719,1985,1.708032966,0.3209499121,1
719,2017,0.9950985909,-1.831336141,1
751,33,0.66444695,0.6640396118,1
751,65,1.107776761,-0.4616976976,1
751,97,1.451762915,-0.684312284,1
751,129,1.103373408,-1.79637897,1
751,161,0.4454141557,-3.940280437,1
751,193,-17.43292809,-11.26310158,1
751,225,0.7835149169,-3.489173889,1
751,257,-0.1476515234,-3.288761854,1
751,289,-1.180243373,-3.338595867,1
751,321,-4.320253372,-3.642969608,1
751,353,-4.34089756,-3.234281778,1
751,385,-2.723372221,-2.524205685,1
751,417,-1.90134871,-2.380460978,1
751,449,-2.064791203,-3.910517216,1
751,481,-1.877314568,-4.86528492,1
