PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_1202204_TgUtrmcherry_K4K8MO010.avi & B:[10]MAX_1202204_TgUtrmcherry_K4K8MO010.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
1423,129,0.002590596676,-3.98177886,1
1423,161,0.1949617863,-3.774336815,1
1423,193,0.1339234263,-3.895454645,1
1423,225,0.0291813314,-3.445446014,1
1423,257,-0.4031407237,-3.167768002,1
1423,289,-0.5503357649,-4.667568207,1
1423,321,-0.7019900084,-3.939325333,1
1423,353,-1.826043844,-1.832098961,1
1423,385,-2.111778259,-2.758093834,1
1423,417,-1.020631433,-4.360772133,1
1423,449,-2.515020132,-4.340984344,1
1423,481,-3.83741188,-4.403610229,1
1423,513,-3.737763405,-5.41778326,1
1423,545,-4.182080746,-4.384775162,1
1423,577,-3.182204247,-3.488673687,1
1423,609,-1.836237907,-3.227210045,1
1423,641,-1.27284956,-3.490294456,1
1423,673,-0.3302471638,-3.625094414,1
1423,705,-2.066868067,-4.476560593,1
1423,737,-3.741927624,-3.98316431,1
1423,769,-5.613119125,-3.590540886,1
1423,801,-5.753520966,-4.583779812,1
1423,833,-6.320961952,-3.338759899,1
1423,865,-7.686968803,-1.801004648,1
1423,897,-9.493660927,-3.372696638,1
1423,929,-10.03220367,-1.090625048,1
1423,961,-11.36600876,-1.18302238,1
1423,993,-11.11655426,-1.299030542,1
1423,1025,-11.19403172,-2.119130611,1
1423,1057,-12.22307587,-1.970925331,1
1423,1089,-15.52813339,-1.432476521,1
1423,1121,-18.00656891,-2.111945868,1
1423,1153,-20.49557114,-4.014296532,1
1423,1185,-21.088274,-5.664448261,1
1423,1217,-19.52957916,-6.891694069,1
1423,1249,-16.10331726,-7.044819355,1
1423,1281,-14.28637505,-8.247325897,1
1423,1313,-12.46386337,-6.380095959,1
1423,1345,-9.554980278,-5.423741341,1
1423,1377,-8.086951256,-5.4324646,1
1423,1409,-24.14030075,6.22657156,1
1423,1441,-21.78918266,8.677885056,1
1423,1473,-13.79690933,-18.69784737,1
1423,1505,-6.152581215,-3.433879137,1
1423,1537,-4.441755295,-4.781878471,1
1423,1569,-5.006978512,-5.133878231,1
1423,1601,-4.256909847,-4.493203163,1
1423,1633,-2.71907258,-2.930108547,1
1423,1665,-2.30937171,-2.259488344,1
1423,1697,-1.862629294,-2.983439445,1
1423,1729,-1.222631097,-1.661924124,1
1423,1761,-1.112794995,-2.818327427,1
1423,1793,-1.628515244,-1.465485334,1
1423,1825,-1.622992039,-1.339772463,1
1423,1857,-2.184086084,-2.498785734,1
1423,1889,-1.907598138,-3.596988678,1
1423,1921,-0.388897419,-3.782468796,1
1423,1953,0.9143993855,-3.394567728,1
1423,1985,1.873996258,-2.667689562,1
1423,2017,2.021429539,-0.1924310625,1
1455,33,-2.019105911,3.053473473,1
1455,65,-0.854026556,-1.867013693,1
1455,97,-0.43078053,-3.298271418,1
1455,129,0.3509859443,-4.820584297,1
1455,161,0.1810449064,-4.3126297,1
1455,193,-0.53680408,-4.748894691,1
1455,225,-0.1412285268,-4.802315712,1
1455,257,-0.01300013065,-3.436201096,1
1455,289,-1.072714567,-3.630567551,1
1455,321,-1.168233275,-3.595085144,1
1455,353,-1.293840647,-3.484075069,1
1455,385,-4.950306416,15.86328411,1
1455,417,-12.58512688,9.638425827,1
1455,449,-3.398260117,-2.715283394,1
1455,481,-3.780218124,-2.418558121,1
1455,513,-4.056900024,-3.880496502,1
1455,545,-4.947321415,-3.923254251,1
1455,577,-3.800788641,-2.650426865,1
1455,609,-3.415078163,-2.099219561,1
1455,641,-3.208433867,-2.546413898,1
1455,673,-1.367629051,-3.136586905,1
1455,705,-1.919207096,-3.649425983,1
1455,737,-5.372850895,-3.283074856,1
1455,769,-7.029169559,-2.245991707,1
1455,801,-7.055830002,-1.207963943,1
1455,833,-8.924221039,0.03051173687,1
1455,865,-12.25275612,-0.04913461208,1
1455,897,-11.17939472,1.634637356,1
1455,929,-11.29576206,0.6574392915,1
1455,961,-11.54375648,-0.02794232965,1
1455,993,-11.26101685,-0.7952461839,1
1455,1025,-11.23870754,-0.911852479,1
1455,1057,-11.88726044,-1.1207757,1
1455,1089,-13.5252285,-2.033011436,1
1455,1121,-17.01556015,-3.384983301,1
1455,1153,-18.79332352,-4.213180542,1
1455,1185,-19.59560776,-5.688762665,1
1455,1217,-19.31222153,-6.118445396,1
1455,1249,-18.44351196,-8.170427322,1
1455,1281,-14.88803482,-8.754418373,1
1455,1313,-12.59243107,-7.548158646,1
1455,1345,-9.756134033,-6.299055576,1
1455,1377,-8.444159508,-7.374168396,1
1455,1409,-9.312353134,-5.855400085,1
1455,1441,-7.576381207,-4.285789967,1
1455,1473,-6.532098293,-4.497916698,1
1455,1505,-6.092023373,-4.029931545,1
1455,1537,-5.0588274,-4.479381084,1
1455,1569,-4.707121372,-5.267100334,1
1455,1601,-3.753428459,-5.362645626,1
1455,1633,-1.879894972,-4.197232723,1
1455,1665,-1.712581158,-2.823625088,1
1455,1697,-1.771401525,-3.903779745,1
1455,1729,-1.397695303,-4.074183464,1
1455,1761,-0.5417240858,-3.591978073,1
1455,1793,-0.4331493378,-2.638649702,1
1455,1825,-0.8793347478,-3.080844164,1
1455,1857,-1.245187759,-5.055520058,1
1455,1889,-1.283629417,-4.636065483,1
1455,1921,0.1127554774,-4.032103539,1
1455,1953,1.219038606,-4.334861755,1
1455,1985,1.430435658,-3.024223804,1
1455,2017,2.509684086,-0.1242896914,1
1487,33,-0.7081291676,1.269168377,1
1487,65,-0.3665511608,-2.717927933,1
1487,97,-0.1014828682,-3.680864811,1
1487,129,0.03484082222,-4.708127022,1
1487,161,-0.05065914989,-4.300180435,1
1487,193,-1.299389482,-4.677215099,1
1487,225,-0.8015378714,-5.187690735,1
1487,257,-0.4949018955,-4.530119419,1
1487,289,-1.171053886,-4.437734604,1
1487,321,-1.123203635,-4.618122578,1
1487,353,-1.485264778,-18.6321888,1
1487,385,-0.577205658,-3.961480141,1
1487,417,3.794435501,9.726789474,1
1487,449,-3.572008848,-0.7137312889,1
1487,481,-3.832751274,-0.1666224003,1
1487,513,-3.498565674,-1.464473128,1
1487,545,11.27562714,11.497715,1
1487,577,-3.871172428,-1.849825144,1
1487,609,-4.548741341,-1.983865976,1
1487,641,-3.834539413,-2.351883411,1
1487,673,-2.804183722,-3.157973528,1
1487,705,-6.424614429,-1.051371098,1
1487,737,-5.870036602,-2.320084095,1
1487,769,-6.35929203,-0.5762119293,1
1487,801,-7.125814915,0.3653036356,1
1487,833,-8.041653633,-0.4591405392,1
1487,865,-10.40852737,0.1352826953,1
1487,897,-12.5894928,2.01949048,1
1487,929,-12.46621704,0.6570059657,1
1487,961,-11.41196728,-0.06846371293,1
1487,993,-10.80313015,-0.3157140613,1
1487,1025,-10.81206036,-0.5821219683,1
1487,1057,-12.03507233,-1.154646158,1
1487,1089,-14.86056995,-2.149328709,1
1487,1121,-16.77041626,-6.145830154,1
1487,1153,-18.10044861,-6.468564987,1
1487,1185,-18.95068932,-7.410158634,1
1487,1217,-18.51630402,-6.458640099,1
1487,1249,-17.22613144,-6.038157463,1
1487,1281,-16.17485046,-8.461029053,1
1487,1313,-12.99018002,-8.060844421,1
1487,1345,-10.28180695,-7.284173489,1
1487,1377,-8.865012169,-7.340000153,1
1487,1409,-9.281884193,-6.593449116,1
1487,1441,-7.973928452,-6.462387085,1
1487,1473,-5.610879898,-5.979737282,1
1487,1505,-5.398080349,-4.176394463,1
1487,1537,-5.723317146,-4.157738686,1
1487,1569,-4.480792522,-5.567767143,1
1487,1601,-3.124652624,-6.02304697,1
1487,1633,-1.515908241,-5.123535633,1
1487,1665,-1.528267145,-4.035700321,1
1487,1697,-1.560716152,-4.754454613,1
1487,1729,-0.9948903322,-5.585590363,1
1487,1761,0.5755173564,-5.740116596,1
1487,1793,1.002062201,-4.819128036,1
1487,1825,0.1384460926,-3.615325451,1
1487,1857,-0.4450648427,-4.427386284,1
1487,1889,-0.4497138858,-4.70368576,1
1487,1921,0.5198270082,-3.547450066,1
1487,1953,1.155851841,-1.795980692,1
1487,1985,2.047478676,-2.637817621,1
1487,2017,3.504600525,-0.08652460575,1
1519,33,-0.8895848989,0.5376856327,1
1519,65,0.1021188498,-3.483542442,1
1519,97,-0.0008458346128,-3.673414469,1
1519,129,-0.262332648,-4.731724262,1
1519,161,-0.5263389945,-4.769129753,1
1519,193,-1.276484013,-4.533189774,1
1519,225,-1.909256458,-4.808242798,1
1519,257,-1.369186401,-5.718204021,1
1519,289,-1.206848145,-5.490952015,1
1519,321,-1.294173717,-5.555466652,1
1519,353,-1.33520782,-5.140231133,1
1519,385,-1.681085825,-4.445125103,1
1519,417,-15.88619518,-18.27165604,1
1519,449,-3.844872236,-0.776279211,1
1519,481,-4.17996788,-0.2335432768,1
1519,513,-3.781693697,-0.7611731291,1
1519,545,-3.847286701,-1.514281511,1
1519,577,-4.265790939,-1.887213707,1
1519,609,-5.720726967,-2.273376703,1
1519,641,-4.947284222,-2.391087532,1
1519,673,-3.780450821,-1.971953869,1
1519,705,-4.485873699,-1.222177744,1
1519,737,-4.590622425,-0.157389164,1
1519,769,-4.718686581,-0.3442287445,1
1519,801,-6.96830225,-0.5652863979,1
1519,833,-8.468838692,-0.09570476413,1
1519,865,-9.695694923,0.1215081662,1
1519,897,-10.85827637,0.3840699792,1
1519,929,-11.14897442,0.1575310528,1
1519,961,-17.34373474,-15.14015961,1
1519,993,-9.503932953,-0.3886188865,1
1519,1025,-9.763445854,-1.16571486,1
1519,1057,-24.38875961,12.83201313,1
1519,1089,-14.49085903,-4.060792446,1
1519,1121,-16.25620461,-5.87449646,1
1519,1153,-17.07826805,-7.236507893,1
1519,1185,-18.00478363,-7.502883911,1
1519,1217,-18.86098862,-7.558670521,1
1519,1249,-20.86440659,-5.563290596,1
1519,1281,-15.99491501,-4.165369034,1
1519,1313,-14.11260128,-6.508850098,1
1519,1345,-11.06519032,-7.691342831,1
1519,1377,-10.1385994,-7.824115276,1
1519,1409,-9.638130188,-7.262984276,1
1519,1441,-8.49028492,-6.915703297,1
1519,1473,-5.941867828,-6.862785816,1
1519,1505,-5.767198086,-5.155030727,1
1519,1537,-5.505297661,-5.029015541,1
1519,1569,-4.39366436,-6.462308407,1
1519,1601,-2.831850767,-5.738193512,1
1519,1633,-2.336433172,-5.473396778,1
1519,1665,-1.630358219,-5.003202915,1
1519,1697,-1.320226789,-4.454555511,1
1519,1729,0.1068776846,-5.496258736,1
1519,1761,1.417268515,-6.806379795,1
1519,1793,0.7645508051,-4.223048687,1
1519,1825,0.3411494493,-2.828903437,1
1519,1857,-0.8051744699,-3.610030174,1
1519,1889,-0.4363702834,-4.56829977,1
1519,1921,1.697115421,-3.366449356,1
1519,1953,-10.63469887,0.3401706219,1
1519,1985,1.979189396,-2.730511665,1
1519,2017,4.43003273,-0.6062819958,1
1551,33,-1.094649553,1.118573904,1
1551,65,0.112413615,-2.462611675,1
1551,97,0.4168223739,-3.790605545,1
1551,129,0.6758497357,-4.648169518,1
1551,161,0.07339811325,-4.611255646,1
1551,193,-1.192458391,-4.04910326,1
1551,225,-1.402690411,-4.475180626,1
1551,257,-1.655928373,-5.740074158,1
1551,289,-1.49202466,-6.267745018,1
1551,321,-1.433597684,-5.67242527,1
1551,353,-1.928485394,-4.87849617,1
1551,385,-2.0535326,-5.610513687,1
1551,417,-2.735215664,-4.885645866,1
1551,449,8.443797112,0.258677721,1
1551,481,-4.944672108,-1.778247356,1
1551,513,-4.388062,-1.087166548,1
1551,545,-3.057537079,-1.962572455,1
1551,577,-4.075158596,-2.313608646,1
1551,609,-5.812535763,-2.59027338,1
1551,641,-4.844316483,-2.400859356,1
1551,673,-3.862816334,-1.302051902,1
1551,705,-4.426789284,-0.8972661495,1
1551,737,-5.114087105,-0.02556753159,1
1551,769,-5.639287472,-0.4251420498,1
1551,801,-6.730041981,-0.7817561626,1
1551,833,-8.469230652,-0.09068030119,1
1551,865,-10.60342121,-0.2245420218,1
1551,897,-11.67029095,-0.6747587323,1
1551,929,-11.48882961,-0.3070673645,1
1551,961,-10.41083813,0.3533653915,1
1551,993,-9.400458336,-0.5789025426,1
1551,1025,-9.646409035,-0.7338520288,1
1551,1057,-10.86930084,-2.0423913,1
1551,1089,-10.96113014,-4.803608418,1
1551,1121,-10.92902946,-8.418905258,1
1551,1153,-13.95490456,-4.075351715,1
1551,1185,-15.06171513,-5.457354069,1
1551,1217,-17.14024353,-7.632891655,1
1551,1249,-23.19766617,-5.879940987,1
1551,1281,-26.90576172,-21.31761551,1
1551,1313,-14.16559601,-3.861506462,1
1551,1345,-13.12740517,-7.070764542,1
1551,1377,-12.07183361,-7.798300266,1
1551,1409,-10.56747818,-7.78912735,1
1551,1441,-9.387009621,-7.237187386,1
1551,1473,-8.067554474,-7.183621407,1
1551,1505,-15.42157173,-18.84264755,1
1551,1537,-6.631752014,-7.402951241,1
1551,1569,-5.07011795,-7.16299057,1
1551,1601,-3.986323357,-6.356147289,1
1551,1633,-3.629369736,-5.953845978,1
1551,1665,-3.461889744,-5.65785265,1
1551,1697,-2.665043831,-4.619143486,1
1551,1729,-1.635029554,-4.60947752,1
1551,1761,-0.1093993187,-5.698836327,1
1551,1793,0.06385920942,-4.58795929,1
1551,1825,-0.01006159186,-3.647686958,1
1551,1857,0.1481875181,-3.767878771,1
1551,1889,0.9610248208,-4.134423256,1
1551,1921,1.175082803,-3.491184235,1
1551,1953,1.753288269,-2.864064455,1
1551,1985,2.256174564,-3.457929611,1
1551,2017,2.312096596,-1.727786899,1
1583,33,-1.138724208,1.240479469,1
1583,65,0.01708463579,-1.289739132,1
1583,97,0.719527483,-3.094000578,1
1583,129,1.161168098,-3.656322241,1
1583,161,0.2344718575,-3.825706244,1
1583,193,-1.079492092,-3.693846941,1
1583,225,-1.200879097,-2.774395943,1
1583,257,-1.052794218,-4.545473576,1
1583,289,-1.844869256,-5.922870636,1
1583,321,-2.307853222,-5.067203522,1
1583,353,-2.545404196,-4.409003258,1
1583,385,-2.79531002,-4.55883503,1
1583,417,-2.795914412,-4.555685043,1
1583,449,-2.980904102,-4.130405903,1
1583,481,-4.896534443,-1.4739151,1
1583,513,-4.651819229,-0.4428420067,1
1583,545,-4.088333607,-0.3038972616,1
1583,577,-4.213253021,-2.331284046,1
1583,609,-4.390013695,-4.088258266,1
1583,641,-4.415801048,-2.87352705,1
1583,673,-4.791696548,-1.866858244,1
1583,705,-5.313104153,-0.7249041796,1
1583,737,-6.90167141,-1.693042278,1
1583,769,-7.989014149,-1.814233899,1
1583,801,-7.414198399,-0.8345119953,1
1583,833,-8.762922287,-0.3419628143,1
1583,865,-10.38243294,-0.3577984571,1
1583,897,-11.41898918,-0.4738829732,1
1583,929,-11.62656593,-0.5774077177,1
1583,961,-10.92277241,-0.6858917475,1
1583,993,-10.04177189,-0.6053649783,1
1583,1025,-10.0343771,-0.678591609,1
1583,1057,-10.75367832,-3.180603504,1
1583,1089,-6.975810051,-2.361055374,1
1583,1121,-7.539721489,-3.079320192,1
1583,1153,-12.65802288,-3.698927879,1
1583,1185,-14.6647644,-3.698824406,1
1583,1217,-16.05249786,-6.602227688,1
1583,1249,-16.69796181,-6.927111626,1
1583,1281,-7.287118912,-11.69856644,1
1583,1313,-15.76361465,-4.678994656,1
1583,1345,-13.74364662,-7.819787979,1
1583,1377,-12.16387749,-8.03767395,1
1583,1409,-11.00669479,-7.959821224,1
1583,1441,-9.691017151,-7.631638527,1
1583,1473,-7.986081123,-7.275586605,1
1583,1505,-8.238798141,-8.092439651,1
1583,1537,-6.709393024,-8.567876816,1
1583,1569,-5.328273773,-7.206230164,1
1583,1601,-4.893589497,-7.081716061,1
1583,1633,-5.042214394,-6.797767639,1
1583,1665,-5.185807228,-6.854473591,1
1583,1697,-4.089073181,-5.678692341,1
1583,1729,-2.842694521,-5.440264225,1
1583,1761,-15.77031231,-4.679475784,1
1583,1793,-2.112198353,-5.094694138,1
1583,1825,-0.09649315476,-4.906513691,1
1583,1857,0.7678723931,-4.439320564,1
1583,1889,1.382597685,-4.59488821,1
1583,1921,1.227933645,-3.492400646,1
1583,1953,1.124024868,-2.277065516,1
1583,1985,1.45400393,-4.125203133,1
1583,2017,1.712911606,-2.594621658,1
1615,33,-0.4835162759,0.7939882278,1
1615,65,0.235442847,-2.589431524,1
1615,97,0.4130805731,-2.683023214,1
1615,129,0.1347899735,-3.892558575,1
1615,161,-0.4336259961,-4.239712715,1
1615,193,-1.238211632,-3.893830299,1
1615,225,-1.167120337,-3.414286137,1
1615,257,14.30163383,-15.74191475,1
1615,289,-0.5200425386,-4.126561642,1
1615,321,13.94553757,-5.948594093,1
1615,353,-2.270180225,-3.938418388,1
1615,385,-3.414601803,-3.222545862,1
1615,417,-2.682982922,-3.207114935,1
1615,449,-2.287861586,-2.177129269,1
1615,481,-4.144607067,-0.6726824045,1
1615,513,-4.7257967,0.01339256763,1
1615,545,-6.529649734,-0.369340241,1
1615,577,-5.554800034,-2.023030758,1
1615,609,-4.567627907,-2.583938599,1
1615,641,-4.1913867,-3.028191328,1
1615,673,-4.837473869,-2.797425747,1
1615,705,-5.762711048,-1.693729877,1
1615,737,-7.183813572,-1.94905901,1
1615,769,-7.812345982,-2.027105331,1
1615,801,-7.488569736,-1.004137754,1
1615,833,-8.258045197,-0.6421548128,1
1615,865,-10.39475441,-0.4085373282,1
1615,897,-10.81483269,-0.3897209764,1
1615,929,-11.13132095,-1.010266542,1
1615,961,-10.79383278,-0.5606054664,1
1615,993,-10.20313835,-0.1648952365,1
1615,1025,-10.55924988,-1.356985688,1
1615,1057,-10.86296082,-3.617641926,1
1615,1089,-0.6325025558,-1.989227533,1
1615,1121,-0.8922634125,-0.4139041901,1
1615,1153,-7.616458893,-3.414951324,1
1615,1185,-13.3874197,-2.027440071,1
1615,1217,-14.19750404,-5.595279694,1
1615,1249,-15.23034763,-7.455404282,1
1615,1281,-16.30050659,-5.824443817,1
1615,1313,-16.78318214,-4.252248764,1
1615,1345,-14.50424767,-7.678890705,1
1615,1377,-12.46843338,-7.773752213,1
1615,1409,-11.14826679,-7.575888157,1
1615,1441,-8.910523415,-7.683485031,1
1615,1473,-6.934354782,-7.933945656,1
1615,1505,-7.256206512,-8.708063126,1
1615,1537,-5.826320648,-9.373742104,1
1615,1569,-4.893326759,-8.132352829,1
1615,1601,-4.936229706,-8.429381371,1
1615,1633,-4.532744408,-7.535414219,1
1615,1665,-4.232564449,-6.1652174,1
1615,1697,-3.414135933,-5.254167557,1
1615,1729,-2.219566822,-5.141049862,1
1615,1761,-1.977976799,-4.882695198,1
1615,1793,-2.813163757,-4.940317154,1
1615,1825,0.4985732436,-6.216992378,1
1615,1857,1.549474001,-5.379442215,1
1615,1889,1.350509048,-5.512249947,1
1615,1921,1.000816107,-4.023737431,1
1615,1953,-16.2724514,-13.50598717,1
1615,1985,0.4017686844,-2.906847,1
1615,2017,2.168616533,-2.655498981,1
1647,33,18.88186646,2.832485676,1
1647,65,-0.3874084055,-1.853150249,1
1647,97,-0.3325889707,-2.55401063,1
1647,129,-1.038304567,-3.204272032,1
1647,161,-6.592900276,-3.808510303,1
1647,193,-2.437092066,-4.136692047,1
1647,225,-1.083820224,-4.242520332,1
1647,257,0.2926148176,-3.745861292,1
1647,289,7.981408119,-3.535562277,1
1647,321,-1.279123306,-3.843186617,1
1647,353,-7.564751625,12.20603848,1
1647,385,-4.581158638,-2.940534115,1
1647,417,-1.730466604,-3.721341848,1
1647,449,-2.254842997,-1.354645848,1
1647,481,-3.87232542,-0.2836306095,1
1647,513,-4.499568939,-0.3572771251,1
1647,545,-4.60716629,-0.3763879538,1
1647,577,-4.458417892,0.3106583953,1
1647,609,-4.129864693,-1.065868616,1
1647,641,-4.130663872,-1.782490492,1
1647,673,-4.932427883,-2.57794404,1
1647,705,-5.451120853,-2.203207016,1
1647,737,-6.382044315,-1.255323648,1
1647,769,-6.786969185,-1.625739217,1
1647,801,-7.090096474,-1.212302208,1
1647,833,-8.557900429,0.05684280396,1
1647,865,-9.45597744,-0.09334093332,1
1647,897,-9.581912994,-0.07778403163,1
1647,929,-10.06653214,-0.729547739,1
1647,961,-10.24923706,0.3819429874,1
1647,993,-10.3224926,1.214980841,1
1647,1025,-11.33487415,-0.5769497156,1
1647,1057,-10.06297684,-2.386201143,1
1647,1089,-10.3911047,-4.225594521,1
1647,1121,-20.79439735,13.75714207,1
1647,1153,-11.65037632,13.72224998,1
1647,1185,-10.09919548,-3.608942032,1
1647,1217,-12.23530006,-6.928518295,1
1647,1249,-29.32676125,-8.562317848,1
1647,1281,-15.83185196,-6.028699398,1
1647,1313,-16.10361671,-5.366326809,1
1647,1345,-14.14969826,-6.80576992,1
1647,1377,-12.04754448,-7.342531681,1
1647,1409,-10.88243389,-7.677968025,1
1647,1441,-9.89061451,-8.247404099,1
1647,1473,-8.129911423,-8.358979225,1
1647,1505,-6.273416519,-8.681173325,1
1647,1537,-3.750715256,-10.41224098,1
1647,1569,-4.583542824,-8.808897018,1
1647,1601,-4.637360573,-7.915450573,1
1647,1633,-4.105783939,-6.692085266,1
1647,1665,-3.423737288,-5.66358757,1
1647,1697,-2.637865782,-4.688491821,1
1647,1729,-1.567299008,-4.514947891,1
1647,1761,-0.6077250242,-5.316178322,1
1647,1793,0.5962182283,-5.882163525,1
1647,1825,1.45653975,-6.600437641,1
1647,1857,4.43006134,12.78964043,1
1647,1889,1.254815578,-6.244594097,1
1647,1921,1.517615676,-5.69312191,1
1647,1953,0.744586885,-3.926516533,1
1647,1985,0.4961832762,-2.727291584,1
1647,2017,0.9517554045,-2.311141253,1
1679,33,-1.049123049,2.497150421,1
1679,65,-1.226927638,-1.101249337,1
1679,97,-1.290597439,-2.63484931,1
1679,129,-1.222864509,-3.426429749,1
1679,161,-0.4453794956,-4.252368927,1
1679,193,-0.9224685431,-5.240687847,1
1679,225,-0.9383800626,-4.5517416,1
1679,257,17.52810287,2.743978739,1
1679,289,-1.394064665,-4.074846745,1
1679,321,-2.793760777,-3.93447113,1
1679,353,-4.754358292,-3.512851238,1
1679,385,-4.665057182,-2.842003822,1
1679,417,-3.008474588,-2.593187094,1
1679,449,-3.232437134,-1.159247041,1
1679,481,-18.03487396,11.02523232,1
1679,513,-4.593766689,-17.66987801,1
1679,545,-3.68355608,-0.4241749048,1
1679,577,-2.936121225,0.3674097061,1
1679,609,-2.900572777,-0.5146553516,1
1679,641,-4.137918472,-0.9122595787,1
1679,673,-5.13671875,-1.175409555,1
1679,705,-4.672381401,-1.385306716,1
1679,737,-5.550971985,-1.864562273,1
1679,769,-6.184318066,-2.574632645,1
1679,801,-6.427138329,-1.688000083,1
1679,833,-6.206958294,0.04708582163,1
1679,865,-7.368770599,0.4635748863,1
1679,897,-8.188921928,0.7466492653,1
1679,929,-8.709835052,-0.1749780774,1
1679,961,-8.913351059,0.2318543196,1
1679,993,-9.470727921,0.6184114218,1
1679,1025,-10.82316399,-0.1807570457,1
1679,1057,-8.787034988,-1.730340838,1
1679,1089,-8.554273605,-3.60108614,1
1679,1121,-10.68843365,-3.590175152,1
1679,1153,-10.70141983,-1.545910358,1
1679,1185,-11.30679131,-2.86774087,1
1679,1217,-13.99631405,-6.944480896,1
1679,1249,-15.10908031,-8.24611187,1
1679,1281,-13.99945164,-7.804887772,1
1679,1313,-13.78863335,-7.357492924,1
1679,1345,-10.15725899,-8.647772789,1
1679,1377,-9.544898033,-8.183800697,1
1679,1409,-10.62880135,-7.851149559,1
1679,1441,-10.10346794,-8.288481712,1
1679,1473,-9.143237114,-8.251865387,1
1679,1505,-7.656126022,-7.854681015,1
1679,1537,-4.658646107,-8.383909225,1
1679,1569,-4.035799026,-7.104224682,1
1679,1601,-3.712630749,-6.781144142,1
1679,1633,-3.593519688,-7.07459116,1
1679,1665,-3.156991005,-6.343299866,1
1679,1697,-2.126420498,-5.448559761,1
1679,1729,-0.3382282257,14.04387856,1
1679,1761,0.2112004757,-5.859128475,1
1679,1793,0.6163112521,-6.319844246,1
1679,1825,-0.5241809487,-6.671480179,1
1679,1857,-0.8788006306,-7.469089031,1
1679,1889,0.9894523025,-7.043577194,1
1679,1921,2.100029945,-6.142632961,1
1679,1953,0.8537499309,-5.123407841,1
1679,1985,0.4767733812,-3.384045124,1
1679,2017,0.03037166595,-1.453426957,1
1711,33,-1.13302207,0.1420490742,1
1711,65,-1.264175892,-3.668294191,1
1711,97,-1.281691074,-3.595270872,1
1711,129,-1.281988382,-3.846758604,1
1711,161,-0.863075614,-4.496272087,1
1711,193,-0.9627510309,-4.800072193,1
1711,225,-9.232691765,-17.1673584,1
1711,257,-2.068220854,-2.070133686,1
1711,289,-2.176697493,-3.411532879,1
1711,321,-2.677722454,-4.79334259,1
1711,353,-3.331689358,-4.873860359,1
1711,385,-3.480931997,-4.807960987,1
1711,417,-2.770222425,-4.316757679,1
1711,449,-2.678261995,-2.328687668,1
1711,481,-3.781143665,-0.8743387461,1
1711,513,-3.953692436,-0.8333940506,1
1711,545,-3.374031305,-0.1387146413,1
1711,577,-2.061592579,0.01554191113,1
1711,609,-2.522976875,0.336805433,1
1711,641,-4.162583828,-0.1016559601,1
1711,673,-4.305874825,-0.7426843047,1
1711,705,-3.764530659,-1.701496959,1
1711,737,-4.916993618,-2.767954826,1
1711,769,-5.694108963,-4.054300308,1
1711,801,-5.710082531,-2.198349953,1
1711,833,-5.742516994,-0.354711771,1
1711,865,-7.908813477,-0.02748772502,1
1711,897,-8.990138054,0.43579036,1
1711,929,-8.391926765,0.3990218937,1
1711,961,-8.211064339,-0.2115296721,1
1711,993,-8.260746956,-0.3131418824,1
1711,1025,-9.353203773,-0.9602196217,1
1711,1057,-10.13193035,-3.417009354,1
1711,1089,-10.35625839,-4.221210003,1
1711,1121,-10.50045872,-1.843266487,1
1711,1153,-10.6968832,-0.4554843903,1
1711,1185,-11.04176331,-1.167305708,1
1711,1217,-14.98624039,-6.745400906,1
1711,1249,-12.38354111,-6.408584118,1
1711,1281,-10.61203194,-8.419223785,1
1711,1313,-11.44363117,-7.225067139,1
1711,1345,-10.62140465,-6.857766628,1
1711,1377,-9.277500153,-8.512871742,1
1711,1409,-10.4488802,-8.749534607,1
1711,1441,-10.62375069,-8.563996315,1
1711,1473,-10.42717934,-7.462298393,1
1711,1505,-8.016819,-7.07859993,1
1711,1537,-5.327940941,-6.997912884,1
1711,1569,-3.623808384,-6.054283142,1
1711,1601,-3.640166283,-7.665596962,1
1711,1633,-3.549330711,-7.36759758,1
1711,1665,-2.643192291,-6.255512238,1
1711,1697,-1.315057755,-6.094635487,1
1711,1729,-0.9336726665,-6.559259415,1
1711,1761,-0.06243187189,-6.648769855,1
1711,1793,0.7272248268,-6.216638565,1
1711,1825,-0.07132178545,-7.116477013,1
1711,1857,-0.6666346788,-8.4483881,1
1711,1889,0.4984882176,-7.913756371,1
1711,1921,0.7654822469,-6.486122131,1
1711,1953,0.5517849922,-4.793806076,1
1711,1985,0.6487128735,-3.464357138,1
1711,2017,0.5552500486,-0.614803791,1
1743,33,-1.102154613,0.7313015461,1
1743,65,-1.513805866,-3.070931911,1
1743,97,-1.005016327,-2.225470543,1
1743,129,-1.386497021,-3.189385176,1
1743,161,-1.764609337,-3.909506321,1
1743,193,0.09984350204,-17.98498535,1
1743,225,-10.86653328,-18.34562683,1
1743,257,-2.069759607,-4.34004879,1
1743,289,-2.751882315,-4.679929256,1
1743,321,-2.104274273,-6.145368099,1
1743,353,-1.777990818,-5.114627838,1
1743,385,-2.988740921,-5.02454567,1
1743,417,-3.281830788,-3.784530163,1
1743,449,-3.173684835,-2.180649042,1
1743,481,-2.98712945,-2.083163261,1
