LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_199,32,32,11,0,0,0,0,0,10.0,2.0,12.0,18.30475252780247,990.0510155885612,1583.1640441180361,0.0,14.844309423633021,42.08550591338663,0.75252369993755,13.644722150763542,14.443833696574602,58229.72727272727,148.4430942363302,40.47983629718697,0.12331158025216195,1.830475252780247,0.12331158025216193,2.3157976262407454
Track_200,33,33,11,0,0,0,0,0,10.0,2.0,12.0,20.975715840070027,829.4070367743058,1732.1048529148068,0.0,22.37503101565453,49.41533782848649,5.7344344245744105,19.43116706184489,16.80272887704441,66689.18181818182,223.75031015654525,42.795401679063126,0.09374608609657131,2.0975715840070026,0.0937460860965713,1.6480829922022988
Track_201,34,34,11,0,0,0,0,0,10.0,2.0,12.0,74.5540672878724,567.1590405503406,1497.5158050497541,0.0,21.8358844392979,69.739867325741,1.790797163343461,9.601891376630753,26.25835272565319,47285.27272727273,218.35884439297897,74.5540672878724,0.3414291163480328,7.45540672878724,0.34142911634803275,1.4025314699342077
Track_202,35,35,4,0,0,0,0,0,3.0,2.0,5.0,265.43651675164824,1580.6020980978772,917.107418442499,0.0,91.4877517206333,224.68240157406407,24.20653728206346,25.574316305772342,115.35197773357831,66.5,274.4632551618999,265.43651675164824,0.9671113045535842,88.47883891721608,0.9671113045535842,0.4553128915451662
Track_203,36,36,12,0,0,0,0,0,11.0,1.0,12.0,52.78533232375001,1716.0456645170445,824.515209545527,0.0,23.812331513652786,92.41787273519571,2.34804069721843,11.473115756341258,32.11730710923314,74900.83333333333,261.9356466501806,92.41787273519571,0.2015202321593353,4.798666574886365,0.20152023215933526,1.285586139036407
Track_204,37,37,12,0,0,0,0,0,11.0,1.0,12.0,37.4220993895516,1147.0653928292827,1119.204892278711,0.0,20.297888106172707,60.83920348322411,3.822168638754591,11.750141555853515,19.534207061025683,58217.583333333336,223.27676916789983,92.50223104551314,0.16760408854452252,3.4020090354137817,0.16760408854452258,1.4780942268787762
Track_205,38,38,11,0,0,0,0,0,10.0,2.0,12.0,26.43286743083246,1783.1276057794892,1032.7808711346934,0.0,10.171258446938193,14.118785863068616,5.802650934712345,11.518630244078036,2.775917117918982,46009.27272727273,101.71258446938194,35.83483873931848,0.25987804329944464,2.643286743083246,0.25987804329944464,2.079331138844789
Track_206,39,39,2,0,0,0,0,0,1.0,1.0,2.0,35.637793988300636,1524.2834296444898,203.1986426204237,0.0,35.637793988300636,35.637793988300636,35.637793988300636,35.637793988300636,NaN,75836.0,35.637793988300636,35.637793988300636,1.0,35.637793988300636,1.0,NaN
Track_207,40,40,9,0,0,0,0,0,8.0,4.0,12.0,34.23890741055426,1490.8048353035329,262.83594198009405,0.0,49.14561403241541,113.64878217173415,12.357488248477413,49.25533990425388,38.15102004520017,77286.11111111111,393.1649122593233,83.17793989245598,0.08708535869541431,4.279863426319283,0.08708535869541431,2.493249482228078
Track_208,41,41,5,0,0,0,0,0,4.0,8.0,12.0,201.5544631121953,900.480299797215,800.6206559641935,0.0,118.15153152914868,180.46042995002423,3.5202066433399435,158.48080258787954,79.14759492708275,47916.6,472.6061261165946,201.5544631121953,0.42647450376568047,50.38861577804882,0.42647450376568036,1.5392952321049982
