PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 9, filenames: A:[9]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[10]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
399,33,0.6342631578,2.736865997,1
399,65,0.2313372344,0.6374356747,1
399,97,0.2987874746,0.3178628683,1
399,129,0.007477462292,-0.1787498891,1
399,161,0.04899995774,-0.3501933217,1
399,193,0.2701028883,-0.2132247686,1
399,225,0.1388210356,-0.005584955215,1
399,257,-0.3136066198,0.906182766,1
399,289,-0.4328638315,2.250371933,1
399,321,-0.02582734823,4.48273468,1
399,353,-1.530055046,6.752933502,1
399,385,-2.158759117,7.384961128,1
399,417,-2.057516098,5.377830982,1
399,449,-1.510426283,1.977041006,1
399,481,-1.227662086,2.446776628,1
399,513,-0.4900058508,3.156371593,1
399,545,0.08018243313,3.820022106,1
399,577,0.4308025837,4.379554272,1
399,609,2.004161835,5.559625626,1
399,641,2.755027771,6.634542942,1
399,673,2.893979549,6.603110313,1
399,705,3.594713926,6.01823616,1
399,737,1.915894985,5.742148876,1
399,769,2.123031139,5.483498573,1
399,801,3.596466064,4.814328671,1
399,833,4.774101734,4.552023411,1
399,865,4.701714993,4.209465981,1
399,897,5.488746166,7.775105476,1
399,929,6.221113205,9.175897598,1
399,961,6.36498642,10.02066803,1
399,993,6.365390301,9.769747734,1
399,1025,6.303164005,8.673306465,1
399,1057,7.220547676,7.342311859,1
399,1089,13.55079746,7.835912228,1
399,1121,16.5086689,8.082712173,1
399,1153,19.22660065,11.34836578,1
399,1185,19.48500824,11.49923801,1
399,1217,21.47316742,11.38461399,1
399,1249,24.40329742,9.689988136,1
399,1281,26.30591202,8.826004028,1
399,1313,25.86135674,8.067169189,1
399,1345,24.70497894,8.437246323,1
399,1377,24.05384254,6.32488203,1
399,1409,25.44284439,7.219049931,1
399,1441,16.30377197,3.095606804,1
399,1473,25.64511108,3.316213131,1
399,1505,26.35170746,-0.2610718012,1
399,1537,27.51592445,-3.736798763,1
399,1569,24.46081352,7.071210861,1
399,1601,23.01954079,-2.23457551,1
399,1633,23.6285038,-4.142403603,1
399,1665,19.47967148,-5.35931015,1
399,1697,18.67811584,-8.244727135,1
399,1729,17.48762512,-4.071066856,1
399,1761,16.12786102,-3.275058031,1
399,1793,14.31995487,-2.357497215,1
399,1825,12.0626812,-1.921144366,1
399,1857,11.12449837,-1.441418052,1
399,1889,10.6318264,-0.7349395752,1
399,1921,9.789313316,-0.8730079532,1
399,1953,8.206526756,-0.5834963322,1
399,1985,7.322423935,-0.4443260431,1
399,2017,6.976960182,-0.4052372575,1
431,33,0.3326990008,2.972248793,1
431,65,0.1518199742,-0.2052509785,1
431,97,0.1795390993,-0.262853384,1
431,129,0.03150267899,0.2952154279,1
431,161,0.1830562353,0.21041435,1
431,193,0.2830987573,0.241797924,1
431,225,0.09502932429,0.8047447205,1
431,257,0.02743397281,3.766818047,1
431,289,0.8449459076,7.633855343,1
431,321,1.072854757,6.922192574,1
431,353,0.9627687931,7.109492779,1
431,385,0.6731339097,6.775768757,1
431,417,-0.1003513932,5.765868187,1
431,449,-1.802651405,4.71408987,1
431,481,-0.8316317797,5.022461891,1
431,513,1.3336519,6.035191536,1
431,545,2.782259464,5.70541048,1
431,577,4.254972458,7.13071394,1
431,609,3.195526123,6.991157532,1
431,641,2.861927509,7.436282635,1
431,673,3.319947004,7.359279156,1
431,705,4.272090435,7.341836929,1
431,737,2.518311977,6.676873684,1
431,769,3.681041956,5.657821178,1
431,801,5.354323387,4.476649284,1
431,833,5.238862991,3.609030247,1
431,865,5.137319565,3.649702549,1
431,897,5.571699142,7.200043678,1
431,929,6.566866398,8.640071869,1
431,961,7.448978901,9.844491005,1
431,993,7.248603821,9.490703583,1
431,1025,6.973659515,8.861845016,1
431,1057,8.437752724,8.421812057,1
431,1089,15.39701653,6.843284607,1
431,1121,17.36081696,8.107550621,1
431,1153,19.55691528,14.26071835,1
431,1185,20.59355736,12.31181812,1
431,1217,22.51502419,11.89495945,1
431,1249,23.45822906,9.734209061,1
431,1281,21.83285713,10.13475323,1
431,1313,22.47011757,8.831796646,1
431,1345,-3.169622421,7.540596962,1
431,1377,24.52634811,6.559640408,1
431,1409,24.58411026,6.229021072,1
431,1441,22.81589127,5.15036726,1
431,1473,14.28201866,4.233887196,1
431,1505,9.528936386,-3.919691563,1
431,1537,3.134763718,9.622106552,1
431,1569,0.7831840515,-0.1218791008,1
431,1601,26.83282661,-3.236398458,1
431,1633,26.07501602,-4.408637524,1
431,1665,20.34058762,-4.862045288,1
431,1697,18.85221481,-4.9449296,1
431,1729,17.63529205,-4.160630226,1
431,1761,16.01901245,-3.745108128,1
431,1793,14.32009506,-3.261499166,1
431,1825,12.9031229,-2.069825649,1
431,1857,12.06864262,0.3246625662,1
431,1889,10.51142883,-0.08300220966,1
431,1921,8.794640541,-0.9278463721,1
431,1953,7.438340187,5.428190708,1
431,1985,7.206171036,2.78324604,1
431,2017,-7.615026951,-0.3237367272,1
463,33,-0.769436717,3.11487937,1
463,65,0.09761157632,-0.04367423058,1
463,97,-0.01666730642,0.3303890228,1
463,129,-0.1989407837,-0.2786006927,1
463,161,0.4225205779,0.5856068134,1
463,193,0.5131397247,1.180996895,1
463,225,0.7097227573,2.205214977,1
463,257,0.1233030409,5.373282433,1
463,289,0.1474949718,7.509217262,1
463,321,1.443333864,7.310471535,1
463,353,1.551209569,7.048409939,1
463,385,0.6879053116,6.87945509,1
463,417,-0.06998381019,6.81435585,1
463,449,-0.7917373776,6.488113403,1
463,481,-0.4465206265,7.235706329,1
463,513,0.5458443165,8.48846817,1
463,545,1.313496113,8.079360008,1
463,577,5.350878239,8.398575783,1
463,609,5.09881258,7.224577904,1
463,641,3.648614883,8.296973228,1
463,673,3.708932877,7.493744373,1
463,705,4.037407875,7.055450439,1
463,737,4.036847115,4.541838169,1
463,769,6.147405148,6.807220936,1
463,801,6.819720268,5.326134205,1
463,833,5.459795952,3.966290951,1
463,865,5.480265617,4.735327244,1
463,897,5.95438385,6.345944405,1
463,929,6.843247414,7.816754341,1
463,961,7.574458599,8.890302658,1
463,993,8.07708168,8.776392937,1
463,1025,8.451488495,9.332917213,1
463,1057,10.15396595,10.6520834,1
463,1089,-4.148283958,-4.485591888,1
463,1121,-3.974140167,21.64540482,1
463,1153,19.16505432,17.72529411,1
463,1185,19.33945274,14.03030586,1
463,1217,20.65896988,11.33875275,1
463,1249,18.83943367,10.46285152,1
463,1281,19.57406044,11.16091347,1
463,1313,-0.2687778473,-1.258431435,1
463,1345,0.2151155472,-3.44234848,1
463,1377,15.67368507,6.460001945,1
463,1409,0.5553741455,4.728614807,1
463,1441,20.85980225,7.003674507,1
463,1473,14.21499443,5.44395256,1
463,1505,8.469739914,-10.07437515,1
463,1537,24.6387291,-3.858591318,1
463,1569,22.13113594,-4.141240597,1
463,1601,21.47673416,-4.482775688,1
463,1633,21.44236374,-4.432759762,1
463,1665,21.03999519,-4.185632706,1
463,1697,18.07409096,-3.936696053,1
463,1729,16.76864052,-3.970127106,1
463,1761,16.06623459,-3.710115671,1
463,1793,15.91393089,-3.745873213,1
463,1825,14.28266525,-2.594344139,1
463,1857,12.20879459,-1.391562223,1
463,1889,10.42063808,-0.1807768345,1
463,1921,8.706687927,-0.4814729691,1
463,1953,7.796499252,7.762106895,1
463,1985,7.030138016,3.926524639,1
463,2017,9.236665726,-0.1068131328,1
495,33,-3.799767494,3.346737623,1
495,65,-0.4577349126,-0.1303777695,1
495,97,-0.4321707487,0.07840919495,1
495,129,-0.3637156487,0.1327142715,1
495,161,0.05476248264,1.465849876,1
495,193,1.483060837,5.085765839,1
495,225,1.230983019,5.578066826,1
495,257,0.4459748268,6.921824455,1
495,289,-0.5160544515,7.510067463,1
495,321,0.5781260133,7.627146244,1
495,353,0.5698363781,7.381828785,1
495,385,0.02208520472,7.240039349,1
495,417,-0.4230515957,7.511486053,1
495,449,-0.7291690111,8.44419384,1
495,481,-0.3319256008,8.83080101,1
495,513,0.8389526606,9.761106491,1
495,545,1.777943492,9.423361778,1
495,577,3.219501257,8.706850052,1
495,609,4.648524761,9.107175827,1
495,641,5.081274509,9.919822693,1
495,673,4.850152969,7.618069649,1
495,705,5.169014454,6.159076691,1
495,737,4.890286922,4.86848402,1
495,769,4.113354206,4.893889427,1
495,801,7.475115776,6.765518665,1
495,833,5.553724766,4.635434151,1
495,865,5.2722826,4.916740894,1
495,897,6.023454189,5.933570862,1
495,929,7.021875858,7.363207817,1
495,961,8.561448097,8.491617203,1
495,993,12.4479351,8.852893829,1
495,1025,14.16148758,10.91682148,1
495,1057,12.66084194,12.35315323,1
495,1089,11.75587654,10.54910851,1
495,1121,-1.482397079,-1.014163017,1
495,1153,18.22219467,17.42567444,1
495,1185,19.0495224,15.9138279,1
495,1217,18.24296951,11.29067039,1
495,1249,18.00840378,12.09381008,1
495,1281,16.6411438,11.34493446,1
495,1313,15.67816639,10.01907635,1
495,1345,19.58047104,4.707901955,1
495,1377,14.6805582,8.623031616,1
495,1409,14.45459366,7.199289799,1
495,1441,7.916549683,-3.148698092,1
495,1473,14.11692619,8.598991394,1
495,1505,17.00432968,-0.3691841364,1
495,1537,21.70943451,-2.810176611,1
495,1569,22.70901108,-5.096352577,1
495,1601,21.9271431,-4.857189655,1
495,1633,19.79580116,-3.924780846,1
495,1665,18.37824059,-3.068562031,1
495,1697,16.66631508,-3.093758821,1
495,1729,15.17145157,-4.384347916,1
495,1761,14.65172672,-4.803769588,1
495,1793,14.12003803,-4.246015072,1
495,1825,12.99345684,-3.648458481,1
495,1857,29.58376694,5.065722466,1
495,1889,8.425717354,-1.214517474,1
495,1921,5.402031898,0.04139268398,1
495,1953,4.70750618,2.608352661,1
495,1985,6.311767578,3.05445981,1
495,2017,10.79396343,-1.428031325,1
527,33,-4.028609753,3.986139297,1
527,65,-0.00542114675,0.6094331741,1
527,97,0.3631368876,0.6353750229,1
527,129,0.332346797,0.4620084763,1
527,161,2.954356194,6.806247711,1
527,193,1.794935226,6.670036793,1
527,225,1.589856863,6.97234726,1
527,257,1.212386012,7.722956657,1
527,289,0.2243993282,7.960877419,1
527,321,0.3729529083,8.114442825,1
527,353,0.590849936,9.216817856,1
527,385,0.2780656517,7.771895409,1
527,417,-0.3312406838,7.971855164,1
527,449,-0.4270348251,8.914543152,1
527,481,-0.08051426709,9.384705544,1
527,513,0.7429640293,10.26208878,1
527,545,2.14122963,10.36994457,1
527,577,4.433152199,10.10024261,1
527,609,5.467657566,9.646492958,1
527,641,5.337397575,8.984570503,1
527,673,5.510249138,8.126238823,1
527,705,5.673616409,7.60602951,1
527,737,5.800870419,6.997839928,1
527,769,5.818815231,7.018821239,1
527,801,5.833734989,6.425124645,1
527,833,6.158925056,5.006762981,1
527,865,6.998245239,4.013513088,1
527,897,7.372319221,5.563186169,1
527,929,7.18413496,6.975971699,1
527,961,9.827501297,8.392929077,1
527,993,13.64641953,11.77146149,1
527,1025,12.8103714,12.64729786,1
527,1057,13.19146824,11.46240616,1
527,1089,11.06417656,9.260429382,1
527,1121,16.60522079,14.76229858,1
527,1153,16.69085312,16.6731987,1
527,1185,16.03534126,15.31966591,1
527,1217,14.45147324,13.26865578,1
527,1249,5.8990345,-4.05975914,1
527,1281,15.78928661,10.00455666,1
527,1313,15.58660126,8.079614639,1
527,1345,1.892730713,20.03136444,1
527,1377,8.839758873,22.13787651,1
527,1409,13.40845203,6.612995625,1
527,1441,12.20425224,11.20177841,1
527,1473,10.45362663,-1.162362814,1
527,1505,19.2760582,1.005467772,1
527,1537,20.81972885,-1.32902503,1
527,1569,19.82802773,-3.333921432,1
527,1601,19.43184471,-3.545395136,1
527,1633,18.54272079,-3.272945881,1
527,1665,16.98779297,-3.317923784,1
527,1697,15.08081818,-3.695579529,1
527,1729,13.78704166,-4.843075752,1
527,1761,13.19496918,-4.933129311,1
527,1793,11.77102852,-5.53271246,1
527,1825,10.60775089,-4.951055527,1
527,1857,9.454871178,-4.804283142,1
527,1889,9.05752182,0.6264830828,1
527,1921,7.869797707,1.901153088,1
527,1953,6.5398283,2.834087849,1
527,1985,6.146981716,-0.5909907818,1
527,2017,8.41505909,-3.482372522,1
559,33,-19.57038307,5.39662838,1
559,65,0.2551447749,0.6203904152,1
559,97,0.1668417454,0.3071961403,1
559,129,0.6703569889,9.701784134,1
559,161,0.7667524815,8.660301208,1
559,193,1.204347253,8.097306252,1
559,225,1.550609827,7.847521782,1
559,257,1.465135694,8.459171295,1
559,289,0.6093357205,8.41890049,1
559,321,1.727930784,8.26034832,1
559,353,0.7744314671,9.107239723,1
559,385,0.2703655362,7.894040108,1
559,417,-0.2433286607,7.497089386,1
559,449,-0.4550095499,8.308900833,1
559,481,-0.1799782068,9.040480614,1
559,513,0.6594265699,11.50748158,1
559,545,2.218378782,11.63304806,1
559,577,3.987800598,11.40699387,1
559,609,5.278283119,10.69642925,1
559,641,5.195917606,9.660717964,1
559,673,5.595629215,9.057840347,1
559,705,6.17835474,9.136668205,1
559,737,6.573358536,8.859242439,1
559,769,6.623182774,7.819990158,1
559,801,6.564332008,7.379108429,1
559,833,7.713868141,6.261068344,1
559,865,8.653079987,4.655046463,1
559,897,8.055776596,6.419690132,1
559,929,7.433429718,7.55600071,1
559,961,14.51647568,11.77809811,1
559,993,15.135252,11.42366791,1
559,1025,15.37030792,11.17928982,1
559,1057,15.8123436,13.1132164,1
559,1089,15.99951267,11.06341743,1
559,1121,14.36246109,9.105093002,1
559,1153,9.398571968,8.841187477,1
559,1185,9.630483627,8.509361267,1
559,1217,8.152837753,13.02402782,1
559,1249,5.571510315,10.17381096,1
559,1281,0.6480579376,16.31134796,1
559,1313,-0.04659843445,11.64332581,1
559,1345,-1.93582058,15.39774132,1
559,1377,1.011768341,18.62330246,1
559,1409,1.922754288,9.769403458,1
559,1441,6.660968781,4.182890415,1
559,1473,33.39825439,10.26984024,1
559,1505,21.19191742,2.806132078,1
559,1537,20.25029945,0.6517671347,1
559,1569,17.66509247,-1.391624093,1
559,1601,22.21892357,-6.236383438,1
559,1633,20.3888588,-5.06546402,1
559,1665,15.96354485,-4.153180122,1
559,1697,14.15847778,-6.089699745,1
559,1729,12.88199615,-5.710113525,1
559,1761,11.89976692,-4.517814636,1
559,1793,10.59829712,-5.513924599,1
559,1825,8.214944839,-4.195729256,1
559,1857,7.54883194,-3.293703079,1
559,1889,11.79802227,-0.4352127314,1
559,1921,10.55625439,1.150771737,1
559,1953,7.375758648,2.250934362,1
559,1985,4.8827281,-0.2973886728,1
559,2017,7.588899136,-3.86797452,1
591,33,-1.96401155,6.955714226,1
591,65,0.2573533654,0.1706752777,1
591,97,0.2088249922,0.1245994568,1
591,129,1.352090836,10.55454159,1
591,161,0.7849313021,9.729581833,1
591,193,0.6688709259,8.983692169,1
591,225,0.8330938816,8.706432343,1
591,257,1.486115932,8.866940498,1
591,289,2.060719728,8.98097229,1
591,321,1.482189775,9.438555717,1
591,353,0.430855751,8.815231323,1
591,385,0.2071073353,8.527600288,1
591,417,0.0628170073,8.115231514,1
591,449,-0.1228138357,8.352462769,1
591,481,0.3369158506,9.454961777,1
591,513,1.338552713,12.17094803,1
591,545,2.156604052,12.56279755,1
591,577,3.371308565,13.32413387,1
591,609,4.241393089,12.80983925,1
591,641,4.882383823,11.28944111,1
591,673,6.029082775,10.54493523,1
591,705,7.327045441,10.31306934,1
591,737,6.978861809,9.832643509,1
591,769,6.975166798,8.333850861,1
591,801,7.440994263,8.667098999,1
591,833,8.793143272,8.377994537,1
591,865,8.762476921,7.955781937,1
591,897,7.631209373,8.6257658,1
591,929,-0.7814335823,0.8443832397,1
591,961,18.40568733,12.10982513,1
591,993,16.88562775,10.94280529,1
591,1025,17.55096626,10.18978786,1
591,1057,15.72264862,10.62078667,1
591,1089,7.538223267,8.907202721,1
591,1121,7.959598541,8.786785126,1
591,1153,10.24355888,8.161670685,1
591,1185,9.85650444,7.400558949,1
591,1217,6.691293716,8.332206726,1
591,1249,3.099569321,12.51213741,1
591,1281,-5.302816391,6.358496666,1
591,1313,-2.984826088,5.868882179,1
591,1345,-0.409488678,14.32712173,1
591,1377,13.95380306,-3.510108948,1
591,1409,7.41257,12.84419727,1
591,1441,4.520532608,9.525205612,1
591,1473,0.5215435028,-0.1692218781,1
591,1505,19.38586235,5.753935814,1
591,1537,20.27152634,2.726800203,1
591,1569,21.32278633,-1.749730229,1
591,1601,20.36373711,-1.652161598,1
591,1633,19.22527313,-4.568874836,1
591,1665,15.66355324,-3.363084078,1
591,1697,13.43577957,-4.781422138,1
591,1729,11.77367973,-4.796303272,1
591,1761,10.83401966,-3.7234869,1
591,1793,10.09805298,-3.291448593,1
591,1825,9.773076057,-2.440939426,1
591,1857,9.179746628,-2.516721487,1
591,1889,9.573169708,-2.106578827,1
591,1921,7.919061184,-1.181528091,1
591,1953,6.490459919,0.5169457197,1
591,1985,5.392615318,0.9376756549,1
591,2017,1.422269821,-2.395141363,1
623,33,-1.354997158,7.030469894,1
623,65,-0.06560670584,0.1014156342,1
623,97,0.3947908878,15.82067108,1
623,129,1.522012234,11.30082417,1
623,161,0.7652432323,11.41009903,1
623,193,-0.06567370892,10.07865906,1
623,225,0.1212204099,9.911997795,1
623,257,0.7634401917,8.963811874,1
623,289,1.507215261,10.49279022,1
623,321,1.361063719,11.4757719,1
623,353,1.122690678,10.98972607,1
623,385,0.6996960044,10.94153976,1
623,417,0.8750869036,10.02219009,1
623,449,2.564541101,9.424042702,1
623,481,1.772116542,11.39812469,1
623,513,1.954005003,13.09335041,1
623,545,1.600344419,14.13538074,1
623,577,1.940459251,14.95422649,1
623,609,2.752198219,16.33820343,1
623,641,3.90719223,16.34625626,1
623,673,5.655286789,14.82052803,1
623,705,6.763416767,12.0505991,1
623,737,7.505861282,11.39808559,1
623,769,8.244636536,9.849970818,1
623,801,9.149831772,10.36075783,1
623,833,10.07884502,10.23868275,1
623,865,9.771879196,10.54154491,1
623,897,12.83272934,9.368172646,1
623,929,13.82612419,7.307915688,1
623,961,6.261193275,-6.461681366,1
623,993,-0.2749676704,0.5077886581,1
623,1025,0.2531065941,-0.04436016083,1
623,1057,-1.689157009,11.3987112,1
623,1089,6.996786118,9.723083496,1
623,1121,7.208190918,8.122465134,1
623,1153,7.268826962,7.682035446,1
623,1185,7.287572384,6.893287182,1
623,1217,7.245397568,5.841244698,1
623,1249,-6.569655418,5.467947006,1
623,1281,-1.858762741,8.374492645,1
623,1313,-2.195017815,5.383219719,1
623,1345,-0.9271192551,5.264205933,1
623,1377,6.679943085,16.9930706,1
623,1409,-0.6778554916,-0.708791256,1
623,1441,6.16642952,9.350841522,1
623,1473,25.8777771,-6.451241493,1
623,1505,13.31570625,6.259710312,1
623,1537,14.41939831,3.661290646,1
623,1569,22.6113472,0.3114080429,1
623,1601,20.48299408,-2.87079525,1
623,1633,17.15141296,-5.078679085,1
623,1665,15.32705975,-3.17058754,1
623,1697,12.18632603,-2.713044643,1
623,1729,10.54032135,-0.6887960434,1
623,1761,10.30576611,-2.426030159,1
623,1793,10.22463322,-1.873302698,1
623,1825,10.02675247,-1.729019523,1
623,1857,9.255029678,-3.045440674,1
623,1889,8.087018967,-2.149384975,1
623,1921,7.544826984,-1.638466716,1
623,1953,7.509374142,-1.478427291,1
623,1985,8.625768661,0.2167166471,1
623,2017,9.200271606,-0.904935956,1
655,33,-0.7855222821,5.966900349,1
655,65,-0.04458592832,1.016691208,1
655,97,0.6784806848,14.71627235,1
655,129,-0.2486975491,9.861269951,1
655,161,-0.734813571,10.63990307,1
655,193,-0.5009801388,11.43200874,1
655,225,0.1098131537,11.58094978,1
655,257,0.3520947695,11.03332043,1
655,289,0.2022533417,12.04988003,1
655,321,1.846109509,12.74287796,1
655,353,2.39064455,13.23337841,1
655,385,1.302226782,14.50080395,1
655,417,1.416177869,12.73997116,1
655,449,2.528937578,11.63858986,1
655,481,3.066421032,13.6324749,1
655,513,1.4969697,15.70794678,1
655,545,1.093035698,15.8213377,1
655,577,0.2782844305,17.34627533,1
655,609,-0.2840292454,16.48523903,1
655,641,1.06839323,17.55796814,1
655,673,3.041565418,18.86329842,1
655,705,5.924058914,15.70883369,1
655,737,8.090946198,13.76529408,1
655,769,8.72736454,12.73510551,1
655,801,9.993000031,12.81842613,1
655,833,10.99730873,12.62291336,1
655,865,11.69417,12.63641262,1
655,897,13.10728073,10.02927208,1
655,929,14.81320381,8.225460052,1
655,961,16.39177513,7.968517303,1
655,993,1.301329136,-8.773173332,1
655,1025,1.210648537,-0.4914503098,1
655,1057,6.511257172,12.13770771,1
655,1089,6.560315609,9.653924942,1
655,1121,9.237656593,2.768172264,1
655,1153,-2.909197807,6.285626411,1
655,1185,0.09071922302,0.6037640572,1
655,1217,0.6794319153,0.6167397499,1
655,1249,-11.39858723,1.20980072,1
655,1281,-10.59657669,1.610401154,1
655,1313,0.2170653343,-0.4823684692,1
655,1345,4.697552681,4.058585167,1
655,1377,7.498540878,13.84285927,1
655,1409,10.27531052,14.17768574,1
655,1441,6.157081604,7.584135056,1
655,1473,6.446588516,6.0676651,1
655,1505,16.73862267,4.580439568,1
655,1537,18.55311203,2.72358942,1
655,1569,19.03220367,0.3556073904,1
655,1601,18.42136574,-1.828491449,1
655,1633,13.35401726,-4.651455879,1
655,1665,11.48465729,-4.459486008,1
655,1697,10.73336124,-1.417455673,1
655,1729,10.23034763,-1.167114973,1
655,1761,10.2258997,-1.184346199,1
655,1793,10.05043602,-1.024587393,1
655,1825,9.718676567,-1.155093193,1
655,1857,8.485771179,-1.860187531,1
655,1889,6.962460518,-1.761465311,1
655,1921,7.386411667,-1.483344316,1
655,1953,7.834958553,-1.465321302,1
655,1985,8.951601982,0.05792605877,1
655,2017,8.56867218,-0.0106729269,1
687,33,-13.36045837,5.734893799,1
687,65,-0.004297934473,9.709968567,1
687,97,-0.229673028,10.1052742,1
687,129,-0.4463755488,10.50818729,1
687,161,-0.480268687,11.0730629,1
687,193,-0.9650540948,12.14731216,1
687,225,-0.5622882843,14.40024948,1
687,257,1.028153181,13.22622108,1
687,289,0.9105336666,13.50846863,1
687,321,1.157616735,13.98469925,1
687,353,1.125625968,14.59639168,1
687,385,1.227020383,16.68320084,1
687,417,1.847906947,16.76561737,1
687,449,1.694882751,15.82879543,1
687,481,1.457581282,15.75489807,1
687,513,0.7841938734,16.15591812,1
687,545,0.204837501,17.27721024,1
687,577,0.2377827168,17.98658752,1
687,609,0.6716594696,16.65043068,1
687,641,1.096780181,17.5988121,1
687,673,2.012407064,19.11016655,1
687,705,4.599491119,17.56206894,1
687,737,6.617538452,16.64064217,1
687,769,8.346861839,15.40983582,1
687,801,8.713609695,15.53943157,1
687,833,9.689985275,16.2267704,1
687,865,8.890609741,15.87115765,1
687,897,7.122228622,15.29207611,1
687,929,15.65250874,11.04345798,1
687,961,-4.117738247,29.14706421,1
687,993,12.04278755,18.68132782,1
687,1025,9.164049149,17.37536621,1
687,1057,5.935432434,11.94797611,1
687,1089,5.259615898,8.407747269,1
687,1121,4.688615322,2.864358425,1
687,1153,4.097921848,4.606898308,1
687,1185,0.3423190117,1.81908083,1
687,1217,0.7161903381,0.899668932,1
687,1249,4.402814865,6.214635849,1
687,1281,3.967058182,6.551429272,1
687,1313,18.91317749,9.417591095,1
687,1345,2.230117321,3.478987455,1
687,1377,4.048019409,4.111877441,1
687,1409,8.804087639,12.47928238,1
687,1441,9.184151649,12.63803387,1
687,1473,7.771918297,6.190076828,1
687,1505,11.74606133,5.602591038,1
687,1537,14.98547363,5.404302597,1
687,1569,15.96987724,1.164004326,1
687,1601,15.09174538,0.1404142678,1
687,1633,-0.4332752228,-0.0698697418,1
687,1665,13.51017761,-6.020884991,1
687,1697,6.537631989,-1.998966932,1
687,1729,10.72846031,3.553138733,1
687,1761,9.927521706,-1.078630328,1
687,1793,9.377035141,-1.459679961,1
687,1825,9.108798027,-1.250690937,1
687,1857,8.388403893,-1.422501802,1
687,1889,8.063774109,-1.461066961,1
687,1921,8.212031364,-1.465837717,1
687,1953,8.3642416,-3.004540682,1
687,1985,9.386779785,-1.030678988,1
687,2017,9.525741577,0.1257108152,1
719,33,-12.17598248,4.897825718,1
719,65,0.6806913614,12.12946892,1
719,97,0.2232523113,11.94234085,1
719,129,-0.5784837008,10.69215012,1
719,161,-0.5236307383,11.17334652,1
719,193,-0.4774842858,12.60636711,1
719,225,-0.3852810264,15.79672432,1
719,257,1.398021817,13.96680069,1
719,289,1.805640459,13.84692001,1
719,321,1.217344522,14.21597576,1
719,353,0.8125891089,15.68889523,1
719,385,1.031406164,18.69358635,1
719,417,0.3167314529,17.05189133,1
719,449,-0.8849197626,17.16505432,1
719,481,-0.3285064697,17.62766266,1
719,513,-0.2922780514,16.76338196,1
719,545,0.0317633152,17.85897827,1
719,577,1.063333511,19.21698761,1
719,609,1.096816897,18.69761086,1
719,641,0.8088479042,19.84187889,1
719,673,1.572683334,21.47397423,1
719,705,2.579950094,22.42941284,1
719,737,4.048742294,19.52881432,1
719,769,5.402768612,19.4055481,1
719,801,7.56614542,18.71472549,1
719,833,8.395772934,19.81496811,1
719,865,7.63171196,19.87406158,1
719,897,5.932068348,19.78165817,1
719,929,4.964149952,20.23809052,1
719,961,4.174566746,14.13038254,1
719,993,4.364044189,10.29096317,1
719,1025,6.91817522,16.59168625,1
719,1057,4.7351017,11.7260952,1
719,1089,3.94849205,6.498970985,1
719,1121,3.504680395,2.781538963,1
719,1153,-0.04302120209,0.8496389389,1
719,1185,0.1231667995,0.1212761402,1
719,1217,1.07358408,1.254579782,1
719,1249,0.3480834961,0.3275876045,1
719,1281,0.6813716888,-0.3263728619,1
719,1313,1.950538635,-0.1581350565,1
719,1345,5.669220924,-8.307252884,1
719,1377,7.555360794,-5.679001808,1
719,1409,9.39478302,-9.472655296,1
719,1441,8.858906746,5.300347805,1
719,1473,9.00141716,15.30528831,1
719,1505,6.95943737,8.160112381,1
719,1537,10.89594364,6.192757607,1
719,1569,12.44083023,1.06490612,1
719,1601,12.43080044,0.09506890178,1
719,1633,12.44774437,-5.245854378,1
719,1665,12.41531658,-5.263154984,1
719,1697,11.111413,-0.5448488593,1
719,1729,10.10147762,-0.1625103951,1
719,1761,9.266881943,-1.710032821,1
719,1793,8.870609283,-3.296674728,1
719,1825,8.789946556,-1.805274129,1
719,1857,8.507363319,-1.703736901,1
719,1889,8.736886978,-1.368174314,1
719,1921,9.866904259,-2.823000908,1
719,1953,9.291604996,-3.153197527,1
719,1985,9.7377491,-1.345924139,1
719,2017,11.52282143,-0.2451218367,1
751,33,0.4086499512,7.473703384,1
751,65,1.473257184,11.79068756,1
751,97,1.095251322,11.02777386,1
751,129,0.3732761741,11.34882736,1
751,161,0.2930563986,11.59413338,1
751,193,1.641651154,12.57820034,1
751,225,0.4201214015,14.86177444,1
751,257,0.3414610028,14.43632698,1
751,289,0.8641593456,13.7455616,1
751,321,0.8093814254,14.31847,1
751,353,0.5512863994,15.95991898,1
751,385,-0.1766571999,17.25809669,1
751,417,-1.688682675,17.59352303,1
751,449,-2.415415764,19.01427841,1
751,481,-2.408545971,19.84148026,1
751,513,-2.113343,19.39491844,1
751,545,-1.906287193,19.13759613,1
751,577,-1.584567189,19.52727127,1
751,609,-1.207322478,19.68075752,1
751,641,0.29320544,20.99809265,1
751,673,0.628066361,23.04036903,1
751,705,-0.6556168795,24.92361832,1
751,737,-0.3425192833,23.47905731,1
751,769,2.430921316,22.76507187,1
751,801,5.895645142,21.82389259,1
751,833,8.381502151,21.36166191,1
751,865,5.353162289,21.71547127,1
751,897,4.509569168,22.41675949,1
751,929,4.070341587,23.0868454,1
751,961,3.062107325,15.88604355,1
