PIVlab, ASCII chart output - 26-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi & B:[10]MAX_Pos0023_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
328,261,7.031125546,0.5475206375,1
328,277,7.796694756,1.969214559,1
328,293,NaN,NaN,2
328,309,NaN,NaN,2
328,325,NaN,NaN,2
328,341,7.750754356,3.015198946,1
328,357,8.152982712,2.082462311,1
328,373,NaN,NaN,2
328,389,11.02113628,4.252833843,1
328,405,10.95496655,4.480792046,1
328,421,NaN,NaN,2
328,437,10.48969078,2.981091022,1
328,453,NaN,NaN,2
328,469,NaN,NaN,2
328,485,NaN,NaN,2
328,501,NaN,NaN,2
328,517,NaN,NaN,2
328,533,8.41443634,1.052634001,1
328,549,8.26389122,0.7494947314,1
328,565,NaN,NaN,2
328,581,7.143580914,0.3576697707,1
328,597,8.07711792,0.3860728741,1
328,613,4.64085865,0.8807833195,1
328,629,1.339501143,0.3960354328,1
328,645,1.219169259,0.7468621135,1
328,661,1.330544233,0.4952085018,1
328,677,2.283705711,-0.1542333364,1
328,693,2.682924032,-0.905543685,1
328,709,3.213951588,-1.833894134,1
328,725,2.838335752,-1.057224751,1
328,741,2.207930326,-0.4064409733,1
328,757,2.172570705,-0.7157332897,1
328,773,NaN,NaN,2
328,789,1.603930831,-1.355508327,1
328,805,1.666710854,-0.8853383064,1
328,821,1.800059557,-0.5548130274,1
328,837,1.983761549,-0.8169929981,1
328,853,2.266446829,-1.642752409,1
328,869,2.099064827,-1.889862061,1
328,885,1.903365374,-2.178449631,1
328,901,NaN,NaN,2
328,917,2.035551071,-2.007027149,1
328,933,1.646043658,-2.859235287,1
328,949,1.256244302,-4.356753349,1
328,965,NaN,NaN,2
328,981,0.07133072615,-3.766395092,1
328,997,-0.669402957,-1.036328554,1
328,1013,-1.239127874,-0.1881490946,1
328,1029,-1.665645242,0.1918244809,1
328,1045,-1.76426518,-0.04820853472,1
328,1061,-2.329751015,-0.04796081781,1
328,1077,-1.420882821,-0.7011893392,1
328,1093,-0.80776757,-0.3315572739,1
328,1109,-0.4099625945,0.006548523903,1
328,1125,NaN,NaN,2
328,1141,0.01692724228,0.2547014654,1
328,1157,-0.1562164724,-0.3383300304,1
328,1173,1.227905512,-1.245627165,1
328,1189,0.8975778818,-1.163777709,1
328,1205,-0.4115697443,-1.467250586,1
328,1221,1.437984705,-0.1570186913,1
328,1237,NaN,NaN,2
328,1253,NaN,NaN,2
328,1269,0.0116135478,2.409606218,1
328,1285,-0.7326900959,-0.4604597092,1
344,21,0.1049182415,0.5577819347,1
344,37,0.0752055347,0.8939204216,1
344,53,0.1285232008,1.857859135,1
344,69,0.3372862339,0.9621027708,1
344,85,0.512057364,0.8444046378,1
344,101,1.299120903,0.9398348331,1
344,117,1.875644445,0.7690700293,1
344,133,2.915725708,1.468341947,1
344,149,2.947192192,1.949512362,1
344,165,3.109031439,2.193642616,1
344,181,3.662467957,1.865936518,1
344,197,3.833203793,2.380496264,1
344,213,4.035834789,1.272756457,1
344,229,4.626445293,0.7911064625,1
344,245,NaN,NaN,2
344,261,5.472750187,1.056652904,1
344,277,7.876493931,1.266213775,1
344,293,NaN,NaN,2
344,309,7.544260979,3.5219872,1
344,325,6.725193024,2.852448463,1
344,341,6.917927265,3.372467756,1
344,357,7.581213474,2.738287687,1
344,373,8.760309219,3.406265497,1
344,389,9.62789917,4.38179493,1
344,405,9.44447422,3.897928715,1
344,421,10.20204258,3.818940163,1
344,437,11.36941147,3.086602211,1
344,453,11.31808853,2.258030891,1
344,469,7.115794182,0.9599090815,1
344,485,8.893184662,1.965498447,1
344,501,NaN,NaN,2
344,517,6.711672783,1.248838067,1
344,533,10.82120514,1.593069077,1
344,549,10.90939617,0.7066934705,1
344,565,NaN,NaN,2
344,581,NaN,NaN,2
344,597,8.825798988,-0.02882236242,1
344,613,5.906007767,0.416634798,1
344,629,NaN,NaN,2
344,645,1.828610897,-0.04073852301,1
344,661,1.950795412,-0.01386272907,1
344,677,2.882441044,-1.537390709,1
344,693,3.28104496,-2.253209114,1
344,709,3.14468503,-2.05022049,1
344,725,2.767130375,-1.70095849,1
344,741,1.841859579,-1.263059139,1
344,757,NaN,NaN,2
344,773,NaN,NaN,2
344,789,2.554849625,0.2760126591,1
344,805,1.752758145,-1.036350727,1
344,821,2.407408714,-0.5858541131,1
344,837,2.931245089,-1.186502814,1
344,853,3.084608555,-2.011384726,1
344,869,2.782117128,-1.855088949,1
344,885,NaN,NaN,2
344,901,NaN,NaN,2
344,917,1.025700569,-2.144774914,1
344,933,0.7446987629,-2.275701523,1
344,949,NaN,NaN,2
344,965,NaN,NaN,2
344,981,0.955907464,-3.468025684,1
344,997,-1.074594736,-3.946318626,1
344,1013,-1.809676647,-2.560836315,1
344,1029,-1.464412689,-0.9932646751,1
344,1045,-1.25500524,-0.8723736405,1
344,1061,NaN,NaN,2
344,1077,-1.879691362,-0.5236957073,1
344,1093,-0.6402335763,-0.3398323953,1
344,1109,-0.3843439519,-0.06535218656,1
344,1125,-1.09672296,-0.4334452152,1
344,1141,-0.4687008262,-0.5570521355,1
344,1157,-0.4040799439,-0.4699771702,1
344,1173,-0.4218922853,-1.287098169,1
344,1189,-0.1924473345,-1.350988507,1
344,1205,-0.6105325222,-0.6729155779,1
344,1221,-0.3902159631,0.07735389471,1
344,1237,-0.07878521085,-0.4180948138,1
344,1253,-0.1329969168,0.004241779447,1
344,1269,-0.3953347206,0.5243716836,1
344,1285,-0.5701022148,-0.7013349533,1
360,21,NaN,NaN,2
360,37,0.6566547751,0.8339485526,1
360,53,-0.3415623605,0.5155571699,1
360,69,-0.1445432901,0.779450655,1
360,85,0.6525203586,1.721928596,1
360,101,1.834801555,1.409118772,1
360,117,2.592105627,1.527721524,1
360,133,2.681409836,1.771942854,1
360,149,2.823693752,2.004953384,1
360,165,3.09511447,1.954494476,1
360,181,3.445034504,2.12263608,1
360,197,NaN,NaN,2
360,213,3.101681709,1.542809963,1
360,229,NaN,NaN,2
360,245,NaN,NaN,2
360,261,3.52336216,1.212135077,1
360,277,NaN,NaN,2
360,293,7.010329247,2.472007275,1
360,309,7.167836189,4.140852928,1
360,325,6.747935772,4.074715614,1
360,341,6.737018108,3.668036938,1
360,357,7.330885887,4.171364307,1
360,373,7.946164131,3.932905912,1
360,389,8.242732048,3.535125732,1
360,405,8.653589249,3.717164516,1
360,421,9.542564392,4.022807121,1
360,437,10.18859863,3.117646217,1
360,453,10.23243332,2.033805847,1
360,469,10.64168167,2.825267315,1
360,485,3.410161972,0.1049561501,1
360,501,NaN,NaN,2
360,517,9.509176254,2.245654345,1
360,533,9.448763847,1.326079369,1
360,549,10.6391964,0.6523433924,1
360,565,8.662831306,-0.1063736081,1
360,581,7.982030392,-0.9093472958,1
360,597,5.265997887,-0.4975073934,1
360,613,NaN,NaN,2
360,629,5.810325623,-1.840047956,1
360,645,NaN,NaN,2
360,661,2.517779589,-0.06664717197,1
360,677,3.08718729,-1.854885578,1
360,693,3.514289379,-3.026175499,1
360,709,3.333909035,-2.123735428,1
360,725,2.588125229,-2.68094635,1
360,741,NaN,NaN,2
360,757,NaN,NaN,2
360,773,2.615853786,-0.7150523663,1
360,789,2.38955307,-0.5971165895,1
360,805,2.240705252,-1.149502516,1
360,821,2.492038012,-0.9339865446,1
360,837,3.541553497,-2.130852699,1
360,853,NaN,NaN,2
360,869,2.960527897,-3.498025417,1
360,885,2.95643425,-3.199188709,1
360,901,2.477737904,-3.397889137,1
360,917,2.060779333,-3.853675365,1
360,933,1.499337912,-2.588406086,1
360,949,2.053907394,-2.743998051,1
360,965,0.714855969,-4.834002018,1
360,981,1.473940015,-2.966308117,1
360,997,-1.251137733,-5.208160877,1
360,1013,NaN,NaN,2
360,1029,-1.522287965,-1.958776593,1
360,1045,-1.359849215,-1.950523973,1
360,1061,-1.477400899,-1.601353288,1
360,1077,-1.585562944,-0.2571457624,1
360,1093,-0.7648302317,0.2703405023,1
360,1109,-0.6673086882,-0.1884336174,1
360,1125,NaN,NaN,2
360,1141,-1.971952915,-0.449633956,1
360,1157,-1.368979931,-0.8093665242,1
360,1173,-1.066661119,-1.522392988,1
360,1189,-0.8885172009,-1.391091824,1
360,1205,NaN,NaN,2
360,1221,-0.5817190409,-0.5697345734,1
360,1237,0.06481324136,-0.6947832108,1
360,1253,0.2129321098,-0.001061469316,1
360,1269,-0.3957855403,0.2211537361,1
360,1285,-0.5569982529,0.4536786079,1
376,21,NaN,NaN,2
376,37,0.2862389088,0.4303072691,1
376,53,-0.1088269353,-0.01514881849,1
376,69,0.2341522276,0.4176445603,1
376,85,NaN,NaN,2
376,101,1.931930423,1.471409559,1
376,117,2.540211916,1.685374141,1
376,133,2.566181421,1.679536223,1
376,149,2.688214064,2.025122643,1
376,165,2.868196964,0.9285702705,1
376,181,2.842018366,1.96746695,1
376,197,2.836040497,2.247066975,1
376,213,2.916132927,1.916315198,1
376,229,3.01915431,2.017782688,1
376,245,3.242237091,2.062437534,1
376,261,3.653150558,2.43646431,1
376,277,4.097456932,2.40398097,1
376,293,4.591619015,3.061568022,1
376,309,5.378642559,4.433413506,1
376,325,6.380331993,4.174481869,1
376,341,7.146102905,3.639306068,1
376,357,7.83540535,3.657143831,1
376,373,7.875265598,3.776326418,1
376,389,7.330897808,3.733206987,1
376,405,8.060095787,4.135308743,1
376,421,8.280914307,4.434712887,1
376,437,8.383340836,3.827283621,1
376,453,NaN,NaN,2
376,469,NaN,NaN,2
376,485,NaN,NaN,2
376,501,NaN,NaN,2
376,517,10.85064507,3.81708169,1
376,533,10.70798588,1.797754407,1
376,549,11.14189529,0.9297370911,1
376,565,9.046037674,0.308749795,1
376,581,8.367918015,-0.3534114659,1
376,597,7.170907497,-0.5901200771,1
376,613,7.030396461,-3.523302794,1
376,629,6.36260891,-2.828425169,1
376,645,7.240635395,-0.84042418,1
376,661,6.4091115,-0.6492718458,1
376,677,4.74288702,-1.868424892,1
376,693,4.152568817,-2.699588299,1
376,709,4.109848976,-2.451336861,1
376,725,3.608290672,-3.970097542,1
376,741,4.584309101,-4.171785355,1
376,757,2.368994713,-3.174456835,1
376,773,0.803902626,-2.623086691,1
376,789,1.64231658,-1.396357894,1
376,805,1.815667629,-0.720710814,1
376,821,NaN,NaN,2
376,837,NaN,NaN,2
376,853,3.603699684,-4.209384918,1
376,869,NaN,NaN,2
376,885,2.67164588,-3.837920904,1
376,901,2.716183901,-4.114229679,1
376,917,2.415311098,-4.225613594,1
376,933,1.99214077,-2.703603506,1
376,949,1.440629601,-2.248374462,1
376,965,-0.3229442239,-2.216685772,1
376,981,NaN,NaN,2
376,997,NaN,NaN,2
376,1013,-1.381690264,-2.378051519,1
376,1029,-1.299387455,-2.420582294,1
376,1045,-1.252859712,-2.458506107,1
376,1061,-1.124278665,-2.44091773,1
376,1077,-1.484569311,-0.2712189555,1
376,1093,-0.874012053,0.4663254023,1
376,1109,-0.7744683027,-0.5691478848,1
376,1125,NaN,NaN,2
376,1141,NaN,NaN,2
376,1157,-0.8758533001,-0.5801024437,1
376,1173,-0.5564056635,-1.505288243,1
376,1189,-0.6649390459,-1.334209204,1
376,1205,-0.6131173372,-1.590120316,1
376,1221,-0.3382477164,-1.757967114,1
376,1237,-0.1315946877,-1.127228379,1
376,1253,0.1415629983,-0.3157410622,1
376,1269,-0.4416610599,0.349116236,1
376,1285,-0.9455296993,1.391474605,1
392,21,0.3059697151,1.038804173,1
392,37,-0.8137888908,0.3402307928,1
392,53,-0.3960631192,0.1381801665,1
392,69,0.4118296802,0.1364283413,1
392,85,1.304583192,0.7819346786,1
392,101,1.83359766,1.136778593,1
392,117,2.512348413,1.467666864,1
392,133,NaN,NaN,2
392,149,2.992295504,0.6684654951,1
392,165,2.843472719,1.011512876,1
392,181,2.710883379,1.173089385,1
392,197,2.816871643,0.98777318,1
392,213,3.154650688,2.024744272,1
392,229,3.6221385,2.538229227,1
392,245,3.850190639,2.73473978,1
392,261,4.628029823,2.580562115,1
392,277,5.632866859,2.919820309,1
392,293,6.19834137,2.965776205,1
392,309,6.361330509,3.80966711,1
392,325,6.736923218,3.802539349,1
392,341,7.079759598,3.638007164,1
392,357,7.552882195,2.704495668,1
392,373,8.161225319,3.718159199,1
392,389,7.121871948,3.746870756,1
392,405,7.093921661,4.384714127,1
392,421,7.659573078,5.234033108,1
392,437,8.188591003,6.062900543,1
392,453,NaN,NaN,2
392,469,NaN,NaN,2
392,485,9.219320297,7.076048851,1
392,501,10.59318542,6.752227306,1
392,517,10.9330492,4.749746323,1
392,533,10.52662468,2.711400986,1
392,549,11.21538353,1.322018027,1
392,565,9.850180626,1.403392792,1
392,581,9.496208191,1.360065341,1
392,597,NaN,NaN,2
392,613,NaN,NaN,2
392,629,6.478686333,-2.119075298,1
392,645,5.627080441,-1.310798287,1
392,661,NaN,NaN,2
392,677,NaN,NaN,2
392,693,4.463456154,-2.631777525,1
392,709,4.367588997,-1.457681894,1
392,725,4.759579659,-4.573210716,1
392,741,NaN,NaN,2
392,757,5.156740665,-4.361084938,1
392,773,3.590589762,-2.803047657,1
392,789,3.252068996,-1.929534316,1
392,805,3.353803635,-2.04131484,1
392,821,NaN,NaN,2
392,837,NaN,NaN,2
392,853,2.986738682,-4.495594978,1
392,869,2.501619101,-4.743186474,1
392,885,2.048775673,-3.934751511,1
392,901,NaN,NaN,2
392,917,2.129833698,-3.78082943,1
392,933,1.388592482,-3.172459841,1
392,949,0.1112810373,-2.416849613,1
392,965,-0.0795930624,-1.709021449,1
392,981,0.4324234128,-1.863925457,1
392,997,-0.4420683384,-2.565144062,1
392,1013,-1.104763865,-2.980520248,1
392,1029,-1.743861198,-1.751392245,1
392,1045,-1.532575011,-0.3171508312,1
392,1061,-0.8672708869,-0.6217687726,1
392,1077,-0.3743444085,-0.858258903,1
392,1093,-0.2794568539,-1.098377705,1
392,1109,-0.4311908185,-1.212996483,1
392,1125,-1.199871421,-1.446840525,1
392,1141,-1.387712002,0.2062354088,1
392,1157,NaN,NaN,2
392,1173,-0.368181318,-1.453368068,1
392,1189,-0.5689752102,-1.693956494,1
392,1205,-0.5112636089,-2.069687128,1
392,1221,-0.2254471183,-2.506234169,1
392,1237,-0.3780721724,-1.510589361,1
392,1253,-0.3891916573,-0.8281359673,1
392,1269,-0.2078309655,0.8809762597,1
392,1285,NaN,NaN,2
408,21,0.3118944168,0.09294897318,1
408,37,NaN,NaN,2
408,53,-0.1212195307,0.1922073066,1
408,69,0.6508592367,0.3135804236,1
408,85,1.727835536,0.2205678225,1
408,101,NaN,NaN,2
408,117,NaN,NaN,2
408,133,NaN,NaN,2
408,149,2.778927088,1.083812237,1
408,165,2.988301754,0.5945216417,1
408,181,3.22033596,1.116753817,1
408,197,3.330162525,0.81602633,1
408,213,3.772273779,2.776428938,1
408,229,3.896214485,3.125806332,1
408,245,4.172347546,3.543247461,1
408,261,4.634397507,2.660575628,1
408,277,NaN,NaN,2
408,293,5.676275253,1.312449455,1
408,309,6.048705101,2.177786827,1
408,325,6.327016354,2.734558582,1
408,341,6.759757519,3.195734739,1
408,357,7.481663704,6.019199848,1
408,373,NaN,NaN,2
408,389,7.066048145,3.144868374,1
408,405,NaN,NaN,2
408,421,7.985292912,6.089543343,1
408,437,8.521292686,5.969224453,1
408,453,NaN,NaN,2
408,469,10.06451416,4.5432024,1
408,485,10.71612072,5.502614498,1
408,501,10.64891434,6.233346462,1
408,517,11.03103733,4.517746925,1
408,533,9.532078743,3.888074398,1
408,549,9.987723351,2.113430738,1
408,565,9.335944176,1.889964581,1
408,581,8.928649902,1.812049031,1
408,597,8.292961121,0.6765831709,1
408,613,NaN,NaN,2
408,629,NaN,NaN,2
408,645,NaN,NaN,2
408,661,NaN,NaN,2
408,677,3.515832424,-2.912292242,1
408,693,4.518509388,-3.262676954,1
408,709,NaN,NaN,2
408,725,5.270668507,-3.567428112,1
408,741,5.309099674,-3.454060078,1
408,757,5.696969509,-3.083251238,1
408,773,6.886428833,-1.979097128,1
408,789,4.471744061,-2.170151234,1
408,805,5.536338806,-2.510459423,1
408,821,NaN,NaN,2
408,837,3.450959206,-3.829657555,1
408,853,2.881054401,-5.038220882,1
408,869,2.771157742,-4.633006573,1
408,885,2.12667346,-4.259712696,1
408,901,0.9611203671,-4.354193211,1
408,917,2.024372578,-3.184102774,1
408,933,1.496042848,-2.600642443,1
408,949,0.6884865761,-1.754510641,1
408,965,0.7076105475,-1.317957878,1
408,981,0.8041033745,-2.354270458,1
408,997,NaN,NaN,2
408,1013,NaN,NaN,2
408,1029,-1.07619381,-1.844415665,1
408,1045,-0.6693245173,-0.4002655745,1
408,1061,-0.5378872156,-1.441325188,1
408,1077,-0.3276256919,-1.621700287,1
408,1093,-0.242846936,-1.934727311,1
408,1109,-0.6353902221,-2.004424095,1
408,1125,NaN,NaN,2
408,1141,NaN,NaN,2
408,1157,NaN,NaN,2
408,1173,-1.078810811,-1.684074163,1
408,1189,NaN,NaN,2
408,1205,-0.4137559235,-2.663331747,1
408,1221,-0.1436884999,-2.607525349,1
408,1237,0.1530073583,-1.850489736,1
408,1253,NaN,NaN,2
408,1269,NaN,NaN,2
408,1285,-0.0787243247,0.9624115825,1
424,21,0.7702224255,-0.5195575356,1
424,37,1.550822735,-0.3814024329,1
424,53,1.047462344,0.2557837367,1
424,69,0.7003573775,0.8610296845,1
424,85,1.12793541,0.2067644,1
424,101,2.171753407,-0.1533830464,1
424,117,2.55867362,1.661418915,1
424,133,NaN,NaN,2
424,149,3.291876078,1.126759768,1
424,165,3.890510082,1.120450497,1
424,181,3.66825223,1.556202412,1
424,197,3.837100267,2.297060966,1
424,213,4.122080803,3.453713417,1
424,229,4.366294384,3.250531673,1
424,245,4.220634937,3.440138817,1
424,261,4.177646637,2.76761651,1
424,277,NaN,NaN,2
424,293,4.411909103,0.4801399708,1
424,309,4.924434185,0.6661556959,1
424,325,6.404442787,1.255315781,1
424,341,8.674760818,2.183612823,1
424,357,NaN,NaN,2
424,373,7.850831509,5.781691551,1
424,389,NaN,NaN,2
424,405,NaN,NaN,2
424,421,8.644952774,4.531439781,1
424,437,9.255044937,5.240530014,1
424,453,9.757192612,4.697695255,1
424,469,9.989706039,4.471811771,1
424,485,9.746533394,4.666631699,1
424,501,9.41423893,4.506393909,1
424,517,11.06707287,4.942733765,1
424,533,8.826156616,4.48636961,1
424,549,9.698050499,1.913036823,1
424,565,8.77963829,0.8494220972,1
424,581,8.310692787,1.519019127,1
424,597,4.874298096,0.7506990433,1
424,613,NaN,NaN,2
424,629,1.07986927,-0.9031882286,1
424,645,NaN,NaN,2
424,661,NaN,NaN,2
424,677,5.036535263,-3.899711132,1
424,693,5.096132278,-4.397704124,1
424,709,4.48008728,-5.488082886,1
424,725,5.396904469,-6.219688416,1
424,741,6.502530575,-3.195240259,1
424,757,6.975282669,-2.961440563,1
424,773,5.699615479,-2.415192842,1
424,789,5.205055237,-2.030742168,1
424,805,4.633455276,-1.906754732,1
424,821,NaN,NaN,2
424,837,3.361252546,-4.331602097,1
424,853,NaN,NaN,2
424,869,2.458495855,-4.716695786,1
424,885,1.95648396,-4.339427471,1
424,901,NaN,NaN,2
424,917,1.872990727,-3.432296991,1
424,933,3.121504307,-2.826294422,1
424,949,1.446098447,-2.558367014,1
424,965,NaN,NaN,2
424,981,NaN,NaN,2
424,997,NaN,NaN,2
424,1013,NaN,NaN,2
424,1029,NaN,NaN,2
424,1045,-0.7588430643,-4.472720146,1
424,1061,0.1791589856,-2.280817747,1
424,1077,0.1184363216,-2.852247238,1
424,1093,-0.04006519914,-2.967030287,1
424,1109,NaN,NaN,2
424,1125,NaN,NaN,2
424,1141,NaN,NaN,2
424,1157,NaN,NaN,2
424,1173,-0.2024782598,-1.65289855,1
424,1189,-0.5257906318,-2.439992189,1
424,1205,-0.2706202269,-2.868378878,1
424,1221,0.3884990215,-2.417878151,1
424,1237,NaN,NaN,2
424,1253,0.913117528,-1.318565607,1
424,1269,NaN,NaN,2
424,1285,-0.1920532584,-0.775044322,1
440,21,NaN,NaN,2
440,37,1.654041529,-0.09170742333,1
440,53,1.452582359,1.722201824,1
440,69,1.124942541,1.919213295,1
440,85,0.7929004431,0.8660228252,1
440,101,1.756227851,0.8410862684,1
440,117,1.627832413,0.8755654097,1
440,133,2.009656906,0.6215188503,1
440,149,4.030344009,2.215132713,1
440,165,NaN,NaN,2
440,181,NaN,NaN,2
440,197,3.646941662,2.722122908,1
440,213,3.609994411,3.883727789,1
440,229,4.071166039,3.132205963,1
440,245,4.205260277,3.498372078,1
440,261,4.295629025,3.0471766,1
440,277,NaN,NaN,2
440,293,NaN,NaN,2
440,309,NaN,NaN,2
440,325,7.438725948,4.264313698,1
440,341,NaN,NaN,2
440,357,NaN,NaN,2
440,373,NaN,NaN,2
440,389,7.665103912,4.81383419,1
440,405,8.491685867,4.203723431,1
440,421,10.5973978,4.89177084,1
440,437,10.37760925,5.620820045,1
440,453,10.54651356,6.210453033,1
440,469,10.91919994,5.534572124,1
440,485,10.3797369,4.482925415,1
440,501,9.677386284,4.951140404,1
440,517,11.00209332,4.880931854,1
440,533,10.88834763,3.472283363,1
440,549,10.4140625,1.759001136,1
440,565,9.941286087,0.5097606182,1
440,581,9.994153976,1.170670152,1
440,597,9.00968647,0.4429484606,1
440,613,NaN,NaN,2
440,629,9.143188477,-0.8527548313,1
440,645,7.118497372,-1.27198875,1
440,661,6.910457611,-2.628416777,1
440,677,5.99695158,-4.579672813,1
440,693,5.894960403,-4.648009777,1
440,709,NaN,NaN,2
440,725,5.201844215,-6.316692352,1
440,741,6.208763599,-4.623298168,1
440,757,5.807341099,-3.586488247,1
440,773,NaN,NaN,2
440,789,4.262535572,-1.244652033,1
440,805,3.55732131,-1.129164696,1
440,821,3.551574707,-2.490732431,1
440,837,3.427582026,-4.288767815,1
440,853,3.042906284,-5.346191883,1
440,869,2.55203414,-4.579529285,1
440,885,1.922410488,-4.051140308,1
440,901,1.936953783,-5.290800095,1
440,917,2.299126148,-5.420956612,1
440,933,2.769924164,-3.580983162,1
440,949,-0.266680479,-4.020622253,1
440,965,-0.8970845938,-3.533644438,1
440,981,0.04852027819,-3.087398767,1
440,997,0.0981233716,-3.151654243,1
440,1013,NaN,NaN,2
440,1029,NaN,NaN,2
440,1045,NaN,NaN,2
440,1061,-0.4819226563,-2.897145748,1
440,1077,-0.02768613398,-4.182332039,1
440,1093,0.2313402295,-3.779649973,1
440,1109,NaN,NaN,2
440,1125,-0.2037937641,-2.59887743,1
440,1141,-0.4007225335,-1.340032339,1
440,1157,-0.3410726488,-1.246775866,1
440,1173,-0.4546628892,-1.377834558,1
440,1189,-0.2648453116,-2.187308788,1
440,1205,-0.2012197971,-2.26880312,1
440,1221,0.3392037153,-2.253012419,1
440,1237,1.29320097,-2.059503078,1
440,1253,-0.04845964909,-1.976460934,1
440,1269,-1.337286115,-1.565311313,1
440,1285,-0.4864841104,-1.690782309,1
456,21,NaN,NaN,2
456,37,2.030089617,0.2306870818,1
456,53,1.669314623,1.863364577,1
456,69,1.479022145,2.021444082,1
456,85,1.280766606,1.148208976,1
456,101,1.33731246,1.610697985,1
456,117,1.501770377,0.8007692099,1
456,133,1.98860836,1.128248692,1
456,149,2.901596069,2.457297325,1
456,165,1.847421646,3.422473907,1
456,181,NaN,NaN,2
456,197,NaN,NaN,2
456,213,3.876163244,3.955767393,1
456,229,4.101891041,3.388979197,1
456,245,4.88563776,3.171528816,1
456,261,5.361011505,3.349301815,1
456,277,NaN,NaN,2
456,293,NaN,NaN,2
456,309,NaN,NaN,2
456,325,6.941885471,4.398892879,1
456,341,7.406264782,5.701288223,1
456,357,NaN,NaN,2
456,373,NaN,NaN,2
456,389,NaN,NaN,2
456,405,8.158628464,4.895228863,1
456,421,9.723771095,5.260849953,1
456,437,10.41885281,5.014927387,1
456,453,10.25358391,6.876734257,1
456,469,10.36902905,6.101408958,1
456,485,10.29526234,5.706918716,1
456,501,9.186286926,5.14722681,1
456,517,NaN,NaN,2
456,533,9.590010643,3.105144262,1
456,549,9.459121704,1.725114346,1
456,565,11.00929546,0.941321969,1
456,581,12.10012817,0.82752949,1
456,597,12.33115673,0.1100442708,1
456,613,8.904084206,-0.7525142431,1
456,629,8.713657379,-1.834051251,1
456,645,6.699951649,-2.472653866,1
456,661,4.56372261,-3.156060934,1
456,677,5.759964943,-4.37808609,1
456,693,6.786128998,-4.737917423,1
456,709,5.713112354,-6.299527168,1
456,725,5.754582882,-6.265838146,1
456,741,5.851359367,-5.994106293,1
456,757,NaN,NaN,2
456,773,2.389441013,-2.056736946,1
456,789,2.222403049,-0.4223210812,1
456,805,1.721795321,-0.14993155,1
456,821,2.161763668,-1.975264668,1
456,837,3.596534967,-4.456441879,1
456,853,3.162200928,-4.824285507,1
456,869,2.751343966,-4.669111252,1
456,885,2.462596178,-4.592082024,1
456,901,2.431253672,-4.921276569,1
456,917,2.777412891,-5.002057552,1
456,933,2.032863617,-4.082842827,1
456,949,0.2614828348,-5.88764286,1
456,965,-0.09663212299,-6.148684978,1
456,981,NaN,NaN,2
456,997,-0.1652266085,-2.806287289,1
456,1013,-0.3620733023,-2.209988117,1
456,1029,-0.4868337214,-1.849548101,1
456,1045,-0.4554059505,-2.281919956,1
456,1061,-0.3360981941,-2.769256353,1
456,1077,-0.2449334711,-3.440412045,1
456,1093,NaN,NaN,2
456,1109,NaN,NaN,2
456,1125,-0.07098460197,-2.827562809,1
456,1141,-0.349719286,-1.246480465,1
456,1157,-0.4075965881,-1.208657384,1
456,1173,-0.4976193607,-1.217334747,1
456,1189,-0.1159970164,-1.566924214,1
456,1205,-0.1116219908,-1.953941226,1
456,1221,-0.02069963515,-2.088459015,1
456,1237,0.1863782704,-2.13832593,1
456,1253,-0.5799868703,-2.446269035,1
456,1269,-1.211803317,-2.479787588,1
456,1285,-0.8075844049,-2.420759678,1
472,21,NaN,NaN,2
472,37,1.470509291,-0.5756782889,1
472,53,1.895114064,1.540838122,1
472,69,1.424661756,1.957441807,1
472,85,0.5035740137,1.555422425,1
472,101,2.017116308,1.63018477,1
472,117,2.359114647,1.767555714,1
472,133,2.351397038,2.799051285,1
472,149,2.127447844,2.626391172,1
472,165,2.032556057,3.335715294,1
472,181,2.236018658,3.584314346,1
472,197,NaN,NaN,2
472,213,3.993027687,4.279442787,1
472,229,4.113589764,3.624667645,1
472,245,5.037644863,3.175540447,1
472,261,5.153073788,3.415434837,1
472,277,5.168250084,3.677036047,1
472,293,6.096654415,2.952336788,1
472,309,6.542257786,2.976481438,1
472,325,6.456501961,5.045723915,1
472,341,6.527125359,3.746569872,1
472,357,NaN,NaN,2
472,373,NaN,NaN,2
472,389,NaN,NaN,2
472,405,5.762101173,6.642691135,1
472,421,8.025148392,6.51675415,1
472,437,NaN,NaN,2
472,453,10.76021576,5.814613342,1
472,469,8.974682808,5.844066143,1
472,485,9.761977196,6.535860062,1
472,501,8.302805901,4.765498161,1
472,517,NaN,NaN,2
472,533,NaN,NaN,2
472,549,6.231500626,1.196126938,1
472,565,7.60147953,0.557082355,1
472,581,8.382694244,0.4355814457,1
472,597,11.07115746,-0.01326671243,1
472,613,NaN,NaN,2
472,629,NaN,NaN,2
472,645,NaN,NaN,2
472,661,3.423154116,-3.121670246,1
472,677,4.166185856,-4.316184044,1
472,693,5.026304722,-4.379145622,1
472,709,8.324037552,-5.600841522,1
472,725,5.8916049,-5.545687675,1
472,741,NaN,NaN,2
472,757,5.968639374,-5.254342556,1
472,773,3.789725065,-5.259469986,1
472,789,4.484457016,-1.215182662,1
472,805,3.221479416,-0.4123712182,1
472,821,3.945608139,-3.007580519,1
