PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[10]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
367,769,-0.8494465351,-2.520215988,1
367,801,-0.5744485855,-3.020678282,1
367,833,-1.31870532,-2.518983841,1
367,865,-1.510065317,-1.695667386,1
367,897,-0.6022906303,-1.497360945,1
367,929,0.06362111866,-0.8521394134,1
367,961,0.9755421877,-0.8784475923,1
367,993,1.312307715,-0.907091856,1
367,1025,0.5255149603,-1.193553329,1
367,1057,0.2328530252,-0.5749858618,1
367,1089,-0.005057215691,-0.5476155281,1
367,1121,-0.08995734155,-0.3620226383,1
367,1153,-0.3556349277,0.4486429095,1
367,1185,-0.2731224895,1.608056068,1
367,1217,1.506898999,-0.4967374504,1
367,1249,2.325307369,-1.040230036,1
367,1281,2.421785355,-0.9447499514,1
367,1313,1.701433659,-1.409225702,1
367,1345,0.8917227983,-0.2529376149,1
367,1377,1.065929055,0.3689320683,1
367,1409,0.8158509731,-0.2425360978,1
367,1441,0.4936190248,-0.2666497231,1
367,1473,0.3377277553,-0.3489865959,1
367,1505,0.3117109537,-0.2868524492,1
367,1537,0.1162543297,-0.693231225,1
367,1569,0.2703428268,-1.620117068,1
367,1601,-0.2019831985,-1.351744771,1
367,1633,-0.7236075997,-0.1492660642,1
367,1665,-0.6592707038,-0.6289557219,1
367,1697,-0.2646998763,0.2945709229,1
367,1729,-0.4665352106,0.8346683979,1
367,1761,-0.9077423215,0.9152235985,1
367,1793,-0.2133646607,0.5977950692,1
367,1825,0.2371997684,0.9544097781,1
367,1857,0.158810854,0.8087723851,1
367,1889,-0.3163304627,0.1568322182,1
367,1921,0.1214305162,1.326382995,1
367,1953,1.033514977,1.195175529,1
367,1985,1.565805674,1.740150452,1
367,2017,0.7091976404,-0.8007007241,1
399,33,-3.803175449,1.281204939,1
399,65,-6.546844482,-3.077638388,1
399,97,-4.257842064,-2.589158058,1
399,129,-4.333040237,-1.257106304,1
399,161,-2.574771881,0.01514130831,1
399,193,-1.981573105,-1.039124012,1
399,225,-1.415818214,-1.152787566,1
399,257,-1.920422077,-0.674583137,1
399,289,-2.768764973,-1.320821047,1
399,321,-1.658550024,-3.286628723,1
399,353,-0.7040269375,-2.220541239,1
399,385,-0.785611093,-0.4441422224,1
399,417,-0.8030662537,0.03002220392,1
399,449,-0.5311032534,-0.4242189527,1
399,481,-0.9895314574,-0.5392724276,1
399,513,-1.281562686,-0.4487389326,1
399,545,-0.8002825975,0.2071156502,1
399,577,-0.5271269083,-0.9058105946,1
399,609,-0.5109866261,-1.152191639,1
399,641,-0.5498074293,-0.5691206455,1
399,673,-0.5293146372,-0.7635309696,1
399,705,-1.320781708,-0.9422072172,1
399,737,-0.781281054,-1.256500363,1
399,769,-0.4557577968,-1.910624981,1
399,801,-0.7685927153,-2.66206646,1
399,833,-1.392675042,-3.063000917,1
399,865,-1.214979649,-2.060221434,1
399,897,-0.5202263594,-1.50233233,1
399,929,0.1503958553,-1.321492195,1
399,961,0.5660305023,-1.000591278,1
399,993,0.3526063561,-1.218541861,1
399,1025,0.16740942,-0.9413423538,1
399,1057,0.5982058048,-0.6744641066,1
399,1089,0.0658968389,-0.1535487175,1
399,1121,-0.5020236373,-0.248445183,1
399,1153,-0.4590241611,0.4701240361,1
399,1185,-0.4601621032,1.363622069,1
399,1217,1.235458255,0.5342888236,1
399,1249,2.032681942,0.1168351173,1
399,1281,1.98475039,-0.5464092493,1
399,1313,1.501711726,-1.626547933,1
399,1345,0.4971704483,-0.6891460419,1
399,1377,0.712539196,0.06033787131,1
399,1409,0.9250373244,-0.03103557229,1
399,1441,0.237593472,-0.1472372264,1
399,1473,0.4616269469,-0.1898119152,1
399,1505,0.8474671841,-0.04348015785,1
399,1537,0.4785232544,-0.3301523328,1
399,1569,-0.04703450203,-0.6194850206,1
399,1601,0.005299776793,-0.5943381786,1
399,1633,0.1522938013,-0.6418868303,1
399,1665,0.09547516704,-1.299993038,1
399,1697,0.01026052237,-0.2999613583,1
399,1729,0.07275801897,0.8247772455,1
399,1761,-0.283937037,1.114029169,1
399,1793,-0.9882829189,0.9548102617,1
399,1825,0.004112184048,0.9355576038,1
399,1857,0.4421564639,0.8233829737,1
399,1889,0.5497176647,0.537065506,1
399,1921,1.367518187,0.9379047751,1
399,1953,2.031821251,1.021028519,1
399,1985,1.837401986,2.32199645,1
399,2017,0.9768856764,-0.8183492422,1
431,33,-0.03252077103,2.393808842,1
431,65,-0.9282234311,-1.774468422,1
431,97,-2.025936604,-3.056550026,1
431,129,-2.579879761,-2.647664309,1
431,161,-2.610670328,-1.254937172,1
431,193,-1.9649297,-1.036765814,1
431,225,-1.312319636,-1.036807775,1
431,257,-1.680642724,-1.223859072,1
431,289,-1.855525136,-1.706071138,1
431,321,-1.440757036,-2.574618816,1
431,353,-0.9638873339,-1.790606499,1
431,385,-0.6435501575,-1.215421915,1
431,417,-0.8737486601,-1.257258654,1
431,449,-1.455949426,-1.309591174,1
431,481,-0.9073827267,-1.397075653,1
431,513,-0.5794212818,-1.713085294,1
431,545,-0.3858486414,-1.558313489,1
431,577,-0.3784601688,-1.154874444,1
431,609,-0.6006098986,-1.370949864,1
431,641,-0.3067895472,-1.113434434,1
431,673,-0.3064208329,-1.457368493,1
431,705,-1.236622334,-1.322356582,1
431,737,-0.4023658633,-0.5717816353,1
431,769,0.2369768322,-0.7004686594,1
431,801,0.515185833,-1.585895896,1
431,833,0.225532487,-2.489097834,1
431,865,-0.04266176373,-2.257164478,1
431,897,0.3397320211,-2.010730505,1
431,929,0.247949779,-1.595453858,1
431,961,0.01872825623,-1.190483093,1
431,993,-0.1424141526,-1.279799461,1
431,1025,-0.3398192525,-0.6643154025,1
431,1057,0.7130054832,-0.33378613,1
431,1089,0.3187478781,-0.7348150611,1
431,1121,-0.3352228701,-0.761985302,1
431,1153,-0.07150486112,0.06446456909,1
431,1185,-0.2728286982,1.095885038,1
431,1217,0.9234603643,0.3538078964,1
431,1249,1.896797419,0.1905151904,1
431,1281,1.393259287,-0.3996956348,1
431,1313,0.9289111495,-1.413084984,1
431,1345,0.3014808893,-1.830015898,1
431,1377,0.5420178771,-0.6588878036,1
431,1409,0.8237086535,0.2920307815,1
431,1441,0.5855132937,0.1196795106,1
431,1473,0.9344874024,-0.0125027597,1
431,1505,1.471230626,0.3122563362,1
431,1537,1.109125853,0.3459385335,1
431,1569,0.5787875652,-0.0737016052,1
431,1601,1.327652216,-0.5264052153,1
431,1633,1.360771179,-1.229145408,1
431,1665,0.6107487679,-1.01289773,1
431,1697,0.5197856426,0.2373092771,1
431,1729,0.2947321534,0.9747377038,1
431,1761,-0.02712184191,1.022197723,1
431,1793,-0.1220693886,0.8415003419,1
431,1825,0.1697247624,0.8439278007,1
431,1857,0.5590128899,1.148687601,1
431,1889,3.685477018,0.70574826,1
431,1921,4.743922234,-0.07806020975,1
431,1953,3.330709934,0.7167088985,1
431,1985,0.3411576748,1.277828336,1
431,2017,0.1346859932,-0.6748440266,1
463,33,-5.448138237,3.290842533,1
463,65,2.551536322,4.802871227,1
463,97,-1.258037329,-1.790038347,1
463,129,-2.865847111,-2.640781403,1
463,161,-4.135155678,-1.692030907,1
463,193,-3.1627388,-1.144908309,1
463,225,-1.703644514,-0.7129358053,1
463,257,-1.294010282,-0.8758388758,1
463,289,-1.149816751,-1.128115177,1
463,321,-1.410937667,-1.437361002,1
463,353,-1.030223012,-1.312475443,1
463,385,0.02463334799,-1.279917359,1
463,417,-0.2440530062,-1.595067978,1
463,449,-1.302039623,-1.721564293,1
463,481,-1.071727037,-1.824664354,1
463,513,-0.5943805575,-2.967468262,1
463,545,-0.1114767194,-1.752671361,1
463,577,-0.1265802085,-0.9511668682,1
463,609,0.06056532264,-1.192750216,1
463,641,0.3943824172,-1.628246188,1
463,673,0.08410692215,-1.947966933,1
463,705,-0.2022574693,-1.705878854,1
463,737,0.055642277,-0.8765572309,1
463,769,0.2567531168,-0.74486655,1
463,801,0.6066307425,-1.274600148,1
463,833,0.5992239714,-1.864567995,1
463,865,0.2368157357,-3.928421974,1
463,897,0.06938568503,-2.410553694,1
463,929,-0.1490031332,-1.367553234,1
463,961,0.03700441122,-1.093552828,1
463,993,0.6589964628,-0.6420611739,1
463,1025,1.052541375,-0.289300859,1
463,1057,1.458118081,-0.4487453699,1
463,1089,1.008631468,-0.8209733367,1
463,1121,1.033296347,-1.941952586,1
463,1153,0.7526723146,-0.752737999,1
463,1185,1.619606137,-0.3945279717,1
463,1217,3.946482897,-0.3996837437,1
463,1249,2.828429699,0.1513270289,1
463,1281,0.497494936,0.4406530857,1
463,1313,0.4588487148,-0.2050836086,1
463,1345,0.5550303459,-1.166409612,1
463,1377,0.1077092886,-1.222222447,1
463,1409,-0.04731565714,0.8933910131,1
463,1441,0.4628837109,0.5194072723,1
463,1473,0.9029096365,0.7743632197,1
463,1505,1.547491193,0.5106205344,1
463,1537,3.41238451,0.6885964274,1
463,1569,1.616018176,0.2767555714,1
463,1601,1.661248446,-0.5584857464,1
463,1633,1.069796801,-0.4033230245,1
463,1665,1.001529932,-0.3463406563,1
463,1697,1.876695752,1.106991529,1
463,1729,0.7921327353,1.638895273,1
463,1761,0.4305338264,0.8175799251,1
463,1793,1.036574364,0.4857159853,1
463,1825,1.329493642,1.060821056,1
463,1857,1.21832931,1.305816293,1
463,1889,5.562672615,1.02801156,1
463,1921,5.594521046,1.291070938,1
463,1953,4.040041924,1.482919931,1
463,1985,0.856200695,0.3277075887,1
463,2017,0.6785315275,-0.2864003181,1
495,33,-5.92965126,2.859741449,1
495,65,-7.513626099,-2.860707045,1
495,97,-5.864636421,-1.648909211,1
495,129,-4.927556992,-1.973204017,1
495,161,-4.575139999,-1.691625714,1
495,193,-2.88862133,-0.9251949787,1
495,225,-1.76886344,-1.098060966,1
495,257,-1.663633823,-1.382176757,1
495,289,-1.797538161,-1.178154349,1
495,321,-1.435196996,-0.6978522539,1
495,353,-1.033298969,-0.8221446276,1
495,385,-0.3938670158,-1.373880863,1
495,417,-0.5177300572,-1.540045738,1
495,449,-1.36717701,-1.711777091,1
495,481,-1.106426716,-2.036624432,1
495,513,-0.5135179162,-2.093083143,1
495,545,-0.3969081938,-1.588033438,1
495,577,-0.2853311598,-1.069782376,1
495,609,0.1543186605,-1.041825056,1
495,641,0.4249102473,-1.760176063,1
495,673,0.3648456037,-1.86177516,1
495,705,-0.1422183812,-1.500703335,1
495,737,-0.1723326743,-0.5561934114,1
495,769,-0.8109515309,-0.7605721354,1
495,801,-1.379385233,-1.01753211,1
495,833,-0.9142032266,-0.942458272,1
495,865,-0.03002363443,-2.527526379,1
495,897,-0.2038648278,-2.678879738,1
495,929,0.08251482248,-1.598689079,1
495,961,0.4773495197,-1.180781722,1
495,993,1.539369106,-1.392156243,1
495,1025,2.432239532,-1.31841433,1
495,1057,2.020638466,-0.7890818119,1
495,1089,2.094007015,-0.1405776739,1
495,1121,2.866778851,-0.8565921783,1
495,1153,7.226836681,-0.9498589039,1
495,1185,6.763749123,-0.4730170965,1
495,1217,5.876696587,-0.1620497406,1
495,1249,4.001365662,0.4522518516,1
495,1281,0.748587966,0.211019814,1
495,1313,-0.915322125,0.5507276654,1
495,1345,-0.8478665352,0.1314162463,1
495,1377,-0.09200668335,0.3518689275,1
495,1409,-0.4310421348,0.8672571182,1
495,1441,0.6985785961,0.8128705025,1
495,1473,1.585424781,2.000011206,1
495,1505,2.360702991,0.3480553031,1
495,1537,2.486218452,0.7622215748,1
495,1569,1.666258812,0.3353662491,1
495,1601,1.052580833,-0.1528637707,1
495,1633,0.7551147342,0.1363434792,1
495,1665,0.8245771527,0.2078993917,1
495,1697,1.495831966,2.450232267,1
495,1729,1.452309847,2.608542442,1
495,1761,1.570545435,0.7449677587,1
495,1793,-12.273036,12.60355949,1
495,1825,7.132757664,0.4727551341,1
495,1857,7.213006496,0.3079383373,1
495,1889,5.840352535,0.423237443,1
495,1921,5.744196892,1.288413525,1
495,1953,5.565526485,1.409327745,1
495,1985,4.747053623,2.097717285,1
495,2017,19.62505913,-0.8040965796,1
527,33,15.55574226,1.637344599,1
527,65,-7.404477596,-3.44286108,1
527,97,-5.710566521,-2.985983849,1
527,129,-3.970169067,-1.994235754,1
527,161,-3.81682229,-2.512794971,1
527,193,-2.920764446,-3.177079678,1
527,225,-1.924558163,-2.992520332,1
527,257,-2.099248171,-1.723882675,1
527,289,-1.724385023,-1.529493928,1
527,321,-1.640529871,-1.069116473,1
527,353,-1.606164098,-0.7904882431,1
527,385,-1.171481848,-1.465118766,1
527,417,-0.9213799834,-1.210129261,1
527,449,-1.100901842,-1.25550437,1
527,481,-0.5801233053,-1.72062397,1
527,513,-0.3757847846,-1.677670836,1
527,545,-0.3468235731,-1.533843398,1
527,577,0.1235789061,-1.217627048,1
527,609,0.4406339526,-1.532916427,1
527,641,0.1856206954,-2.28635335,1
527,673,0.1577462852,-1.233170986,1
527,705,0.3003346622,-0.7814770937,1
527,737,-0.2183784544,-0.3802530766,1
527,769,-0.5208875537,-0.4479796886,1
527,801,-0.0549325943,-0.267475009,1
527,833,-0.1247108579,0.1846280098,1
527,865,-0.4369007945,-0.5126519203,1
527,897,-0.3024539351,-1.799230099,1
527,929,0.4549390674,-2.574107647,1
527,961,0.6761418581,-1.899568558,1
527,993,0.9820646048,-2.428884506,1
527,1025,1.368371248,-3.208306551,1
527,1057,1.758038282,-0.9460590482,1
527,1089,1.991006374,0.127823025,1
527,1121,4.518590927,0.06679040194,1
527,1153,7.41414547,-1.796353817,1
527,1185,4.514704227,-0.1299231946,1
527,1217,5.405019283,1.186588645,1
527,1249,3.756390572,0.9326363802,1
527,1281,0.6525464058,0.4229832888,1
527,1313,-0.9139273167,0.859187603,1
527,1345,-1.09526968,0.4589340687,1
527,1377,0.410063386,1.141072869,1
527,1409,1.374238491,0.5273572206,1
527,1441,1.861227751,0.583894372,1
527,1473,1.78532517,0.8329020143,1
527,1505,1.123252511,0.5776711702,1
527,1537,0.6564222574,0.7496297359,1
527,1569,-0.2233015299,-0.1435230076,1
527,1601,-0.7910835743,-0.9689921141,1
527,1633,-0.01388072968,0.1334195733,1
527,1665,0.4283402562,1.212913275,1
527,1697,1.955462217,3.618396759,1
527,1729,1.852510929,2.562906981,1
527,1761,2.88491869,0.8683232069,1
527,1793,4.379066467,-0.01468867064,1
527,1825,7.499628067,1.031714916,1
527,1857,7.57008028,1.52738142,1
527,1889,5.324485302,2.295148373,1
527,1921,6.31315136,1.940131187,1
527,1953,5.582169533,1.247789383,1
527,1985,4.059473991,4.440135479,1
527,2017,-1.738806486,-2.262457371,1
559,33,-4.816030979,1.434241533,1
559,65,-5.42615509,-2.651396275,1
559,97,-5.92155695,-4.018654346,1
559,129,-3.527501822,-2.567169428,1
559,161,-3.901319504,-2.956561804,1
559,193,-3.247874975,-3.796525478,1
559,225,-2.264309406,-2.829102278,1
559,257,-2.353279591,-1.999411821,1
559,289,-1.722649574,-2.147768021,1
559,321,-1.529295087,-1.700196624,1
559,353,-1.22876513,-0.7086634636,1
559,385,-0.8714289069,-0.834603548,1
559,417,-0.4610258937,-1.594736218,1
559,449,0.3065955639,-1.152929187,1
559,481,-0.07862487435,-1.692586422,1
559,513,-0.3624730706,-2.48480773,1
559,545,-0.06504186988,-2.076111317,1
559,577,0.6315634251,-0.4684593678,1
559,609,1.109209418,-1.660418153,1
559,641,0.9233095646,-2.385190248,1
559,673,0.3507462144,-1.052938938,1
559,705,-0.3352459669,-0.8957049847,1
559,737,-0.5378430486,-0.5884330869,1
559,769,-0.01848104596,-0.275529623,1
559,801,0.5491258502,0.1044075489,1
559,833,0.1284762323,0.4882939458,1
559,865,-0.3941885233,0.6471385956,1
559,897,-0.3647072911,-0.7376095057,1
559,929,0.1391031444,-1.489243388,1
559,961,0.7409144044,-1.689113379,1
559,993,1.357893467,-2.610795975,1
559,1025,0.3319945931,-0.289450407,1
559,1057,1.00348115,-0.9024454951,1
559,1089,1.618510485,-0.3690657318,1
559,1121,4.487195492,1.082019091,1
559,1153,6.290797234,0.3523964286,1
559,1185,19.96030998,0.8385844231,1
559,1217,6.198163033,1.391977906,1
559,1249,4.565601826,0.9944278598,1
559,1281,1.718709707,0.7877100706,1
559,1313,0.797732234,1.000854015,1
559,1345,0.2612376809,0.3985107541,1
559,1377,2.068607569,0.7702020407,1
559,1409,2.907879114,0.521564424,1
559,1441,2.136148691,0.2322094738,1
559,1473,1.143451691,0.1792211533,1
559,1505,0.268786788,0.2443139851,1
559,1537,0.2981825471,0.3043154776,1
559,1569,-1.168587089,-0.9206391573,1
559,1601,-2.060377359,-1.172271967,1
559,1633,-0.08163419366,0.7129659653,1
559,1665,2.279957771,0.6357957125,1
559,1697,2.835749149,1.864989281,1
559,1729,2.13826704,1.617235184,1
559,1761,2.58607316,1.308539867,1
559,1793,3.132722855,0.9187408686,1
559,1825,4.112169266,-0.5465242863,1
559,1857,3.696005821,2.540887833,1
559,1889,4.082825661,4.392560959,1
559,1921,5.080505848,3.115362167,1
559,1953,3.820758581,2.296793699,1
559,1985,3.035620213,3.425312281,1
559,2017,-0.8997116089,-3.624577045,1
591,33,-0.5266737938,2.476469517,1
591,65,-3.129831314,-2.117925167,1
591,97,-4.632497311,-2.658076048,1
591,129,-3.655883074,-3.517866373,1
591,161,-3.119329453,-3.306328773,1
591,193,-2.457318068,-2.14135313,1
591,225,-2.082079411,-3.218685627,1
591,257,-2.756104708,-2.951523781,1
591,289,-4.26923418,-2.572532177,1
591,321,-1.952886105,-2.272668362,1
591,353,-1.490768552,-1.359899998,1
591,385,-2.192011595,-1.120281696,1
591,417,-0.4596857429,-2.729074478,1
591,449,1.569698572,-1.774195313,1
591,481,1.710621595,-1.93217802,1
591,513,1.073442936,-3.043776274,1
591,545,0.8875966072,-2.549575806,1
591,577,1.517081261,-0.6381673813,1
591,609,1.722941875,-0.9686594009,1
591,641,1.568938017,-0.8473622799,1
591,673,1.076570153,-1.158359766,1
591,705,-0.3527805209,-1.560415626,1
591,737,-0.3119181097,-1.043885708,1
591,769,-0.2233786285,-0.3771196604,1
591,801,-0.3687038422,0.3538610637,1
591,833,-0.1878738701,0.6317279935,1
591,865,-0.04024422169,0.2182096839,1
591,897,-0.299166739,-0.7653210163,1
591,929,-0.6817119122,-1.014244556,1
591,961,-0.3602739871,-1.211405635,1
591,993,0.3709182143,-1.274227619,1
591,1025,0.2107696533,-0.2205280066,1
591,1057,0.06003463268,-0.4743283987,1
591,1089,0.8958992958,-1.318127394,1
591,1121,1.858515739,0.05616290122,1
591,1153,4.481752396,1.183192968,1
591,1185,6.842250824,1.035731554,1
591,1217,7.707199097,2.34243989,1
591,1249,6.089847088,1.172488928,1
591,1281,2.351020336,1.380671501,1
591,1313,0.02602505684,0.7387190461,1
591,1345,1.307878733,0.6899489164,1
591,1377,2.735918522,0.7945412993,1
591,1409,1.720871806,0.7485758066,1
591,1441,1.309155703,0.2450184226,1
591,1473,0.2584750652,0.4309701622,1
591,1505,0.02420163155,0.4276015759,1
591,1537,-0.4258580208,0.896538496,1
591,1569,-0.635268569,0.3155460358,1
591,1601,-1.47865057,0.140021652,1
591,1633,-0.348192811,0.9513044357,1
591,1665,1.580724478,1.653343201,1
591,1697,2.788838387,3.047334671,1
591,1729,1.587711215,2.934115887,1
591,1761,1.179146886,3.255455971,1
591,1793,1.99944067,3.717481136,1
591,1825,2.652123451,2.7108922,1
591,1857,3.291890383,3.510709047,1
591,1889,3.740385532,4.81893158,1
591,1921,3.879255295,4.647040844,1
591,1953,2.747652531,3.909659386,1
591,1985,1.810617328,2.973490477,1
591,2017,0.47519207,-4.546628952,1
623,33,0.1617926359,2.653833151,1
623,65,-1.281842709,-2.097711086,1
623,97,-2.409096956,-2.023545265,1
623,129,-3.029974937,-3.686937571,1
623,161,-2.45113349,-3.684145927,1
623,193,-1.758537292,-3.621438503,1
623,225,-1.450886965,-4.718663216,1
623,257,-1.764692307,-4.171766281,1
623,289,-3.143951416,-2.88759613,1
623,321,-1.135217071,-2.560742378,1
623,353,-1.036713123,-1.808977127,1
623,385,-2.143732071,-2.059514284,1
623,417,-0.4930247962,-3.098058224,1
623,449,1.118087769,-2.263296127,1
623,481,1.928196907,-1.315421343,1
623,513,2.387672901,-2.958553314,1
623,545,1.378676653,-3.2721982,1
623,577,2.228529453,-2.80924511,1
623,609,2.518959522,-1.390818119,1
623,641,1.951545715,0.3135317564,1
623,673,2.175321817,-1.012413502,1
623,705,3.164731979,-1.64907372,1
623,737,2.731878281,-2.005262375,1
623,769,0.4468126595,-1.596802473,1
623,801,-0.1087973863,-0.8020700812,1
623,833,-0.6943974495,0.2365459204,1
623,865,-0.651147604,-0.1064587533,1
623,897,-0.8573921919,-0.3649950624,1
623,929,-0.2020671964,-1.178395867,1
623,961,0.4851671755,-1.036839724,1
623,993,0.6419620514,-0.847625792,1
623,1025,0.4963609576,-0.7702311873,1
623,1057,0.5145814419,-0.6493026018,1
623,1089,0.3416914344,-0.8946300149,1
623,1121,1.229185462,-0.2855743766,1
623,1153,1.898729444,-0.3078427613,1
623,1185,5.448741913,1.367191315,1
623,1217,5.979434967,2.311641693,1
623,1249,4.299277782,1.839672565,1
623,1281,5.447964191,1.909995198,1
623,1313,0.1274447441,0.8033934832,1
623,1345,3.023067474,1.395961642,1
623,1377,2.861621618,1.199449062,1
623,1409,0.7396578789,0.506193459,1
623,1441,-0.83252877,0.9013913274,1
623,1473,-1.026309848,2.089772224,1
623,1505,-2.823676586,3.694488049,1
623,1537,-1.010004401,1.349044561,1
623,1569,-0.6142309308,0.6149046421,1
623,1601,-0.6347395182,0.8596359491,1
623,1633,0.4304066896,3.023859739,1
623,1665,1.02021122,3.484600544,1
623,1697,2.990473747,3.39293623,1
623,1729,1.108970046,3.645625353,1
623,1761,-0.8228895068,4.736194134,1
623,1793,0.2867722511,4.893275261,1
623,1825,2.08478117,4.727687359,1
623,1857,3.011006832,5.264397144,1
623,1889,4.293862343,4.976769447,1
623,1921,3.199685574,5.366557598,1
623,1953,1.526249051,4.60428524,1
623,1985,0.6836826801,3.986374855,1
623,2017,0.3836232424,-5.621860027,1
655,33,-18.85343742,1.97855401,1
655,65,12.9452877,7.402889252,1
655,97,-1.61195457,-2.504809856,1
655,129,-1.266036987,-2.644456863,1
655,161,-1.218747377,-2.609843254,1
655,193,-1.064981937,-2.89908123,1
655,225,-0.906509459,-4.181088448,1
655,257,-0.7368805408,-4.029160976,1
655,289,-1.108623028,-3.098823547,1
655,321,-0.4602214098,-3.318087101,1
655,353,0.1322345138,-2.43799758,1
655,385,-0.1938415766,-1.791678905,1
655,417,0.118047148,-2.552816391,1
655,449,0.4140236378,-2.255954027,1
655,481,1.377050281,-1.145521641,1
655,513,2.483607292,-3.348244905,1
655,545,2.194036961,-4.169611931,1
655,577,3.114887714,-3.589380503,1
655,609,2.085668087,-2.024179697,1
655,641,1.35409987,-0.2965949774,1
655,673,1.694543719,-1.157283783,1
655,705,1.796126842,-1.479512453,1
655,737,1.544600487,-1.911120892,1
655,769,0.9270842671,-2.175070763,1
655,801,0.04966698587,-2.449950695,1
655,833,-0.2360541523,-1.381476521,1
655,865,0.01873353124,-0.7532969713,1
655,897,0.2768838406,-0.5758063793,1
655,929,1.104674459,-0.5520465374,1
655,961,2.213949203,-0.5666531324,1
655,993,0.9266997576,-0.9690824747,1
655,1025,0.7388850451,-0.7291000485,1
655,1057,0.627871871,-0.5989701748,1
655,1089,0.6575380564,-0.8796477318,1
655,1121,0.8562815189,-0.4345842004,1
655,1153,1.525190353,0.03867119551,1
655,1185,1.802968025,0.4231191278,1
655,1217,9.498446465,2.49631834,1
655,1249,8.342656136,0.9218834639,1
655,1281,5.796896935,2.371990204,1
655,1313,4.865546227,1.006748796,1
655,1345,3.406512976,1.58108902,1
655,1377,2.292459965,1.111880064,1
655,1409,-0.1681892276,0.105312705,1
655,1441,-0.7207927704,0.8627051115,1
655,1473,-0.809873879,0.590423584,1
655,1505,-0.3629132509,1.079488039,1
655,1537,-0.2875857949,1.165871143,1
655,1569,-0.06956273317,0.6624902487,1
655,1601,-0.1592453718,0.6880085468,1
655,1633,0.3131097555,1.81241703,1
655,1665,1.790820837,3.708182096,1
655,1697,2.65738368,3.382481813,1
655,1729,1.689334154,3.704231262,1
655,1761,-0.677038312,5.057584286,1
655,1793,0.0458676815,5.337838173,1
655,1825,2.061722279,5.093772411,1
655,1857,4.539902687,4.93422699,1
655,1889,4.117294312,5.372700691,1
655,1921,2.238394022,5.638497829,1
655,1953,0.3803076744,5.848736763,1
655,1985,0.5959702134,6.325864792,1
655,2017,-3.69437027,-6.522018433,1
687,33,-14.79965115,2.257441998,1
687,65,-4.765706539,-7.207726479,1
687,97,-4.666602135,-2.959567547,1
687,129,-0.9466264248,-1.333823919,1
687,161,-0.7689057589,-1.353876591,1
687,193,-0.616571486,-1.551700592,1
687,225,-0.846319437,-2.41679287,1
687,257,-0.9903769493,-2.840225458,1
687,289,-0.7913758755,-3.454348803,1
687,321,0.6949009299,-4.606249332,1
687,353,0.9540753365,-3.204361439,1
687,385,0.410089463,-1.954153776,1
687,417,0.2846275568,-1.124467015,1
687,449,0.5189868212,-1.456370592,1
687,481,0.9330782294,-2.832719326,1
687,513,1.012072086,-4.008349419,1
687,545,1.124195337,-4.170450687,1
687,577,1.211757064,-2.334327936,1
687,609,0.7553901076,-1.064830542,1
687,641,0.7523317933,-0.9345043898,1
687,673,0.8154474497,-1.4133991,1
687,705,0.8853213787,-1.74075067,1
687,737,2.263558626,-2.285640001,1
687,769,0.9674872756,-2.667066813,1
687,801,-0.06746021658,-2.291662693,1
687,833,-1.288102031,-1.309636474,1
687,865,-0.1658561677,-1.16359961,1
687,897,0.3657681942,-1.283718467,1
687,929,0.3762382865,-0.5258315802,1
687,961,0.4409219027,-0.2870516777,1
687,993,0.3645092249,-0.2968173027,1
687,1025,0.5147233605,-0.07822373509,1
687,1057,0.6045804024,-0.3163805902,1
687,1089,0.7386229634,-0.4721116424,1
687,1121,1.403368831,-0.5310088992,1
687,1153,1.539027452,0.4773433208,1
687,1185,1.615076065,0.8818751574,1
687,1217,1.390655041,1.360854149,1
687,1249,1.186560035,0.5895902514,1
687,1281,1.436335921,0.620428443,1
687,1313,3.562806606,0.7718794346,1
687,1345,2.246090174,1.105167627,1
687,1377,1.327516556,0.8642070293,1
687,1409,-0.1774892211,0.3589748144,1
687,1441,0.1361244321,0.3068772554,1
687,1473,-0.008427321911,-0.2989622355,1
687,1505,1.141057134,2.342202663,1
687,1537,1.244704962,4.78945303,1
687,1569,1.102615476,2.375247478,1
687,1601,1.127140403,1.164257526,1
687,1633,1.162098527,3.117422819,1
687,1665,1.052832365,4.181005478,1
687,1697,1.345826983,4.192899227,1
687,1729,1.397154093,4.185064793,1
687,1761,2.122447729,3.336544514,1
687,1793,1.899698496,4.999122143,1
687,1825,3.125263691,5.048469543,1
687,1857,4.430106163,4.546878815,1
687,1889,2.530412436,4.632295609,1
687,1921,0.943577528,5.011928558,1
687,1953,0.9602097273,7.53090477,1
687,1985,-2.161678553,-13.874259,1
687,2017,6.206774235,-5.817500591,1
719,33,2.483053207,3.841467381,1
719,65,-4.689453602,-6.52094841,1
719,97,15.19069099,-1.441083074,1
719,129,-1.719475031,-2.915782928,1
719,161,-1.481512785,-1.815295219,1
719,193,-0.8386785984,-1.020783424,1
719,225,-1.189107299,-2.26455307,1
719,257,-1.820840597,-2.941847324,1
719,289,-2.19369173,-3.105998516,1
719,321,-0.02517318726,-3.716871262,1
719,353,0.1811775565,-3.108047962,1
